"date","countrycode2","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"2020/03/16","CY",875899,30,0,30,0,30,0,30,30,3.42505243184431e-05,3.42505243184431e-05,3.42505243184431e-05,3.42505243184431e-05
"2020/03/23","CY",875899,65,0,95,0,95,0,95,95,0.00010845999367507,7.42094693566267e-05,0.00010845999367507,0.00010845999367507
"2020/03/30","CY",875899,119,6,214,6,214,6,214,214,0.000244320406804894,0.000135860413129824,0.000244320406804894,0.000244320406804894
"2020/04/06","CY",875899,232,3,446,9,446,9,446,446,0.000509191128200854,0.00026487072139596,0.000509191128200854,0.000509191128200854
"2020/04/13","CY",875899,187,2,633,11,633,11,633,633,0.00072268606311915,0.000213494934918295,0.00072268606311915,0.00072268606311915
"2020/04/20","CY",875899,134,1,767,12,767,12,767,767,0.000875671738408195,0.000152985675289046,0.000875671738408195,0.000875671738408195
"2020/04/27","CY",875899,50,2,817,14,817,14,817,817,0.000932755945605601,5.70842071974052e-05,0.000932755945605601,0.000932755945605601
"2020/05/04","CY",875899,55,1,842,15,872,15,872,872,0.000995548573522746,6.27926279171457e-05,0.000995548573522746,0.000995548573522746
"2020/05/11","CY",875899,26,1,803,16,898,16,898,898,0.0010252323612654,2.96837877426507e-05,0.0010252323612654,0.0010252323612654
"2020/05/18","CY",875899,18,1,702,11,916,17,916,916,0.00104578267585646,2.05503145910659e-05,0.00104578267585646,0.00104578267585646
"2020/05/25","CY",875899,19,0,489,8,935,17,935,935,0.00106747467459148,2.1691998735014e-05,0.00106747467459148,0.00106747467459148
"2020/06/01","CY",875899,9,0,311,6,944,17,944,944,0.00107774983188701,1.02751572955329e-05,0.00107774983188701,0.00107774983188701
"2020/06/08","CY",875899,20,1,197,6,964,18,934,964,0.00110058351476597,2.28336828789621e-05,0.00106633299044753,0.00110058351476597
"2020/06/15","CY",875899,19,0,166,4,983,18,888,983,0.00112227551350099,2.1691998735014e-05,0.00101381551982592,0.00112227551350099
"2020/06/22","CY",875899,3,1,114,4,986,19,772,986,0.00112570056593283,3.42505243184431e-06,0.000881380159127936,0.00112570056593283
"2020/06/29","CY",875899,8,0,96,3,994,19,548,994,0.00113483403908441,9.13347315158483e-06,0.000625642910883561,0.00113483403908441
"2020/07/06","CY",875899,9,0,87,2,1003,19,370,1003,0.00114510919637995,1.02751572955329e-05,0.000422423133260798,0.00114510919637995
"2020/07/13","CY",875899,18,0,86,2,1021,19,254,1021,0.00116565951097101,2.05503145910659e-05,0.000289987772562818,0.00116565951097101
"2020/07/20","CY",875899,17,0,94,2,1038,19,221,1008,0.00118506814141813,1.94086304471178e-05,0.000252312195812531,0.00115081761709969
"2020/07/27","CY",875899,19,0,93,1,1057,19,185,962,0.00120676014015315,2.1691998735014e-05,0.000211211566630399,0.00109830014647808
"2020/08/03","CY",875899,93,0,167,1,1150,19,252,936,0.00131293676554032,0.000106176625387174,0.000287704404274922,0.00106861635873542
"2020/08/10","CY",875899,92,0,256,0,1242,19,326,796,0.00141797170678354,0.000105034941243226,0.000372189030927082,0.00090878057858269
"2020/08/17","CY",875899,90,1,338,1,1332,20,397,699,0.00152072327973887,0.000102751572955329,0.000453248605147397,0.000798037216619724
"2020/08/24","CY",875899,89,1,418,2,1421,21,477,654,0.00162233316855026,0.000101609888811381,0.000544583336663245,0.00074666143014206
"2020/08/31","CY",875899,66,0,466,2,1487,21,523,670,0.00169768432205083,7.53511535005748e-05,0.000597100807284858,0.000764928376445229
"2020/09/07","CY",875899,22,0,471,2,1509,21,526,637,0.00172280137321769,2.51170511668583e-05,0.000600525859716703,0.000727252799694942
"2020/09/14","CY",875899,17,0,469,2,1526,21,540,628,0.00174221000366481,1.94086304471178e-05,0.000616509437731976,0.000716977642399409
"2020/09/21","CY",875899,74,1,450,3,1600,22,606,684,0.00182669463031697,8.44846266521597e-05,0.000691860591232551,0.000780911954460503
"2020/09/28","CY",875899,96,0,454,3,1696,22,693,761,0.00193629630813598,0.000109601677819018,0.000791187111756036,0.000868821633544507
"2020/10/05","CY",875899,128,0,492,2,1824,22,803,880,0.00208243187856134,0.000146135570425357,0.000916772367590327,0.00100468204667433
"2020/10/12","CY",875899,162,3,565,4,1986,25,948,1022,0.00226738470988093,0.000184952831319593,0.0010823165684628,0.00116680119511496
"2020/10/19","CY",875899,658,0,1157,4,2644,25,1587,1661,0.00301861287659879,0.000751228166717852,0.00181185273644564,0.0018963373630978
