"date","countrycode2","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"2020/01/06","AU",25203200,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/13","AU",25203200,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/20","AU",25203200,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/27","AU",25203200,4,0,4,0,4,0,4,4,1.5871000507872e-07,1.5871000507872e-07,1.5871000507872e-07,1.5871000507872e-07
"2020/02/03","AU",25203200,7,0,11,0,11,0,11,11,4.3645251396648e-07,2.7774250888776e-07,4.3645251396648e-07,4.3645251396648e-07
"2020/02/10","AU",25203200,3,0,14,0,14,0,14,14,5.55485017775521e-07,1.1903250380904e-07,5.55485017775521e-07,5.55485017775521e-07
"2020/02/17","AU",25203200,1,0,15,0,15,0,15,15,5.95162519045201e-07,3.967750126968e-08,5.95162519045201e-07,5.95162519045201e-07
"2020/02/24","AU",25203200,7,0,22,0,22,0,22,22,8.72905027932961e-07,2.7774250888776e-07,8.72905027932961e-07,8.72905027932961e-07
"2020/03/02","AU",25203200,7,1,29,1,29,1,29,29,1.15064753682072e-06,2.7774250888776e-07,1.15064753682072e-06,1.15064753682072e-06
"2020/03/09","AU",25203200,51,2,80,3,80,3,80,80,3.1742001015744e-06,2.02355256475368e-06,3.1742001015744e-06,3.1742001015744e-06
"2020/03/16","AU",25203200,218,2,294,5,298,5,298,298,1.18238953783647e-05,8.64969527679025e-06,1.18238953783647e-05,1.18238953783647e-05
"2020/03/23","AU",25203200,1411,2,1698,7,1709,7,1709,1709,6.78088496698832e-05,5.59849542915185e-05,6.78088496698832e-05,6.78088496698832e-05
"2020/03/30","AU",25203200,2384,9,4079,16,4093,16,4093,4093,0.0001624000126968,9.45911630269172e-05,0.0001624000126968,0.0001624000126968
"2020/04/06","AU",25203200,1651,20,5729,36,5744,36,5744,5744,0.000227907567293042,6.55075545962417e-05,0.000227907567293042,0.000227907567293042
"2020/04/13","AU",25203200,578,25,6300,61,6322,61,6322,6322,0.000250841163026917,2.29335957338751e-05,0.000250841163026917,0.000250841163026917
"2020/04/20","AU",25203200,290,9,6583,69,6612,70,6608,6612,0.000262347638395124,1.15064753682072e-05,0.000262188928390046,0.000262347638395124
