"date","countrycode2","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"2020/01/06","EC",17373657,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/13","EC",17373657,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/20","EC",17373657,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/27","EC",17373657,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/03","EC",17373657,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/10","EC",17373657,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/17","EC",17373657,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/24","EC",17373657,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/02","EC",17373657,6,0,6,0,6,0,6,6,3.45350434856634e-07,3.45350434856634e-07,3.45350434856634e-07,3.45350434856634e-07
"2020/03/09","EC",17373657,8,0,14,0,14,0,14,14,8.05817681332146e-07,4.60467246475512e-07,8.05817681332146e-07,8.05817681332146e-07
"2020/03/16","EC",17373657,23,2,37,2,37,2,37,37,2.12966101494924e-06,1.3238433336171e-06,2.12966101494924e-06,2.12966101494924e-06
"2020/03/23","EC",17373657,752,12,789,14,789,14,789,789,4.54135821836473e-05,4.32839211686981e-05,4.54135821836473e-05,4.54135821836473e-05
"2020/03/30","EC",17373657,1101,44,1890,58,1890,58,1890,1890,0.00010878538697984,6.33718047961923e-05,0.00010878538697984,0.00010878538697984
"2020/04/06","EC",17373657,1756,122,3646,180,3646,180,3646,3646,0.000209857947581214,0.000101072560601375,0.000209857947581214,0.000209857947581214
"2020/04/13","EC",17373657,3820,153,7466,333,7466,333,7466,7466,0.000429731057773271,0.000219873110192057,0.000429731057773271,0.000429731057773271
"2020/04/20","EC",17373657,2002,141,9462,474,9468,474,9468,9468,0.000544962986203768,0.000115231928430497,0.000544962986203768,0.000544962986203768
"2020/04/27","EC",17373657,13251,102,22705,576,22719,576,22719,22719,0.00130766942158464,0.000762706435380876,0.00130766942158464,0.00130766942158464
"2020/05/04","EC",17373657,6819,988,29501,1562,29538,1564,29538,29538,0.00170016019079921,0.000392490769214564,0.00170016019079921,0.00170016019079921
"2020/05/11","EC",17373657,21,563,28770,2113,29559,2127,29559,29559,0.00170136891732121,1.20872652199822e-06,0.00170136891732121,0.00170136891732121
"2020/05/18","EC",17373657,3623,609,31292,2678,33182,2736,33182,33182,0.0019099030215688,0.000208534104247597,0.0019099030215688,0.0019099030215688
"2020/05/25","EC",17373657,3574,372,33110,2928,36756,3108,36750,36756,0.00211561676393174,0.000205713742362935,0.00211527141349688,0.00211561676393174
"2020/06/01","EC",17373657,2342,250,31632,3025,39098,3358,39084,39098,0.00225041855033744,0.000134801786405706,0.00224961273265611,0.00225041855033744
"2020/06/08","EC",17373657,4022,263,33652,3147,43120,3621,43083,43120,0.00248191845850301,0.000231499908165564,0.00247978879748806,0.00248191845850301
"2020/06/15","EC",17373657,3631,275,24032,3320,46751,3896,45962,46751,0.00269091302999708,0.000208994571494073,0.00264549944781343,0.00269091302999708
"2020/06/22","EC",17373657,3889,327,21102,2659,50640,4223,48750,50640,0.00291475767018999,0.000223844640192908,0.00280597228321015,0.00291475767018999
"2020/06/29","EC",17373657,4615,206,25696,2302,55255,4429,51609,55255,0.00318038971300055,0.000265632042810561,0.00297053176541934,0.00318038971300055
"2020/07/06","EC",17373657,6703,352,28776,2045,61958,4781,54492,61952,0.00356620370714122,0.000385813994140669,0.00313647264936795,0.00356585835670636
"2020/07/13","EC",17373657,5912,266,31114,1939,67870,5047,58402,67856,0.00390648900228662,0.000340285295145403,0.00336152601608285,0.00390568318460529
"2020/07/20","EC",17373657,6143,266,34915,1955,74013,5313,51294,73976,0.00426007028917401,0.000353581286887384,0.00295240086758936,0.00425794062815906
"2020/07/27","EC",17373657,6681,202,37574,1894,80694,5515,51156,79905,0.00464461799838687,0.000384547709212862,0.00294445780758766,0.00459920441620322
"2020/08/03","EC",17373657,5830,235,39773,1854,86524,5750,56965,84634,0.0049801835042559,0.000335565505869029,0.00327881458693469,0.00487139811727606
"2020/08/10","EC",17373657,7935,172,43819,1699,94459,5922,61277,90813,0.0054369094543538,0.000456725950097898,0.00352700643278499,0.00522705150677258
"2020/08/17","EC",17373657,7083,148,46287,1641,101542,6070,64786,94076,0.00584459564270205,0.000407686188348256,0.00372897887877031,0.00541486458492878
"2020/08/24","EC",17373657,6227,240,45811,1529,107769,6310,68671,98301,0.00620301183567743,0.000358416192975376,0.00395259328533998,0.00565804884947366
"2020/08/31","EC",17373657,5879,245,45778,1508,113648,6555,70528,90929,0.00654139770343112,0.000338385867753692,0.00405947924492811,0.00523372828184648
"2020/09/07","EC",17373657,-3864,3969,35771,5211,109784,10524,63033,80246,0.00631899202338345,0.000222405680047672,0.00362807899338637,0.00461883183258424
"2020/09/14","EC",17373657,8810,379,37900,5388,118594,10903,67954,89035,0.00682608157856461,0.000507089555181157,0.00391132390837462,0.0051247126612434
"2020/09/21","EC",17373657,7825,187,39895,5340,126419,11090,71164,93237,0.00727647610402346,0.00045039452545886,0.00409608639102292,0.00536657308245466
"2020/09/28","EC",17373657,8328,189,40288,5357,134747,11279,72789,97991,0.00775582250760447,0.000479346403581008,0.00418961880046325,0.00564020574367273
"2020/10/05","EC",17373657,6287,368,39492,5577,141034,11647,73164,101936,0.00811769220492842,0.000361869697323943,0.00421120320264179,0.00586727365459097
"2020/10/12","EC",17373657,5999,544,39264,5881,147033,12191,73020,103913,0.00846298508137924,0.000345292876450824,0.00420291479220523,0.00598106662287623
"2020/10/19","EC",17373657,6256,196,39641,5832,153289,12387,72595,106538,0.00882307046812309,0.00036008538674385,0.00417845246973622,0.00613215743812601
"2020/10/26","EC",17373657,8346,166,51851,2029,161635,12553,75111,110995,0.00930345292300867,0.000480382454885578,0.00432326941875277,0.00638869525281868
"2020/11/02","EC",17373657,7559,131,50600,1781,169194,12684,74735,113939,0.00973853691252222,0.000435083989513549,0.00430162745816842,0.00655814719952167
"2020/11/09","EC",17373657,5713,146,48488,1740,174907,12830,73365,112949,0.0100673680849115,0.000328831172389325,0.00422277244220949,0.00650116437777032
"2020/11/16","EC",17373657,5388,178,45548,1729,180295,13008,72526,112425,0.0103774927754128,0.000310124690501257,0.00417448093973537,0.00647100377312618
"2020/11/23","EC",17373657,5348,193,44609,1554,185643,13201,71995,111630,0.0106853151296817,0.00030782235426888,0.00414391742625056,0.00642524484050767
"2020/11/30","EC",17373657,6474,222,45084,1232,192117,13423,82333,111423,0.011057948248892,0.000372633119210308,0.00473895622550854,0.00641333025050512
"2020/12/07","EC",17373657,5881,355,44709,1391,197998,13778,79404,111474,0.0113964492334573,0.000338500984565311,0.00457036765489269,0.0064162657292014
"2020/12/14","EC",17373657,4112,97,40475,1322,202110,13875,75691,107651,0.0116331293981457,0.000236680164688413,0.00435665329412225,0.00619621994379191
"2020/12/21","EC",17373657,4219,74,37135,1265,206329,13949,71582,104787,0.0118759683122557,0.000242838914110023,0.00412014580465126,0.00603137266955368
"2020/12/28","EC",17373657,3429,45,34851,1164,209758,13994,68724,101989,0.0120733360857763,0.000197367773520566,0.00395564388084788,0.00587032425009887
"2021/01/04","EC",17373657,4856,65,34319,1051,214614,14059,67581,100966,0.0123528397043869,0.000279503618610636,0.00388985462300769,0.00581144200095582
"2021/01/11","EC",17373657,6892,125,35863,983,221506,14184,68217,111722,0.0127495322372256,0.000396692532838653,0.0039264617691025,0.00643054021384214
