"date","countrycode2","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"2021/01/11","FM",113811,1,0,NA,NA,1,0,NA,NA,8.78649691154634e-06,8.78649691154634e-06,NA,NA
"2021/01/18","FM",113811,0,0,NA,NA,1,0,NA,NA,8.78649691154634e-06,0,NA,NA
