"date","countrycode2","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"2020/01/06","GE",3996762,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/13","GE",3996762,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/20","GE",3996762,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/27","GE",3996762,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/03","GE",3996762,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/10","GE",3996762,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/17","GE",3996762,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/24","GE",3996762,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/02","GE",3996762,3,0,3,0,3,0,3,3,7.50607616865853e-07,7.50607616865853e-07,7.50607616865853e-07,7.50607616865853e-07
"2020/03/09","GE",3996762,10,0,13,0,13,0,13,13,3.2526330064187e-06,2.50202538955284e-06,3.2526330064187e-06,3.2526330064187e-06
"2020/03/16","GE",3996762,17,0,30,0,30,0,30,30,7.50607616865853e-06,4.25344316223983e-06,7.50607616865853e-06,7.50607616865853e-06
"2020/03/23","GE",3996762,24,0,54,0,54,0,54,54,1.35109371035854e-05,6.00486093492682e-06,1.35109371035854e-05,1.35109371035854e-05
"2020/03/30","GE",3996762,36,0,90,0,90,0,90,90,2.25182285059756e-05,9.00729140239023e-06,2.25182285059756e-05,2.25182285059756e-05
"2020/04/06","GE",3996762,84,2,174,2,174,2,174,174,4.35352417782195e-05,2.10170132722439e-05,4.35352417782195e-05,4.35352417782195e-05
"2020/04/13","GE",3996762,83,1,257,3,257,3,257,257,6.43020525115081e-05,2.07668107332886e-05,6.43020525115081e-05,6.43020525115081e-05
"2020/04/20","GE",3996762,137,1,391,4,394,4,394,394,9.8579800348382e-05,3.42777478368739e-05,9.8579800348382e-05,9.8579800348382e-05
"2020/04/27","GE",3996762,92,2,473,6,486,6,486,486,0.000121598433932268,2.30186335838862e-05,0.000121598433932268,0.000121598433932268
