"date","countrycode2","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"2020/03/09","PL",37972812,11,0,11,0,11,0,11,11,2.89680943302276e-07,2.89680943302276e-07,2.89680943302276e-07,2.89680943302276e-07
"2020/03/16","PL",37972812,114,3,125,3,125,3,125,125,3.29182890116223e-06,3.00214795785996e-06,3.29182890116223e-06,3.29182890116223e-06
"2020/03/23","PL",37972812,509,4,634,7,634,7,634,634,1.66961561866948e-05,1.34043272855326e-05,1.66961561866948e-05,1.66961561866948e-05
"2020/03/30","PL",37972812,1228,15,1862,22,1862,22,1862,1862,4.90350833117126e-05,3.23389271250178e-05,4.90350833117126e-05,4.90350833117126e-05
"2020/04/06","PL",37972812,2240,72,4102,94,4102,94,4102,4102,0.00010802465722054,5.89895739088272e-05,0.00010802465722054,0.00010802465722054
"2020/04/13","PL",37972812,2572,138,6674,232,6674,232,6674,6674,0.000175757328690854,6.77326714703141e-05,0.000175757328690854,0.000175757328690854
"2020/04/20","PL",37972812,2613,128,9287,360,9287,360,9287,9287,0.000244569720040749,6.88123913498953e-05,0.000244569720040749,0.000244569720040749
"2020/04/27","PL",37972812,2330,175,11606,535,11617,535,11617,11617,0.000305929410758413,6.1359690717664e-05,0.000305929410758413,0.000305929410758413
"2020/05/04","PL",37972812,2076,143,13568,675,13693,678,13693,13693,0.000360600105148915,5.46706943905023e-05,0.000360600105148915,0.000360600105148915
"2020/05/11","PL",37972812,2303,122,15362,793,15996,800,15996,15996,0.000421248760823928,6.0648655675013e-05,0.000421248760823928,0.000421248760823928
"2020/05/18","PL",37972812,2533,125,16667,903,18529,925,18529,18529,0.00048795438167708,6.67056208531515e-05,0.00048795438167708,0.00048795438167708
"2020/05/25","PL",37972812,2797,71,17224,902,21326,996,21326,21326,0.000561612345169486,7.36579634924061e-05,0.000561612345169486,0.000561612345169486
"2020/06/01","PL",37972812,2460,68,17112,832,23786,1064,23775,23786,0.000626395537944359,6.47831927748727e-05,0.000626105857001056,0.000626395537944359
"2020/06/08","PL",37972812,2775,93,17274,797,26561,1157,26436,26561,0.00069947413955016,7.30786016058015e-05,0.000696182310648998,0.00069947413955016
"2020/06/15","PL",37972812,2831,90,17775,712,29392,1247,28758,29392,0.000774027480503682,7.45533409535222e-05,0.000757331324316988,0.000774027480503682
"2020/06/22","PL",37972812,2539,109,18238,678,31931,1356,30069,31931,0.00084089110914409,6.68636286404073e-05,0.000791856025832377,0.00084089110914409
"2020/06/29","PL",37972812,1976,82,17911,638,33907,1438,29805,33907,0.000892928340413662,5.20372312695726e-05,0.000784903683193123,0.000892928340413662
