"date","countrycode2","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"2020/03/16","TN",11694721,18,0,18,0,18,0,18,18,1.53915600038684e-06,1.53915600038684e-06,1.53915600038684e-06,1.53915600038684e-06
"2020/03/23","TN",11694721,57,3,75,3,75,3,75,75,6.41315000161184e-06,4.873994001225e-06,6.41315000161184e-06,6.41315000161184e-06
"2020/03/30","TN",11694721,203,5,278,8,278,8,278,278,2.37714093393079e-05,1.7358259337696e-05,2.37714093393079e-05,2.37714093393079e-05
"2020/04/06","TN",11694721,275,11,553,19,553,19,553,553,4.72862926785513e-05,2.35148833392434e-05,4.72862926785513e-05,4.72862926785513e-05
"2020/04/13","TN",11694721,154,12,707,31,707,31,707,707,6.04546273485276e-05,1.31683346699763e-05,6.04546273485276e-05,6.04546273485276e-05
"2020/04/20","TN",11694721,172,7,879,38,879,38,879,879,7.51621180188907e-05,1.47074906703631e-05,7.51621180188907e-05,7.51621180188907e-05
"2020/04/27","TN",11694721,70,0,949,38,949,38,949,949,8.11477246870618e-05,5.98560666817105e-06,8.11477246870618e-05,8.11477246870618e-05
"2020/05/04","TN",11694721,64,4,995,42,1013,42,1013,1013,8.66202793551039e-05,5.4725546680421e-06,8.66202793551039e-05,8.66202793551039e-05
"2020/05/11","TN",11694721,19,3,957,42,1032,45,1032,1032,8.82449440221789e-05,1.624664667075e-06,8.82449440221789e-05,8.82449440221789e-05
"2020/05/18","TN",11694721,5,0,759,37,1037,45,1037,1037,8.86724873556197e-05,4.27543333440789e-07,8.86724873556197e-05,8.86724873556197e-05
"2020/05/25","TN",11694721,14,3,498,29,1051,48,1051,1051,8.98696086892539e-05,1.19712133363421e-06,8.98696086892539e-05,8.98696086892539e-05
"2020/06/01","TN",11694721,26,0,370,17,1077,48,1077,1077,9.2092834023146e-05,2.2232253338921e-06,9.2092834023146e-05,9.2092834023146e-05
"2020/06/08","TN",11694721,10,1,208,11,1087,49,1069,1087,9.29479206900276e-05,8.55086666881578e-07,9.14087646896407e-05,9.29479206900276e-05
"2020/06/15","TN",11694721,9,0,147,11,1096,49,1021,1096,9.3717498690221e-05,7.69578000193421e-07,8.73043486886092e-05,9.3717498690221e-05
"2020/06/22","TN",11694721,61,1,144,8,1157,50,879,1157,9.89335273581986e-05,5.21602866797763e-06,7.51621180188907e-05,9.89335273581986e-05
"2020/06/29","TN",11694721,12,0,137,5,1169,50,616,1169,9.99596313584565e-05,1.02610400025789e-06,5.26733386799052e-05,9.99596313584565e-05
"2020/07/06","TN",11694721,19,0,151,5,1188,50,481,1188,0.000101584296025532,1.624664667075e-06,4.11296686770039e-05,0.000101584296025532
"2020/07/13","TN",11694721,75,0,212,2,1263,50,384,1263,0.000107997446027143,6.41315000161184e-06,3.28353280082526e-05,0.000107997446027143
"2020/07/20","TN",11694721,111,0,297,2,1374,50,425,1356,0.000117488908029529,9.49146200238552e-06,3.63411833424671e-05,0.000115949752029142
"2020/07/27","TN",11694721,78,0,365,1,1452,50,439,1377,0.000124158584031205,6.66967600167631e-06,3.75383046761013e-05,0.000117745434029593
"2020/08/03","TN",11694721,109,1,465,2,1561,51,529,1283,0.000133479028700214,9.32044466900921e-06,4.52340846780355e-05,0.000109707619360907
"2020/08/10","TN",11694721,136,0,540,1,1697,51,660,1144,0.000145108207369804,1.16291786695895e-05,5.64357200141842e-05,9.78219146912526e-05
"2020/08/17","TN",11694721,410,3,938,4,2107,54,1056,1400,0.000180166760711949,3.50585533421447e-05,9.02971520226947e-05,0.000119712133363421
"2020/08/24","TN",11694721,631,14,1550,18,2738,68,1661,1859,0.000234122729392176,5.39559686802276e-05,0.00014202989536903,0.000158960611373285
"2020/08/31","TN",11694721,947,8,2422,26,3685,76,2598,2736,0.000315099436745862,8.09767073536855e-05,0.000222151516055834,0.0002339517120588
"2020/09/07","TN",11694721,1091,17,3402,43,4776,93,3680,3763,0.000408389392102642,9.32899553567802e-05,0.000314671893412421,0.000321769112747538
"2020/09/14","TN",11694721,1859,14,5183,57,6635,107,5478,5603,0.000567350003475927,0.000158960611373285,0.000468416476117729,0.000479105059453748
"2020/09/21","TN",11694721,4097,52,9171,108,10732,159,9563,9695,0.00091767901089731,0.000350329007421383,0.000817719379538853,0.00082900652354169
"2020/09/28","TN",11694721,5382,55,14417,163,16114,214,14926,15063,0.00137788665501298,0.000460207644115666,0.00127630235898744,0.00128801704632372
"2020/10/05","TN",11694721,7339,107,21346,267,23453,321,22190,22376,0.00200543475983737,0.00062754810482439,0.00189743731381022,0.00191334192581422
"2020/10/12","TN",11694721,7806,135,28521,388,31259,456,29885,30172,0.00267291541200513,0.00066748065216776,0.0025554265039756,0.0025799674913151
"2020/10/19","TN",11694721,9283,170,36857,550,40542,626,39090,39446,0.0034666923648713,0.000793776952866169,0.00334253378084009,0.00337297486618107
"2020/10/26","TN",11694721,8257,193,44023,726,48799,819,47238,47642,0.00417273742571541,0.000706045060844119,0.0040392583970152,0.00407380389835722
