"date","countrycode2","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"2020/03/30","AI",14872,2,0,2,0,2,0,2,2,0.000134480903711673,0.000134480903711673,0.000134480903711673,0.000134480903711673
"2020/04/06","AI",14872,1,0,3,0,3,0,3,3,0.000201721355567509,6.72404518558365e-05,0.000201721355567509,0.000201721355567509
"2020/04/13","AI",14872,0,0,3,0,3,0,3,3,0.000201721355567509,0,0.000201721355567509,0.000201721355567509
"2020/04/20","AI",14872,0,0,3,0,3,0,3,3,0.000201721355567509,0,0.000201721355567509,0.000201721355567509
"2020/04/27","AI",14872,0,0,3,0,3,0,3,3,0.000201721355567509,0,0.000201721355567509,0.000201721355567509
"2020/05/04","AI",14872,0,0,3,0,3,0,3,3,0.000201721355567509,0,0.000201721355567509,0.000201721355567509
"2020/05/11","AI",14872,0,0,3,0,3,0,3,3,0.000201721355567509,0,0.000201721355567509,0.000201721355567509
"2020/05/18","AI",14872,0,0,1,0,3,0,3,3,0.000201721355567509,0,0.000201721355567509,0.000201721355567509
"2020/05/25","AI",14872,0,0,0,0,3,0,3,3,0.000201721355567509,0,0.000201721355567509,0.000201721355567509
"2020/06/01","AI",14872,0,0,0,0,3,0,3,3,0.000201721355567509,0,0.000201721355567509,0.000201721355567509
"2020/06/08","AI",14872,0,0,0,0,3,0,3,3,0.000201721355567509,0,0.000201721355567509,0.000201721355567509
"2020/06/15","AI",14872,0,0,0,0,3,0,3,3,0.000201721355567509,0,0.000201721355567509,0.000201721355567509
"2020/06/22","AI",14872,0,0,0,0,3,0,1,3,0.000201721355567509,0,6.72404518558365e-05,0.000201721355567509
"2020/06/29","AI",14872,0,0,0,0,3,0,0,3,0.000201721355567509,0,0,0.000201721355567509
"2020/07/06","AI",14872,0,0,0,0,3,0,0,3,0.000201721355567509,0,0,0.000201721355567509
"2020/07/13","AI",14872,0,0,0,0,3,0,0,3,0.000201721355567509,0,0,0.000201721355567509
"2020/07/20","AI",14872,0,0,0,0,3,0,0,3,0.000201721355567509,0,0,0.000201721355567509
"2020/07/27","AI",14872,0,0,0,0,3,0,0,3,0.000201721355567509,0,0,0.000201721355567509
"2020/08/03","AI",14872,0,0,0,0,3,0,0,1,0.000201721355567509,0,0,6.72404518558365e-05
"2020/08/10","AI",14872,0,0,0,0,3,0,0,0,0.000201721355567509,0,0,0
"2020/08/17","AI",14872,0,0,0,0,3,0,0,0,0.000201721355567509,0,0,0
"2020/08/24","AI",14872,0,0,0,0,3,0,0,0,0.000201721355567509,0,0,0
"2020/08/31","AI",14872,0,0,0,0,3,0,0,0,0.000201721355567509,0,0,0
"2020/09/07","AI",14872,0,0,0,0,3,0,0,0,0.000201721355567509,0,0,0
"2020/09/14","AI",14872,0,0,0,0,3,0,0,0,0.000201721355567509,0,0,0
"2020/09/21","AI",14872,0,0,0,0,3,0,0,0,0.000201721355567509,0,0,0
"2020/09/28","AI",14872,0,0,0,0,3,0,0,0,0.000201721355567509,0,0,0
"2020/10/05","AI",14872,0,0,0,0,3,0,0,0,0.000201721355567509,0,0,0
"2020/10/12","AI",14872,0,0,0,0,3,0,0,0,0.000201721355567509,0,0,0
"2020/10/19","AI",14872,0,0,0,0,3,0,0,0,0.000201721355567509,0,0,0
"2020/10/26","AI",14872,0,0,0,0,3,0,0,0,0.000201721355567509,0,0,0
"2020/11/02","AI",14872,0,0,0,0,3,0,0,0,0.000201721355567509,0,0,0
"2020/11/09","AI",14872,0,0,0,0,3,0,0,0,0.000201721355567509,0,0,0
"2020/11/16","AI",14872,0,0,0,0,3,0,0,0,0.000201721355567509,0,0,0
"2020/11/23","AI",14872,1,0,1,0,4,0,1,1,0.000268961807423346,6.72404518558365e-05,6.72404518558365e-05,6.72404518558365e-05
"2020/11/30","AI",14872,0,0,1,0,4,0,1,1,0.000268961807423346,0,6.72404518558365e-05,6.72404518558365e-05
"2020/12/07","AI",14872,5,0,6,0,9,0,6,6,0.000605164066702528,0.000336202259279182,0.000403442711135019,0.000403442711135019
"2020/12/14","AI",14872,1,0,7,0,10,0,7,7,0.000672404518558365,6.72404518558365e-05,0.000470683162990855,0.000470683162990855
"2020/12/21","AI",14872,0,0,7,0,10,0,7,7,0.000672404518558365,0,0.000470683162990855,0.000470683162990855
"2020/12/28","AI",14872,3,0,10,0,13,0,10,10,0.000874125874125874,0.000201721355567509,0.000672404518558365,0.000672404518558365
"2021/01/04","AI",14872,2,0,12,0,15,0,12,12,0.00100860677783755,0.000134480903711673,0.000806885422270038,0.000806885422270038
"2021/01/11","AI",14872,0,0,11,0,15,0,12,12,0.00100860677783755,0,0.000806885422270038,0.000806885422270038
"2021/01/18","AI",14872,0,0,11,0,15,0,12,12,0.00100860677783755,0,0.000806885422270038,0.000806885422270038
