"date","countrycode2","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"2020/03/16","GQ",1355982,1,0,1,0,1,0,1,1,7.37472916307149e-07,7.37472916307149e-07,7.37472916307149e-07,7.37472916307149e-07
"2020/03/23","GQ",1355982,5,0,6,0,6,0,6,6,4.42483749784289e-06,3.68736458153574e-06,4.42483749784289e-06,4.42483749784289e-06
"2020/03/30","GQ",1355982,8,0,14,0,14,0,14,14,1.03246208283001e-05,5.89978333045719e-06,1.03246208283001e-05,1.03246208283001e-05
"2020/04/06","GQ",1355982,2,0,16,0,16,0,16,16,1.17995666609144e-05,1.4749458326143e-06,1.17995666609144e-05,1.17995666609144e-05
"2020/04/13","GQ",1355982,5,0,21,0,21,0,21,21,1.54869312424501e-05,3.68736458153574e-06,1.54869312424501e-05,1.54869312424501e-05
"2020/04/20","GQ",1355982,58,0,79,0,79,0,79,79,5.82603603882647e-05,4.27734291458146e-05,5.82603603882647e-05,5.82603603882647e-05
"2020/04/27","GQ",1355982,179,1,258,1,258,1,258,258,0.000190268012407244,0.00013200765201898,0.000190268012407244,0.000190268012407244
"2020/05/04","GQ",1355982,57,0,314,1,315,1,315,315,0.000232303968636752,4.20359562295075e-05,0.000232303968636752,0.000232303968636752
"2020/05/11","GQ",1355982,124,3,433,4,439,4,439,439,0.000323750610258838,9.14466416220864e-05,0.000323750610258838,0.000323750610258838
"2020/05/18","GQ",1355982,155,3,580,7,594,7,594,594,0.000438058912286446,0.000114308302027608,0.000438058912286446,0.000438058912286446
"2020/05/25","GQ",1355982,449,5,1027,12,1043,12,1043,1043,0.000769184251708356,0.00033112533942191,0.000769184251708356,0.000769184251708356
"2020/06/01","GQ",1355982,263,0,1285,12,1306,12,1306,1306,0.000963139628697136,0.00019395537698878,0.000963139628697136,0.000963139628697136
"2020/06/08","GQ",1355982,0,0,1227,12,1306,12,1305,1306,0.000963139628697136,0,0.000962402155780829,0.000963139628697136
"2020/06/15","GQ",1355982,0,0,1048,11,1306,12,1300,1306,0.000963139628697136,0,0.000958714791199293,0.000963139628697136
"2020/06/22","GQ",1355982,358,20,1349,31,1664,32,1650,1664,0.0012271549327351,0.000264015304037959,0.0012168303119068,0.0012271549327351
"2020/06/29","GQ",1355982,337,0,1562,28,2001,32,1985,2001,0.0014756833055306,0.000248528372795509,0.00146388373886969,0.0014756833055306
"2020/07/06","GQ",1355982,1070,19,2477,44,3071,51,3050,3071,0.00226477932597925,0.000789096020448649,0.0022492923947368,0.00226477932597925
"2020/07/13","GQ",1355982,0,0,2028,39,3071,51,2992,3071,0.00226477932597925,0,0.00220651896559099,0.00226477932597925
"2020/07/20","GQ",1355982,0,0,1765,39,3071,51,2813,3070,0.00226477932597925,0,0.00207451131357201,0.00226404185306295
"2020/07/27","GQ",1355982,0,0,1765,39,3071,51,2756,3065,0.00226477932597925,0,0.0020324753573425,0.00226035448848141
"2020/08/03","GQ",1355982,1750,32,3515,71,4821,83,4382,4807,0.00355535692951676,0.00129057760353751,0.00323160631925793,0.00354503230868846
"2020/08/10","GQ",1355982,0,0,3157,51,4821,83,4227,4805,0.00355535692951676,0,0.00311729801723032,0.00354355736285585
"2020/08/17","GQ",1355982,0,0,2820,51,4821,83,3778,4800,0.00355535692951676,0,0.00278617267780841,0.00353986999827431
"2020/08/24","GQ",1355982,105,0,1855,32,4926,83,3620,4847,0.00363279158572901,7.74346562122506e-05,0.00266965195703188,0.00357453122534075
"2020/08/31","GQ",1355982,15,0,1870,32,4941,83,3635,4683,0.00364385367947362,1.10620937446072e-05,0.00268071405077649,0.00345358566706638
"2020/09/07","GQ",1355982,31,0,1901,32,4972,83,3666,4657,0.00366671533987914,2.28616604055216e-05,0.00270357571118201,0.00343441137124239
"2020/09/14","GQ",1355982,24,0,1925,32,4996,83,3332,4557,0.00368441468987051,1.76993499913716e-05,0.00245725975713542,0.00336066407961168
"2020/09/21","GQ",1355982,6,0,181,0,5002,83,3001,4408,0.00368883952736836,4.42483749784289e-06,0.00221315622183775,0.00325078061508191
"2020/09/28","GQ",1355982,26,0,207,0,5028,83,1957,3985,0.00370801382319234,1.91742958239859e-05,0.00144323449721309,0.00293882957148399
"2020/10/05","GQ",1355982,17,0,224,0,5045,83,1974,3739,0.00372055086276956,1.25370395772215e-05,0.00145577153679031,0.00275741123407243
"2020/10/12","GQ",1355982,18,0,137,0,5063,83,1992,3757,0.00373382537526309,1.32745124935287e-05,0.00146904604928384,0.00277068574656596
"2020/10/19","GQ",1355982,7,0,129,0,5070,83,1999,3764,0.00373898768567724,5.16231041415004e-06,0.00147420835969799,0.00277584805698011
"2020/10/26","GQ",1355982,9,0,107,0,5079,83,258,3415,0.00374562494192401,6.63725624676434e-06,0.000190268012407244,0.00251847000918891
"2020/11/02","GQ",1355982,10,0,93,0,5089,83,268,3088,0.00375299967108708,7.37472916307149e-06,0.000197642741570316,0.00227731636555647
"2020/11/09","GQ",1355982,3,2,90,2,5092,85,271,2021,0.003755212089836,2.21241874892145e-06,0.000199855160319237,0.00149043276385675
"2020/11/16","GQ",1355982,12,0,76,2,5104,85,178,2033,0.00376406176483169,8.84967499568578e-06,0.000131270179102672,0.00149928243885243
"2020/11/23","GQ",1355982,26,0,85,2,5130,85,189,2059,0.00378323606065567,1.91742958239859e-05,0.000139382381182051,0.00151845673467642
"2020/11/30","GQ",1355982,23,0,90,2,5153,85,181,2082,0.00380019793773074,1.69618770750644e-05,0.000133482597851594,0.00153541861175148
"2020/12/07","GQ",1355982,13,0,96,2,5166,85,170,345,0.00380978508564273,9.58714791199293e-06,0.000125370395772215,0.000254428156125966
"2020/12/14","GQ",1355982,29,0,116,2,5195,85,193,374,0.00383117180021564,2.13867145729073e-05,0.00014233227284728,0.000275814870698874
"2020/12/21","GQ",1355982,36,0,142,2,5231,85,203,410,0.00385772082520269,2.65490249870574e-05,0.000149707002010351,0.000302363895685931
