"date","countrycode2","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"2020/03/30","KN",52834,7,0,7,0,7,0,7,7,0.000132490441760987,0.000132490441760987,0.000132490441760987,0.000132490441760987
"2020/04/06","KN",52834,3,0,10,0,10,0,10,10,0.000189272059658553,5.6781617897566e-05,0.000189272059658553,0.000189272059658553
"2020/04/13","KN",52834,2,0,12,0,12,0,12,12,0.000227126471590264,3.78544119317106e-05,0.000227126471590264,0.000227126471590264
"2020/04/20","KN",52834,3,0,15,0,15,0,15,15,0.00028390808948783,5.6781617897566e-05,0.00028390808948783,0.00028390808948783
"2020/04/27","KN",52834,0,0,15,0,15,0,15,15,0.00028390808948783,0,0.00028390808948783,0.00028390808948783
"2020/05/04","KN",52834,0,0,15,0,15,0,15,15,0.00028390808948783,0,0.00028390808948783,0.00028390808948783
"2020/05/11","KN",52834,0,0,15,0,15,0,15,15,0.00028390808948783,0,0.00028390808948783,0.00028390808948783
"2020/05/18","KN",52834,0,0,8,0,15,0,15,15,0.00028390808948783,0,0.00028390808948783,0.00028390808948783
"2020/05/25","KN",52834,0,0,5,0,15,0,15,15,0.00028390808948783,0,0.00028390808948783,0.00028390808948783
"2020/06/01","KN",52834,0,0,3,0,15,0,15,15,0.00028390808948783,0,0.00028390808948783,0.00028390808948783
"2020/06/08","KN",52834,0,0,0,0,15,0,15,15,0.00028390808948783,0,0.00028390808948783,0.00028390808948783
"2020/06/15","KN",52834,0,0,0,0,15,0,15,15,0.00028390808948783,0,0.00028390808948783,0.00028390808948783
"2020/06/22","KN",52834,0,0,0,0,15,0,8,15,0.00028390808948783,0,0.000151417647726843,0.00028390808948783
"2020/06/29","KN",52834,0,0,0,0,15,0,5,15,0.00028390808948783,0,9.46360298292766e-05,0.00028390808948783
"2020/07/06","KN",52834,1,0,1,0,16,0,4,16,0.000302835295453685,1.89272059658553e-05,7.57088238634213e-05,0.000302835295453685
"2020/07/13","KN",52834,1,0,2,0,17,0,2,17,0.00032176250141954,1.89272059658553e-05,3.78544119317106e-05,0.00032176250141954
"2020/07/20","KN",52834,0,0,2,0,17,0,2,17,0.00032176250141954,0,3.78544119317106e-05,0.00032176250141954
"2020/07/27","KN",52834,0,0,2,0,17,0,2,17,0.00032176250141954,0,3.78544119317106e-05,0.00032176250141954
"2020/08/03","KN",52834,0,0,2,0,17,0,2,10,0.00032176250141954,0,3.78544119317106e-05,0.000189272059658553
"2020/08/10","KN",52834,0,0,2,0,17,0,2,7,0.00032176250141954,0,3.78544119317106e-05,0.000132490441760987
"2020/08/17","KN",52834,0,0,2,0,17,0,2,5,0.00032176250141954,0,3.78544119317106e-05,9.46360298292766e-05
"2020/08/24","KN",52834,0,0,1,0,17,0,2,2,0.00032176250141954,0,3.78544119317106e-05,3.78544119317106e-05
"2020/08/31","KN",52834,0,0,0,0,17,0,2,2,0.00032176250141954,0,3.78544119317106e-05,3.78544119317106e-05
"2020/09/07","KN",52834,0,0,0,0,17,0,2,2,0.00032176250141954,0,3.78544119317106e-05,3.78544119317106e-05
"2020/09/14","KN",52834,0,0,0,0,17,0,2,2,0.00032176250141954,0,3.78544119317106e-05,3.78544119317106e-05
"2020/09/21","KN",52834,0,0,0,0,17,0,2,2,0.00032176250141954,0,3.78544119317106e-05,3.78544119317106e-05
"2020/09/28","KN",52834,2,0,2,0,19,0,3,4,0.000359616913351251,3.78544119317106e-05,5.6781617897566e-05,7.57088238634213e-05
"2020/10/05","KN",52834,0,0,2,0,19,0,2,4,0.000359616913351251,0,3.78544119317106e-05,7.57088238634213e-05
"2020/10/12","KN",52834,0,0,2,0,19,0,2,4,0.000359616913351251,0,3.78544119317106e-05,7.57088238634213e-05
"2020/10/19","KN",52834,0,0,2,0,19,0,2,4,0.000359616913351251,0,3.78544119317106e-05,7.57088238634213e-05
"2020/10/26","KN",52834,0,0,2,0,19,0,2,4,0.000359616913351251,0,3.78544119317106e-05,7.57088238634213e-05
"2020/11/02","KN",52834,0,0,2,0,19,0,2,4,0.000359616913351251,0,3.78544119317106e-05,7.57088238634213e-05
"2020/11/09","KN",52834,0,0,2,0,19,0,2,3,0.000359616913351251,0,3.78544119317106e-05,5.6781617897566e-05
"2020/11/16","KN",52834,0,0,0,0,19,0,2,2,0.000359616913351251,0,3.78544119317106e-05,3.78544119317106e-05
"2020/11/23","KN",52834,1,0,1,0,20,0,3,3,0.000378544119317106,1.89272059658553e-05,5.6781617897566e-05,5.6781617897566e-05
"2020/11/30","KN",52834,2,0,3,0,22,0,5,5,0.000416398531248817,3.78544119317106e-05,9.46360298292766e-05,9.46360298292766e-05
"2020/12/07","KN",52834,3,0,6,0,25,0,8,8,0.000473180149146383,5.6781617897566e-05,0.000151417647726843,0.000151417647726843
"2020/12/14","KN",52834,3,0,9,0,28,0,11,11,0.000529961767043949,5.6781617897566e-05,0.000208199265624409,0.000208199265624409
