"date","countrycode2","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"2020/03/30","BZ",390351,2,0,2,0,2,0,2,2,5.1235938937008e-06,5.1235938937008e-06,5.1235938937008e-06,5.1235938937008e-06
"2020/04/06","BZ",390351,3,1,5,1,5,1,5,5,1.2808984734252e-05,7.6853908405512e-06,1.2808984734252e-05,1.2808984734252e-05
"2020/04/13","BZ",390351,9,1,14,2,14,2,14,14,3.58651572559056e-05,2.30561725216536e-05,3.58651572559056e-05,3.58651572559056e-05
"2020/04/20","BZ",390351,4,0,18,2,18,2,18,18,4.61123450433072e-05,1.02471877874016e-05,4.61123450433072e-05,4.61123450433072e-05
"2020/04/27","BZ",390351,0,0,18,2,18,2,18,18,4.61123450433072e-05,0,4.61123450433072e-05,4.61123450433072e-05
"2020/05/04","BZ",390351,0,0,18,2,18,2,18,18,4.61123450433072e-05,0,4.61123450433072e-05,4.61123450433072e-05
"2020/05/11","BZ",390351,0,0,18,2,18,2,18,18,4.61123450433072e-05,0,4.61123450433072e-05,4.61123450433072e-05
"2020/05/18","BZ",390351,0,0,16,2,18,2,18,18,4.61123450433072e-05,0,4.61123450433072e-05,4.61123450433072e-05
"2020/05/25","BZ",390351,0,0,13,1,18,2,18,18,4.61123450433072e-05,0,4.61123450433072e-05,4.61123450433072e-05
"2020/06/01","BZ",390351,0,0,4,0,18,2,18,18,4.61123450433072e-05,0,4.61123450433072e-05,4.61123450433072e-05
"2020/06/08","BZ",390351,0,0,0,0,18,2,18,18,4.61123450433072e-05,0,4.61123450433072e-05,4.61123450433072e-05
"2020/06/15","BZ",390351,3,0,3,0,21,2,21,21,5.37977358838584e-05,7.6853908405512e-06,5.37977358838584e-05,5.37977358838584e-05
"2020/06/22","BZ",390351,1,0,4,0,22,2,20,22,5.63595328307088e-05,2.5617969468504e-06,5.1235938937008e-05,5.63595328307088e-05
"2020/06/29","BZ",390351,2,0,6,0,24,2,19,24,6.14831267244096e-05,5.1235938937008e-06,4.86741419901576e-05,6.14831267244096e-05
"2020/07/06","BZ",390351,6,0,12,0,30,2,16,30,7.6853908405512e-05,1.53707816811024e-05,4.09887511496064e-05,7.6853908405512e-05
"2020/07/13","BZ",390351,7,0,19,0,37,2,19,37,9.47864870334648e-05,1.79325786279528e-05,4.86741419901576e-05,9.47864870334648e-05
"2020/07/20","BZ",390351,3,0,22,0,40,2,22,40,0.000102471877874016,7.6853908405512e-06,5.63595328307088e-05,0.000102471877874016
"2020/07/27","BZ",390351,8,0,30,0,48,2,30,48,0.000122966253448819,2.04943755748032e-05,7.6853908405512e-05,0.000122966253448819
"2020/08/03","BZ",390351,9,0,36,0,57,2,39,55,0.000146022425970473,2.30561725216536e-05,9.99100809271655e-05,0.000140898832076772
"2020/08/10","BZ",390351,97,0,132,0,154,2,136,149,0.000394516729814961,0.000248494303844489,0.000348404384771654,0.000381707745080709
"2020/08/17","BZ",390351,298,1,428,1,452,3,434,438,0.00115793221997638,0.000763415490161419,0.00111181987493307,0.00112206706272047
"2020/08/24","BZ",390351,234,3,656,4,686,6,668,668,0.00175739270553937,0.000599460485562993,0.00171128036049607,0.00171128036049607
"2020/08/31","BZ",390351,308,7,957,11,994,13,976,976,0.0025464261651693,0.000789033459629923,0.00250031382012599,0.00250031382012599
"2020/09/07","BZ",390351,267,2,1221,13,1261,15,1240,1243,0.00323042594997835,0.000683999784809056,0.00317662821409449,0.00318431360493505
"2020/09/14","BZ",390351,219,4,1432,17,1480,19,1458,1462,0.00379145948133859,0.000561033531360237,0.00373509994850788,0.00374534713629528
"2020/09/21","BZ",390351,147,2,1570,19,1627,21,1603,1609,0.0041680436325256,0.000376584151187009,0.00410656050580119,0.00412193128748229
"2020/09/28","BZ",390351,227,3,1700,22,1854,24,1824,1836,0.00474957153946064,0.00058152790693504,0.00467271763105513,0.00470345919441733
