"date","countrycode2","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"2020/03/16","UY",3461731,8,0,8,0,8,0,8,8,2.3109825691251e-06,2.3109825691251e-06,2.3109825691251e-06,2.3109825691251e-06
"2020/03/23","UY",3461731,150,0,158,0,158,0,158,158,4.56419057402207e-05,4.33309231710956e-05,4.56419057402207e-05,4.56419057402207e-05
"2020/03/30","UY",3461731,137,1,295,1,295,1,295,295,8.5217482236488e-05,3.95755764962673e-05,8.5217482236488e-05,8.5217482236488e-05
"2020/04/06","UY",3461731,112,5,407,6,407,6,407,407,0.000117571238204239,3.23537559677514e-05,0.000117571238204239,0.000117571238204239
"2020/04/13","UY",3461731,58,2,465,8,465,8,465,465,0.000134325861830396,1.6754623626157e-05,0.000134325861830396,0.000134325861830396
"2020/04/20","UY",3461731,63,2,528,10,528,10,528,528,0.000152524849562257,1.81989877318602e-05,0.000152524849562257,0.000152524849562257
"2020/04/27","UY",3461731,78,5,606,15,606,15,606,606,0.000175056929611226,2.25320800489697e-05,0.000175056929611226,0.000175056929611226
"2020/05/04","UY",3461731,49,2,647,17,655,17,655,655,0.000189211697847118,1.41547682358912e-05,0.000189211697847118,0.000189211697847118
"2020/05/11","UY",3461731,52,2,549,19,707,19,707,707,0.000204233084546431,1.50213866993131e-05,0.000204233084546431,0.000204233084546431
"2020/05/18","UY",3461731,27,1,439,19,734,20,734,734,0.000212032650717228,7.79956617079721e-06,0.000212032650717228,0.000212032650717228
"2020/05/25","UY",3461731,35,2,362,16,769,22,769,769,0.00022214319945715,1.01105487399223e-05,0.00022214319945715,0.00022214319945715
"2020/06/01","UY",3461731,54,0,358,14,823,22,823,823,0.000237742331798745,1.55991323415944e-05,0.000237742331798745,0.000237742331798745
"2020/06/08","UY",3461731,22,1,317,13,845,23,837,845,0.000244097533863839,6.35520206509402e-06,0.000241786551294714,0.000244097533863839
"2020/06/15","UY",3461731,3,0,242,8,848,23,690,848,0.000244964152327261,8.66618463421912e-07,0.00019932224658704,0.000244964152327261
"2020/06/22","UY",3461731,28,2,221,8,876,25,581,876,0.000253052591319198,8.08843899193785e-06,0.00016783510908271,0.000253052591319198
"2020/06/29","UY",3461731,53,2,222,8,929,27,522,929,0.000268362850839652,1.53102595204538e-05,0.000150791612635413,0.000268362850839652
"2020/07/06","UY",3461731,27,1,222,8,956,28,491,956,0.000276162417010449,7.79956617079721e-06,0.000141836555180053,0.000276162417010449
"2020/07/13","UY",3461731,31,3,218,9,987,31,459,987,0.000285117474465809,8.95505745535976e-06,0.000132592624903553,0.000285117474465809
"2020/07/20","UY",3461731,67,2,231,11,1054,33,448,1046,0.000304471953482232,1.93544790164227e-05,0.000129415023871006,0.000302160970913107
"2020/07/27","UY",3461731,138,1,347,11,1192,34,537,1034,0.00034433640279964,3.9864449317408e-05,0.000155124704952522,0.000298694497059419
"2020/08/03","UY",3461731,94,2,438,13,1286,36,579,991,0.00037149044798686,2.71540451872199e-05,0.000167257363440429,0.000286272965750372
"2020/08/10","UY",3461731,67,1,477,12,1353,37,619,946,0.000390844927003282,1.93544790164227e-05,0.000178812276286055,0.000273273688799043
"2020/08/17","UY",3461731,87,1,511,11,1440,38,671,975,0.000415976862442518,2.51319354392355e-05,0.000193833662985368,0.000281651000612122
"2020/08/24","UY",3461731,87,4,571,14,1527,42,704,999,0.000441108797881753,2.51319354392355e-05,0.000203366466083009,0.000288583948319497
"2020/08/31","UY",3461731,58,2,598,13,1585,44,740,979,0.00045786342150791,1.6754623626157e-05,0.000213765887644072,0.000282806491896684
"2020/09/07","UY",3461731,94,1,625,12,1679,45,831,1024,0.00048501746669513,2.71540451872199e-05,0.00024005331436787,0.000295805768848013
"2020/09/14","UY",3461731,129,0,616,11,1808,45,932,1101,0.000522282060622272,3.72645939271422e-05,0.000269229469303074,0.000318048976075842
"2020/09/21","UY",3461731,109,1,631,10,1917,46,988,1183,0.000553769198126602,3.14871375043295e-05,0.00028540634728695,0.000341736547409374
"2020/09/28","UY",3461731,91,1,655,10,2008,47,1052,1239,0.0005800566248504,2.6287426723798e-05,0.000303894207839951,0.00035791342539325
"2020/10/05","UY",3461731,137,1,705,10,2145,48,1158,1322,0.000619632201346667,3.95755764962673e-05,0.000334514726880858,0.000381889869547923
"2020/10/12","UY",3461731,149,2,767,8,2294,50,1240,1449,0.000662674251696622,4.3042050349955e-05,0.00035820229821439,0.000418576717832784
"2020/10/19","UY",3461731,237,1,946,7,2531,51,1339,1683,0.000731137110306953,6.84628586103311e-05,0.000386800707507314,0.000486172957979693
"2020/10/26","UY",3461731,320,2,1172,8,2851,53,1565,1975,0.000823576413071957,9.2439302765004e-05,0.000452085965085098,0.000570523821752759
"2020/11/02","UY",3461731,298,6,1341,14,3149,59,1796,2220,0.000909660513771867,8.608410069991e-05,0.000518815586768585,0.000641297662932215
"2020/11/09","UY",3461731,365,3,1597,16,3514,62,2074,2558,0.0010150990934882,0.000105438579716333,0.000599122231045682,0.000738936676477751
"2020/11/16","UY",3461731,516,3,2022,18,4030,65,2503,3043,0.00116415746919677,0.000149058375708569,0.000723048671315016,0.00087903999473096
"2020/11/23","UY",3461731,669,6,2554,23,4699,71,3114,3645,0.00135741338653986,0.000193255917343086,0.000899549965031945,0.00105294143305762
"2020/11/30","UY",3461731,1017,5,3422,26,5716,76,4037,4524,0.00165119704563988,0.000293783659100028,0.00116617957894475,0.00130686064284024
"2020/12/07","UY",3461731,1587,6,4772,31,7303,82,5495,6017,0.00210963821279008,0.000458441167150192,0.0015873561521678,0.00173814776480322
"2020/12/14","UY",3461731,2405,10,6857,39,9708,92,7791,8355,0.00280437734763331,0.000694739134843233,0.00225060814950671,0.00241353242063003
"2020/12/21","UY",3461731,3769,27,10328,60,13477,119,11469,12037,0.00389313901051237,0.00108876166287906,0.00331308238566197,0.00347716214806985
"2020/12/28","UY",3461731,3829,41,13792,98,17306,160,15161,15779,0.00499923304265987,0.0011060940321475,0.0043796008413132,0.00455812424477812
"2021/01/04","UY",3461731,3517,44,16793,139,20823,204,18529,19238,0.00601519875461149,0.00101596571195162,0.00535252450291487,0.00555733533310358
"2021/01/11","UY",3461731,6078,58,22202,191,26901,262,24370,25222,0.00777096776150429,0.00175576900689279,0.00703983065119733,0.00728595029480916
"2021/01/18","UY",3461731,5962,57,27147,243,32863,319,30012,31055,0.00949322752114477,0.00172225975964048,0.00866965110807281,0.0089709454605225
