"date","countrycode2","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"2020/03/09","SI",2080908,16,0,16,0,16,0,16,16,7.68895116939336e-06,7.68895116939336e-06,7.68895116939336e-06,7.68895116939336e-06
"2020/03/16","SI",2080908,203,0,219,0,219,0,219,219,0.000105242519131072,9.75535679616783e-05,0.000105242519131072,0.000105242519131072
"2020/03/23","SI",2080908,195,1,414,1,414,1,414,414,0.000198951611508053,9.37090923769816e-05,0.000198951611508053,0.000198951611508053
"2020/03/30","SI",2080908,316,10,730,11,730,11,730,730,0.000350808397103572,0.000151856785595519,0.000350808397103572,0.000350808397103572
"2020/04/06","SI",2080908,267,17,997,28,997,28,997,997,0.000479117769742824,0.000128309372639252,0.000479117769742824,0.000479117769742824
"2020/04/13","SI",2080908,208,25,1205,53,1205,53,1205,1205,0.000579074134944937,9.99563652021137e-05,0.000579074134944937,0.000579074134944937
"2020/04/20","SI",2080908,125,21,1330,74,1330,74,1330,1330,0.000639144065955823,6.00699310108856e-05,0.000639144065955823,0.000639144065955823
"2020/04/27","SI",2080908,77,8,1391,82,1407,82,1407,1407,0.000676147143458529,3.70030775027056e-05,0.000676147143458529,0.000676147143458529
"2020/05/04","SI",2080908,32,14,1220,96,1439,96,1439,1439,0.000691525045797315,1.53779023387867e-05,0.000691525045797315,0.000691525045797315
"2020/05/11","SI",2080908,21,6,1046,101,1460,102,1460,1460,0.000701616794207144,1.00917484098288e-05,0.000701616794207144,0.000701616794207144
"2020/05/18","SI",2080908,6,2,736,93,1466,104,1466,1466,0.000704500150895667,2.88335668852251e-06,0.000704500150895667,0.000704500150895667
"2020/05/25","SI",2080908,3,2,472,78,1469,106,1469,1469,0.000705941829239928,1.44167834426126e-06,0.000705941829239928,0.000705941829239928
"2020/06/01","SI",2080908,4,2,268,55,1473,108,1457,1473,0.000707864067032276,1.92223779234834e-06,0.000700175115862883,0.000707864067032276
"2020/06/08","SI",2080908,12,0,155,34,1485,108,1266,1485,0.000713630780409321,5.76671337704502e-06,0.00060838826127825,0.000713630780409321
"2020/06/15","SI",2080908,10,1,88,27,1495,109,1081,1495,0.000718436374890192,4.80559448087085e-06,0.000519484763382139,0.000718436374890192
"2020/06/22","SI",2080908,25,0,81,13,1520,109,790,1520,0.000730450361092369,1.20139862021771e-05,0.000379641963988797,0.000730450361092369
"2020/06/29","SI",2080908,61,2,121,9,1581,111,584,1581,0.000759764487425682,2.93141263333122e-05,0.000280646717682858,0.000759764487425682
"2020/07/06","SI",2080908,119,0,234,7,1700,111,495,1700,0.000816951061748045,5.71865743223631e-05,0.000237876926803107,0.000816951061748045
"2020/07/13","SI",2080908,141,0,372,5,1841,111,511,1825,0.000884709943928324,6.7758882180279e-05,0.0002455658779725,0.00087702099275893
"2020/07/20","SI",2080908,105,0,473,3,1946,111,539,1727,0.000935168685977468,5.04587420491439e-05,0.000259021542518939,0.000829926166846396
"2020/07/27","SI",2080908,136,4,597,7,2082,115,643,1668,0.00100052477091731,6.53560849398436e-05,0.000308999725119996,0.000801573159409258
"2020/08/03","SI",2080908,98,2,685,8,2180,117,720,1450,0.00104761959682985,4.70948259125343e-05,0.000346002802622701,0.000696811199726273
"2020/08/10","SI",2080908,69,3,729,11,2249,120,783,1252,0.00108077819874785,3.31586019180089e-05,0.000376278047852188,0.00060166042900503
"2020/08/17","SI",2080908,167,4,835,13,2416,124,947,1211,0.0011610316265784,8.02534278305432e-05,0.00045508979733847,0.00058195749163346
"2020/08/24","SI",2080908,235,3,951,16,2651,127,1178,1321,0.00127396309687886,0.000112931470300465,0.000566099029846586,0.000634819030923039
"2020/08/31","SI",2080908,214,1,1024,17,2865,128,1380,1458,0.0013768028187695,0.000102839721890636,0.000663172038360177,0.00070065567531097
"2020/09/07","SI",2080908,309,2,1228,19,3174,130,1679,1735,0.00152529568822841,0.000148492869458909,0.000806859313338216,0.000833770642431093
"2020/09/14","SI",2080908,528,1,1620,16,3702,131,2182,2242,0.00177903107681839,0.000253735388589981,0.00104858071572602,0.00107741428261124
"2020/09/21","SI",2080908,718,2,2240,16,4420,133,2839,2954,0.00212407276054492,0.000345041683726527,0.00136430827311923,0.00141957260964925
"2020/09/28","SI",2080908,930,3,3101,16,5350,136,3650,3881,0.0025709930472659,0.000446920286720989,0.00175404198551786,0.00186505121802598
"2020/10/05","SI",2080908,1148,4,4082,16,6498,140,4657,5025,0.00312267529366988,0.000551682246403974,0.00223796534974156,0.0024148112266376
