"date","countrycode2","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"2020/03/23","PG",8776119,1,0,1,0,1,0,1,1,1.13945583463488e-07,1.13945583463488e-07,1.13945583463488e-07,1.13945583463488e-07
"2020/03/30","PG",8776119,0,0,1,0,1,0,1,1,1.13945583463488e-07,0,1.13945583463488e-07,1.13945583463488e-07
"2020/04/06","PG",8776119,0,0,1,0,1,0,1,1,1.13945583463488e-07,0,1.13945583463488e-07,1.13945583463488e-07
"2020/04/13","PG",8776119,1,0,2,0,2,0,2,2,2.27891166926975e-07,1.13945583463488e-07,2.27891166926975e-07,2.27891166926975e-07
"2020/04/20","PG",8776119,5,0,7,0,7,0,7,7,7.97619084244414e-07,5.69727917317438e-07,7.97619084244414e-07,7.97619084244414e-07
"2020/04/27","PG",8776119,1,0,8,0,8,0,8,8,9.11564667707901e-07,1.13945583463488e-07,9.11564667707901e-07,9.11564667707901e-07
"2020/05/04","PG",8776119,0,0,8,0,8,0,8,8,9.11564667707901e-07,0,9.11564667707901e-07,9.11564667707901e-07
"2020/05/11","PG",8776119,0,0,7,0,8,0,8,8,9.11564667707901e-07,0,9.11564667707901e-07,9.11564667707901e-07
"2020/05/18","PG",8776119,0,0,7,0,8,0,8,8,9.11564667707901e-07,0,9.11564667707901e-07,9.11564667707901e-07
"2020/05/25","PG",8776119,0,0,7,0,8,0,8,8,9.11564667707901e-07,0,9.11564667707901e-07,9.11564667707901e-07
"2020/06/01","PG",8776119,0,0,6,0,8,0,8,8,9.11564667707901e-07,0,9.11564667707901e-07,9.11564667707901e-07
"2020/06/08","PG",8776119,0,0,1,0,8,0,8,8,9.11564667707901e-07,0,9.11564667707901e-07,9.11564667707901e-07
"2020/06/15","PG",8776119,0,0,0,0,8,0,7,8,9.11564667707901e-07,0,7.97619084244414e-07,9.11564667707901e-07
"2020/06/22","PG",8776119,1,0,1,0,9,0,8,9,1.02551025117139e-06,1.13945583463488e-07,9.11564667707901e-07,1.02551025117139e-06
"2020/06/29","PG",8776119,2,0,3,0,11,0,10,11,1.25340141809836e-06,2.27891166926975e-07,1.13945583463488e-06,1.25340141809836e-06
"2020/07/06","PG",8776119,0,0,3,0,11,0,9,11,1.25340141809836e-06,0,1.02551025117139e-06,1.25340141809836e-06
"2020/07/13","PG",8776119,0,0,3,0,11,0,4,11,1.25340141809836e-06,0,4.55782333853951e-07,1.25340141809836e-06
"2020/07/20","PG",8776119,6,0,9,0,17,0,9,17,1.93707491887929e-06,6.83673500780926e-07,1.02551025117139e-06,1.93707491887929e-06
"2020/07/27","PG",8776119,45,0,54,0,62,0,54,61,7.06462617473624e-06,5.12755125585695e-06,6.15306150702833e-06,6.95068059127275e-06
"2020/08/03","PG",8776119,48,2,102,2,110,2,102,109,1.25340141809836e-05,5.46938800624741e-06,1.16224495132757e-05,1.24200685975202e-05
"2020/08/10","PG",8776119,104,1,205,3,214,3,206,213,2.43843548611864e-05,1.18503406802027e-05,2.34727901934785e-05,2.42704092777229e-05
"2020/08/17","PG",8776119,109,0,312,3,323,3,315,321,3.68044234587065e-05,1.24200685975202e-05,3.58928587909986e-05,3.65765322917795e-05
"2020/08/24","PG",8776119,78,1,390,4,401,4,393,394,4.56921789688586e-05,8.88775551015204e-06,4.47806143011507e-05,4.48945598846141e-05
"2020/08/31","PG",8776119,58,1,448,5,459,5,451,451,5.23010228097408e-05,6.60884384088229e-06,5.13894581420329e-05,5.13894581420329e-05
"2020/09/07","PG",8776119,38,0,480,5,497,5,489,489,5.66309549813534e-05,4.32993217161253e-06,5.57193903136455e-05,5.57193903136455e-05
