"date","countrycode2","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"2020/01/06","MK",2077132,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/13","MK",2077132,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/20","MK",2077132,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/27","MK",2077132,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/03","MK",2077132,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/10","MK",2077132,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/17","MK",2077132,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/24","MK",2077132,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/02","MK",2077132,1,0,1,0,1,0,1,1,4.81433052882532e-07,4.81433052882532e-07,4.81433052882532e-07,4.81433052882532e-07
"2020/03/09","MK",2077132,2,0,3,0,3,0,3,3,1.4442991586476e-06,9.62866105765065e-07,1.4442991586476e-06,1.4442991586476e-06
"2020/03/16","MK",2077132,10,0,13,0,13,0,13,13,6.25862968747292e-06,4.81433052882532e-06,6.25862968747292e-06,6.25862968747292e-06
"2020/03/23","MK",2077132,101,1,114,1,114,1,114,114,5.48833680286087e-05,4.86247383411358e-05,5.48833680286087e-05,5.48833680286087e-05
"2020/03/30","MK",2077132,145,5,259,6,259,6,259,259,0.000124691160696576,6.98077926679672e-05,0.000124691160696576,0.000124691160696576
"2020/04/06","MK",2077132,224,11,483,17,483,17,483,483,0.000232532164542263,0.000107841003845687,0.000232532164542263,0.000232532164542263
"2020/04/13","MK",2077132,345,17,828,34,828,34,828,828,0.000398626567786737,0.000166094403244474,0.000398626567786737,0.000398626567786737
"2020/04/20","MK",2077132,379,17,1206,51,1207,51,1207,1207,0.000581089694829216,0.00018246312704248,0.000581089694829216,0.000581089694829216
"2020/04/27","MK",2077132,179,10,1383,61,1386,61,1386,1386,0.00066726621129519,8.61765164659733e-05,0.00066726621129519,0.00066726621129519
"2020/05/04","MK",2077132,125,23,1498,84,1511,84,1511,1511,0.000727445342905506,6.01791316103165e-05,0.000727445342905506,0.000727445342905506
"2020/05/11","MK",2077132,131,7,1528,90,1642,91,1642,1642,0.000790513072833118,6.30677299276117e-05,0.000790513072833118,0.000790513072833118
"2020/05/18","MK",2077132,150,10,1533,95,1792,101,1792,1792,0.000862728030765498,7.22149579323798e-05,0.000862728030765498,0.000862728030765498
"2020/05/25","MK",2077132,186,12,1495,96,1978,113,1977,1978,0.000952274578601649,8.9546547836151e-05,0.000951793145548766,0.000952274578601649
"2020/06/01","MK",2077132,248,20,1398,99,2226,133,2223,2226,0.00107166997571652,0.000119395397114868,0.00107022567655787,0.00107166997571652
"2020/06/08","MK",2077132,802,20,1821,102,3028,153,3015,3028,0.00145777928412831,0.000386109308411791,0.00145152065444083,0.00145777928412831
"2020/06/15","MK",2077132,1029,35,2671,127,4057,188,3943,4057,0.00195317389554443,0.000495394611416126,0.00189829052751582,0.00195317389554443
"2020/06/22","MK",2077132,1049,50,3595,154,5106,238,4847,5106,0.00245819716801821,0.000505023272473776,0.00233350600732163,0.00245819716801821
"2020/06/29","MK",2077132,986,48,4450,195,6092,286,5609,6092,0.00293289015816039,0.000474692990142177,0.00270035799361812,0.00293289015816039
"2020/07/06","MK",2077132,954,55,5254,240,7046,341,6218,7045,0.00339217729061032,0.000459287132449936,0.00299355072282359,0.00339169585755744
"2020/07/13","MK",2077132,1065,41,6133,269,8111,382,6904,8108,0.00390490349193022,0.000512726201319897,0.003323813797101,0.00390345919277157
"2020/07/20","MK",2077132,1021,40,6906,289,9132,422,7746,9119,0.00439644663892328,0.000491543146993065,0.00372918042762809,0.00439018800923581
"2020/07/27","MK",2077132,954,38,7058,307,10086,460,8575,9972,0.00485573377137322,0.000459287132449936,0.00412828842846771,0.00480085040334461
