"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","population","iso2","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active"
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-02-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,12.22,12.22,14.1,14.1,0,0,NA,NA,NA,NA,5454000,"UK_SCO","2020/02/25","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-02-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,12.22,12.22,14.1,14.1,0,0,NA,NA,NA,NA,5454000,"UK_SCO","2020/02/26","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-02-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,NA,NA,11.11,11.11,14.29,14.29,12.22,12.22,14.1,14.1,0,0,NA,NA,NA,NA,5454000,"UK_SCO","2020/02/27","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-02-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,1,NA,11.11,11.11,14.29,14.29,12.22,12.22,14.1,14.1,0,0,NA,NA,NA,NA,5454000,"UK_SCO","2020/02/28","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-02-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,1,NA,11.11,11.11,14.29,14.29,12.22,12.22,14.1,14.1,0,0,0,NA,NA,NA,5454000,"UK_SCO","2020/02/29","GB",66647112,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,3,NA,11.11,11.11,14.29,14.29,12.22,12.22,14.1,14.1,0,0,2,NA,NA,NA,5454000,"UK_SCO","2020/03/01","GB",66647112,2,0,2,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,4,NA,11.11,11.11,14.29,14.29,12.22,12.22,14.1,14.1,0,0,1,NA,NA,NA,5454000,"UK_SCO","2020/03/02","GB",66647112,1,0,3,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,7,NA,11.11,11.11,14.29,14.29,12.22,12.22,14.1,14.1,0,0,3,NA,NA,NA,5454000,"UK_SCO","2020/03/03","GB",66647112,3,0,6,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,13,NA,11.11,11.11,14.29,14.29,12.22,12.22,14.1,14.1,0,0,6,NA,NA,NA,5454000,"UK_SCO","2020/03/04","GB",66647112,6,0,12,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,15,NA,11.11,11.11,14.29,14.29,12.22,12.22,14.1,14.1,0,0,2,NA,NA,NA,5454000,"UK_SCO","2020/03/05","GB",66647112,2,0,14,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,21,NA,11.11,11.11,14.29,14.29,12.22,12.22,14.1,14.1,0,0,6,NA,2.85714285714286,NA,5454000,"UK_SCO","2020/03/06","GB",66647112,6,0,20,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,27,NA,11.11,11.11,14.29,14.29,12.22,12.22,14.1,14.1,0,0,6,NA,3.71428571428571,NA,5454000,"UK_SCO","2020/03/07","GB",66647112,6,0,26,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,30,NA,11.11,11.11,14.29,14.29,12.22,12.22,14.1,14.1,0,0,3,NA,3.85714285714286,NA,5454000,"UK_SCO","2020/03/08","GB",66647112,3,0,29,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,46,NA,11.11,11.11,14.29,14.29,12.22,12.22,14.1,14.1,0,0,16,NA,6,NA,5454000,"UK_SCO","2020/03/09","GB",66647112,16,0,45,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-10,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,1,1612000,0,0,NA,0,NA,NA,67,NA,11.11,11.11,14.29,14.29,12.22,12.22,14.1,14.1,0,0,21,NA,8.57142857142857,NA,5454000,"UK_SCO","2020/03/10","GB",66647112,21,0,66,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,93,NA,11.11,11.11,14.29,14.29,12.22,12.22,14.1,14.1,0,0,26,NA,11.4285714285714,NA,5454000,"UK_SCO","2020/03/11","GB",66647112,26,0,92,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-12,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,131,NA,11.11,11.11,14.29,14.29,12.22,12.22,14.1,14.1,0,0,38,NA,16.5714285714286,NA,5454000,"UK_SCO","2020/03/12","GB",66647112,38,0,130,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-13,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,179,NA,14.81,14.81,21.43,21.43,14.44,14.44,16.67,16.67,0,0,48,NA,22.5714285714286,NA,5454000,"UK_SCO","2020/03/13","GB",66647112,48,0,178,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-14,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,198,1,14.81,14.81,21.43,21.43,14.44,14.44,16.67,16.67,0,0,19,NA,24.4285714285714,NA,5454000,"UK_SCO","2020/03/14","GB",66647112,19,0,197,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-15,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,210,1,14.81,14.81,21.43,21.43,14.44,14.44,16.67,16.67,0,0,12,0,25.7142857142857,NA,5454000,"UK_SCO","2020/03/15","GB",66647112,12,0,209,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-16,0,NA,1,1,1,1,2,1,0,NA,1,1,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,231,1,29.63,29.63,38.1,38.1,23.33,23.33,26.92,26.92,0,0,21,0,26.4285714285714,NA,5454000,"UK_SCO","2020/03/16","GB",66647112,21,0,230,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-17,0,NA,1,1,1,1,2,1,0,NA,1,1,0,NA,0,0,NA,1,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,274,2,29.63,29.63,38.1,38.1,26.67,26.67,26.92,26.92,25,25,43,1,29.5714285714286,NA,5454000,"UK_SCO","2020/03/17","GB",66647112,43,1,273,1,294.155948116895,42.5838170791546,2031.93907328017,294.155948116895,294.155948116895,294.155948116895,4.4136338288281e-06,6.38944671438345e-07,3.04880288478242e-05,4.4136338288281e-06,4.4136338288281e-06,4.4136338288281e-06
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-18,0,NA,1,1,1,1,2,1,0,NA,1,1,0,NA,0,0,NA,1,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,315,3,29.63,29.63,38.1,38.1,26.67,26.67,26.92,26.92,25,25,41,1,31.7142857142857,NA,5454000,"UK_SCO","2020/03/18","GB",66647112,41,1,314,2,554.814325516587,212.862507947094,1446.09277964033,260.658377399692,554.814325516587,554.814325516587,8.32465667104356e-06,3.19387444645905e-06,2.16977560804185e-05,3.91102284221546e-06,8.32465667104356e-06,8.32465667104356e-06
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-19,0,NA,1,1,1,1,2,1,0,NA,1,1,0,NA,0,0,NA,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,364,6,29.63,29.63,38.1,38.1,30,30,26.92,26.92,50,50,49,3,33.2857142857143,NA,5454000,"UK_SCO","2020/03/19","GB",66647112,49,3,363,5,1336.34535461785,919.476352714807,1942.2129797422,781.531029101266,1336.34535461785,1336.34535461785,2.00510616966847e-05,1.37961919897565e-05,2.91417425520584e-05,1.17264050256411e-05,2.00510616966847e-05,2.00510616966847e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-20,3,1,1,1,1,1,2,1,1,1,1,1,0,NA,0,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,447,6,46.3,46.3,61.9,61.9,45,45,38.46,38.46,87.5,87.5,83,0,38.2857142857143,NA,5454000,"UK_SCO","2020/03/20","GB",66647112,83,0,446,5,1382.96956275451,948.470765003268,2016.51424806836,46.624208136654,1382.96956275451,1382.96956275451,2.07506300161139e-05,1.42312357811283e-05,3.02565885835888e-05,6.99568319429265e-07,2.07506300161139e-05,2.07506300161139e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-21,3,1,3,1,2,1,2,1,1,1,1,1,0,NA,0,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,513,7,59.26,59.26,73.81,73.81,52.78,52.78,47.44,47.44,87.5,87.5,66,1,45,0.857142857142857,5454000,"UK_SCO","2020/03/21","GB",66647112,66,1,512,6,1611.47715329385,1176.79893260605,2206.71394546326,228.507590539343,1611.47715329385,1611.47715329385,2.41792495568878e-05,1.76571631881971e-05,3.31104211306749e-05,3.42861954077385e-06,2.41792495568878e-05,2.41792495568878e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-22,3,1,3,1,2,1,2,1,1,1,2,1,2,1,0,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,588,10,74.07,74.07,80.95,80.95,61.67,61.67,57.69,57.69,87.5,87.5,75,3,54,1.28571428571429,5454000,"UK_SCO","2020/03/22","GB",66647112,75,3,587,9,2345.71387557134,1905.8861075094,2887.04218177989,734.236722277489,2345.71387557134,2345.71387557134,3.51960318336275e-05,2.85966795906985e-05,4.33183388618533e-05,1.10167822767397e-05,3.51960318336275e-05,3.51960318336275e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-23,3,1,3,1,2,1,2,1,1,1,2,1,2,1,0,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,726,14,74.07,74.07,80.95,80.95,61.67,61.67,57.69,57.69,87.5,87.5,138,4,70.7142857142857,1.85714285714286,5454000,"UK_SCO","2020/03/23","GB",66647112,138,4,725,13,3553.16656279188,3081.41468391491,4097.14170859416,1207.45268722055,3553.16656279188,3553.16656279188,5.33131362510034e-05,4.62347818449345e-05,6.14751575221168e-05,1.81171044173759e-05,5.33131362510034e-05,5.33131362510034e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-24,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,0,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,893,16,79.63,79.63,80.95,80.95,65,65,61.54,61.54,87.5,87.5,167,2,88.4285714285714,2,5454000,"UK_SCO","2020/03/24","GB",66647112,167,2,892,15,4286.25706715454,3786.83387130378,4851.54624419974,733.090504362651,4286.25706715454,4286.25706715454,6.43127202144113e-05,5.68191742697535e-05,7.27945457591581e-05,1.09995839634079e-05,6.43127202144113e-05,6.43127202144113e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-25,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,27600000,0,2,1,1,1,0,0,0,NA,0,NA,NA,1080,22,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,187,6,109.285714285714,2.71428571428571,5454000,"UK_SCO","2020/03/25","GB",66647112,187,6,1079,21,6138.52833463749,5622.08744065159,6702.40911635128,1852.27126748295,6138.52833463749,6138.52833463749,9.21049412409271e-05,8.43560549278053e-05,0.000100565634657227,2.77922210265158e-05,9.21049412409271e-05,9.21049412409271e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-26,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,1303,25,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,223,3,134.142857142857,2.71428571428571,5454000,"UK_SCO","2020/03/26","GB",66647112,223,3,1302,24,7115.18609333221,6585.29246564303,7687.71826109088,976.657758694721,7115.18609333221,7115.18609333221,0.000106759105980949,9.88083694555741e-05,0.000115349608263459,1.46541647400224e-05,0.000106759105980949,0.000106759105980949
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-27,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,4700000,0,0,NA,0,NA,NA,1577,33,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,274,8,161.428571428571,3.85714285714286,5454000,"UK_SCO","2020/03/27","GB",66647112,274,8,1576,32,9607.74875301826,9066.51843947081,10181.2880784823,2492.56265968605,9607.74875301826,9607.74875301826,0.000144158515871149,0.000136037679164115,0.000152764129951832,3.73994098901997e-05,0.000144158515871149,0.000144158515871149
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-28,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,1782,40,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,205,7,181.285714285714,4.71428571428571,5454000,"UK_SCO","2020/03/28","GB",66647112,205,7,1781,39,11036.1275447606,10520.5086332563,11577.0173695988,1428.37879174231,11036.1275447606,11036.1275447606,0.000165590484172226,0.000157853931213949,0.000173706212050101,2.14319683010768e-05,0.000165590484172226,0.000165590484172226
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-29,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,1979,41,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,197,1,198.714285714286,4.42857142857143,5454000,"UK_SCO","2020/03/29","GB",66647112,197,1,1978,40,10496.9604803034,10012.0161565719,11005.3936791467,0,10741.9715966437,11036.1275447606,0.000157500605282092,0.000150224306142056,0.000165129340925481,0,0.000161176850343398,0.000165590484172226
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-30,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,2300,47,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,321,6,224.857142857143,4.71428571428571,5454000,"UK_SCO","2020/03/30","GB",66647112,321,6,2299,46,11809.5445128438,11329.7261365578,12309.6833868583,234.249903626071,10715.5631228701,11270.3774483866,0.000177195142571877,0.000169995755203284,0.000184699426838755,3.51477950951679e-06,0.000160780607010699,0.000169105263681743
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-03-31,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,2640,69,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,340,22,249.571428571429,7.57142857142857,5454000,"UK_SCO","2020/03/31","GB",66647112,340,22,2639,68,17018.9923156041,16546.6280459452,17504.8413872801,5748.61486721746,15682.6469609862,17018.9923156041,0.000255359786866745,0.00024827224390376,0.000262649661207827,8.62545231850025e-05,0.000235308725170061,0.000255359786866745
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-01,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,3024,97,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,384,28,277.714285714286,10.7142857142857,5454000,"UK_SCO","2020/04/01","GB",66647112,384,28,3023,96,23516.399215825,23048.1210608841,23994.1915706356,6497.40690022086,22133.4296530705,23516.399215825,0.000352849486048622,0.000345823252789769,0.00036001847417838,9.74896991818769e-05,0.000332098856032508,0.000352849486048622
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-02,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,3379,126,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,355,29,296.571428571429,14.4285714285714,5454000,"UK_SCO","2020/04/02","GB",66647112,355,29,3378,125,29369.5392842774,28912.370920719,29833.9364881552,5853.14006845247,27758.0621309836,29369.5392842774,0.000440672347277065,0.000433812809784151,0.000447640349189552,8.78228612284426e-05,0.000416493097720177,0.000440672347277065
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-03,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,3758,172,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,379,46,311.571428571429,19.8571428571429,5454000,"UK_SCO","2020/04/03","GB",66647112,379,46,3757,171,38539.0330366735,38089.6506050384,38993.7172908944,9169.49375239606,36193.3191611022,38539.0330366735,0.000578255109338774,0.000571512395091304,0.000585077374258833,0.000137582762061709,0.000543059077505146,0.000578255109338774
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-04,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,4017,218,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,259,46,319.285714285714,25.4285714285714,5454000,"UK_SCO","2020/04/04","GB",66647112,259,46,4016,217,45356.3954453515,44926.934176243,45789.9619797099,6817.36240867797,41803.2288825596,45062.2394972346,0.000680545549300793,0.000674101740166071,0.000687050955481911,0.000102290439962019,0.000627232413049789,0.000676131915471965
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-05,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,4242,220,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,225,2,323.285714285714,25.5714285714286,5454000,"UK_SCO","2020/04/05","GB",66647112,225,2,4241,219,42266.4639499141,41862.3078374937,42674.5219533588,0,41070.1383781969,44801.5811198349,0.00063418297779976,0.000628118857385654,0.000640305643751807,0,0.000616232829086382,0.000672220892629749
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-06,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,9960000,0,2,1,1,1,0,0,0,NA,0,NA,NA,4646,222,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,404,2,335.142857142857,25,5454000,"UK_SCO","2020/04/06","GB",66647112,404,2,4645,221,41264.9111497704,40867.7537495161,41665.9281700455,0,39217.867110714,44020.0500907336,0.000619155277872662,0.000613196168943016,0.000625172298089158,0,0.000588440608059866,0.000660494487604108
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-07,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,6540000,0,0,NA,0,NA,NA,4997,296,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,351,74,336.714285714286,32.4285714285714,5454000,"UK_SCO","2020/04/07","GB",66647112,351,74,4996,295,52834.7110787725,52436.5903702343,53235.8544876322,296.899842402629,38538.1091944219,44270.3257249996,0.0007927531965492,0.000786779633755688,0.000798772113150712,4.45480431924235e-06,0.000578241247639086,0.000664249723603921
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-08,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,5340,366,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,343,70,330.857142857143,38.4285714285714,5454000,"UK_SCO","2020/04/08","GB",66647112,343,70,5339,365,62750.3601666914,62350.7731562631,63152.5080078973,17097.0648789373,53142.6114136732,61138.8830133976,0.000941531572541229,0.000935536008766038,0.000947565560048533,0.000256531218921194,0.00079737305667008,0.000917352322984341
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-09,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,5644,447,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,304,81,323.571428571429,45.8571428571429,5454000,"UK_SCO","2020/04/09","GB",66647112,304,81,5643,446,73250.2851306921,72848.7356326951,73654.0480095796,10499.9249640007,62214.1575859315,70904.5712551208,0.00109907665812574,0.00109305164839994,0.0011051348783062,0.000157545085584514,0.000933486173953517,0.00106388062629212
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-10,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,5973,495,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,329,48,316.428571428571,46.1428571428571,5454000,"UK_SCO","2020/04/10","GB",66647112,329,48,5972,494,78077.6476136865,77677.2607352215,78480.0982834198,4827.3624829944,67041.5200689259,74524.4810508946,0.00117150834103189,0.00116550077571585,0.00117754687229988,7.24316829061461e-05,0.00100591785685966,0.00111819520478089
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-11,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,6158,542,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,185,47,305.857142857143,46.2857142857143,5454000,"UK_SCO","2020/04/11","GB",66647112,185,47,6157,541,80632.5290616567,80241.8020619706,81025.1586555563,2554.88144797021,69362.1516132701,76346.2719945022,0.00120984280701701,0.00120398018239666,0.00121573397892404,3.83344659851159e-05,0.00104073754333526,0.00114553008680259
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-12,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,6378,566,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,220,24,305.142857142857,49.4285714285714,5454000,"UK_SCO","2020/04/12","GB",66647112,220,24,6377,565,80260.3426838605,79879.5308393143,80642.9699829972,0,63613.5367460526,74494.0007270192,0.00120425837332397,0.00119854451966822,0.00120999946678856,0,0.00095448302015026,0.00111773786577608
