"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"2020/01/01","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/02","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/03","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/04","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/05","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/06","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/07","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/08","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/09","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/10","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/11","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/12","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/13","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/14","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/15","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/16","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/17","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/18","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/19","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/20","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/21","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/22","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/23","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/24","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/25","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/26","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/27","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/28","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/29","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/30","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/31","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/01","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/02","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/03","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/04","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/05","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/06","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/07","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/08","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/09","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/10","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/11","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/12","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/13","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/14","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/15","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/16","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/17","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/18","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/19","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/20","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/21","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/22","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/23","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/24","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/25","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/26","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/27","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/28","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/02/29","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/03/01","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/03/02","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/03/03","US",329064917,2,0,2,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/03/04","US",329064917,0,0,2,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/03/05","US",329064917,0,0,2,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/03/06","US",329064917,1,0,3,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/03/07","US",329064917,2,0,5,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/03/08","US",329064917,0,0,5,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/09","US",329064917,5,0,10,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/10","US",329064917,7,0,17,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/11","US",329064917,6,0,23,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/12","US",329064917,8,1,31,1,720.433390938388,194.668245120493,2666.19895020745,720.433390938388,720.433390938388,720.433390938388,2.18933515461446e-06,5.91580065402392e-07,8.10234945285113e-06,2.18933515461446e-06,2.18933515461446e-06,2.18933515461446e-06
"2020/03/13","US",329064917,11,0,42,1,653.706569409045,136.015532211854,3141.79029364781,0,720.433390938388,720.433390938388,1.98655807908275e-06,4.13339512008366e-07,9.54763066902027e-06,0,2.18933515461446e-06,2.18933515461446e-06
"2020/03/14","US",329064917,31,0,73,1,783.051322187728,145.664895298292,4209.45191993104,0,720.433390938388,720.433390938388,2.37962566573977e-06,4.42663097076046e-07,1.27921625869677e-05,0,2.18933515461446e-06,2.18933515461446e-06
"2020/03/15","US",329064917,26,0,99,1,729.466360443946,124.76397597753,4265.02255038083,4.92407922555367,725.357470163942,725.357470163942,2.21678557256818e-06,3.7914699967098e-07,1.29610369566708e-05,1.49638535473342e-08,2.20429900816179e-06,2.20429900816179e-06
"2020/03/16","US",329064917,22,0,121,1,605.135876223368,97.8625093838801,3741.87654698483,0,725.357470163942,725.357470163942,1.83895591708845e-06,2.9739575484396e-07,1.13712412161666e-05,0,2.20429900816179e-06,2.20429900816179e-06
"2020/03/17","US",329064917,25,0,146,1,506.942239066946,78.2446854900427,3284.44586543725,0,725.357470163942,725.357470163942,1.54055389340379e-06,2.37778874160695e-07,9.98114869060092e-06,0,2.20429900816179e-06,2.20429900816179e-06
"2020/03/18","US",329064917,51,2,197,3,1481.8963696509,823.399298575401,2667.01326341173,417.902074449385,1143.25954461333,1143.25954461333,4.50335570002711e-06,2.50223969811829e-06,8.10482408068961e-06,1.26996848603397e-06,3.47426749419576e-06,3.47426749419576e-06
"2020/03/19","US",329064917,90,7,287,10,5344.93273248638,4611.32795893833,6195.24487722223,4201.67318787305,5344.93273248638,5344.93273248638,1.62427911830126e-05,1.40134293287131e-05,1.88268167074834e-05,1.27685236888169e-05,1.62427911830126e-05,1.62427911830126e-05
"2020/03/20","US",329064917,198,4,485,14,9420.72286505568,8488.51978539122,10455.2998100943,4075.7901325693,9420.72286505568,9420.72286505568,2.86287670862697e-05,2.57958820489856e-05,3.17727575015064e-05,1.23859759032571e-05,2.86287670862697e-05,2.86287670862697e-05
"2020/03/21","US",329064917,70,6,555,20,11149.5906356054,10368.1179061667,11989.9650511922,1728.86777054969,11149.5906356054,11149.5906356054,3.38826476467115e-05,3.15078191886578e-05,3.64364732664352e-05,5.25388056044179e-06,3.38826476467115e-05,3.38826476467115e-05
"2020/03/22","US",329064917,66,5,621,25,11149.3061951507,10490.747921856,11849.2055627654,0,11149.5906356054,11149.5906356054,3.38817832566171e-05,3.18804812664244e-05,3.60087172792272e-05,0,3.38826476467115e-05,3.38826476467115e-05
"2020/03/23","US",329064917,151,0,772,25,10237.8166931575,9584.09984469791,10936.1225718739,0,11149.5906356054,11149.5906356054,3.11118450015669e-05,2.91252556853331e-05,3.32339365483739e-05,0,3.38826476467115e-05,3.38826476467115e-05
"2020/03/24","US",329064917,254,7,1026,32,13325.551575256,12647.9303158186,14039.4768433159,1263.90255674807,11693.0598014151,12413.4931923534,4.04952059208913e-05,3.84359731542534e-05,4.26647634494438e-05,3.84089123894077e-06,3.55342037310378e-05,3.77235388856523e-05
"2020/03/25","US",329064917,221,8,1247,40,15742.0068329596,15088.9845773478,16423.2906368643,3328.51364060613,15021.5734420212,15742.0068329596,4.78386057574153e-05,4.58541272491464e-05,4.99089686818978e-05,1.0115066871763e-05,4.56492706028008e-05,4.78386057574153e-05
"2020/03/26","US",329064917,278,8,1525,48,18083.9346476798,17443.9092669476,18747.4428659866,2341.92781472023,17363.5012567414,18083.9346476798,5.49555231002636e-05,5.30105409776867e-05,5.69718675479059e-05,7.11691734284828e-06,5.27661879456491e-05,5.49555231002636e-05
"2020/03/27","US",329064917,475,16,2000,64,24966.5663091642,24295.5184132786,25656.1487047429,6882.63166148442,24241.2088390003,24966.5663091642,7.58712491649914e-05,7.38319922852141e-05,7.79668307963163e-05,2.09157260647279e-05,7.36669501568297e-05,7.58712491649914e-05
"2020/03/28","US",329064917,366,5,2366,69,25236.7181480327,24586.1633014464,25904.4868072511,270.151838868442,24511.3606778687,25236.7181480327,7.66922173840631e-05,7.47152371197518e-05,7.87215089454557e-05,8.20968219071624e-07,7.44879183759013e-05,7.66922173840631e-05
"2020/03/29","US",329064917,285,11,2651,80,26051.9170040475,25457.8436847351,26659.8533634935,815.198856014806,25326.5595338835,26051.9170040475,7.91695366420586e-05,7.73641988846084e-05,8.10170029869623e-05,2.47731925799555e-06,7.69652376338968e-05,7.91695366420586e-05
"2020/03/30","US",329064917,157,7,2808,87,24139.0191349869,23619.7988836221,24669.653102055,0,24908.6574594342,25331.4836131091,7.33564044294242e-05,7.17785387119287e-05,7.4968955447946e-05,0,7.56952691478629e-05,7.69802014874442e-05
"2020/03/31","US",329064917,1121,24,3929,111,35397.4847268654,34788.5553130965,36017.0726755351,7432.66985375738,28139.6541253185,32764.1534668665,0.000107569913710569,0.00010571942955893,0.000109452788233682,2.25872448558756e-05,8.55139903149216e-05,9.95674463433197e-05
"2020/04/01","US",329064917,709,28,4638,139,43438.0148604847,42826.9689180508,44057.7790744469,9953.42800267981,34017.291995429,42717.5814695463,0.000132004393712031,0.000130147477611692,0.000133887803890218,3.02476122140964e-05,0.000103375626625761,0.000129815058557416
"2020/04/02","US",329064917,710,24,5348,163,48570.2395254737,47971.3274658334,49176.628877783,5132.22466498904,37420.6488898683,47844.8820553098,0.00014760078335994,0.000145780741086518,0.000149443548483119,1.55963896479096e-05,0.000113718135713229,0.000145396484351778
"2020/04/03","US",329064917,483,21,5831,184,49498.4759303106,48942.5825037476,50060.6832350117,928.236404836869,38348.8852947052,48773.1184601466,0.000150421614013355,0.00014873230166845,0.00015213011369125,2.82083065341441e-06,0.000116538966366643,0.000148217315005193
"2020/04/04","US",329064917,329,17,6160,201,47725.9217999227,47222.7845751492,48234.4197222754,0,38348.8852947052,48773.1184601466,0.000145034974360158,0.000143505983578156,0.000146580255841358,0,0.000116538966366643,0.000148217315005193
"2020/04/05","US",329064917,487,10,6647,211,45881.0823434314,45411.2179329004,46355.8083845095,0,37084.9827379571,48355.2163856972,0.000139428665813777,0.000138000788254496,0.000140871317450439,0,0.000112698075127702,0.000146947346519159
"2020/04/06","US",329064917,667,18,7314,229,47306.2781106217,46850.3465471363,47766.6466442877,0,33756.469097351,44153.5431978242,0.00014375971325628,0.000142374176421658,0.000145158733661929,0,0.000102583008255939,0.000134178822830342
"2020/04/07","US",329064917,1508,100,8822,329,71756.0230307637,71242.7863096418,72272.957135797,14675.4015634971,46089.9428461279,54753.154628752,0.000218060386640256,0.000216500704356891,0.000219631304955542,4.45972840170534e-05,0.000140063374930144,0.000166390130944138
"2020/04/08","US",329064917,1079,33,9901,362,78023.6527686395,77501.4719132588,78549.3519164989,13849.7752748318,53057.0864594752,66874.0621330341,0.000237107174717867,0.000235520311979228,0.000238704729244956,4.20882766874592e-05,0.000161235925552876,0.000203224527071156
"2020/04/09","US",329064917,665,17,10566,379,76744.1822281468,76243.7134810354,77247.9360850121,0,52786.9346206068,66874.0621330341,0.000233218973714377,0.000231698092206637,0.000234749838388308,0,0.000160414957333804,0.000203224527071156
"2020/04/10","US",329064917,919,37,11485,416,80802.5358564847,80307.6373797885,81300.4841614441,1499.41254735251,53471.1483119445,68373.4746803866,0.000245551961579923,0.000244048007645216,0.000247065183680593,4.55658585856634e-06,0.000162494223934375,0.000207781112929722
"2020/04/11","US",329064917,674,13,12159,429,78305.8237528355,77833.3318130193,78781.1839834981,0,53471.1483119445,67109.5721236385,0.000237964668086557,0.000236528805691612,0.000239409246970859,0,0.000162494223934375,0.000203940221690781
"2020/04/12","US",329064917,293,4,12452,433,72352.3868815443,71915.7542354373,72791.6705193522,0,46038.4784581871,63781.0584830324,0.00021987268512597,0.00021854579604254,0.000221207630345329,0,0.000139906979078499,0.000193825154819018
"2020/04/13","US",329064917,863,32,13315,465,74938.1393174404,74506.45700368,75372.3227516072,0,36085.0504555073,61439.1306683122,0.000227730564536117,0.000226418719087213,0.000229050010674967,0,0.000109659366864403,0.00018670823747617
"2020/04/14","US",329064917,1263,60,14578,525,84319.0788359621,83871.2882952095,84769.2601396619,0,30952.8257905183,54556.4990068277,0.000256238433451604,0.000254877636485355,0.000257606495740966,0,9.40629772164933e-05,0.000165792511411442
"2020/04/15","US",329064917,409,27,14987,552,83451.99503292,83021.8783073688,83884.3400915487,0,30024.5893856814,54286.3471679593,0.000253603440299046,0.000252296352538149,0.000254917299772643,0,9.12421465630789e-05,0.00016497154319237
"2020/04/16","US",329064917,682,35,15669,587,85332.3080536333,84908.6152560147,85758.1150723615,1561.33997838375,31585.9293640652,55032.4882903282,0.000259317549958185,0.000258029983962145,0.00026061154089046,4.74477799887659e-06,9.59869245619555e-05,0.000167239001933252
"2020/04/17","US",329064917,1525,63,17194,650,95886.1780228168,95439.1648136599,96335.2849301903,14801.7727284411,46387.7020925062,69834.2610187693,0.000291389853701168,0.000290031418978827,0.000292754650992437,4.49813151258573e-05,0.000140968239687813,0.000212220317059109
"2020/04/18","US",329064917,475,23,17669,673,94705.159532243,94271.7966312197,95140.514581615,0,46387.7020925062,62401.591165012,0.000287800840015537,0.000286483887406386,0.000289123846592297,0,0.000140968239687813,0.000189633072203233
"2020/04/19","US",329064917,632,14,18301,687,93182.658413664,92760.3818455589,93606.8573272404,0,31712.3005290092,52448.1631623322,0.00028317408997345,0.00028189082777718,0.000284463194012385,0,9.63709556707595e-05,0.000159385459989137
"2020/04/20","US",329064917,1106,88,19407,775,104128.892492041,103689.225804478,104570.423469694,4358.17636949719,22220.7016236745,51674.1148668403,0.000316438754521014,0.000315102645246371,0.000317780529213007,1.32441234064985e-05,6.75268023897988e-05,0.000157033193747726
"2020/04/21","US",329064917,474,23,19881,798,102970.081329982,102541.581373996,103400.371898223,2725.72693766802,24946.4285613426,53471.6053996715,0.000312917226998046,0.000311615052460898,0.000314224843051935,8.28324989037959e-06,7.58100522801784e-05,0.000162495612984691
"2020/04/22","US",329064917,1333,50,21214,848,109801.776443424,109359.540199533,110245.801035137,6831.69511344245,30278.7111274325,60303.3005131139,0.000333678161271213,0.000332334243335739,0.000335027513842009,2.07609342731679e-05,9.20144006947799e-05,0.000183256547257859
"2020/04/23","US",329064917,669,33,21883,881,110971.413626419,110532.996431739,111411.56975556,1169.6371829944,31448.3483104269,61472.9376961083,0.000337232588141321,0.000335900275968157,0.000338570184786852,3.5544268701072e-06,9.55688275648871e-05,0.000186810974127966
"2020/04/24","US",329064917,608,18,22491,899,109973.130918293,109542.597500249,110405.356454547,0,31448.3483104269,61472.9376961083,0.000334198892792612,0.000332890538739045,0.000335512389047985,0,9.55688275648871e-05,0.000186810974127966
"2020/04/25","US",329064917,731,8,23222,907,108521.773271875,108098.162608499,108947.043963413,0,31448.3483104269,46797.5361326112,0.000329788341647722,0.000328501025250587,0.000331080702727763,0,9.55688275648871e-05,0.000142213690110913
"2020/04/26","US",329064917,264,9,23486,916,105303.027783816,104893.477769794,105714.176860216,0,31448.3483104269,32947.7608577794,0.000320006850757098,0.000318762263464852,0.000321256297462474,0,9.55688275648871e-05,0.000100125413423453
"2020/04/27","US",329064917,816,79,24302,995,112794.928130203,112374.630734284,113216.797499262,0,31448.3483104269,32947.7608577794,0.000342774091989282,0.000341496844327175,0.000344056116742649,0,9.55688275648871e-05,0.000100125413423453
"2020/04/28","US",329064917,620,41,24922,1036,115146.008886415,114725.257292103,115568.303575145,0,29887.0083320431,31448.3483104269,0.000349918824334637,0.000348640196402652,0.00035120214159793,0,9.08240495660105e-05,9.55688275648871e-05
"2020/04/29","US",329064917,853,65,25775,1101,121305.211364242,120874.849042584,121737.105946161,7215.59859633072,22300.8341999328,38663.9469067576,0.000368636111288161,0.000367328277181806,0.000369948601801757,2.19275839615887e-05,6.77703184017419e-05,0.000117496411526476
"2020/04/30","US",329064917,489,31,26264,1132,122059.079332119,121631.415090824,122488.247269667,3872.06710936912,26172.9013093019,42536.0140161267,0.000370927051248428,0.000369627416376399,0.000372231255724133,1.17668791455186e-05,7.95371975472605e-05,0.000129263290671994
"2020/05/01","US",329064917,1225,37,27489,1169,126928.578994265,126490.252925312,127368.42399245,4869.49966214634,31042.4009714482,47405.5136782731,0.00038572504219362,0.000384393006943708,0.000387061693338918,1.47979909451919e-05,9.43351884924525e-05,0.000144061281617186
"2020/05/02","US",329064917,842,8,28331,1177,126890.789689312,126453.540715444,127329.550575492,0,26684.224601951,47405.5136782731,0.000385610203743816,0.000384281441693295,0.000386943560365908,0,8.10910650859539e-05,0.000144061281617186
"2020/05/03","US",329064917,334,7,28665,1184,124497.406738648,124069.166914829,124927.124684318,0,23958.497664283,47405.5136782731,0.000378336918665345,0.000377035534647496,0.000379642794568458,0,7.28078151955744e-05,0.000144061281617186
"2020/05/04","US",329064917,786,62,29451,1246,129884.379775175,129447.821481345,130322.410346728,486.839220339214,17613.6417711798,46331.0129202285,0.00039470746671902,0.00039338080358577,0.000396038603977732,1.47946254732228e-06,5.35263434697288e-05,0.000140795966165632
"2020/05/05","US",329064917,547,53,29998,1299,133275.068291146,132835.210103219,133716.382984659,5859.6500765419,22303.6546647273,37388.8902683293,0.000405011477693157,0.000403674786465368,0.000406352595116236,1.78069729522151e-05,6.77788895518366e-05,0.00011362162399199
"2020/05/06","US",329064917,745,28,30743,1327,135013.202116662,134571.488636448,135456.36546416,1738.13382551621,24041.7884902435,39127.0240938456,0.000410293516998235,0.000408951187696645,0.000411640252321884,5.28203930507795e-06,7.30609288569146e-05,0.000118903663297068
"2020/05/07","US",329064917,875,28,31618,1355,137380.509436702,136934.849605385,137827.619685394,2367.30732003946,26409.095810283,41494.331413885,0.000417487560476408,0.000416133238553003,0.000418846290093557,7.19404347817321e-06,8.02549723350878e-05,0.000126097706775241
