"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick"
2020-04-16,0,0,0,0
2020-04-17,0,0,0,0
2020-04-18,0,0,0,0
2020-04-19,0,0,0,0
2020-04-20,0,0,0,0
2020-04-21,0,0,0,0
2020-04-22,0,0,0,0
2020-04-23,0,0,0,0
2020-04-24,0,0,0,0
2020-04-25,0,0,0,0
2020-04-26,0,0,0,0
2020-04-27,0,0,0,0
2020-04-28,0,0,0,0
2020-04-29,0,0,0,0
2020-04-30,0,0,0,0
2020-05-01,0,0,0,0
2020-05-02,0,0,0,0
2020-05-03,0,0,0,0
2020-05-04,0,0,0,0
2020-05-05,0,0,0,0
2020-05-06,0,0,0,0
2020-05-07,0,0,0,0
2020-05-08,0,0,0,0
2020-05-09,0,0,0,0
2020-05-10,0,0,0,0
2020-05-11,0,0,0,0
2020-05-12,0,0,0,0
2020-05-13,0,0,0,0
2020-05-14,0,0,0,0
2020-05-15,0.0045045045045045,0,0,0
2020-05-16,0.0045045045045045,0,0,0
2020-05-17,0.0045045045045045,0,0,0
2020-05-18,0.0045045045045045,0,0,0
2020-05-19,0.0045045045045045,0,0,0
2020-05-20,0.0045045045045045,0,0,0
2020-05-21,0.0045045045045045,0,0,0
2020-05-22,0.0045045045045045,0,0,0
2020-05-23,0.0045045045045045,0,0,0
2020-05-24,0.0045045045045045,0,0,0
2020-05-25,0.0045045045045045,0,0,0
2020-05-26,0.0045045045045045,0,0,0
2020-05-27,0.0045045045045045,0,0,0
2020-05-28,0.0045045045045045,0,0,0
2020-05-29,0.0045045045045045,0,0,0
2020-05-30,0.0045045045045045,0,0,0
2020-05-31,0.0045045045045045,0,0,0
2020-06-01,0.0045045045045045,0,0,0
2020-06-02,0.0045045045045045,0,0,0
2020-06-03,0.0045045045045045,0,0,0
2020-06-04,0.0045045045045045,0,0,0
2020-06-05,0.0045045045045045,0,0,0
2020-06-06,0.0045045045045045,0,0,0
2020-06-07,0.0045045045045045,0,0,0
2020-06-08,0.0045045045045045,0,0,0
2020-06-09,0.021598400290644,0.00292992087150149,0.00230981225467184,0.00245700421555973
2020-06-10,0.0348385774360934,0.00519524539354891,0.00205611827621502,0.004697430377112
2020-06-11,0.0459975902604247,0.00549584784658986,0.0028844525153284,0.00600492333861213
2020-06-12,0.0531841210027432,0.00681771158836911,0.00390857324442582,0.00804861474721875
2020-06-13,0.0491166885578379,0.00622844881051604,0.00338054136344809,0.0070383452395276
2020-06-14,0.0499207392847922,0.0061558918206659,0.00450818460139946,0.00698612472193127
2020-06-15,0.0479743637257284,0.00611350731470889,0.00508232243204236,0.00697396013334527
2020-06-16,0.0485169656518811,0.00579508600885223,0.00472535380549277,0.0069559158413119
2020-06-17,0.0486525656768793,0.00583287709693387,0.00480209908779128,0.00708853354710564
2020-06-18,0.0486525656768793,0.00583701283447852,0.00480209908779128,0.00708853354710564
2020-06-19,0.048820285743751,0.00592078648404824,0.00487461660680774,0.00716517649350117
2020-06-20,0.048820285743751,0.00592078648404824,0.00487461660680774,0.00716517649350117
2020-06-21,0.0498481375767227,0.00585340082464457,0.00506686855166227,0.0071391309123319
2020-06-22,0.0497171317298558,0.0056578233568521,0.00494221756866886,0.0124893200428082
2020-06-23,0.0490824603311534,0.00554061746697118,0.00467494260419882,0.0123444297629589
2020-06-24,0.0498767357055312,0.00561282431918734,0.00474359381596494,0.0122685974620959
2020-06-25,0.0497319142552261,0.00544446912707938,0.00477134426825892,0.0115193676154786
2020-06-26,0.04982029006942,0.00544446912707938,0.00486464606714157,0.0115193676154786
2020-06-27,0.0507246440315225,0.00594987564270997,0.00500072472359081,0.011844456175146
2020-06-28,0.0504458712910703,0.00598842836501832,0.00503055516312005,0.0118829400531317
2020-06-29,0.0504458712910703,0.00598842836501832,0.00503055516312005,0.0118829400531317
2020-06-30,0.0514393487648599,0.00600348369278093,0.00502715503122327,0.0116039626861264
2020-07-01,0.0514393487648599,0.00600348369278093,0.00502715503122327,0.0116039626861264
2020-07-02,0.0514393487648599,0.00600348369278093,0.00502715503122327,0.0116039626861264
2020-07-03,0.0502278503760091,0.00589162691160173,0.0048686353710767,0.0113227665008407
2020-07-04,0.0495511122199491,0.00575361966983067,0.00463950950606472,0.0111094217221406
2020-07-05,0.0499307792149034,0.00580148391840235,0.00465453500126277,0.0112282760543728
2020-07-06,0.0505294107838881,0.00596245445623711,0.00474668639709347,0.0113919089953557
2020-07-07,0.0505294107838881,0.00596245445623711,0.00474668639709347,0.0113919089953557
2020-07-08,0.0504216960622745,0.00596174817992668,0.00474649427825501,0.0113915066860934
2020-07-09,0.0515304408819701,0.00652409164521987,0.00480379594901964,0.0115563504396452
2020-07-10,0.0515304408819701,0.00652409164521987,0.00480379594901964,0.0115563504396452
2020-07-11,0.0515304408819701,0.00652409164521987,0.00480379594901964,0.0115563504396452
2020-07-12,0.0515304408819701,0.00652409164521987,0.00480379594901964,0.0115563504396452
2020-07-13,0.0514555228905681,0.00613827851360796,0.00480379594901964,0.0115563504396452
2020-07-14,0.0514555228905681,0.00613827851360796,0.00480379594901964,0.0115563504396452
2020-07-15,0.0514555228905681,0.00613827851360796,0.00480379594901964,0.0115563504396452
2020-07-16,0.0510569490021456,0.00579937517390394,0.00480699358053581,0.0112268146683096
2020-07-17,0.0516623060247711,0.00577403939371852,0.0048862658639475,0.0111889119932232
2020-07-18,0.0516623060247711,0.00577403939371852,0.0048862658639475,0.0111889119932232
2020-07-19,0.051999491736623,0.0057728972097952,0.00488282822994745,0.011187192195831
2020-07-20,0.051999491736623,0.0057728972097952,0.00488282822994745,0.011187192195831
2020-07-21,0.051999491736623,0.0057728972097952,0.00488282822994745,0.011187192195831
2020-07-22,0.051999491736623,0.0057728972097952,0.00488282822994745,0.011187192195831
2020-07-23,0.0521077521818314,0.00584420638994107,0.00495107289233318,0.0112575417784397
2020-07-24,0.0521077521818314,0.00584420638994107,0.00495107289233318,0.0112575417784397
2020-07-25,0.0523598504730364,0.00604771569128296,0.00495107289233318,0.0114610510797816
2020-07-26,0.0523694825279432,0.00604882822176333,0.00494830450986304,0.0114551878932007
2020-07-27,0.0525180677023148,0.00602857999266087,0.00495945615285859,0.011420782569395
2020-07-28,0.0519422763402752,0.00590405779451806,0.00476322117747564,0.0113241744544022
2020-07-29,0.0519729425360959,0.00590419329600598,0.00476287148472644,0.0113234398259812
2020-07-30,0.0520193385980957,0.00589543627636236,0.0047317003420914,0.0113035058815054
2020-07-31,0.0528537237356799,0.00588222459386041,0.00485434991811672,0.0112842711753581
2020-08-01,0.0528537237356799,0.00588222459386041,0.00485434991811672,0.0112842711753581
2020-08-02,0.0528631038333613,0.00588326852865581,0.0048516619773781,0.0112785833389599
2020-08-03,0.0528514330033252,0.00588329461552133,0.00485159480848128,0.0112784412057311
2020-08-04,0.0528514330033252,0.00588329461552133,0.00485159480848128,0.0112784412057311
2020-08-05,0.0528514330033252,0.00588329461552133,0.00485159480848128,0.0112784412057311
2020-08-06,0.0530533888957199,0.00578140007677151,0.00485159480848128,0.0112784412057311
2020-08-07,0.053031711209726,0.00575208627572719,0.00475320842679508,0.0112751646782178
2020-08-08,0.053031711209726,0.00575208627572719,0.00475320842679508,0.0112751646782178
2020-08-09,0.053031711209726,0.00575208627572719,0.00475320842679508,0.0112751646782178
2020-08-10,0.0531205611828116,0.00575528608263341,0.00471281918254361,0.0112709316765316
2020-08-11,0.0527682177768957,0.00575528608263341,0.00471281918254361,0.0111693483388415
2020-08-12,0.0524414987310646,0.00564225999054521,0.00464167882724809,0.0110879640825088
2020-08-13,0.0524414987310646,0.00564225999054521,0.00464167882724809,0.0110879640825088
2020-08-14,0.0524414987310646,0.00564225999054521,0.00464167882724809,0.0110879640825088
2020-08-15,0.0524414987310646,0.00564225999054521,0.00464167882724809,0.0110879640825088
2020-08-16,0.0524414987310646,0.00564225999054521,0.00464167882724809,0.0110879640825088
2020-08-17,0.0529463705124183,0.00561795475180185,0.00466375679042052,0.0111229632908426
2020-08-18,0.0547949823417767,0.00574925451819164,0.00491583184186651,0.0112389968885396
2020-08-19,0.0554918908113808,0.00566782348587307,0.00486979838119886,0.0111987322634823
2020-08-20,0.0562498966437591,0.00563782188775645,0.00492032507146087,0.0111494025191027
2020-08-21,0.0563434776342795,0.00568500723951675,0.00497434887999802,0.011196587870863
2020-08-22,0.0561492606795845,0.00561799243804841,0.00500451030916515,0.0111277327564952
2020-08-23,0.0561791521959451,0.00561860269634363,0.00500579953529279,0.011129222488983
2020-08-24,0.0562694556787615,0.00561839721074685,0.00500613892373571,0.0111362307938282
2020-08-25,0.056715596084366,0.00563736809944129,0.00518082077669107,0.0112942178466994
2020-08-26,0.0570921786964488,0.00570022282052692,0.00507309171859363,0.0114248839696009
2020-08-27,0.0574075987011043,0.00587876514610306,0.00507507792640501,0.0115867343599928
