"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick"
2020-03-23,"GB","GBSCT",5463300,0,NA,NA,NA
2020-03-24,"GB","GBSCT",5463300,0.0735294117647059,NA,NA,NA
2020-03-25,"GB","GBSCT",5463300,0.0735294117647059,NA,NA,NA
2020-03-26,"GB","GBSCT",5463300,0.0461538461538462,NA,NA,NA
2020-03-27,"GB","GBSCT",5463300,0.0285714285714286,NA,NA,NA
2020-03-28,"GB","GBSCT",5463300,0.0285714285714286,NA,NA,NA
2020-03-29,"GB","GBSCT",5463300,0.0285714285714286,NA,NA,NA
2020-03-30,"GB","GBSCT",5463300,0.0285714285714286,NA,NA,NA
2020-03-31,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-01,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-02,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-03,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-04,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-05,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-06,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-07,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-08,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-09,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-10,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-11,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-12,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-13,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-14,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-15,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-16,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-17,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-18,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-19,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-20,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-21,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-22,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-23,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-24,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-25,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-26,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-27,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-28,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-29,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-04-30,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-05-01,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-05-02,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-05-03,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-05-04,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-05-05,"GB","GBSCT",5463300,0.0193548387096774,NA,NA,NA
2020-05-06,"GB","GBSCT",5463300,0.0242424242424242,NA,NA,NA
2020-05-07,"GB","GBSCT",5463300,0.0242424242424242,NA,NA,NA
2020-05-08,"GB","GBSCT",5463300,0.0242424242424242,NA,NA,NA
2020-05-09,"GB","GBSCT",5463300,0.0242424242424242,NA,NA,NA
2020-05-10,"GB","GBSCT",5463300,0.0242424242424242,NA,NA,NA
2020-05-11,"GB","GBSCT",5463300,0.0242424242424242,NA,NA,NA
2020-05-12,"GB","GBSCT",5463300,0.0242424242424242,NA,NA,NA
2020-05-13,"GB","GBSCT",5463300,0.0242424242424242,NA,NA,NA
2020-05-14,"GB","GBSCT",5463300,0.0222222222222222,NA,NA,NA
2020-05-15,"GB","GBSCT",5463300,0.0214285714285714,NA,NA,NA
2020-05-16,"GB","GBSCT",5463300,0.0214285714285714,NA,NA,NA
2020-05-17,"GB","GBSCT",5463300,0.0214285714285714,NA,NA,NA
2020-05-18,"GB","GBSCT",5463300,0.0214285714285714,NA,NA,NA
2020-05-19,"GB","GBSCT",5463300,0.0214285714285714,NA,NA,NA
2020-05-20,"GB","GBSCT",5463300,0.0214285714285714,NA,NA,NA
2020-05-21,"GB","GBSCT",5463300,0.0214285714285714,NA,NA,NA
2020-05-22,"GB","GBSCT",5463300,0.0214285714285714,NA,NA,NA
2020-05-23,"GB","GBSCT",5463300,0.0214285714285714,NA,NA,NA
2020-05-24,"GB","GBSCT",5463300,0.0214285714285714,NA,NA,NA
2020-05-25,"GB","GBSCT",5463300,0.0214285714285714,NA,NA,NA
2020-05-26,"GB","GBSCT",5463300,0.0214285714285714,NA,NA,NA
2020-05-27,"GB","GBSCT",5463300,0.0214285714285714,NA,NA,NA
2020-05-28,"GB","GBSCT",5463300,0.0214285714285714,NA,NA,NA
2020-05-29,"GB","GBSCT",5463300,0.0214285714285714,NA,NA,NA
2020-05-30,"GB","GBSCT",5463300,0.0214285714285714,NA,NA,NA
2020-05-31,"GB","GBSCT",5463300,0.0214285714285714,NA,NA,NA
2020-06-01,"GB","GBSCT",5463300,0.0214285714285714,NA,NA,NA
2020-06-02,"GB","GBSCT",5463300,0.0196969696969697,0,NA,0
2020-06-03,"GB","GBSCT",5463300,0.0196969696969697,0,NA,0
2020-06-04,"GB","GBSCT",5463300,0.0196969696969697,0,NA,0
2020-06-05,"GB","GBSCT",5463300,0.0217391304347826,0,NA,0
2020-06-06,"GB","GBSCT",5463300,0.023936170212766,0,NA,0
2020-06-07,"GB","GBSCT",5463300,0.0268948655256724,0,NA,0
2020-06-08,"GB","GBSCT",5463300,0.0339366515837104,0,NA,0
2020-06-09,"GB","GBSCT",5463300,0.0341207349081365,0,NA,0
2020-06-10,"GB","GBSCT",5463300,0.0344234079173838,0,NA,0
2020-06-11,"GB","GBSCT",5463300,0.0397526501766784,0,NA,0
2020-06-12,"GB","GBSCT",5463300,0.0401785714285714,0,NA,0
2020-06-13,"GB","GBSCT",5463300,0.0401785714285714,0,NA,0
2020-06-14,"GB","GBSCT",5463300,0.0401785714285714,0,NA,0
2020-06-15,"GB","GBSCT",5463300,0.0401785714285714,0,NA,0
2020-06-16,"GB","GBSCT",5463300,0.0403587443946188,0,NA,0
2020-06-17,"GB","GBSCT",5463300,0.0403587443946188,0,NA,0
2020-06-18,"GB","GBSCT",5463300,0.0403587443946188,0,NA,0
2020-06-19,"GB","GBSCT",5463300,0.0372786579683131,0,NA,0
2020-06-20,"GB","GBSCT",5463300,0.0372786579683131,0,NA,0
2020-06-21,"GB","GBSCT",5463300,0.0372786579683131,0,NA,0
2020-06-22,"GB","GBSCT",5463300,0.0372786579683131,0,NA,0
2020-06-23,"GB","GBSCT",5463300,0.0372786579683131,0,NA,0
2020-06-24,"GB","GBSCT",5463300,0.0372786579683131,0,NA,0
2020-06-25,"GB","GBSCT",5463300,0.0372786579683131,0,NA,0
2020-06-26,"GB","GBSCT",5463300,0.04014272970562,0,NA,0
2020-06-27,"GB","GBSCT",5463300,0.04014272970562,0,NA,0
2020-06-28,"GB","GBSCT",5463300,0.04014272970562,0,NA,0
2020-06-29,"GB","GBSCT",5463300,0.04014272970562,0,NA,0
2020-06-30,"GB","GBSCT",5463300,0.04014272970562,0,NA,0
2020-07-01,"GB","GBSCT",5463300,0.0378037803780378,0,NA,0
2020-07-02,"GB","GBSCT",5463300,0.0378037803780378,0,NA,0
2020-07-03,"GB","GBSCT",5463300,0.0378037803780378,0,NA,0
2020-07-04,"GB","GBSCT",5463300,0.0378037803780378,0,NA,0
2020-07-05,"GB","GBSCT",5463300,0.0391061452513966,0,NA,0
2020-07-06,"GB","GBSCT",5463300,0.0422535211267606,0,NA,0
2020-07-07,"GB","GBSCT",5463300,0.0416666666666667,0,NA,0
2020-07-08,"GB","GBSCT",5463300,0.0416666666666667,0,NA,0
2020-07-09,"GB","GBSCT",5463300,0.0416666666666667,0,NA,0
2020-07-10,"GB","GBSCT",5463300,0.0462555066079295,0,NA,0
2020-07-11,"GB","GBSCT",5463300,0.0462555066079295,0,NA,0
2020-07-12,"GB","GBSCT",5463300,0.0462555066079295,0,NA,0
2020-07-13,"GB","GBSCT",5463300,0.0462555066079295,0,NA,0
2020-07-14,"GB","GBSCT",5463300,0.0462555066079295,0,NA,0
2020-07-15,"GB","GBSCT",5463300,0.0462555066079295,0,NA,0
2020-07-16,"GB","GBSCT",5463300,0.0462555066079295,0,NA,0
2020-07-17,"GB","GBSCT",5463300,0.0462555066079295,0,NA,0
