"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick"
2020-03-19,"ES","ESMC",1493898,NA,NA,NA,NA
2020-03-20,"ES","ESMC",1493898,NA,NA,NA,NA
2020-03-21,"ES","ESMC",1493898,NA,NA,NA,NA
2020-03-22,"ES","ESMC",1493898,NA,NA,NA,NA
2020-03-23,"ES","ESMC",1493898,NA,NA,NA,NA
2020-03-24,"ES","ESMC",1493898,NA,NA,NA,NA
2020-03-25,"ES","ESMC",1493898,0,0,0,0
2020-03-26,"ES","ESMC",1493898,0,0,0,0
2020-03-27,"ES","ESMC",1493898,0,0,0,0
2020-03-28,"ES","ESMC",1493898,0,0,0,0
2020-03-29,"ES","ESMC",1493898,0,0,0,0
2020-03-30,"ES","ESMC",1493898,0,0,0,0
2020-03-31,"ES","ESMC",1493898,0,0,0,0
2020-04-01,"ES","ESMC",1493898,0,0,0,0
2020-04-02,"ES","ESMC",1493898,0,0,0,0
2020-04-03,"ES","ESMC",1493898,0,0,0,0
2020-04-04,"ES","ESMC",1493898,0,0,0,0
2020-04-05,"ES","ESMC",1493898,0,0,0,0
2020-04-06,"ES","ESMC",1493898,0,0,0,0
2020-04-07,"ES","ESMC",1493898,0.0043956043956044,0,0,0
2020-04-08,"ES","ESMC",1493898,0.0043956043956044,0,0,0
2020-04-09,"ES","ESMC",1493898,0.00672268907563025,0,0,0
2020-04-10,"ES","ESMC",1493898,0.0263752825923135,0,0,0
2020-04-11,"ES","ESMC",1493898,0.0223266745005875,0,0,0
2020-04-12,"ES","ESMC",1493898,0.0212335692618807,0,0,0
2020-04-13,"ES","ESMC",1493898,0.0217290799815072,0,0,0
2020-04-14,"ES","ESMC",1493898,0.0200488997555012,0,0,0
2020-04-15,"ES","ESMC",1493898,0.0200488997555012,0,0,0
2020-04-16,"ES","ESMC",1493898,0.0209476309226933,0,0,0
2020-04-17,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-04-18,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-04-19,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-04-20,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-04-21,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-04-22,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-04-23,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-04-24,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-04-25,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-04-26,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-04-27,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-04-28,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-04-29,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-04-30,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-05-01,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-05-02,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-05-03,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-05-04,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-05-05,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-05-06,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-05-07,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-05-08,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-05-09,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-05-10,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-05-11,"ES","ESMC",1493898,0.021882951653944,0,0,0
2020-05-12,"ES","ESMC",1493898,0.0224390243902439,0,0,0
2020-05-13,"ES","ESMC",1493898,0.0224390243902439,0,0,0
2020-05-14,"ES","ESMC",1493898,0.0122729504172803,0,0,0
2020-05-15,"ES","ESMC",1493898,0.0135135135135135,0,0,0
2020-05-16,"ES","ESMC",1493898,0.0159453302961276,0,0,0
2020-05-17,"ES","ESMC",1493898,0.0159453302961276,0,0,0
2020-05-18,"ES","ESMC",1493898,0.0159453302961276,0,0,0
2020-05-19,"ES","ESMC",1493898,0.0159453302961276,0,0,0
2020-05-20,"ES","ESMC",1493898,0.0159453302961276,0,0,0
2020-05-21,"ES","ESMC",1493898,0.0159453302961276,0,0,0
2020-05-22,"ES","ESMC",1493898,0.0159453302961276,0,0,0
2020-05-23,"ES","ESMC",1493898,0.0159453302961276,0,0,0
2020-05-24,"ES","ESMC",1493898,0.0159453302961276,0,0,0
2020-05-25,"ES","ESMC",1493898,0.0159453302961276,0,0,0
2020-05-26,"ES","ESMC",1493898,0.0159453302961276,0,0,0
2020-05-27,"ES","ESMC",1493898,0.0159453302961276,0,0,0
2020-05-28,"ES","ESMC",1493898,0.0159453302961276,0,0,0
2020-05-29,"ES","ESMC",1493898,0.0159453302961276,0,0,0
2020-05-30,"ES","ESMC",1493898,0.0159453302961276,0,0,0
2020-05-31,"ES","ESMC",1493898,0.0159453302961276,0,0,0
2020-06-01,"ES","ESMC",1493898,0.0177935943060498,0,0,0
2020-06-02,"ES","ESMC",1493898,0.0177935943060498,0,0,0
2020-06-03,"ES","ESMC",1493898,0.0177935943060498,0,0,0
2020-06-04,"ES","ESMC",1493898,0.0177935943060498,0,0,0
2020-06-05,"ES","ESMC",1493898,0.0177935943060498,0,0,0
2020-06-06,"ES","ESMC",1493898,0.0177935943060498,0,0,0
2020-06-07,"ES","ESMC",1493898,0.0177935943060498,0,0,0
2020-06-08,"ES","ESMC",1493898,0.0177935943060498,0,0,0
2020-06-09,"ES","ESMC",1493898,0.0177935943060498,0,0,0
2020-06-10,"ES","ESMC",1493898,0.0177935943060498,0,0,0
2020-06-11,"ES","ESMC",1493898,0.0177935943060498,0,0,0
2020-06-12,"ES","ESMC",1493898,0.0177935943060498,0,0,0
2020-06-13,"ES","ESMC",1493898,0.0177935943060498,0,0,0
2020-06-14,"ES","ESMC",1493898,0.0177935943060498,0,0,0
2020-06-15,"ES","ESMC",1493898,0.0177935943060498,0,0,0
2020-06-16,"ES","ESMC",1493898,0.0177935943060498,0,0,0
2020-06-17,"ES","ESMC",1493898,0.0177935943060498,0,0,0
2020-06-18,"ES","ESMC",1493898,0.0177935943060498,0,0,0
2020-06-19,"ES","ESMC",1493898,0.0177935943060498,0,0,0
