"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high"
"2020-03-19","ES","ESCB",581078,NA,NA,NA,NA,0.00680731936641677,0.000669786300037405,0.0129448524327961
"2020-03-20","ES","ESCB",581078,NA,NA,NA,NA,0.00698114109981967,0.00112053033792466,0.0128417518617147
"2020-03-21","ES","ESCB",581078,NA,NA,NA,NA,0.00715940129032688,0.00157955739998934,0.0127392451806644
"2020-03-22","ES","ESCB",581078,0.01,0,0,0,0.00734221327187589,0.0020429657380555,0.0126414608056963
"2020-03-23","ES","ESCB",581078,0.01,0,0,0,0.00753900985243831,0.00252683768682131,0.0125511820180553
"2020-03-24","ES","ESCB",581078,0.00833333333333333,0,0,0,0.00775979716084692,0.00305202590639645,0.0124675684152974
"2020-03-25","ES","ESCB",581078,0.00714285714285714,0,0,0,0.00800566120900031,0.00361803657598453,0.0123932858420161
"2020-03-26","ES","ESCB",581078,0.00714285714285714,0,0,0,0.00827783685559647,0.00422046855567622,0.0123352051555167
"2020-03-27","ES","ESCB",581078,0.00714285714285714,0,0,0,0.00857771027009462,0.00485031099886404,0.0123051095413252
"2020-03-28","ES","ESCB",581078,0.00880503144654088,0,0,0,0.00890682203682444,0.00549303814297866,0.0123206059306702
"2020-03-29","ES","ESCB",581078,0.0100558659217877,0,0,0,0.00926687075824315,0.00612809170461821,0.0124056498118681
"2020-03-30","ES","ESCB",581078,0.0100558659217877,0,0,0,0.00965971701284229,0.00673030941134562,0.012589124614339
"2020-03-31","ES","ESCB",581078,0.0100558659217877,0,0,0,0.0100873875160247,0.00727578276875224,0.0128989922632972
"2020-04-01","ES","ESCB",581078,0.0100558659217877,0,0,0,0.0105520793216147,0.00775280330464948,0.0133513553385799
"2020-04-02","ES","ESCB",581078,0.0100558659217877,0,0,0,0.0110561638877068,0.00817210473188973,0.0139402230435238
"2020-04-03","ES","ESCB",581078,0.0100558659217877,0,0,0,0.0116021908134668,0.00856764987342078,0.0146367317535129
"2020-04-04","ES","ESCB",581078,0.0100558659217877,0,0,0,0.01219267951733,0.00898728555247782,0.0153980734821821
"2020-04-05","ES","ESCB",581078,0.0100558659217877,0,0,0,0.0128273950995257,0.00946928004316766,0.0161855101558838
"2020-04-06","ES","ESCB",581078,0.0100558659217877,0,0,0,0.0135034883457982,0.0100340317393006,0.0169729449522958
"2020-04-07","ES","ESCB",581078,0.0100558659217877,0,0,0,0.014217010696312,0.0106919978172515,0.0177420235753725
"2020-04-08","ES","ESCB",581078,0.0100558659217877,0,0,0,0.0149627715548956,0.0114457915829901,0.0184797515268012
"2020-04-09","ES","ESCB",581078,0.0171428571428571,0,0,0,0.0157341709539727,0.0122909497582304,0.0191773921497151
"2020-04-10","ES","ESCB",581078,0.0230508474576271,0,0,0,0.0165230559180727,0.0132158658224744,0.019830246013671
"2020-04-11","ES","ESCB",581078,0.0222950819672131,0,0,0,0.017319613437505,0.0142012154410642,0.0204380114339459
"2020-04-12","ES","ESCB",581078,0.0196078431372549,0,0,0,0.018112314703655,0.0152191926873763,0.0210054367199337
"2020-04-13","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0188879263322729,0.0162330943863022,0.0215427582782436
"2020-04-14","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0196316043924559,0.0171984710173626,0.0220647377675491
"2020-04-15","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0203270858364476,0.0180681458407114,0.0225860258321837
"2020-04-16","ES","ESCB",581078,0.0228116710875332,0,0,0,0.020957050500699,0.018803087793149,0.023111013208249
"2020-04-17","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0215096361405854,0.0193920591277364,0.0236272131534344
"2020-04-18","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0219848125884296,0.0198539657185091,0.02411565945835
"2020-04-19","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0223852702160979,0.0202132093885754,0.0245573310436204
"2020-04-20","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0227151104882256,0.0204922540314123,0.0249379669450388
"2020-04-21","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0229796481392299,0.0207092748455289,0.0252500214329309
"2020-04-22","ES","ESCB",581078,0.0228116710875332,0,0,0,0.023185206780951,0.0208781285763982,0.0254922849855039
"2020-04-23","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0233389181099393,0.02100925191819,0.0256685843016887
"2020-04-24","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0234485333555196,0.0211106857225452,0.0257863809884939
"2020-04-25","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0235222539454885,0.0211889409963176,0.0258555668946594
"2020-04-26","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0235685867097963,0.0212496589957995,0.0258875144237931
"2020-04-27","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0235962274115009,0.0212980861308833,0.0258943686921185
"2020-04-28","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0236139750779222,0.0213393868998764,0.025888563255968
"2020-04-29","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0236295908619783,0.0213781639044331,0.0258810178195234
"2020-04-30","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0236451343030928,0.0214157150882972,0.0258745535178885
"2020-05-01","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0236607928526464,0.0214522237447076,0.0258693619605851
"2020-05-02","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0236767533701387,0.0214879005533298,0.0258656061869477
"2020-05-03","ES","ESCB",581078,0.0228116710875332,0,0,0,0.023693203226611,0.0215230176738424,0.0258633887793795
"2020-05-04","ES","ESCB",581078,0.0228116710875332,0,0,0,0.023710330335907,0.0215579087760952,0.0258627518957188
"2020-05-05","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0237283232008085,0.0215929332333282,0.0258637131682887
"2020-05-06","ES","ESCB",581078,0.0228116710875332,0,0,0,0.023747370974129,0.0216284022930773,0.0258663396551807
"2020-05-07","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0237676635348633,0.021664465037807,0.0258708620319196
"2020-05-08","ES","ESCB",581078,0.0228116710875332,0,0,0,0.023789391579503,0.0217009518870315,0.0258778312719746
"2020-05-09","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0238127467286486,0.0217371741307291,0.025888319326568
"2020-05-10","ES","ESCB",581078,0.0228116710875332,0,0,0,0.0238379216490704,0.0217716815412428,0.0259041617568981
"2020-05-11","ES","ESCB",581078,0.0247086247086247,0,0,0,0.0238651959273905,0.0218020639575741,0.0259283278972068
"2020-05-12","ES","ESCB",581078,0.0257471264367816,0,0,0,0.023896460118988,0.0218263790301443,0.0259665412078316
"2020-05-13","ES","ESCB",581078,0.0257471264367816,0,0,0,0.0239350476418957,0.0218445505923599,0.0260255446914314
"2020-05-14","ES","ESCB",581078,0.0252100840336134,0,0,0,0.0239843683461978,0.0218582824639268,0.0261104542284688
"2020-05-15","ES","ESCB",581078,0.0248062015503876,0,0,0,0.024047871752183,0.0218713743202073,0.0262243691841586
"2020-05-16","ES","ESCB",581078,0.0248062015503876,0,0,0,0.0241290647972094,0.0218897086803016,0.0263684209141172
"2020-05-17","ES","ESCB",581078,0.0248062015503876,0,0,0,0.0242315347026459,0.0219209428256263,0.0265421265796656
"2020-05-18","ES","ESCB",581078,0.0248062015503876,0,0,0,0.0243589772130141,0.0219740550379946,0.0267438993880336
"2020-05-19","ES","ESCB",581078,0.0248062015503876,0,0,0,0.0245152305634891,0.0220588931133887,0.0269715680135896
"2020-05-20","ES","ESCB",581078,0.0248062015503876,0,0,0,0.0247043156606087,0.022185810467817,0.0272228208534004
"2020-05-21","ES","ESCB",581078,0.0248062015503876,0,0,0,0.0249304831176579,0.022365399667539,0.0274955665677768
"2020-05-22","ES","ESCB",581078,0.0248062015503876,0,0,0,0.0251982679751993,0.022608272447992,0.0277882635024067
"2020-05-23","ES","ESCB",581078,0.0248062015503876,0,0,0,0.0255125419484063,0.0229247632528228,0.0281003206439899
"2020-05-24","ES","ESCB",581078,0.0248062015503876,0,0,0,0.0258755188032011,0.0233188610821222,0.02843217652428
"2020-05-25","ES","ESCB",581078,0.0248062015503876,0,0,0,0.0262823747884177,0.0237799182564745,0.028784831320361
"2020-05-26","ES","ESCB",581078,0.0256916996047431,0,0,0,0.0267270396529802,0.0242935158205985,0.0291605634853619
"2020-05-27","ES","ESCB",581078,0.0256916996047431,0,0,0,0.0272030963831363,0.0248433511166037,0.0295628416496689
"2020-05-28","ES","ESCB",581078,0.0256916996047431,0,0,0,0.0277036864548018,0.0254115722083603,0.0299958007012432
"2020-05-29","ES","ESCB",581078,0.0256916996047431,0,0,0,0.0282214315267058,0.0259797237191204,0.0304631393342913
"2020-05-30","ES","ESCB",581078,0.0283950617283951,0,0,0,0.0287483736716508,0.0265304626796455,0.0309662846636562
"2020-05-31","ES","ESCB",581078,0.0319148936170213,0,0,0,0.0292759367904027,0.0270497575358392,0.0315021160449662
"2020-06-01","ES","ESCB",581078,0.0319148936170213,0,0,0,0.0297949122509209,0.0275287054615775,0.0320611190402644
