"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
"2020-03-22","US","USMN",5639632,0,0,0,0,0.0077238613035236,-0.0152639281164274,0.0307116507234745,0.0143001029732574,-1.51033377138715,1.53893397733367,0.0143001029732574,-1.51033377138715,1.53893397733367
"2020-03-23","US","USMN",5639632,0,0,0,0,0.00778516796335253,-0.0151369185282228,0.0307072544549279,0.0142830137078175,-1.49921765492075,1.52778368233638,0.0142830137078175,-1.49921765492075,1.52778368233638
"2020-03-24","US","USMN",5639632,0,0,0,0,0.00784696123297308,-0.0150069615951327,0.0307008840610789,0.0142659448648161,-1.4881259505629,1.51665784029254,0.0142659448648161,-1.4881259505629,1.51665784029254
"2020-03-25","US","USMN",5639632,0,0,0,0,0.00790924497475664,-0.0148740197944246,0.0306925097439378,0.0142488964198495,-1.47705861585157,1.50555640869127,0.0142488964198495,-1.47705861585157,1.50555640869127
"2020-03-26","US","USMN",5639632,0,0,0,0,0.00797202308173144,-0.0147380552574557,0.0306821014209185,0.0142318683485384,-1.46601560839106,1.49447934508814,0.0142318683485384,-1.46601560839106,1.49447934508814
"2020-03-27","US","USMN",5639632,0,0,0,0,0.00803529947782586,-0.0145990297704507,0.0306696287261024,0.0142148606265391,-1.4549968858531,1.48342660710618,0.0142148606265391,-1.4549968858531,1.48342660710618
"2020-03-28","US","USMN",5639632,0,0,0,0,0.00809907811811371,-0.014456904775594,0.0306550610118214,0.0141978732295322,-1.44400240597561,1.47239815243467,0.0141978732295322,-1.44400240597561,1.47239815243467
"2020-03-29","US","USMN",5639632,0,0,0,0,0.00816336298906143,-0.0143116413724653,0.0306383673505882,0.0141809061332264,-1.43303212656299,1.46139393882945,0.0141809061332264,-1.43303212656299,1.46139393882945
"2020-03-30","US","USMN",5639632,0,0,0,0,0.0082281581087773,-0.014163200319849,0.0306195165374036,0.0141639593133655,-1.42208600548676,1.45041392411349,0.0141639593133655,-1.42208600548676,1.45041392411349
"2020-03-31","US","USMN",5639632,0,0,0,0,0.0082934675272625,-0.0140115420379518,0.0305984770924768,0.0141470327457114,-1.41116400068372,1.43945806617515,0.0141470327457114,-1.41116400068372,1.43945806617515
"2020-04-01","US","USMN",5639632,0,0,0,0,0.00835929532666437,-0.0138566266110653,0.030575217264394,0.0141301264060705,-1.40026607015856,1.4285263229707,0.0141301264060705,-1.40026607015856,1.4285263229707
