"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_fatalities_smooth","p_cases_fatalities_smooth_low","p_cases_fatalities_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
"2020-04-01",0,0,0,0,0.0283018747667654,0.0260492281030842,0.0305545214304466,0.00278523951458438,0.0024629127804493,0.00310756624871946,2.22044604925031e-16,-4.21665805650926e-15,4.66074726635932e-15,2.22044604925031e-16,-6.87084181705512e-15,7.31493102690518e-15
"2020-04-02",0,0,0,0,0.0283018747667654,0.0260492281030842,0.0305545214304466,0.00278523951458438,0.0024629127804493,0.00310756624871946,2.22044604925031e-16,-4.18629806750494e-15,4.63038727735501e-15,2.22044604925031e-16,-6.82209162642541e-15,7.26618083627548e-15
"2020-04-03",0,0,0,0,0.0283018747667654,0.0260492281030842,0.0305545214304466,0.00278523951458438,0.0024629127804493,0.00310756624871946,2.22044604925031e-16,-4.1559380818554e-15,4.60002729170546e-15,2.22044604925031e-16,-6.77334143929143e-15,7.21743064914149e-15
"2020-04-04",0,0,0,0,0.0283018747667654,0.0260492281030842,0.0305545214304466,0.00278523951458438,0.0024629127804493,0.00310756624871946,2.22044604925031e-16,-4.12557809963058e-15,4.56966730948064e-15,2.22044604925031e-16,-6.72459125572676e-15,7.16868046557682e-15
"2020-04-05",0,0,0,0,0.0283018747667654,0.0260492281030842,0.0305545214304466,0.00278523951458438,0.0024629127804493,0.00310756624871946,2.22044604925031e-16,-4.09521812090283e-15,4.53930733075289e-15,2.22044604925031e-16,-6.67584107580651e-15,7.11993028565658e-15
"2020-04-06",0.0105882352941176,0,0,0,0.0283018747667654,0.0260492281030842,0.0305545214304466,0.00278523951458438,0.0024629127804493,0.00310756624871946,2.22044604925031e-16,-4.0648581457471e-15,4.50894735559716e-15,2.22044604925031e-16,-6.62709089960897e-15,7.07118010945903e-15
"2020-04-07",0.0105882352941176,0,0,0,0.0283018747667654,0.0260492281030842,0.0305545214304466,0.00278523951458438,0.0024629127804493,0.00310756624871946,2.22044604925031e-16,-4.03449817423845e-15,4.47858738408852e-15,2.22044604925031e-16,-6.57834072721434e-15,7.0224299370644e-15
"2020-04-08",0.0105882352941176,0,0,0,0.0283018747667654,0.0260492281030842,0.0305545214304466,0.00278523951458438,0.0024629127804493,0.00310756624871946,2.22044604925031e-16,-4.00413820645685e-15,4.44822741630692e-15,2.22044604925031e-16,-6.52959055870473e-15,6.97367976855479e-15
"2020-04-09",0.0136842105263158,0,0,0,0.0283018747667654,0.0260492281030842,0.0305545214304466,0.00278523951458438,0.0024629127804493,0.00310756624871946,2.22044604925031e-16,-3.97377824248223e-15,4.41786745233229e-15,2.22044604925031e-16,-6.48084039416417e-15,6.92492960401423e-15
"2020-04-10",0.0136842105263158,0,0,0,0.0283018747667654,0.0260492281030842,0.0305545214304466,0.00278523951458438,0.0024629127804493,0.00310756624871946,2.22044604925031e-16,-3.94341828239796e-15,4.38750749224802e-15,2.22044604925031e-16,-6.43209023368111e-15,6.87617944353117e-15
"2020-04-11",0.0136842105263158,0,0,0,0.0283018747667654,0.0260492281030842,0.0305545214304466,0.00278523951458438,0.0024629127804493,0.00310756624871946,2.22044604925031e-16,-3.91305832629078e-15,4.35714753614084e-15,2.22044604925031e-16,-6.38334007734433e-15,6.8274292871944e-15
"2020-04-12",0.0161904761904762,0,0,0,0.0283018747667654,0.0260492281030842,0.0305545214304466,0.00278523951458438,0.0024629127804493,0.00310756624871946,2.22044604925031e-16,-3.88269837424733e-15,4.32678758409739e-15,2.22044604925031e-16,-6.33458992524844e-15,6.77867913509851e-15
"2020-04-13",0.0182608695652174,0,0,0,0.0283018747667654,0.0260492281030842,0.0305545214304466,0.00278523951458438,0.0024629127804493,0.00310756624871946,2.22044604925031e-16,-3.85233842636009e-15,4.29642763621015e-15,2.22044604925031e-16,-6.2858397774863e-15,6.72992898733636e-15
"2020-04-14",0.02,0,0,0,0.0283018747667654,0.0260492281030842,0.0305545214304466,0.00278523951458438,0.0024629127804493,0.00310756624871946,2.22044604925031e-16,-3.82197848272118e-15,4.26606769257124e-15,2.22044604925031e-16,-6.23708963415656e-15,6.68117884400663e-15
