"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high"
"2020-03-22","FR","FRGES",5661319,0,0,0,0,3.92604925786606e-05,-0.000195643938739155,0.000274164923896476,0.0333333333333293,0.0333333333332693,0.0333333333333893
"2020-03-23","FR","FRGES",5661319,0,0,0,0,4.04015107177282e-05,-0.000199808180115421,0.000280611201550878,0.0333333333333293,0.0333333333332697,0.033333333333389
"2020-03-24","FR","FRGES",5661319,0,0,0,0,4.15756899892261e-05,-0.000204049764176675,0.000287201144155127,0.0333333333333293,0.0333333333332699,0.0333333333333888
"2020-03-25","FR","FRGES",5661319,0,0,0,0,4.27839941470741e-05,-0.000208369695761052,0.0002939376840552,0.0333333333333294,0.0333333333332703,0.0333333333333885
"2020-03-26","FR","FRGES",5661319,0,0,0,0,4.40274149545375e-05,-0.000212768974152799,0.000300823804061874,0.0333333333333294,0.0333333333332705,0.0333333333333882
"2020-03-27","FR","FRGES",5661319,0,0,0,0,4.53069729982562e-05,-0.000217248591985052,0.000307862537981565,0.0333333333333294,0.0333333333332708,0.0333333333333879
"2020-03-28","FR","FRGES",5661319,0,0,0,0,4.66237185259308e-05,-0.000221809534087821,0.000315056971139682,0.0333333333333294,0.0333333333332712,0.0333333333333876
"2020-03-29","FR","FRGES",5661319,0,0,0,0,4.79787323083554e-05,-0.00022645277627918,0.000322410240895891,0.0333333333333294,0.0333333333332715,0.0333333333333873
"2020-03-30","FR","FRGES",5661319,0,0,0,0,4.93731265265028e-05,-0.000231179284097624,0.00032992553715063,0.0333333333333294,0.0333333333332718,0.0333333333333871
"2020-03-31","FR","FRGES",5661319,0,0,0,0,5.08080456843902e-05,-0.000235990011473477,0.000337606102842258,0.0333333333333294,0.0333333333332721,0.0333333333333868
"2020-04-01","FR","FRGES",5661319,0,0,0,0,5.22846675484768e-05,-0.000240885899337215,0.000345455234434169,0.0333333333333295,0.0333333333332724,0.0333333333333865
"2020-04-02","FR","FRGES",5661319,0,0,0,0,5.38042041143618e-05,-0.000245867874162486,0.00035347628239121,0.0333333333333295,0.0333333333332727,0.0333333333333862
"2020-04-03","FR","FRGES",5661319,0,0,0,0,5.53679026015771e-05,-0.000250936846441574,0.000361672651644728,0.0333333333333296,0.0333333333332731,0.033333333333386
"2020-04-04","FR","FRGES",5661319,0,0,0,0,5.69770464772925e-05,-0.000256093709090996,0.000370047802045581,0.0333333333333296,0.0333333333332734,0.0333333333333857
"2020-04-05","FR","FRGES",5661319,0,0,0,0,5.86329565097719e-05,-0.000261339335784869,0.000378605248804413,0.0333333333333296,0.0333333333332738,0.0333333333333855
"2020-04-06","FR","FRGES",5661319,0,0,0,0,6.03369918524454e-05,-0.000266674579213632,0.000387348562918522,0.0333333333333296,0.0333333333332741,0.0333333333333852
"2020-04-07","FR","FRGES",5661319,0,0,0,0,6.20905511594887e-05,-0.000272100269265671,0.000396281371584648,0.0333333333333296,0.0333333333332744,0.0333333333333849
"2020-04-08","FR","FRGES",5661319,0,0,0,0,6.38950737338229e-05,-0.000277617211129322,0.000405407358596968,0.0333333333333297,0.0333333333332747,0.0333333333333846
"2020-04-09","FR","FRGES",5661319,0,0,0,0,6.57520407084803e-05,-0.000283226183312708,0.000414730264729669,0.0333333333333297,0.033333333333275,0.0333333333333844
"2020-04-10","FR","FRGES",5661319,0,0,0,0,6.76629762623011e-05,-0.000288927935578797,0.000424253888103399,0.0333333333333297,0.0333333333332753,0.0333333333333841
"2020-04-11","FR","FRGES",5661319,0,0,0,0,6.9629448870965e-05,-0.000294723186793041,0.000433982084534971,0.0333333333333297,0.0333333333332756,0.0333333333333838
"2020-04-12","FR","FRGES",5661319,0,0,0,0,7.16530725943777e-05,-0.000300612622680918,0.000443918767869673,0.0333333333333297,0.0333333333332759,0.0333333333333836
"2020-04-13","FR","FRGES",5661319,0,0,0,0,7.37355084014756e-05,-0.000306596893492632,0.000454067910295583,0.0333333333333297,0.0333333333332762,0.0333333333333833
"2020-04-14","FR","FRGES",5661319,0,0,0,0,7.58784655335313e-05,-0.000312676611572246,0.000464433542639309,0.0333333333333298,0.0333333333332765,0.033333333333383
"2020-04-15","FR","FRGES",5661319,0,0,0,0,7.80837029070793e-05,-0.000318852348828429,0.000475019754642588,0.0333333333333298,0.0333333333332769,0.0333333333333828
"2020-04-16","FR","FRGES",5661319,0,0,0,0,8.03530305576184e-05,-0.000325124634104035,0.000485830695219272,0.0333333333333299,0.0333333333332772,0.0333333333333825
"2020-04-17","FR","FRGES",5661319,0,0,0,0,8.26883111252679e-05,-0.000331493950441656,0.000496870572692191,0.0333333333333299,0.0333333333332776,0.0333333333333822
"2020-04-18","FR","FRGES",5661319,0,0,0,0,8.50914613836034e-05,-0.000337960732242318,0.000508143655009525,0.0333333333333299,0.0333333333332779,0.0333333333333819
"2020-04-19","FR","FRGES",5661319,0,0,0,0,8.75644538129248e-05,-0.000344525362314462,0.000519654269940312,0.0333333333333299,0.0333333333332782,0.0333333333333817
"2020-04-20","FR","FRGES",5661319,0,0,0,0,9.01093182192464e-05,-0.000351188168810344,0.000531406805248837,0.0333333333333299,0.0333333333332785,0.0333333333333814
"2020-04-21","FR","FRGES",5661319,0,0,0,0,9.27281434003412e-05,-0.00035794942204701,0.000543405708847692,0.0333333333333299,0.0333333333332788,0.0333333333333811
"2020-04-22","FR","FRGES",5661319,0,0,0,0,9.54230788602022e-05,-0.000364809331209009,0.000555655488929414,0.03333333333333,0.0333333333332791,0.0333333333333809
