"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
"2020-04-16","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,757074725724.964,-5002373793516.73,6516523244966.66,757074725724.964,-5002373793516.73,6516523244966.66
"2020-04-17","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,426270197549.165,-2751956492008.76,3604496887107.09,426270197549.165,-2751956492008.76,3604496887107.09
"2020-04-18","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,240011025522.793,-1513099293439.76,1993121344485.34,240011025522.793,-1513099293439.76,1993121344485.34
"2020-04-19","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,135137977516.839,-831461362134.617,1101737317168.29,135137977516.839,-831461362134.617,1101737317168.29
"2020-04-20","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,76089308512.2328,-456617927941.321,608796544965.787,76089308512.2328,-456617927941.321,608796544965.787
"2020-04-21","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,42842012114.2424,-250603187148.13,336287211376.615,42842012114.2424,-250603187148.13,336287211376.615
"2020-04-22","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,24122153793.81,-137444828481.035,185689136068.655,24122153793.81,-137444828481.035,185689136068.655
"2020-04-23","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,13581955537.021,-75329079367.8362,102492990441.878,13581955537.021,-75329079367.8362,102492990441.878
"2020-04-24","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,7647307026.82813,-41254593243.1025,56549207296.7587,7647307026.82813,-41254593243.1025,56549207296.7587
"2020-04-25","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,4305808880.25853,-22575576301.4984,31187194062.0154,4305808880.25853,-22575576301.4984,31187194062.0154
"2020-04-26","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,2424381556.57547,-12343608318.403,17192371431.5539,2424381556.57547,-12343608318.403,17192371431.5539
"2020-04-27","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,1365045708.09238,-6743109420.71442,9473200836.89917,1365045708.09238,-6743109420.71442,9473200836.89917
"2020-04-28","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,768587675.53626,-3680179939.27062,5217355290.34314,768587675.53626,-3680179939.27062,5217355290.34314
"2020-04-29","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,432752552.888356,-2006514656.85401,2872019762.63072,432752552.888356,-2006514656.85401,2872019762.63072
"2020-04-30","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,243660909.473638,-1092826188.81285,1580148007.76013,243660909.473638,-1092826188.81285,1580148007.76013
"2020-05-01","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,137193041.171581,-594515767.638505,868901849.981666,137193041.171581,-594515767.638505,868901849.981666
"2020-05-02","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,77246410.1302343,-323030717.621707,477523537.882176,77246410.1302343,-323030717.621707,477523537.882176
"2020-05-03","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,43493517.0694693,-175288387.75993,262275421.898869,43493517.0694693,-175288387.75993,262275421.898869
"2020-05-04","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,24488983.0334238,-94983364.6186804,143961330.685528,24488983.0334238,-94983364.6186804,143961330.685528
"2020-05-05","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,13788498.3882419,-51389925.7015328,78966922.4780167,13788498.3882419,-51389925.7015328,78966922.4780167
"2020-05-06","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,7763600.78093274,-27758073.0689923,43285274.6308578,7763600.78093274,-27758073.0689923,43285274.6308578
"2020-05-07","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,4371287.96686741,-14966463.8260002,23709039.7597351,4371287.96686741,-14966463.8260002,23709039.7597351
"2020-05-08","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,2461249.49343257,-8053726.072702,12976225.0595671,2461249.49343257,-8053726.072702,12976225.0595671
"2020-05-09","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,1385804.16454773,-4324554.80096938,7096163.13006483,1385804.16454773,-4324554.80096938,7096163.13006483
"2020-05-10","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,780275.704515959,-2316647.16626531,3877198.57529723,780275.704515959,-2316647.16626531,3877198.57529723
"2020-05-11","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,439333.486385157,-1237783.65192182,2116450.62469213,439333.486385157,-1237783.65192182,2116450.62469213
"2020-05-12","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,247366.29776151,-659432.747782647,1154165.34330567,247366.29776151,-659432.747782647,1154165.34330567
"2020-05-13","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,139279.356489999,-350178.691854497,628737.404834494,139279.356489999,-350178.691854497,628737.404834494
"2020-05-14","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,78421.1079674702,-185279.487653204,342121.703588145,78421.1079674702,-185279.487653204,342121.703588145
"2020-05-15","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,44154.9295590494,-97627.8053347857,185937.664452885,44154.9295590494,-97627.8053347857,185937.664452885
"2020-05-16","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,24861.390700746,-51200.4356854369,100923.217086929,24861.390700746,-51200.4356854369,100923.217086929
"2020-05-17","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,13998.1821678258,-26706.3573623312,54702.7216979827,13998.1821678258,-26706.3573623312,54702.7216979827
"2020-05-18","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,7881.66303173718,-13842.215252291,29605.5413157653,7881.66303173718,-13842.215252291,29605.5413157653
"2020-05-19","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,4437.762803847,-7121.14028998035,15996.6658976744,4437.762803847,-7121.14028998035,15996.6658976744
"2020-05-20","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,2498.67808657989,-3630.79185242895,8628.14802558873,2498.67808657989,-3630.79185242895,8628.14802558873
"2020-05-21","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,1406.87829798877,-1831.0584650985,4644.81506107604,1406.87829798877,-1831.0584650985,4644.81506107604
"2020-05-22","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,792.141475119393,-910.905662832099,2495.18861307089,792.141475119393,-910.905662832099,2495.18861307089
"2020-05-23","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,446.014497132654,-445.281445614723,1337.31043988003,446.014497132654,-445.281445614723,1337.31043988003
"2020-05-24","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,251.128034449304,-212.652974191029,714.909043089637,251.128034449304,-212.652974191029,714.909043089637
"2020-05-25","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,141.397398720891,-98.3042103312336,381.099007773015,141.397398720891,-98.3042103312336,381.099007773015
"2020-05-26","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,79.6136696123158,-43.2848466400814,202.512185864713,79.6136696123158,-43.2848466400814,202.512185864713
"2020-05-27","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,44.8264002483537,-17.5787702409464,107.231570737654,44.8264002483537,-17.5787702409464,107.231570737654
"2020-05-28","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,25.2394616277638,-6.0735387217136,56.5524619772413,25.2394616277638,-6.0735387217136,56.5524619772413
"2020-05-29","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,14.2110546403473,-1.26687476657655,29.6889840472712,14.2110546403473,-1.26687476657655,29.6889840472712
"2020-05-30","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,8.00152067303855,0.498523987685649,15.5045173583914,8.00152067303855,0.498523987685649,15.5045173583914
"2020-05-31","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,4.50524853372177,0.962741813596559,8.04775525384698,4.50524853372177,0.962741813596559,8.04775525384698
"2020-06-01","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,2.5366758620014,0.925831866210116,4.14751985779269,2.5366758620014,0.925831866210116,4.14751985779269
"2020-06-02","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,1.42827290896314,0.737075132451479,2.1194706854748,1.42827290896314,0.737075132451479,2.1194706854748
"2020-06-03","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,0.804187690290293,0.536122530096657,1.07225285048393,0.804187690290293,0.536122530096657,1.07225285048393
"2020-06-04","BR","BRPI",3204028,0,0,0,0,0.00925475976474621,0.00796570540660752,0.0105438141228849,0.452797107020613,0.369305786158401,0.536288427882825,0.452797107020613,0.369305786158401,0.536288427882825
"2020-06-05","BR","BRPI",3204028,0,0.25,NA,0.25,0.00925475976474621,0.00796570540660752,0.0105438141228849,0.258717628575542,0.244611414527246,0.272823842623838,0.258717628575542,0.244611414527246,0.272823842623838
"2020-06-06","BR","BRPI",3204028,0,0.25,NA,0.25,0.00925475976474621,0.00796570540660752,0.0105438141228849,0.221762776711709,0.210907734295574,0.232617819127844,0.221762776711709,0.210907734295574,0.232617819127844
"2020-06-07","BR","BRPI",3204028,0,0.25,NA,0.25,0.00925475976474621,0.00796570540660752,0.0105438141228849,0.258111490761025,0.247947038907082,0.268275942614969,0.258111490761025,0.247947038907082,0.268275942614969
"2020-06-08","BR","BRPI",3204028,0,0.25,NA,0.25,0.00925475976474621,0.00796570540660752,0.0105438141228849,0.2814452279482,0.269869933213535,0.293020522682865,0.2814452279482,0.269869933213535,0.293020522682865
"2020-06-09","BR","BRPI",3204028,0,0.25,NA,0.25,0.00925475976474621,0.00796570540660752,0.0105438141228849,0.198362742446526,0.187178876613806,0.209546608279245,0.198362742446526,0.187178876613806,0.209546608279245
"2020-06-10","BR","BRPI",3204028,0.018018018018018,0.00900900900900901,0,0.00900900900900901,0.00925475976474621,0.00796570540660752,0.0105438141228849,0.0623473193375332,0.0511554772195804,0.073539161455486,0.0623473193375332,0.0511554772195804,0.073539161455486
"2020-06-11","BR","BRPI",3204028,0.018018018018018,0.00900900900900901,0,0.00900900900900901,0.00925475976474621,0.00796570540660752,0.0105438141228849,0.00602946441484651,0.00302829580810317,0.00903063302158984,0.00602946441484651,0.00302829580810317,0.00903063302158984
"2020-06-12","BR","BRPI",3204028,0.018018018018018,0.00900900900900901,0,0.00900900900900901,0.00925475976474621,0.00796570540660752,0.0105438141228849,0.000123781220100709,-7.70832366385338e-06,0.000255270763865271,0.000123781220100709,-7.70832366385338e-06,0.000255270763865271
"2020-06-13","BR","BRPI",3204028,0.018018018018018,0.00900900900900901,0,0.00900900900900901,0.00925475976474621,0.00796570540660752,0.0105438141228849,3.72183963454921e-07,-3.47559266830178e-07,1.09192719374002e-06,3.72183963454921e-07,-3.47559266830178e-07,1.09192719374002e-06
"2020-06-14","BR","BRPI",3204028,0.018018018018018,0.00900900900900901,0,0.00900900900900901,0.00925475976474621,0.00796570540660752,0.0105438141228849,1.13085655051656e-10,-2.45972055068394e-10,4.72143365171706e-10,1.13085655051656e-10,-2.45972055068394e-10,4.72143365171706e-10
"2020-06-15","BR","BRPI",3204028,0.018018018018018,0.00900900900900901,0,0.00900900900900901,0.00925475976474621,0.00796570540660752,0.0105438141228849,2.98301739448667e-15,-1.13758371648395e-14,1.73418719538128e-14,2.98301739448667e-15,-1.13758371648395e-14,1.73418719538128e-14
