"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_fatalities_smooth","p_cases_fatalities_smooth_low","p_cases_fatalities_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
"2020-03-29","ES","ESNC",654214,0.0309090909090909,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00183570403198293,-0.00113689023820196,0.00480829830216782
"2020-03-30","ES","ESNC",654214,0.0309090909090909,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00184551563709546,-0.00108137589036323,0.00477240716455415
"2020-03-31","ES","ESNC",654214,0.0309090909090909,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00185537968399259,-0.00102523626853617,0.00473599563652136
"2020-04-01","ES","ESNC",654214,0.0309090909090909,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00186529645296873,-0.000968466320325851,0.00469905922626331
"2020-04-02","ES","ESNC",654214,0.0309090909090909,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00187526622581658,-0.00091106096137668,0.00466159341300985
"2020-04-03","ES","ESNC",654214,0.0309090909090909,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00188528928583511,-0.00085301507602339,0.00462359364769361
"2020-04-04","ES","ESNC",654214,0.0309090909090909,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00189536591783755,-0.000794323517289526,0.00458505535296463
"2020-04-05","ES","ESNC",654214,0.0309090909090909,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00190549640815956,-0.000734981107528939,0.00454597392384805
"2020-04-06","ES","ESNC",654214,0.0309090909090909,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00191568104466674,-0.000674982639001268,0.00450634472833474
"2020-04-07","ES","ESNC",654214,0.0323076923076923,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.0019259201167636,-0.00061432287470287,0.00446616310823007
"2020-04-08","ES","ESNC",654214,0.0323076923076923,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00193621391540179,-0.000552996548818394,0.00442542437962197
"2020-04-09","ES","ESNC",654214,0.0273809523809524,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00194656273308731,-0.000490998368377287,0.00438412383455192
"2020-04-10","ES","ESNC",654214,0.0260416666666667,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00195696686389012,-0.000428323013892543,0.00434225674167279
"2020-04-11","ES","ESNC",654214,0.0260416666666667,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00196742660345211,-0.000364965141104332,0.00429981834800855
"2020-04-12","ES","ESNC",654214,0.0352,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00197794224899471,-0.000300919382983504,0.00425680388097293
"2020-04-13","ES","ESNC",654214,0.0352,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00198851409932819,-0.000236180351527845,0.00421320855018423
"2020-04-14","ES","ESNC",654214,0.0352,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00199914245486028,-0.000170742640567937,0.00416902755028849
"2020-04-15","ES","ESNC",654214,0.0352,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00200982761760416,-0.000104600828816193,0.00412425606402451
"2020-04-16","ES","ESNC",654214,0.0378698224852071,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.0020205698911869,-3.77494838622208e-05,0.00407888926623602
"2020-04-17","ES","ESNC",654214,0.0378698224852071,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00203136958085894,2.98168333532165e-05,0.00403292232836466
"2020-04-18","ES","ESNC",654214,0.0421348314606742,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00204222699350182,9.81035626778854e-05,0.00398635042432575
"2020-04-19","ES","ESNC",654214,0.0421348314606742,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00205314243763731,0.000167116138221185,0.00393916873705344
"2020-04-20","ES","ESNC",654214,0.0421348314606742,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00206411622343686,0.000236859979059963,0.00389137246781376
"2020-04-21","ES","ESNC",654214,0.0420212765957447,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00207514866272899,0.000307340479103008,0.00384295684635496
"2020-04-22","ES","ESNC",654214,0.0420212765957447,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00208624006900919,0.000378562993403783,0.00379391714461461
"2020-04-23","ES","ESNC",654214,0.0420212765957447,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00209739075744867,0.000450532821549048,0.00374424869334829
"2020-04-24","ES","ESNC",654214,0.0420212765957447,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00210860104490255,0.000523255186109514,0.00369394690369558
"2020-04-25","ES","ESNC",654214,0.0420212765957447,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669676,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.0021198712499205,0.000596735205316565,0.00364300729452444
"2020-04-26","ES","ESNC",654214,0.0420212765957447,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00213120169275432,0.00067097785753637,0.00359142552797227
"2020-04-27","ES","ESNC",654214,0.0420212765957447,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00214259269536723,0.0007459879346902,0.00353919745604426
"2020-04-28","ES","ESNC",654214,0.0420212765957447,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00215404458144361,0.000821769981112822,0.00348631918177439
"2020-04-29","ES","ESNC",654214,0.0420212765957447,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00216555767639803,0.000898328210594782,0.00343278714220128
"2020-04-30","ES","ESNC",654214,0.0420212765957447,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00217713230738409,0.000975666393890157,0.00337859822087802
"2020-05-01","ES","ESNC",654214,0.0420212765957447,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00218876880330385,0.00105378770260814,0.00332374990399956
"2020-05-02","ES","ESNC",654214,0.0420212765957447,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00220046749481771,0.00113269448969793,0.00326824049993749
"2020-05-03","ES","ESNC",654214,0.0420212765957447,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.0022122287143534,0.00121238797117001,0.00321206945753679
"2020-05-04","ES","ESNC",654214,0.0403846153846154,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00222405279611492,0.00129286775874678,0.00315523783348306
"2020-05-05","ES","ESNC",654214,0.0403846153846154,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.0022359400760932,0.00137413114951569,0.00309774900267071
"2020-05-06","ES","ESNC",654214,0.0403846153846154,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00224789089207449,0.00145617201595567,0.0030396097681933
"2020-05-07","ES","ESNC",654214,0.0403846153846154,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00225990558365066,0.00153897900600204,0.00298083216129927
"2020-05-08","ES","ESNC",654214,0.0403846153846154,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00227198449222877,0.00162253249696822,0.00292143648748931
"2020-05-09","ES","ESNC",654214,0.0403846153846154,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00228412796104056,0.00170679917362684,0.00286145674845428
"2020-05-10","ES","ESNC",654214,0.0403846153846154,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00229633633515212,0.00179172175917376,0.00280095091113047
"2020-05-11","ES","ESNC",654214,0.0403846153846154,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00230860996147424,0.00187719801652115,0.00274002190642733
"2020-05-12","ES","ESNC",654214,0.0403846153846154,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00232094918877156,0.00196303339946823,0.00267886497807488
"2020-05-13","ES","ESNC",654214,0.0403846153846154,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00233335436767304,0.00204881967667443,0.00261788905867166
"2020-05-14","ES","ESNC",654214,0.0403755868544601,0,0,0,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00234582585068156,0.00213356466617864,0.00255808703518449
"2020-05-15","ES","ESNC",654214,0.0399680255795364,0,0,0.0023696682464455,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00235825012671648,0.00221370127369969,0.00250279897973327
"2020-05-16","ES","ESNC",654214,0.0399680255795364,0,0,0.0023696682464455,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00236825186060127,0.00227104797130833,0.00246545574989421
"2020-05-17","ES","ESNC",654214,0.0399680255795364,0,0,0.0023696682464455,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00237510907675046,0.00229887898028202,0.00245133917321891
"2020-05-18","ES","ESNC",654214,0.0399680255795364,0,0,0.0023696682464455,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00237913567204882,0.00230500015373786,0.00245327119035979
"2020-05-19","ES","ESNC",654214,0.0399680255795364,0,0,0.0023696682464455,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00238065882678875,0.00230349136723525,0.00245782628634224
"2020-05-20","ES","ESNC",654214,0.0399680255795364,0,0,0.0023696682464455,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00238001526047505,0.00230225446960272,0.00245777605134738
"2020-05-21","ES","ESNC",654214,0.0399680255795364,0,0,0.0023696682464455,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00237754790790062,0.00230308477514635,0.00245201104065488
"2020-05-22","ES","ESNC",654214,0.0399680255795364,0,0,0.0023696682464455,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.002373603052515,0.00230499440581482,0.00244221169921518
"2020-05-23","ES","ESNC",654214,0.0399680255795364,0,0,0.0023696682464455,0.0259641528973288,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00236852794190696,0.00230577057559693,0.00243128530821699
"2020-05-24","ES","ESNC",654214,0.0399680255795364,0,0,0.0023696682464455,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00236266889973346,0.00230307434240161,0.00242226345706532
"2020-05-25","ES","ESNC",654214,0.0399680255795364,0,0,0.0023696682464455,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00235636993982105,0.00229609004380523,0.00241664983583687
"2020-05-26","ES","ESNC",654214,0.0399680255795364,0,0,0.0023696682464455,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00234997188154936,0.00228659582939887,0.00241334793369986
"2020-05-27","ES","ESNC",654214,0.0399680255795364,0,0,0.0023696682464455,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00234378754405476,0.00227777810756455,0.00240979698054496
"2020-05-28","ES","ESNC",654214,0.0399680255795364,0,0,0.0023696682464455,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.0023378997419085,0.00227134149715239,0.0024044579866646
"2020-05-29","ES","ESNC",654214,0.0399680255795364,0,0,0.0023696682464455,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00233226751141795,0.00226729812530012,0.00239723689753577
"2020-05-30","ES","ESNC",654214,0.0399680255795364,0,0,0.0023696682464455,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00232684913014025,0.00226501099479386,0.00238868726548664
"2020-05-31","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00232160331445851,0.00226349353110364,0.00237971309781338
"2020-06-01","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00231648918588916,0.00226159191560252,0.0023713864561758
"2020-06-02","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00231146624465145,0.00225825357392219,0.0023646789153807
"2020-06-03","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00230649435037257,0.00225293019503836,0.00236005850570678
"2020-06-04","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00230153370981223,0.00224585868285433,0.00235720873677013
"2020-06-05","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00229654487149772,0.00223791989724793,0.00235516984574752
"2020-06-06","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00229148872716568,0.00223023329496176,0.00235274415936961
"2020-06-07","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00228632624734075,0.00222383163147101,0.00234882086321048
"2020-06-08","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00228096594891305,0.00221916336438323,0.00234276853344288
"2020-06-09","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00227520197847063,0.00221563141132194,0.00233477254561932
"2020-06-10","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00226881553515231,0.00221228432847298,0.00232534674183163
"2020-06-11","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00226159072638748,0.00220802133866263,0.00231516011411234
"2020-06-12","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00225331527135525,0.00220174504462952,0.00230488549808098
"2020-06-13","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00224378140432513,0.00219262006455743,0.00229494274409283
"2020-06-14","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.0022327869689071,0.00218034484797164,0.00228522908984256
"2020-06-15","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00222013669159543,0.00216520239631961,0.00227507098687125
"2020-06-16","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00220564361989823,0.00214783465152219,0.00226345258827427
"2020-06-17","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00218913070686935,0.00212895668623484,0.00224930472750386
"2020-06-18","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00217043252008782,0.00210917457826121,0.00223169046191442
"2020-06-19","ES","ESNC",654214,0.0396825396825397,0,0,0.00227272727272727,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.0021494371946143,0.00208888411215011,0.00220999027707849
"2020-06-20","ES","ESNC",654214,0.0397683397683398,0,0,0.00196078431372549,0.0259641528973289,0.02419424792769,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00212648019927487,0.00206817708107721,0.00218478331747252
"2020-06-21","ES","ESNC",654214,0.0397683397683398,0,0,0.00196078431372549,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00210215552245267,0.00204689579969251,0.00215741524521283
"2020-06-22","ES","ESNC",654214,0.0397683397683398,0,0,0.00196078431372549,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00207704001898043,0.00202475555074875,0.0021293244872121
"2020-06-23","ES","ESNC",654214,0.0397683397683398,0,0,0.00196078431372549,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00205168655214099,0.0020014826165718,0.00210189048771017
"2020-06-24","ES","ESNC",654214,0.0397683397683398,0,0,0.00196078431372549,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00202662264273193,0.00197702869000061,0.00207621659546325
"2020-06-25","ES","ESNC",654214,0.0397683397683398,0,0,0.00196078431372549,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00200235052168042,0.00195178437439701,0.00205291666896384
"2020-06-26","ES","ESNC",654214,0.0397683397683398,0,0,0.00196078431372549,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00197934847506346,0.00192661066902291,0.002032086281104
"2020-06-27","ES","ESNC",654214,0.0397683397683398,0,0,0.00196078431372549,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00195807337521836,0.00190264975268465,0.00201349699775207
"2020-06-28","ES","ESNC",654214,0.0397683397683398,0,0,0.00196078431372549,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00193896430501428,0.00188108927704331,0.00199683933298525
"2020-06-29","ES","ESNC",654214,0.0397683397683398,0,0,0.00196078431372549,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00192244720334676,0.00186301908974007,0.00198187531695345
"2020-06-30","ES","ESNC",654214,0.0397683397683398,0,0,0.00196078431372549,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00190893985164656,0.00184937096679225,0.00196850873650086
"2020-07-01","ES","ESNC",654214,0.0405622489959839,0,0,0.00196078431372549,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00189862437428992,0.00184046855485245,0.00195678019372739
"2020-07-02","ES","ESNC",654214,0.0405622489959839,0,0,0.00196078431372549,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00189111028475471,0.00183542175757013,0.00194679881193928
"2020-07-03","ES","ESNC",654214,0.0405857740585774,0,0,0.00196078431372549,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00188593703842833,0.00183306644727844,0.00193880762957822
"2020-07-04","ES","ESNC",654214,0.0410480349344978,0,0,0.00196078431372549,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00188265864771862,0.00183218817006501,0.00193312912537223
"2020-07-05","ES","ESNC",654214,0.040948275862069,0,0,0.00185185185185185,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00188083877371477,0.00183165188687553,0.00193002566055401
"2020-07-06","ES","ESNC",654214,0.0429245283018868,0,0,0.00185185185185185,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00188004687964899,0.00183061390160596,0.00192947985769202
"2020-07-07","ES","ESNC",654214,0.0420289855072464,0,0,0.00185185185185185,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.0018798553967059,0.00182869862432991,0.00193101216908188
"2020-07-08","ES","ESNC",654214,0.0420289855072464,0,0,0.00185185185185185,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.0018798378742217,0.00182597587675842,0.00193369987168498
"2020-07-09","ES","ESNC",654214,0.0420289855072464,0,0,0.00185185185185185,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00187956810127419,0.00182275980652034,0.00193637639602805
"2020-07-10","ES","ESNC",654214,0.0420289855072464,0,0,0.00185185185185185,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00187862019534629,0.00181940012936627,0.00193784026132631
"2020-07-11","ES","ESNC",654214,0.0420289855072464,0,0,0.00185185185185185,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00187656965625523,0.00181615496295205,0.00193698434955841
"2020-07-12","ES","ESNC",654214,0.0420289855072464,0,0,0.00185185185185185,0.0259641528973289,0.0241942479276901,0.0277340578669677,0.0833333333333335,0.0833333333333335,0.0833333333333335,0.00187303106647298,0.00181311657287805,0.00193294556006792
