"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
"2020-03-22","US","USIN",6732219,0,0,0,0,2.52541283462276,-10.2899524252137,15.3407780944592,104.947716885421,-2017.25127329931,2227.14670707015
"2020-03-23","US","USIN",6732219,0,NA,NA,NA,2.40965211517256,-9.67929835655031,14.4986025868954,95.9590769716181,-1822.44013890309,2014.35829284633
"2020-03-24","US","USIN",6732219,0,NA,NA,NA,2.29919767435574,-9.10300638035741,13.7014017290689,87.7403027576319,-1646.20171855466,1821.68232406992
"2020-03-25","US","USIN",6732219,0,NA,NA,NA,2.19380628119704,-8.5592093708799,12.946821933274,80.2254562148072,-1486.7836293388,1647.23454176842
"2020-03-26","US","USIN",6732219,0,NA,NA,NA,2.09324585402019,-8.04613917425177,12.2326308822921,73.3542468237395,-1342.597423207,1489.30591685448
"2020-03-27","US","USIN",6732219,0,NA,NA,NA,1.99729494938772,-7.56212145359492,11.5567113523704,67.0715478721742,-1212.20336030363,1346.34645604797
"2020-03-28","US","USIN",6732219,0,NA,NA,NA,1.9057422744649,-7.10557082035636,10.9170553692862,61.3269541813675,-1094.29658801931,1216.95049638204
"2020-03-29","US","USIN",6732219,0,NA,NA,NA,1.81838622171928,-6.67498616593787,10.3117586093764,56.0743777127724,-987.69459664826,1099.8433520738
"2020-03-30","US","USIN",6732219,0,NA,NA,NA,1.73503442498483,-6.26894630762046,9.73901515759011,51.271677810308,-891.32583436731,993.869189987926
"2020-03-31","US","USIN",6732219,0,NA,NA,NA,1.65550333582786,-5.88610577987516,9.19711245153089,46.8803231120879,-804.219374975081,897.980021199257
"2020-04-01","US","USIN",6732219,0,NA,NA,NA,1.57961781937604,-5.52519089322906,8.68442653198113,42.865082418888,-725.495541559279,811.225706397055
"2020-04-02","US","USIN",6732219,0,NA,NA,NA,1.50721076864679,-5.18499598651855,8.19941752381212,39.1937420393865,-654.357398155274,732.744882234047
"2020-04-03","US","USIN",6732219,0,NA,NA,NA,1.43812273656277,-4.86437985733249,7.74062533045803,35.8368473443731,-590.083029475286,661.756724164032
"2020-04-04","US","USIN",6732219,0,NA,NA,NA,1.37220158483691,-4.56226238901822,7.30666555869204,32.7674664565992,-532.018536142699,597.553469055897
"2020-04-05","US","USIN",6732219,0,NA,NA,NA,1.30930214894429,-4.27762134916402,6.8962256470526,29.9609741801908,-479.571679495769,539.493627856151
"2020-04-06","US","USIN",6732219,0,NA,NA,NA,1.24928591846352,-4.00948934921525,6.50806118614229,27.3948544363426,-432.206116071728,486.995824944413
"2020-04-07","US","USIN",6732219,0,NA,NA,NA,1.19202073206001,-3.75695097062333,6.14099243474334,25.0485196200452,-389.43616738858,439.53320662867
"2020-04-08","US","USIN",6732219,0,NA,NA,NA,1.13738048645293,-3.51914002906505,5.7939010019709,22.903145428786,-350.822075618379,396.628366475951
"2020-04-09","US","USIN",6732219,0,NA,NA,NA,1.08524485872648,-3.29523698124564,5.4657266986986,20.9415198378525,-315.965700287478,357.848739963183
"2020-04-10","US","USIN",6732219,0,NA,NA,NA,1.0354990413673,-3.08446647438623,5.15546455712083,19.1479050108118,-284.506615260473,322.802425282096
"2020-04-11","US","USIN",6732219,0,NA,NA,NA,0.988033489448176,-2.8860950166685,4.86216199556485,17.5079110371139,-256.118569011068,291.134391085296
"2020-04-12","US","USIN",6732219,0,NA,NA,NA,0.942743679397099,-2.69942876377077,4.58491612256497,16.0083804839413,-230.506274574612,262.523035542495
"2020-04-13","US","USIN",6732219,0,NA,NA,NA,0.899529878830235,-2.52381143119651,4.32287118885698,14.6372828360558,-207.402498682923,236.677064355034
"2020-04-14","US","USIN",6732219,0,NA,NA,NA,0.858296926928656,-2.35862230434531,4.07521615820262,13.3836179766893,-186.565422371882,213.332658325261
"2020-04-15","US","USIN",6732219,0,NA,NA,NA,0.818954024888366,-2.20327435808899,3.84118240786572,12.2373279352636,-167.776247920825,192.250903791352
"2020-04-16","US","USIN",6732219,0,NA,NA,NA,0.781414535970723,-2.05721247541947,3.62004154736091,11.1892161937112,-150.837029281973,173.215461669395
"2020-04-17","US","USIN",6732219,0,NA,NA,NA,0.745595794720533,-1.9199117490375,3.41110333847856,10.2308739041635,-135.568705276786,156.030453085113
"2020-04-18","US","USIN",6732219,0,NA,NA,NA,0.711418924930069,-1.79087588332603,3.21371373318617,9.35461242599855,-121.809316738808,140.518541590805
"2020-04-19","US","USIN",6732219,0,NA,NA,NA,0.678808665944712,-1.66963567557551,3.02725300746493,8.55340164099494,-109.412390521379,126.519193803369
"2020-04-20","US","USIN",6732219,0,NA,NA,NA,0.647693206934469,-1.55574756778769,2.85113398165662,7.82081355170058,-98.2454748651631,113.887101968564
"2020-04-21","US","USIN",6732219,0,NA,NA,NA,0.618004028757474,-1.44879228994044,2.68480034745539,7.15097071056484,-88.1888120535164,102.490753474646
"2020-04-22","US","USIN",6732219,0,NA,NA,NA,0.589675753074153,-1.34837355939851,2.52772506554681,6.53849906602722,-79.1341355811533,92.2111337132077
"2020-04-23","US","USIN",6732219,0,NA,NA,NA,0.56264599838142,-1.25411685832411,2.37940885508695,5.97848484727876,-70.9835802458198,82.9405499403773
"2020-04-24","US","USIN",6732219,0,NA,NA,NA,0.536855242638004,-1.16566826694453,2.23937875222054,5.46643514179553,-63.6486946414422,74.5815649250333
"2020-04-25","US","USIN",6732219,0,NA,NA,NA,0.5122466921953,-1.08269336649378,2.10718675088438,4.99824184936519,-57.0495465086965,67.0460302074269
"2020-04-26","US","USIN",6732219,0,NA,NA,NA,0.488766156731385,-1.00487619145631,1.98240850491908,4.57014872338539,-51.113912279629,60.2542097263998
"2020-04-27","US","USIN",6732219,0,NA,NA,NA,0.466361929917223,-0.931918243069734,1.86464210290418,4.17872123505052,-45.7765429573531,54.1339854274541
"2020-04-28","US","USIN",6732219,0,NA,NA,NA,0.444984675556358,-0.863537550693863,1.75350690180658,3.82081901862661,-40.9784991998366,48.6201372370898
"2020-04-29","US","USIN",6732219,0,NA,NA,NA,0.424587318941556,-0.799467783639822,1.64864242152293,3.49357067675268,-36.6665491393002,43.6536904928056
"2020-04-30","US","USIN",6732219,0,NA,NA,NA,0.405124943191932,-0.739457409935793,1.54970729631966,3.19435074364085,-32.7926230673301,39.1813245546118
"2020-05-01","US","USIN",6732219,0,NA,NA,NA,0.386554690341225,-0.683268900799222,1.45637828148167,2.92075862134393,-29.3133196631425,35.1548369058304
"2020-05-02","US","USIN",6732219,0,NA,NA,NA,0.368835666961085,-0.630677972540506,1.36834930646268,2.67059932010769,-26.1894589354559,31.5306575756713
"2020-05-03","US","USIN",6732219,0,NA,NA,NA,0.351928854110034,-0.581472873824241,1.28533058204431,2.44186584829131,-23.3856774984474,28.2694091950301
"2020-05-04","US","USIN",6732219,0,NA,NA,NA,0.335797021409792,-0.535453706245247,1.20704774906483,2.2327231105601,-20.87006220945,25.3355084305702
"2020-05-05","US","USIN",6732219,0,NA,NA,NA,0.320404645060526,-0.492431784726869,1.13324107484792,2.04149318518756,-18.6138185663523,22.6968049367274
"2020-05-06","US","USIN",6732219,0,NA,NA,NA,0.30571782961408,-0.45222902738486,1.06366468661302,1.86664186233216,-16.5909705974755,20.3242543221398
"2020-05-07","US","USIN",6732219,0,NA,NA,NA,0.291704233334127,-0.414677380822117,0.99808584749037,1.7067663352937,-14.7780892822941,18.1916219528815
"2020-05-08","US","USIN",6732219,0,NA,NA,NA,0.278332996974302,-0.379618275679111,0.936284269627716,1.56058394600311,-13.1540468171274,16.2752147091336
"2020-05-09","US","USIN",6732219,0,NA,NA,NA,0.265574675825801,-0.346902109412787,0.87805146106439,1.42692189443918,-11.6997942908368,14.5536380797152
"2020-05-10","US","USIN",6732219,0,NA,NA,NA,0.253401174875767,-0.316387756944828,0.823190106696362,1.30470782942794,-10.3981605631147,13.0075762219706
"2020-05-11","US","USIN",6732219,0,NA,NA,NA,0.241785686939926,-0.287942109519473,0.771513483399325,1.19296124532422,-9.23367034426771,11.6195928349162
"2020-05-12","US","USIN",6732219,0,NA,NA,NA,0.230702633631055,-0.26143963503837,0.722844902300479,1.09078561555788,-8.1923796627848,10.3739508939006
"2020-05-13","US","USIN",6732219,0,NA,NA,NA,0.220127609032244,-0.236761963635124,0.677017181699612,0.997361199931036,-7.26172707671,9.25644947657207
"2020-05-14","US","USIN",6732219,0,NA,NA,NA,0.210037325953261,-0.213797494386128,0.633872146292649,0.911938467963017,-6.4303991388391,8.25427607476514
"2020-05-15","US","USIN",6732219,0,NA,NA,NA,0.200409564649892,-0.192441024727563,0.593260154027346,0.833832085515425,-5.68820876561174,7.35587293664259
"2020-05-16","US","USIN",6732219,0,NA,NA,NA,0.191223123894337,-0.172593397218356,0.555039645007031,0.76241541645702,-5.02598528634396,6.550816119258
"2020-05-17","US","USIN",6732219,0,NA,NA,NA,0.182457774287291,-0.154161166854966,0.519076715429548,0.697115495252034,-4.43547506406894,5.82970605457301
"2020-05-18","US","USIN",6732219,0,NA,NA,NA,0.174094213711589,-0.137056286138759,0.485244713561936,0.637408430142866,-3.90925168381261,5.18406854409834
"2020-05-19","US","USIN",6732219,0,NA,NA,NA,0.166114024827139,-0.121195806409976,0.453423856064253,0.582815200041213,-3.4406347984314,4.60626519851382
"2020-05-20","US","USIN",6732219,0,NA,NA,NA,0.158499634513886,-0.106501595666518,0.423500864694289,0.532897811412671,-3.02361680781184,4.08941243063718
"2020-05-21","US","USIN",6732219,0,NA,NA,NA,0.151234275174446,-0.0929000711640924,0.395368621512983,0.487255784317756,-2.65279662499354,3.62730819362905
"2020-05-22","US","USIN",6732219,0,NA,NA,NA,0.144301947810018,-0.0803219473822938,0.36892584300233,0.445522939420103,-2.32331985311101,3.21436573195121
"2020-05-23","US","USIN",6732219,0,NA,NA,NA,0.137687386789467,-0.0687019960883127,0.344076769667246,0.407364460182769,-2.0308247609411,2.84555368130664
"2020-05-24","US","USIN",6732219,0,NA,NA,NA,0.131376026232678,-0.0579788209348777,0.320730873400234,0.37247420668397,-1.77139350265793,2.51634191602587
"2020-05-25","US","USIN",6732219,0,NA,NA,NA,0.125353967935201,-0.0480946434939133,0.298802579364316,0.340572259500952,-1.54150807986936,2.22265259887127
"2020-05-26","US","USIN",6732219,0,NA,NA,NA,0.119607950763172,-0.0389951005365061,0.278211002062851,0.31140267395752,-1.33801059155398,1.96081593946902
"2020-05-27","US","USIN",6732219,0,NA,NA,NA,0.114125321451018,-0.0306290537243319,0.258879696626368,0.28473142671687,-1.15806736056397,1.72753021399771
"2020-05-28","US","USIN",6732219,0,NA,NA,NA,0.108894006737765,-0.0229484082163565,0.240736421691887,0.260344538246576,-0.99913656445143,1.51982564094458
"2020-05-29","US","USIN",6732219,0,NA,NA,NA,0.103902486780703,-0.0159079426398873,0.223712916201293,0.238046356091989,-0.858939033768048,1.33503174595203
"2020-05-30","US","USIN",6732219,0,NA,NA,NA,0.0991397697874326,-0.00946514751068164,0.207744687085547,0.217657985185024,-0.735431913059881,1.17074788342993
"2020-05-31","US","USIN",6732219,0,NA,NA,NA,0.0945953678110398,-0.00358007354111062,0.19277080916319,0.199015852595103,-0.626784908946234,1.02481661413644
"2020-06-01","US","USIN",6732219,0,NA,NA,NA,0.0902592736547113,0.00178481182809524,0.178733735481327,0.181970395207347,-0.531358876083232,0.895299666497925
