"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_fatalities_smooth","p_cases_fatalities_smooth_low","p_cases_fatalities_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
"2020-03-20",0.0079884611117275,0,0,0,9.56125405608416e-06,-1.93482382415527e-05,3.84707463537211e-05,2.22044604925031e-16,-4.00720338430363e-14,4.05161230528864e-14,3.34577717706877e+55,-4.22459765079002e+57,4.2915131943314e+57,1.16091653224256e+56,-1.26657920061512e+58,1.28979753125997e+58
"2020-03-21",0.00672268907563025,0,0,0,9.86362549142692e-06,-1.98031956943483e-05,3.95304466772021e-05,2.22044604925031e-16,-3.98469760177772e-14,4.02910652276273e-14,1.85605411166088e+55,-2.33308223195961e+57,2.37020331419282e+57,6.42438370074689e+55,-6.97768696151278e+57,7.10617463552772e+57
"2020-03-22",0.00664451827242525,0,0,0,1.01755593474745e-05,-2.02677599609111e-05,4.06188786558601e-05,2.22044604925031e-16,-3.96220200634273e-14,4.00661092732774e-14,1.0296372660511e+55,-1.28844520587948e+57,1.30903795120051e+57,3.55518289111554e+55,-3.84398606514925e+57,3.91508972297156e+57
"2020-03-23",0.00482218203737191,0,0,0,1.04973580483342e-05,-2.07420907223683e-05,4.17368068190367e-05,2.22044604925031e-16,-3.93971677152407e-14,3.98412569250908e-14,5.71186417993204e+54,-7.11529640897674e+56,7.22953369257538e+56,1.96739889428026e+55,-2.11759664527685e+57,2.15694462316246e+57
"2020-03-24",0.00628053035589672,0,0,0,1.08293335835927e-05,-2.12263483649033e-05,4.28850155320888e-05,2.22044604925031e-16,-3.91724207472807e-14,3.96165099571307e-14,3.16862971899975e+54,-3.92926295547261e+56,3.9926355498526e+56,1.08873679013475e+55,-1.16652945126547e+57,1.18830418706817e+57
"2020-03-25",0.00277008310249307,0,0,0,1.11718078109089e-05,-2.17206937520429e-05,4.40643093738607e-05,2.22044604925031e-16,-3.89477809734858e-14,3.93918701833358e-14,1.75778239465214e+54,-2.1698022919418e+56,2.20495793983485e+56,6.02494899046176e+54,-6.42597638654713e+56,6.54647536635637e+56
"2020-03-26",0.00277008310249307,0,0,0,1.15251127681811e-05,-2.22252879953484e-05,4.52755135317105e-05,2.22044604925031e-16,-3.87232502487713e-14,3.91673394586213e-14,9.7512149444975e+53,-1.19817463978887e+56,1.21767706967786e+56,3.33414013989293e+54,-3.53975667560101e+56,3.60643947839887e+56
"2020-03-27",0.01468788249694,0,0,0,1.18895909955913e-05,-2.27402922280663e-05,4.65194742192488e-05,2.22044604925031e-16,-3.84988304701658e-14,3.89429196800159e-14,5.40944050771483e+53,-6.61623448455374e+55,6.72442329470803e+55,1.8450762803211e+54,-1.94983775719522e+56,1.98673928280164e+56
"2020-03-28",0.00953678474114441,0,0,0,1.22655958678388e-05,-2.32658673871909e-05,4.77970591228685e-05,2.22044604925031e-16,-3.82745235779853e-14,3.87186127878354e-14,3.00086161294372e+53,-3.6533592009786e+55,3.71337643323748e+55,1.02104480836637e+54,-1.07402462581291e+56,1.09444552198024e+56
"2020-03-29",0.00477099236641221,0,0,0,1.2653491936886e-05,-2.38021740104054e-05,4.91091578841775e-05,2.22044604925031e-16,-3.80503315570455e-14,3.84944207668955e-14,1.66471382894334e+53,-2.01727215815188e+55,2.05056643473075e+55,5.65034904958206e+53,-5.91589711678789e+55,6.02890409777954e+55
"2020-03-30",0.00344036697247706,0,0,0,1.30536552855493e-05,-2.43493720555101e-05,5.04566826266086e-05,2.22044604925031e-16,-3.78262564379139e-14,3.8270345647764e-14,9.23492146496175e+52,-1.11385115931063e+55,1.13232100224055e+55,3.12684067540548e+53,-3.25849837021598e+55,3.32103518372409e+55
"2020-03-31",0.0062111801242236,0,0,0,1.34664738922766e-05,-2.49076207512284e-05,5.18405685357816e-05,2.22044604925031e-16,-3.7602300298204e-14,3.8046389508054e-14,5.12302913457138e+52,-6.15007320990108e+54,6.25253379259251e+54,1.73035904925069e+53,-1.79475361439296e+55,1.82936079537797e+55
"2020-04-01",0.0077120822622108,0,0,0,1.38923480074691e-05,-2.54770784897177e-05,5.3261774504656e-05,2.22044604925031e-16,-3.73784652639112e-14,3.78225544737612e-14,2.84197625429136e+52,-3.3956567072483e+54,3.45249623233412e+54,9.5756156137872e+52,-9.88513278901257e+54,1.00766451012883e+55
"2020-04-02",0.00648508430609598,0,0,0,1.43316905431747e-05,-2.6057902850344e-05,5.47212839366933e-05,2.22044604925031e-16,-3.71547535107946e-14,3.75988427206447e-14,1.57657292546942e+52,-1.87481122888236e+54,1.90634268739175e+54,5.29903978152483e+52,-5.44440506694504e+54,5.55038586257554e+54
"2020-04-03",0.0133657351154313,0,0,0,1.47849275006728e-05,-2.66502520208901e-05,5.62201070222357e-05,2.22044604925031e-16,-3.69311672658044e-14,3.73752564756545e-14,8.74596395930435e+51,-1.03509806787629e+54,1.0525899957949e+54,2.93243001168008e+52,-2.99853076523214e+54,3.05717936546574e+54
"2020-04-04",0.0171277997364954,0,0,0,1.52524983848855e-05,-2.72542846960299e-05,5.77592814658009e-05,2.22044604925031e-16,-3.6707708808557e-14,3.7151798018407e-14,4.85178226403189e+51,-5.71472767167697e+53,5.8117633169576e+53,1.62277433798163e+52,-1.65141662389884e+54,1.68387211065847e+54
"2020-04-05",0.0113475177304965,0,0,0,1.57348566091757e-05,-2.78701585477519e-05,5.93398717661033e-05,2.22044604925031e-16,-3.64843804728606e-14,3.69284696827106e-14,2.6915033319491e+51,-3.15500153739104e+53,3.20883160403002e+53,8.9802537196888e+51,-9.09483370727177e+53,9.27443878166555e+53
