"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_fatalities_smooth","p_cases_fatalities_smooth_low","p_cases_fatalities_smooth_high"
"2020-04-16","BR","BRRO",1768204,0,0,0,0,0.0399999139935754,0.0399998975502507,0.0399999304369001,0.0199999532830777,0.0199999446090934,0.019999961957062
"2020-04-17","BR","BRRO",1768204,0,0,0,0,0.0399999143576175,0.0399998979833272,0.0399999307319078,0.0199999534808236,0.0199999448432445,0.0199999621184027
"2020-04-18","BR","BRRO",1768204,0,0,0,0,0.0399999147216595,0.0399998984164022,0.0399999310269169,0.0199999536785695,0.0199999450773949,0.0199999622797442
"2020-04-19","BR","BRRO",1768204,0,0,0,0,0.0399999150857016,0.0399998988494757,0.0399999313219276,0.0199999538763154,0.0199999453115443,0.0199999624410865
"2020-04-20","BR","BRRO",1768204,0,0,0,0,0.0399999154497437,0.0399998992825477,0.0399999316169397,0.0199999540740613,0.0199999455456929,0.0199999626024297
"2020-04-21","BR","BRRO",1768204,0,0,0,0,0.0399999158137858,0.0399998997156182,0.0399999319119534,0.0199999542718072,0.0199999457798407,0.0199999627637737
"2020-04-22","BR","BRRO",1768204,0,0,0,0,0.0399999161778279,0.0399999001486872,0.0399999322069687,0.0199999544695531,0.0199999460139876,0.0199999629251186
"2020-04-23","BR","BRRO",1768204,0,0,0,0,0.03999991654187,0.0399999005817546,0.0399999325019855,0.019999954667299,0.0199999462481337,0.0199999630864644
"2020-04-24","BR","BRRO",1768204,0,0,0,0,0.0399999169059121,0.0399999010148204,0.0399999327970039,0.0199999548650449,0.0199999464822788,0.0199999632478111
"2020-04-25","BR","BRRO",1768204,0,0,0,0,0.0399999172699542,0.0399999014478846,0.0399999330920239,0.0199999550627909,0.0199999467164231,0.0199999634091586
"2020-04-26","BR","BRRO",1768204,0,0,0,0,0.0399999176339964,0.0399999018809472,0.0399999333870455,0.0199999552605368,0.0199999469505664,0.0199999635705071
"2020-04-27","BR","BRRO",1768204,0,0,0,0,0.0399999179980385,0.0399999023140081,0.0399999336820688,0.0199999554582827,0.0199999471847089,0.0199999637318565
"2020-04-28","BR","BRRO",1768204,0,0,0,0,0.0399999183620806,0.0399999027470674,0.0399999339770938,0.0199999556560286,0.0199999474188504,0.0199999638932069
"2020-04-29","BR","BRRO",1768204,0,0,0,0,0.0399999187261227,0.0399999031801249,0.0399999342721205,0.0199999558537745,0.0199999476529909,0.0199999640545582
"2020-04-30","BR","BRRO",1768204,0,0,0,0,0.0399999190901648,0.0399999036131808,0.0399999345671489,0.0199999560515205,0.0199999478871305,0.0199999642159104
"2020-05-01","BR","BRRO",1768204,0,0,0,0,0.039999919454207,0.0399999040462349,0.039999934862179,0.0199999562492664,0.0199999481212692,0.0199999643772636
"2020-05-02","BR","BRRO",1768204,0,0,0,0,0.0399999198182491,0.0399999044792873,0.0399999351572109,0.0199999564470123,0.0199999483554068,0.0199999645386178
"2020-05-03","BR","BRRO",1768204,0,0,0,0,0.0399999201822912,0.0399999049123378,0.0399999354522446,0.0199999566447583,0.0199999485895434,0.0199999646999731
"2020-05-04","BR","BRRO",1768204,0,0,0,0,0.0399999205463334,0.0399999053453866,0.0399999357472801,0.0199999568425042,0.0199999488236791,0.0199999648613293
"2020-05-05","BR","BRRO",1768204,0,0,0,0,0.0399999209103755,0.0399999057784336,0.0399999360423175,0.0199999570402501,0.0199999490578137,0.0199999650226866
"2020-05-06","BR","BRRO",1768204,0,0,0,0,0.0399999212744177,0.0399999062114786,0.0399999363373567,0.0199999572379961,0.0199999492919472,0.0199999651840449
"2020-05-07","BR","BRRO",1768204,0,0,0,0,0.0399999216384598,0.0399999066445218,0.0399999366323978,0.019999957435742,0.0199999495260798,0.0199999653454042
"2020-05-08","BR","BRRO",1768204,0,0,0,0,0.039999922002502,0.0399999070775631,0.0399999369274408,0.0199999576334879,0.0199999497602112,0.0199999655067647
"2020-05-09","BR","BRRO",1768204,0,0,0,0,0.0399999223665441,0.0399999075106025,0.0399999372224858,0.0199999578312339,0.0199999499943416,0.0199999656681262
"2020-05-10","BR","BRRO",1768204,0,0,0,0,0.0399999227305863,0.0399999079436398,0.0399999375175327,0.0199999580289798,0.0199999502284709,0.0199999658294888
"2020-05-11","BR","BRRO",1768204,0,0,0,0,0.0399999230946284,0.0399999083766752,0.0399999378125817,0.0199999582267258,0.019999950462599,0.0199999659908525
"2020-05-12","BR","BRRO",1768204,0,0,0,0,0.0399999234586706,0.0399999088097086,0.0399999381076326,0.0199999584244717,0.019999950696726,0.0199999661522174
"2020-05-13","BR","BRRO",1768204,0,0,0,0,0.0399999238227128,0.0399999092427399,0.0399999384026856,0.0199999586222177,0.0199999509308519,0.0199999663135834
"2020-05-14","BR","BRRO",1768204,0,0,0,0,0.039999924186755,0.0399999096757692,0.0399999386977407,0.0199999588199636,0.0199999511649766,0.0199999664749506
"2020-05-15","BR","BRRO",1768204,0,0,0,0,0.0399999245507971,0.0399999101087963,0.0399999389927979,0.0199999590177096,0.0199999513991002,0.019999966636319
"2020-05-16","BR","BRRO",1768204,0,0,0,0,0.0399999249148393,0.0399999105418213,0.0399999392878573,0.0199999592154555,0.0199999516332225,0.0199999667976885
"2020-05-17","BR","BRRO",1768204,0,0,0,0,0.0399999252788815,0.0399999109748441,0.0399999395829189,0.0199999594132015,0.0199999518673436,0.0199999669590593
"2020-05-18","BR","BRRO",1768204,0,0,0,0,0.0399999256429237,0.0399999114078647,0.0399999398779826,0.0199999596109474,0.0199999521014636,0.0199999671204313
"2020-05-19","BR","BRRO",1768204,0,0,0,0,0.0399999260069659,0.0399999118408831,0.0399999401730486,0.0199999598086934,0.0199999523355822,0.0199999672818046
"2020-05-20","BR","BRRO",1768204,0,0,0,0,0.0399999263710081,0.0399999122738993,0.0399999404681169,0.0199999600064394,0.0199999525696996,0.0199999674431791
"2020-05-21","BR","BRRO",1768204,0,0,0,0,0.0399999267350502,0.0399999127069131,0.0399999407631874,0.0199999602041853,0.0199999528038157,0.019999967604555
