"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
"2020-04-16","BR","BRMS",2651235,0,0,0,0,5.03707849170334e-07,-3.33553707661856e-06,4.34295277495922e-06,0.0150000000000013,0.0149999999999944,0.0150000000000082
"2020-04-17","BR","BRMS",2651235,0,0,0,0,5.26983525733674e-07,-3.4674754247222e-06,4.52144247618954e-06,0.0150000000000013,0.0149999999999944,0.0150000000000081
"2020-04-18","BR","BRMS",2651235,0,0,0,0,5.51334740667863e-07,-3.60450982448628e-06,4.707179305822e-06,0.0150000000000013,0.0149999999999945,0.0150000000000081
"2020-04-19","BR","BRMS",2651235,0,0,0,0,5.76811193185042e-07,-3.74683110441467e-06,4.90045349078475e-06,0.0150000000000013,0.0149999999999945,0.0150000000000081
"2020-04-20","BR","BRMS",2651235,0,0,0,0,6.03464879032507e-07,-3.89463695085599e-06,5.101566708921e-06,0.0150000000000013,0.0149999999999945,0.0150000000000081
"2020-04-21","BR","BRMS",2651235,0,0,0,0,6.31350196612589e-07,-4.04813214119718e-06,5.31083253442236e-06,0.0150000000000013,0.0149999999999945,0.015000000000008
"2020-04-22","BR","BRMS",2651235,0,0,0,0,6.60524058006174e-07,-4.20752878443252e-06,5.52857690044486e-06,0.0150000000000013,0.0149999999999945,0.015000000000008
"2020-04-23","BR","BRMS",2651235,0,0,0,0,6.91046005126472e-07,-4.3730465693244e-06,5.75513857957734e-06,0.0150000000000013,0.0149999999999946,0.015000000000008
"2020-04-24","BR","BRMS",2651235,0,0,0,0,7.22978331240121e-07,-4.54491302037869e-06,5.99086968285893e-06,0.0150000000000013,0.0149999999999946,0.015000000000008
"2020-04-25","BR","BRMS",2651235,0,0,0,0,7.56386208103594e-07,-4.72336376186394e-06,6.23613617807113e-06,0.0150000000000012,0.0149999999999946,0.0150000000000079
"2020-04-26","BR","BRMS",2651235,0,0,0,0,7.91337818974435e-07,-4.90864279011154e-06,6.49131842806041e-06,0.0150000000000012,0.0149999999999946,0.0150000000000079
"2020-04-27","BR","BRMS",2651235,0,0,0,0,8.27904497768752e-07,-5.10100275434078e-06,6.75681174987828e-06,0.0150000000000012,0.0149999999999947,0.0150000000000078
"2020-04-28","BR","BRMS",2651235,0,0,0,0,8.66160874649e-07,-5.30070524626125e-06,7.03302699555925e-06,0.0150000000000012,0.0149999999999947,0.0150000000000078
"2020-04-29","BR","BRMS",2651235,0,0,0,0,9.06185028339192e-07,-5.5080210987131e-06,7.32039115539149e-06,0.0150000000000012,0.0149999999999947,0.0150000000000078
"2020-04-30","BR","BRMS",2651235,0,0,0,0,9.48058645478381e-07,-5.72323069361449e-06,7.61934798457125e-06,0.0150000000000012,0.0149999999999947,0.0150000000000077
"2020-05-01","BR","BRMS",2651235,0,0,0,0,9.91867187337672e-07,-5.94662427949521e-06,7.93035865417056e-06,0.0150000000000012,0.0149999999999948,0.0150000000000077
"2020-05-02","BR","BRMS",2651235,0,0,0,0,1.037700064241e-06,-6.17850229890487e-06,8.25390242738686e-06,0.0150000000000013,0.0149999999999948,0.0150000000000077
"2020-05-03","BR","BRMS",2651235,0,0,0,0,1.08565081804563e-06,-6.41917572599512e-06,8.59047736208639e-06,0.0150000000000012,0.0149999999999948,0.0150000000000077
"2020-05-04","BR","BRMS",2651235,0,0,0,0,1.13581731305495e-06,-6.66896641458627e-06,8.94060104069616e-06,0.0150000000000012,0.0149999999999948,0.0150000000000076
"2020-05-05","BR","BRMS",2651235,0,0,0,0,1.18830193575291e-06,-6.92820745704041e-06,9.30481132854623e-06,0.0150000000000012,0.0149999999999948,0.0150000000000076
"2020-05-06","BR","BRMS",2651235,0,0,0,0,1.24321180376813e-06,-7.19724355427647e-06,9.68366716181273e-06,0.0150000000000012,0.0149999999999949,0.0150000000000076
"2020-05-07","BR","BRMS",2651235,0,0,0,0,1.30065898449381e-06,-7.47643139727557e-06,1.00777493662632e-05,0.0150000000000012,0.0149999999999949,0.0150000000000075
"2020-05-08","BR","BRMS",2651235,0,0,0,0,1.36076072380985e-06,-7.76614006043988e-06,1.04876615080596e-05,0.0150000000000012,0.0149999999999949,0.0150000000000075
"2020-05-09","BR","BRMS",2651235,0,0,0,0,1.42363968537391e-06,-8.06675140718408e-06,1.09140307779319e-05,0.0150000000000012,0.014999999999995,0.0150000000000075
"2020-05-10","BR","BRMS",2651235,0,0,0,0,1.48942420096976e-06,-8.37866050815467e-06,1.13575089100942e-05,0.0150000000000012,0.014999999999995,0.0150000000000075
"2020-05-11","BR","BRMS",2651235,0,0,0,0,1.55824853242396e-06,-8.70227607249074e-06,1.18187731373387e-05,0.0150000000000012,0.014999999999995,0.0150000000000074
"2020-05-12","BR","BRMS",2651235,0,0,0,0,1.63025314562532e-06,-9.0380208925594e-06,1.229852718381e-05,0.0150000000000012,0.014999999999995,0.0150000000000074
"2020-05-13","BR","BRMS",2651235,0,0,0,0,1.70558499720643e-06,-9.38633230261905e-06,1.27975022970319e-05,0.0150000000000012,0.014999999999995,0.0150000000000074
"2020-05-14","BR","BRMS",2651235,0,0,0,0,1.78439783447242e-06,-9.74766265188739e-06,1.33164583208322e-05,0.0150000000000012,0.014999999999995,0.0150000000000073
"2020-05-15","BR","BRMS",2651235,0,0,0,0,1.86685250918895e-06,-1.01224797925143e-05,1.38561848108922e-05,0.0150000000000012,0.014999999999995,0.0150000000000073
"2020-05-16","BR","BRMS",2651235,0.1,0,NA,0,1.95311730587002e-06,-1.05112675829861e-05,1.44175021947262e-05,0.0150000000000012,0.0149999999999951,0.0150000000000073
"2020-05-17","BR","BRMS",2651235,0.1,0,NA,0,2.04336828843946e-06,-1.09145287714639e-05,1.50012653483429e-05,0.0150000000000012,0.0149999999999951,0.0150000000000072
"2020-05-18","BR","BRMS",2651235,0.1,0,NA,0,2.13778966073612e-06,-1.13327824920911e-05,1.56083618135633e-05,0.0150000000000012,0.0149999999999951,0.0150000000000072
"2020-05-19","BR","BRMS",2651235,0.1,0,NA,0,2.23657413790116e-06,-1.17665625863353e-05,1.62397108621376e-05,0.0150000000000012,0.0149999999999952,0.0150000000000072
"2020-05-20","BR","BRMS",2651235,0.1,0,NA,0,2.33992334108044e-06,-1.22164206380102e-05,1.68962673201711e-05,0.0150000000000012,0.0149999999999952,0.0150000000000071
"2020-05-21","BR","BRMS",2651235,0.1,0,NA,0,2.44804820903969e-06,-1.26829263394878e-05,1.75790227575672e-05,0.0150000000000011,0.0149999999999952,0.0150000000000071
"2020-05-22","BR","BRMS",2651235,0.1,0,NA,0,2.56116942880575e-06,-1.31666678681407e-05,1.82890067257522e-05,0.0150000000000011,0.0149999999999952,0.015000000000007
