"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high"
"2020-03-22","PT","PT01",714200,0.04,NA,NA,NA,7.55772679228612e-08,-6.19947209175228e-07,7.7110174502095e-07
"2020-03-23","PT","PT01",714200,0.04,NA,NA,NA,7.94572355224481e-08,-6.47927909129663e-07,8.06842380174559e-07
"2020-03-24","PT","PT01",714200,0.04,NA,NA,NA,8.35363919815544e-08,-6.77154073042569e-07,8.44226857005677e-07
"2020-03-25","PT","PT01",714200,0.04,NA,NA,NA,8.78249632199667e-08,-7.07680213034512e-07,8.83330139474445e-07
"2020-03-26","PT","PT01",714200,0.04,NA,NA,NA,9.23337001346988e-08,-7.39563175863031e-07,9.24230576132429e-07
"2020-03-27","PT","PT01",714200,0.04,NA,NA,NA,9.70739055512862e-08,-7.72862235661905e-07,9.67010046764477e-07
"2020-03-28","PT","PT01",714200,0.024,NA,NA,NA,1.02057462558716e-07,-8.07639190257965e-07,1.0117541153754e-06
"2020-03-29","PT","PT01",714200,0.024,NA,NA,NA,1.07296864299012e-07,-8.4395846138752e-07,1.05855218998554e-06
"2020-03-30","PT","PT01",714200,0.024,NA,NA,NA,1.12805245286178e-07,-8.81887199202823e-07,1.10749768977518e-06
"2020-03-31","PT","PT01",714200,0.024,NA,NA,NA,1.18596414332986e-07,-9.2149539153982e-07,1.15868822020579e-06
"2020-04-01","PT","PT01",714200,0.024,NA,NA,NA,1.24684889168176e-07,-9.62855978514994e-07,1.21222575685135e-06
"2020-04-02","PT","PT01",714200,0.024,NA,NA,NA,1.31085932830843e-07,-1.00604497313269e-06,1.26821683879438e-06
"2020-04-03","PT","PT01",714200,0.024,NA,NA,NA,1.37815591933246e-07,-1.05114158871805e-06,1.32677277258455e-06
"2020-04-04","PT","PT01",714200,0.024,NA,NA,NA,1.44890736888705e-07,-1.09822837653065e-06,1.38800985030806e-06
"2020-04-05","PT","PT01",714200,0.024,NA,NA,NA,1.52329104221357e-07,-1.14739142474321e-06,1.45204963318593e-06
"2020-04-06","PT","PT01",714200,0.024,NA,NA,NA,1.60149341034362e-07,-1.19872051696516e-06,1.51901919903388e-06
"2020-04-07","PT","PT01",714200,0.024,NA,NA,NA,1.68371051742476e-07,-1.25230922788146e-06,1.58905133136641e-06
"2020-04-08","PT","PT01",714200,0.024,NA,NA,NA,1.7701484721854e-07,-1.30825506662738e-06,1.66228476106446e-06
"2020-04-09","PT","PT01",714200,0.0595988538681948,NA,NA,NA,1.86102396463856e-07,-1.36665962761476e-06,1.73886442054247e-06
"2020-04-10","PT","PT01",714200,0.0481150793650794,NA,NA,NA,1.95656480931297e-07,-1.42762874706463e-06,1.81894170892723e-06
"2020-04-11","PT","PT01",714200,0.0466269841269841,NA,NA,NA,2.05701051637341e-07,-1.49127266587687e-06,1.90267476915155e-06
"2020-04-12","PT","PT01",714200,0.0427263479145473,NA,NA,NA,2.16261289206205e-07,-1.55770619961399e-06,1.9902287780264e-06
"2020-04-13","PT","PT01",714200,0.0376398779247202,NA,NA,NA,2.27363666996628e-07,-1.62704891655138e-06,2.08177625054463e-06
"2020-04-14","PT","PT01",714200,0.0376398779247202,NA,NA,NA,2.3903601746955e-07,-1.69942532495349e-06,2.17749735989259e-06
"2020-04-15","PT","PT01",714200,0.0376398779247202,NA,NA,NA,2.51307601963097e-07,-1.77496507098191e-06,2.2775802749081e-06
"2020-04-16","PT","PT01",714200,0.0376398779247202,NA,NA,NA,2.64209184049782e-07,-1.85380314892993e-06,2.38222151702949e-06
"2020-04-17","PT","PT01",714200,0.0376398779247202,NA,NA,NA,2.77773106684775e-07,-1.93608016502808e-06,2.49162637839763e-06
"2020-04-18","PT","PT01",714200,0.0376398779247202,NA,NA,NA,2.92033373373746e-07,-2.02194270490282e-06,2.60600945165031e-06
"2020-04-19","PT","PT01",714200,0.0376398779247202,NA,NA,NA,3.07025733363411e-07,-2.11154346884398e-06,2.7255949355708e-06
"2020-04-20","PT","PT01",714200,0.0376398779247202,NA,NA,NA,3.22787771245244e-07,-2.20504146085731e-06,2.8506170033478e-06
"2020-04-21","PT","PT01",714200,0.0376398779247202,NA,NA,NA,3.39359001183368e-07,-2.30260221989955e-06,2.98132022226628e-06
"2020-04-22","PT","PT01",714200,0.0376398779247202,NA,NA,NA,3.56780965980324e-07,-2.40439805900973e-06,3.11795999097038e-06
"2020-04-23","PT","PT01",714200,0.0376398779247202,NA,NA,NA,3.7509734122912e-07,-2.51060831334028e-06,3.26080299579852e-06
"2020-04-24","PT","PT01",714200,0.0376398779247202,NA,NA,NA,3.94354044812716e-07,-2.62141959835558e-06,3.41012768798101e-06
"2020-04-25","PT","PT01",714200,0.0376398779247202,NA,NA,NA,4.1459935202552e-07,-2.73702607978497e-06,3.56622478383601e-06
"2020-04-26","PT","PT01",714200,0.0376398779247202,NA,NA,NA,4.35884016605535e-07,-2.85762975729695e-06,3.72939779050802e-06
"2020-04-27","PT","PT01",714200,0.0376398779247202,NA,NA,NA,4.58261397980643e-07,-2.98344076431455e-06,3.89996356027583e-06
"2020-04-28","PT","PT01",714200,0.0376398779247202,NA,NA,NA,4.81787595048104e-07,-3.11467768692749e-06,4.0782528770237e-06
"2020-04-29","PT","PT01",714200,0.0376398779247202,NA,NA,NA,5.06521586833313e-07,-3.25156791520565e-06,4.26461108887227e-06
"2020-04-30","PT","PT01",714200,0.0376398779247202,NA,NA,NA,5.32525380607111e-07,-3.39434823544201e-06,4.45939899665623e-06
"2020-05-01","PT","PT01",714200,0.0376398779247202,NA,NA,NA,5.5986416741343e-07,-3.54326524840192e-06,4.66299358322878e-06
"2020-05-02","PT","PT01",714200,0.0376398779247202,NA,NA,NA,5.88606485318134e-07,-3.69857552098479e-06,4.87578849162105e-06
"2020-05-03","PT","PT01",714200,0.0376398779247202,NA,NA,NA,6.1882439124941e-07,-3.86054592160855e-06,5.09819470410738e-06
"2020-05-04","PT","PT01",714200,0.0376398779247202,NA,NA,NA,6.50593641672474e-07,-4.02945397470315e-06,5.3306412580481e-06
"2020-05-05","PT","PT01",714200,0.0376398779247202,NA,NA,NA,6.8399388254159e-07,-4.20558822668646e-06,5.57357599176964e-06
"2020-05-06","PT","PT01",714200,0.0376398779247202,NA,NA,NA,7.19108849005909e-07,-4.38924862546477e-06,5.82746632347659e-06
"2020-05-07","PT","PT01",714200,0.0376398779247202,NA,NA,NA,7.5602657536991e-07,-4.58074691608037e-06,6.09280006682019e-06
"2020-05-08","PT","PT01",714200,0.0376398779247202,NA,NA,NA,7.94839615835157e-07,-4.78040705582909e-06,6.3700862874994e-06
"2020-05-09","PT","PT01",714200,0.0376398779247202,NA,NA,NA,8.35645276576956e-07,-4.98856565300707e-06,6.65985620616098e-06
"2020-05-10","PT","PT01",714200,0.0376398779247202,NA,NA,NA,8.78545859738049e-07,-5.20557243444189e-06,6.96266415391799e-06
"2020-05-11","PT","PT01",714200,0.0376398779247202,NA,NA,NA,9.23648919951318e-07,-5.43179074814268e-06,7.27908858804532e-06
"2020-05-12","PT","PT01",714200,0.0376398779247202,NA,NA,NA,9.71067534338149e-07,-5.66759827056857e-06,7.60973333924487e-06
"2020-05-13","PT","PT01",714200,0.0376398779247202,NA,NA,NA,1.02092058708677e-06,-5.9133881256536e-06,7.95522929982713e-06
"2020-05-14","PT","PT01",714200,0.0376398779247202,NA,NA,NA,1.07333306688617e-06,-6.16956903029117e-06,8.31623516406352e-06
"2020-05-15","PT","PT01",714200,0.0376398779247202,NA,NA,NA,1.12843638011423e-06,-6.43656564299813e-06,8.6934384032266e-06
"2020-05-16","PT","PT01",714200,0.0376398779247202,NA,NA,NA,1.18636868039928e-06,-6.71481906723456e-06,9.08755642803313e-06
"2020-05-17","PT","PT01",714200,0.0376398779247202,NA,NA,NA,1.24727521510792e-06,-7.00478736719038e-06,9.49933779740622e-06
"2020-05-18","PT","PT01",714200,0.0376398779247202,NA,NA,NA,1.3113086896284e-06,-7.30694609926788e-06,9.92956347852469e-06
"2020-05-19","PT","PT01",714200,0.0376398779247202,NA,NA,NA,1.37862965036388e-06,-7.62178886355471e-06,1.03790481642825e-05
"2020-05-20","PT","PT01",714200,0.0376398779247202,NA,NA,NA,1.44940688739648e-06,-7.9498278808713e-06,1.08486416556643e-05
"2020-05-21","PT","PT01",714200,0.0376398779247202,NA,NA,NA,1.52381785783293e-06,-8.29159460253056e-06,1.13392303181964e-05
"2020-05-22","PT","PT01",714200,0.0376398779247202,NA,NA,NA,1.60204913089385e-06,-8.64764036180546e-06,1.18517386235932e-05
"2020-05-23","PT","PT01",714200,0.0376398779247202,NA,NA,NA,1.68429685586409e-06,-9.01853707831232e-06,1.23871307900405e-05
"2020-05-24","PT","PT01",714200,0.0376398779247202,NA,NA,NA,1.77076725420597e-06,-9.40487806981477e-06,1.29464125782267e-05
"2020-05-25","PT","PT01",714200,0.0367063492063492,NA,NA,NA,1.86167713980353e-06,-9.8072798441044e-06,1.35306341237115e-05
"2020-05-26","PT","PT01",714200,0.0368500757193337,NA,NA,NA,1.95725446358283e-06,-1.02263831374258e-05,1.41408920645914e-05
"2020-05-27","PT","PT01",714200,0.0368500757193337,NA,NA,NA,2.05773888292095e-06,-1.06628528080016e-05,1.47783305738435e-05
"2020-05-28","PT","PT01",714200,0.0368500757193337,NA,NA,NA,2.16338236283256e-06,-1.11173784656669e-05,1.5444143191332e-05
"2020-05-29","PT","PT01",714200,0.0368500757193337,NA,NA,NA,2.27444980817376e-06,-1.15906751475723e-05,1.61395747639199e-05
"2020-05-30","PT","PT01",714200,0.0368500757193337,NA,NA,NA,2.39121972832956e-06,-1.20834840065011e-05,1.68659234631602e-05
"2020-05-31","PT","PT01",714200,0.0368500757193337,NA,NA,NA,2.51398493605476e-06,-1.25965730187436e-05,1.76245428908531e-05
"2020-06-01","PT","PT01",714200,0.0368500757193337,NA,NA,NA,2.64305328222345e-06,-1.31307377208565e-05,1.84168442853034e-05
