"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
"2020-04-16","BR","BRPB",3972202,0,0,0,0,6.13083217602272e-05,-0.000486023311184485,0.00060863995470494,0.817943789592627,-0.936083681076394,2.57197126026165,2.71692635034959e-05,-0.000186950295434011,0.000241288822441003
"2020-04-17","BR","BRPB",3972202,0,0,0,0,6.92826618129319e-05,-0.000536114656365829,0.000674679979991693,0.767186835598882,-0.849276515294612,2.38365018649238,2.98814329412054e-05,-0.000202120061892785,0.000261882927775195
"2020-04-18","BR","BRPB",3972202,0,0,0,0,7.82942199373507e-05,-0.000591016315086625,0.000747604754961326,0.719579570388795,-0.769638388681286,2.20879752945888,3.28643444642826e-05,-0.000218455521557321,0.000284184210485886
"2020-04-19","BR","BRPB",3972202,0,0,0,0,8.84779065237076e-05,-0.000651132639275654,0.00082808845232307,0.674926542133329,-0.696613836930482,2.04646692119714,3.61450248785644e-05,-0.000236038240086677,0.000308328289843805
"2020-04-20","BR","BRPB",3972202,0,0,0,0,9.9986179683277e-05,-0.000716891885248912,0.000916864244615466,0.633044427636284,-0.629688724914118,1.89577758018669,3.9753198938501e-05,-0.000254954451897351,0.000334460849774353
"2020-04-21","BR","BRPB",3972202,0,0,0,0,0.000112991327670912,-0.000788745613778209,0.00101472826912003,0.59376127970112,-0.568387251680126,1.75590981108237,4.37215586696474e-05,-0.000275295179532259,0.000362738296871554
"2020-04-22","BR","BRPB",3972202,0,0,0,0,0.00012768804818103,-0.000867167535152018,0.00112254363151408,0.556915821198892,-0.512269189461871,1.62610083185965,4.80860595762538e-05,-0.000297156330347039,0.000393328449499547
"2020-04-23","BR","BRPB",3972202,0,0,0,0,0.000144296363131224,-0.000952651666424621,0.00124124439268707,0.522356782943805,-0.460927283501433,1.50564084938904,5.28862464177489e-05,-0.00032063876479728,0.000426411257632778
"2020-04-24","BR","BRPB",3972202,0,0,0,0,0.000163064912570191,-0.00104570964329052,0.00137183946843091,0.489942282660674,-0.413984873611154,1.3938694389325,5.81656115058356e-05,-0.000345848329695421,0.000462179552707092
"2020-04-25","BR","BRPB",3972202,0,0,0,0,0.000184274677022475,-0.00114686700018845,0.0015154163542334,0.459539242480501,-0.371093639972705,1.29017212493371,6.39719887685651e-05,-0.000372895848765542,0.000500839826302672
"2020-04-26","BR","BRPB",3972202,0,0,0,0,0.000208243183996562,-0.0012566581987311,0.00167314456672423,0.431022842593719,-0.331931564875474,1.19397725006291,7.03579871518219e-05,-0.000401897061642098,0.000542613035945742
"2020-04-27","BR","BRPB",3972202,0,0,0,0,0.000235329261631194,-0.00137562014569855,0.00184627866896094,0.404276008801807,-0.29620098793649,1.1047530055401,7.73814672850746e-05,-0.000432972501117161,0.00058773543568731
"2020-04-28","BR","BRPB",3972202,0,0,0,0,0.000265938410645879,-0.00150428389687163,0.00203616071816339,0.379188931865664,-0.26362683349585,1.02200469722718,8.51060657302512e-05,-0.000466247296919678,0.00063645942838018
"2020-04-29","BR","BRPB",3972202,0,0,0,0,0.000300528875018072,-0.00164316419108655,0.00224422194112269,0.355658616684328,-0.23395495117764,0.945272184546296,9.36017715637042e-05,-0.000501850892587206,0.000689054435714615
"2020-04-30","BR","BRPB",3972202,0,0,0,0,0.000339618502270038,-0.00179274639915692,0.002471983403697,0.333588459451414,-0.206950581140747,0.874127500043574,0.000102945560515432,-0.000539916660040708,0.000745807781071572
"2020-05-01","BR","BRPB",3972202,0,0,0,0,0.000383792496069498,-0.00195347040376314,0.00272105539590213,0.3128878510425,-0.182396918355709,0.808172620440708,0.000113222092411186,-0.0005805813942677,0.000807025579090072
"2020-05-02","BR","BRPB",3972202,0,0,0,0,0.000433712177206814,-0.00212571084803684,0.00299313520245047,0.293471805022628,-0.160093797924383,0.747037407969639,0.000124524478236684,-0.000623984668027332,0.000873033624500699
"2020-05-03","BR","BRPB",3972202,0,0,0,0,0.000490124884107718,-0.00230975310134838,0.00329000286956382,0.275260608733561,-0.139856458767625,0.690377676234747,0.000136955123773939,-0.000670268023677409,0.000944178271225287
"2020-05-04","BR","BRPB",3972202,0,0,0,0,0.000553875161100343,-0.00250576418977531,0.00361351451197599,0.258179496031905,-0.121514404124952,0.637873396188762,0.000150626657453517,-0.000719573976048629,0.00102082729095566
"2020-05-05","BR","BRPB",3972202,0,0,0,0,0.000625917401934051,-0.0027137578250918,0.0039655926289599,0.242158340337806,-0.104910343716539,0.589227024392151,0.000165662950829567,-0.000772044796711669,0.0011033706983708
