"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_fatalities_smooth","p_cases_fatalities_smooth_low","p_cases_fatalities_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
"2020-03-19","ES","ESAN",8414240,NA,NA,NA,NA,0.0164399870181014,0.00682802613802649,0.0260519478981762,0.000467380867626757,0.000303128209244411,0.000631633526009104,20235736339124304,-142473725625335248,182945198303583872,75.3569640695931,-157.276845412468,307.990773551654
"2020-03-20","ES","ESAN",8414240,NA,NA,NA,NA,0.0170368559311751,0.00863924105989829,0.0254344708024519,0.000471727400702147,0.000306634744732612,0.000636820056671681,9443444202184114,-65142161731067840,84029050135436064,62.8759488335893,-127.398452207497,253.150349874676
"2020-03-21","ES","ESAN",8414240,NA,NA,NA,NA,0.0176553947214209,0.010519422331357,0.0247913671114848,0.000476114355521523,0.000310180243665591,0.000642048467377455,4406987564240160,-29771727968255864,38585703096736184,52.4621047375679,-103.103035225727,208.027244700863
"2020-03-22","ES","ESAN",8414240,0.0180327868852459,NA,NA,NA,0.0182963901337445,0.0124230492086556,0.0241697310588334,0.000480542107997679,0.000313765126594437,0.000647319089400921,2056616100603992,-13600425504505760,17713657705713744,43.7730560659983,-83.360833222587,170.906945354584
"2020-03-23","ES","ESAN",8414240,0.0180327868852459,NA,NA,NA,0.018953234099726,0.0141481176767504,0.0237583505227016,0.000485011037539308,0.000317389818500841,0.000652632256577775,959764402238099,-6210107226819483,8129636031295681,36.523133163297,-67.3300448540545,140.376311180648
"2020-03-24","ES","ESAN",8414240,0.0176470588235294,NA,NA,NA,0.0196165786964483,0.0155442476576079,0.0236889097352887,0.000489521527083516,0.000321054748842539,0.000657988305324493,447894824674816,-2834228486406741,3730018135756373,30.4739804790577,-54.3228147847779,115.270775742893
"2020-03-25","ES","ESAN",8414240,0.0210526315789474,NA,NA,NA,0.0202828257423368,0.0166384126175681,0.0239272388671054,0.000494073963128637,0.000324760351599204,0.000663387574658069,209019811010580,-1292856038797290,1710895660818450,25.4267201580401,-43.7773308777801,94.6307711938604
"2020-03-26","ES","ESAN",8414240,0.0224334600760456,NA,NA,NA,0.0209479796676694,0.0175099471997021,0.0243860121356367,0.000498668735767346,0.000328507065318776,0.000668830406215915,97543617358422.6,-589433410239606,784520644956452,21.2154135374466,-35.2349412230231,77.6657682979164
"2020-03-27","ES","ESAN",8414240,0.0231884057971014,NA,NA,NA,0.0216076507007724,0.0182632976109113,0.0249520037906334,0.00050330623872009,0.000332295333164254,0.000674317144275927,45520839586275.9,-268582421839725,359624101012277,17.7016055852783,-28.3213935997723,63.724604770329
"2020-03-28","ES","ESAN",8414240,0.0273858921161826,NA,NA,NA,0.0222570659866838,0.0189856167971185,0.0255285151762491,0.000507986869368827,0.000336125602960935,0.000679848135776719,21243284724877.4,-122311377028533,164797946478288,14.7697729173971,-22.7314595311777,52.2710053659718
