"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high"
"2020-03-22","US","USCT",3565287,0,0,0,0,0.0115128805018517,0.0102716724189489,0.0127540885847544
"2020-03-23","US","USCT",3565287,0,0,0,0,0.0115128805018518,0.0102716724189491,0.0127540885847545
"2020-03-24","US","USCT",3565287,0,0,0,0,0.0115128805018519,0.0102716724189493,0.0127540885847546
"2020-03-25","US","USCT",3565287,0,0,0,0,0.0115128805018521,0.0102716724189495,0.0127540885847547
"2020-03-26","US","USCT",3565287,0,0,0,0,0.0115128805018522,0.0102716724189497,0.0127540885847547
"2020-03-27","US","USCT",3565287,0.01,NA,NA,NA,0.0115128805018523,0.0102716724189498,0.0127540885847548
"2020-03-28","US","USCT",3565287,0.01,NA,NA,NA,0.0115128805018524,0.01027167241895,0.0127540885847549
"2020-03-29","US","USCT",3565287,0.01,NA,NA,NA,0.0115128805018526,0.0102716724189502,0.0127540885847549
"2020-03-30","US","USCT",3565287,0.01,NA,NA,NA,0.0115128805018527,0.0102716724189504,0.012754088584755
"2020-03-31","US","USCT",3565287,0.01,NA,NA,NA,0.0115128805018528,0.0102716724189506,0.0127540885847551
"2020-04-01","US","USCT",3565287,0.01,NA,NA,NA,0.011512880501853,0.0102716724189508,0.0127540885847551
"2020-04-02","US","USCT",3565287,0.01,NA,NA,NA,0.0115128805018531,0.0102716724189509,0.0127540885847552
"2020-04-03","US","USCT",3565287,0.01,NA,NA,NA,0.0115128805018532,0.0102716724189511,0.0127540885847553
"2020-04-04","US","USCT",3565287,0.01,NA,NA,NA,0.0115128805018533,0.0102716724189513,0.0127540885847554
"2020-04-05","US","USCT",3565287,0.01,NA,NA,NA,0.0115128805018535,0.0102716724189515,0.0127540885847554
"2020-04-06","US","USCT",3565287,0.01,NA,NA,NA,0.0115128805018536,0.0102716724189517,0.0127540885847555
"2020-04-07","US","USCT",3565287,0.01,NA,NA,NA,0.0115128805018537,0.0102716724189519,0.0127540885847556
"2020-04-08","US","USCT",3565287,0.01,NA,NA,NA,0.0115128805018539,0.0102716724189521,0.0127540885847557
"2020-04-09","US","USCT",3565287,0.01,NA,NA,NA,0.011512880501854,0.0102716724189522,0.0127540885847557
