"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high"
"2020-03-22","US","USTN",6833174,0,0,0,0,0.000335817655838807,-0.00378128869449152,0.00445292400616913
"2020-03-23","US","USTN",6833174,0,0,0,0,0.000341209970892595,-0.00381466842211274,0.00449708836389793
"2020-03-24","US","USTN",6833174,0,0,0,0,0.000346688871809675,-0.00384814558909716,0.00454152333271651
"2020-03-25","US","USTN",6833174,0,0,0,0,0.000352255748922703,-0.00388171473333496,0.00458622623118037
"2020-03-26","US","USTN",6833174,0,0,0,0,0.000357912014889288,-0.00391537019279015,0.00463119422256873
"2020-03-27","US","USTN",6833174,0,0,0,0,0.00036365910505046,-0.00394910610051564,0.00467642431061656
"2020-03-28","US","USTN",6833174,0,0,0,0,0.000369498477794911,-0.00398291637956116,0.00472191333515098
"2020-03-29","US","USTN",6833174,0,0,0,0,0.000375431614929076,-0.00401679473777198,0.00476765796763013
"2020-03-30","US","USTN",6833174,0,0,0,0,0.000381460022053154,-0.00405073466247613,0.00481365470658243
"2020-03-31","US","USTN",6833174,0,0,0,0,0.000387585228943178,-0.00408472941505819,0.00485989987294454
"2020-04-01","US","USTN",6833174,0,0,0,0,0.000393808789939207,-0.00411877202541734,0.00490638960529575
"2020-04-02","US","USTN",6833174,0,0,0,0,0.000400132284339759,-0.00415285528630747,0.00495311985498699
"2020-04-03","US","USTN",6833174,0,0,0,0,0.000406557316802577,-0.00418697174755713,0.00500008638116228
"2020-04-04","US","USTN",6833174,0,0,0,0,0.000413085517751828,-0.00422111371016693,0.00504728474567059
"2020-04-05","US","USTN",6833174,0,0,0,0,0.000419718543791841,-0.0042552732202822,0.00509471030786588
"2020-04-06","US","USTN",6833174,0,0,0,0,0.00042645807812749,-0.00428944206303846,0.00514235821929344
"2020-04-07","US","USTN",6833174,0,0,0,0,0.000433305830991324,-0.0043236117562773,0.00519022341825995
"2020-04-08","US","USTN",6833174,0,0,0,0,0.000440263540077562,-0.00435777354413026,0.00523830062428539
"2020-04-09","US","USTN",6833174,0,0,0,0,0.000447332970983046,-0.00439191839046824,0.00528658433243433
"2020-04-10","US","USTN",6833174,0,0,0,0,0.000454515917655289,-0.0044260369722139,0.00533506880752448
"2020-04-11","US","USTN",6833174,0,0,0,0,0.0004618142028477,-0.0044601196725146,0.00538374807821
"2020-04-12","US","USTN",6833174,0,0,0,0,0.000469229678582139,-0.00449415657377314,0.00543261593093742
"2020-04-13","US","USTN",6833174,0,0,0,0,0.000476764226618878,-0.00452813745053386,0.00548166590377162
"2020-04-14","US","USTN",6833174,0,0,0,0,0.000484419758934125,-0.00456205176222138,0.00553089128008963
"2020-04-15","US","USTN",6833174,0,0,0,0,0.000492198218205209,-0.00459588864572923,0.00558028508213964
"2020-04-16","US","USTN",6833174,0,0,0,0,0.000500101578303552,-0.0046296369078558,0.00562984006446291
"2020-04-17","US","USTN",6833174,0,0,0,0,0.000508131844795567,-0.00466328501758479,0.00567954870717592
"2020-04-18","US","USTN",6833174,0,0,0,0,0.000516291055451588,-0.00469682109820731,0.00572940320911049
"2020-04-19","US","USTN",6833174,0,0,0,0,0.000524581280762982,-0.00473023291928303,0.005779395480809
"2020-04-20","US","USTN",6833174,0,0,0,0,0.000533004624467553,-0.00476350788843731,0.00582951713737241
"2020-04-21","US","USTN",6833174,0,0,0,0,0.000541563224083395,-0.00479663304299153,0.00587975949115832
"2020-04-22","US","USTN",6833174,0,0,0,0,0.000550259251451308,-0.00482959504142394,0.00593011354432656
"2020-04-23","US","USTN",6833174,0,0,0,0,0.00055909491328593,-0.00486238015465765,0.00598056998122951
"2020-04-24","US","USTN",6833174,0,0,0,0,0.00056807245173571,-0.00489497425717336,0.00603111916064478
"2020-04-25","US","USTN",6833174,0,0,0,0,0.000577194144951885,-0.00492736281794341,0.00608175110784718
"2020-04-26","US","USTN",6833174,0,0,0,0,0.000586462307666583,-0.00495953089118458,0.00613245550651774
"2020-04-27","US","USTN",6833174,0,0,0,0,0.000595879291780211,-0.00499146310692622,0.00618322169048664
"2020-04-28","US","USTN",6833174,0,0,0,0,0.000605447486958279,-0.00502314366139118,0.00623403863530774
"2020-04-29","US","USTN",6833174,0,0,0,0,0.000615169321237803,-0.00505455630718606,0.00628489494966166
"2020-04-30","US","USTN",6833174,0,0,0,0,0.000625047261643448,-0.0050856843432982,0.0063357788665851
"2020-05-01","US","USTN",6833174,0,0,0,0,0.000635083814813561,-0.00511651060489605,0.00638667823452317
"2020-05-02","US","USTN",6833174,0,0,0,0,0.000645281527636261,-0.00514701745293008,0.0064375805082026
"2020-05-03","US","USTN",6833174,0,0,0,0,0.000655642987895736,-0.00517718676353126,0.00648847273932273
"2020-05-04","US","USTN",6833174,0,0,0,0,0.000666170824928932,-0.00520699991720403,0.00653934156706189
"2020-05-05","US","USTN",6833174,0,0,0,0,0.000676867710292765,-0.00523643778781079,0.00659017320839632
"2020-05-06","US","USTN",6833174,0,0,0,0,0.000687736358442065,-0.0052654807313451,0.00664095344822923
"2020-05-07","US","USTN",6833174,0,0,0,0,0.000698779527418399,-0.00529410857449063,0.00669166762932743
"2020-05-08","US","USTN",6833174,0,0,0,0,0.000710000019549956,-0.00532230060296296,0.00674230064206287
"2020-05-09","US","USTN",6833174,0,0,0,0,0.000721400682162665,-0.00535003554963146,0.00679283691395679
"2020-05-10","US","USTN",6833174,0,0,0,0,0.000732984408302739,-0.0053772915824187,0.00684326039902418
"2020-05-11","US","USTN",6833174,0,0,0,0,0.000744754137470821,-0.00540404629197449,0.00689355456691613
