"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
"2020-03-19","ES","ESEX",1067710,NA,NA,NA,NA,0.0294453575026366,0.0284454497286839,0.0304452652765894,1391906204313.66,-3618442969759.96,6402255378387.28
"2020-03-20","ES","ESEX",1067710,NA,NA,NA,NA,0.0294453695777123,0.0284454662367168,0.0304452729187079,765037167205.971,-1940095790741.69,3470170125153.63
"2020-03-21","ES","ESEX",1067710,NA,NA,NA,NA,0.029445381652793,0.0284454826557115,0.0304452806498746,420489444901.322,-1039562739146.01,1880541628948.65
"2020-03-22","ES","ESEX",1067710,0.056,NA,NA,NA,0.0294453937278786,0.0284454989856665,0.0304452884700908,231114749521.438,-556660021365.799,1018889520408.67
"2020-03-23","ES","ESEX",1067710,0.056,NA,NA,NA,0.0294454058039928,0.0284455152269235,0.0304452963810621,127028224118.435,-297869277337.34,551925725574.209
"2020-03-24","ES","ESEX",1067710,0.056,NA,NA,NA,0.0294454178829888,0.0284455313818238,0.0304453043841537,69818865979.3299,-159272583875.521,298910315834.181
"2020-03-25","ES","ESEX",1067710,0.0472222222222222,NA,NA,NA,0.0294454299661112,0.0284455474533074,0.0304453124789149,38374731918.5908,-85097702528.2085,161847166365.39
"2020-03-26","ES","ESEX",1067710,0.0369565217391304,NA,NA,NA,0.0294454420546046,0.0284455634442957,0.0304453206649134,21092007570.8432,-45429338840.8049,87613353982.4913
"2020-03-27","ES","ESEX",1067710,0.0369565217391304,NA,NA,NA,0.0294454541497136,0.0284455793577505,0.0304453289416767,11592857099.6206,-24231219387.0545,47416933586.2957
"2020-03-28","ES","ESEX",1067710,0.0483660130718954,NA,NA,NA,0.0294454662526828,0.0284455951967175,0.0304453373086481,6371813364.88899,-12912516819.3162,25656143549.0942
"2020-03-29","ES","ESEX",1067710,0.0423645320197044,NA,NA,NA,0.0294454783647569,0.0284456109643546,0.0304453457651592,3502156992.71441,-6874127177.69416,13878441163.123
"2020-03-30","ES","ESEX",1067710,0.0423645320197044,NA,NA,NA,0.0294454904871803,0.0284456266639428,0.0304453543104179,1924900008.71706,-3655669832.14192,7505469849.57604
"2020-03-31","ES","ESEX",1067710,0.04,NA,NA,NA,0.0294455026211978,0.0284456422988834,0.0304453629435123,1057987991.76255,-1941904729.53466,4057880713.05975
"2020-04-01","ES","ESEX",1067710,0.0461538461538462,NA,NA,NA,0.029445514768054,0.0284456578726771,0.0304453716634308,581504797.986744,-1030305305.55137,2193314901.52486
"2020-04-02","ES","ESEX",1067710,0.0412087912087912,NA,NA,NA,0.0294455269289933,0.0284456733888896,0.0304453804690971,319614053.008577,-545937262.171535,1185165368.18869
"2020-04-03","ES","ESEX",1067710,0.0412087912087912,NA,NA,NA,0.0294455391052605,0.0284456888510992,0.0304453893594218,175670335.368225,-288878807.625066,640219478.361515
"2020-04-04","ES","ESEX",1067710,0.0412087912087912,NA,NA,NA,0.0294455512981464,0.0284457042628746,0.0304453983334182,96554160.988526,-152629007.422281,345737329.399333
"2020-04-05","ES","ESEX",1067710,0.0412087912087912,NA,NA,NA,0.0294455635098072,0.0284457196284814,0.030445407391133,53069324.3378649,-80510653.7916981,186649302.467428
"2020-04-06","ES","ESEX",1067710,0.0412087912087912,NA,NA,NA,0.029445575743168,0.0284457349527738,0.0304454165335621,29168636.0985757,-42393964.8672687,100731237.06442
"2020-04-07","ES","ESEX",1067710,0.0412087912087912,NA,NA,NA,0.0294455880011804,0.0284457502405501,0.0304454257618107,16032036.255718,-22280274.1974188,54344346.7088548
"2020-04-08","ES","ESEX",1067710,0.0412087912087912,NA,NA,NA,0.0294456002867964,0.0284457654965939,0.0304454350769989,8811731.39656036,-11684889.0344913,29308351.827612
"2020-04-09","ES","ESEX",1067710,0.0435594275046671,NA,NA,NA,0.0294456126029676,0.0284457807257244,0.0304454444802107,4843215.73171559,-6114013.84162894,15800445.3050601
"2020-04-10","ES","ESEX",1067710,0.0435594275046671,NA,NA,NA,0.0294456249526457,0.0284457959328308,0.0304454539724606,2661989.74620279,-3190966.60276171,8514946.09516729
"2020-04-11","ES","ESEX",1067710,0.0435594275046671,NA,NA,NA,0.0294456373387826,0.0284458111228899,0.0304454635546752,1463116.61536885,-1660700.7265966,4586933.95733429
"2020-04-12","ES","ESEX",1067710,0.0365414307771487,NA,NA,NA,0.0294456497643299,0.028445826300968,0.0304454732276918,804176.737803736,-861573.056081574,2469926.53168905
"2020-04-13","ES","ESEX",1067710,0.0365414307771487,NA,NA,NA,0.0294456622322395,0.0284458414722054,0.0304454829922737,442001.832821537,-445406.704221786,1329410.36986486
"2020-04-14","ES","ESEX",1067710,0.0396518375241779,NA,NA,NA,0.0294456747454632,0.028445856641786,0.0304454928491405,242938.661408126,-229342.601297576,715219.924113828
"2020-04-15","ES","ESEX",1067710,0.0355691056910569,NA,NA,NA,0.0294456873069527,0.0284458718148893,0.0304455027990161,133527.032750119,-117552.929529021,384606.995029258
"2020-04-16","ES","ESEX",1067710,0.0355691056910569,NA,NA,NA,0.0294456999196601,0.0284458869966274,0.0304455128426927,73390.8237236005,-59938.4670233784,206720.114470579
"2020-04-17","ES","ESEX",1067710,0.033201189296333,NA,NA,NA,0.0294457125869242,0.0284459021922963,0.0304455229815521,40337.9967029453,-30376.0650794964,111052.058485387
