"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high"
"2020-03-28","GR","GRF",206470,0,NA,NA,NA,1.82205950455172e-12,-3.23471467603484e-11,3.59912657694519e-11
"2020-03-29","GR","GRF",206470,0,NA,NA,NA,2.00047827274221e-12,-3.5277382359026e-11,3.92783389045104e-11
"2020-03-30","GR","GRF",206470,0,NA,NA,NA,2.19636807124926e-12,-3.84718161710931e-11,4.28645523135916e-11
"2020-03-31","GR","GRF",206470,0,NA,NA,NA,2.41143968926518e-12,-4.19541518007295e-11,4.67770311792598e-11
"2020-04-01","GR","GRF",206470,0.00476190476190476,NA,NA,NA,2.64757143899648e-12,-4.57502088390875e-11,5.10453517170805e-11
"2020-04-02","GR","GRF",206470,0.00333333333333333,NA,NA,NA,2.90682555976641e-12,-4.98881238102384e-11,5.57017749297712e-11
"2020-04-03","GR","GRF",206470,0.00333333333333333,NA,NA,NA,3.19146622843118e-12,-5.43985413385017e-11,6.0781473795364e-11
"2020-04-04","GR","GRF",206470,0.00333333333333333,NA,NA,NA,3.50397933340191e-12,-5.93148227783990e-11,6.63227814452029e-11
"2020-04-05","GR","GRF",206470,0.00333333333333333,NA,NA,NA,3.84709418496903e-12,-6.46733003513206e-11,7.23674887212587e-11
"2020-04-06","GR","GRF",206470,0.00333333333333333,NA,NA,NA,4.2238073515338e-12,-7.05135393516881e-11,7.89611540547557e-11
"2020-04-07","GR","GRF",206470,0.00333333333333333,NA,NA,NA,4.63740882991869e-12,-7.68786231950577e-11,8.61534408548951e-11
"2020-04-08","GR","GRF",206470,0.00333333333333333,NA,NA,NA,5.09151077831366e-12,-8.38154632903703e-11,9.39984848469976e-11
"2020-04-09","GR","GRF",206470,0.00333333333333333,NA,NA,NA,5.59007906279504e-12,-9.13751359014276e-11,1.02555294027018e-10
"2020-04-10","GR","GRF",206470,0.00333333333333333,NA,NA,NA,6.13746789292616e-12,-9.96132483667687e-11,1.11888184152621e-10
"2020-04-11","GR","GRF",206470,0.00333333333333333,NA,NA,NA,6.73845784892783e-12,-1.08590337275947e-10,1.22067252973803e-10
"2020-04-12","GR","GRF",206470,0.00333333333333333,NA,NA,NA,7.39829763252519e-12,-1.18372301457939e-10,1.33168896722989e-10
"2020-04-13","GR","GRF",206470,0.00333333333333333,NA,NA,NA,8.12274990609967e-12,-1.29030872929213e-10,1.45276372741412e-10
"2020-04-14","GR","GRF",206470,0.00333333333333333,NA,NA,NA,8.91814162047893e-12,-1.4064412928097e-10,1.58480412521928e-10
"2020-04-15","GR","GRF",206470,0.00333333333333333,NA,NA,NA,9.79141927089856e-12,-1.53297052014219e-10,1.72879890556016e-10
"2020-04-16","GR","GRF",206470,0.00333333333333333,NA,NA,NA,1.07502095637158e-11,-1.6708214964103e-10,1.88582568768462e-10
"2020-04-17","GR","GRF",206470,0.00333333333333333,NA,NA,NA,1.18028860236948e-11,-1.8210012483183e-10,2.0570589687922e-10
"2020-04-18","GR","GRF",206470,0.00333333333333333,NA,NA,NA,1.29586421235671e-11,-1.98460579683587e-10,2.24377863930721e-10
"2020-04-19","GR","GRF",206470,0.00333333333333333,NA,NA,NA,1.42275715745542e-11,-2.16282793263718e-10,2.44737936412827e-10
"2020-04-20","GR","GRF",206470,0.00333333333333333,NA,NA,NA,1.56207564790568e-11,-2.3569656666826e-10,2.66938079626373e-10
"2020-04-21","GR","GRF",206470,0.00333333333333333,NA,NA,NA,1.71503641153861e-11,-2.56843140717118e-10,2.91143868947891e-10
"2020-04-22","GR","GRF",206470,0.00333333333333333,NA,NA,NA,1.88297531997997e-11,-2.7987619251917e-10,3.17535698918769e-10
"2020-04-23","GR","GRF",206470,0.00333333333333333,NA,NA,NA,2.0673590553875e-11,-3.04962917725318e-10,3.46310098833068e-10
"2020-04-24","GR","GRF",206470,0.00333333333333333,NA,NA,NA,2.26979791961238e-11,-3.32285205947036e-10,3.77681164339283e-10
"2020-04-25","GR","GRF",206470,0.00333333333333333,NA,NA,NA,2.4920598976529e-11,-3.62040917565305e-10,4.11882115518363e-10
"2020-04-26","GR","GRF",206470,0.00333333333333333,NA,NA,NA,2.7360860982223e-11,-3.94445271006895e-10,4.49166992971341e-10
"2020-04-27","GR","GRF",206470,0.00333333333333333,NA,NA,NA,3.00400770628018e-11,-4.29732350541938e-10,4.89812504667541e-10
"2020-04-28","GR","GRF",206470,0.00333333333333333,NA,NA,NA,3.29816459558073e-11,-4.68156745783636e-10,5.3412003769525e-10
"2020-04-29","GR","GRF",206470,0.00333333333333333,NA,NA,NA,3.62112576379231e-11,-5.09995356470952e-10,5.82417871746799e-10
"2020-04-30","GR","GRF",206470,0.00333333333333333,NA,NA,NA,3.9757117686619e-11,-5.55549410881359e-10,6.35063646254597e-10
"2020-05-01","GR","GRF",206470,0.00333333333333333,NA,NA,NA,4.36501936114643e-11,-6.05146533156543e-10,6.92446920379471e-10
"2020-05-02","GR","GRF",206470,0.00333333333333333,NA,NA,NA,4.79244853066086e-11,-6.59143007095944e-10,7.54991977709162e-10
"2020-05-03","GR","GRF",206470,0.00333333333333333,NA,NA,NA,5.26173219863955e-11,-7.17926250302352e-10,8.23160894275143e-10
"2020-05-04","GR","GRF",206470,0.00333333333333333,NA,NA,NA,5.77696881973584e-11,-7.81917497549646e-10,8.97456873944363e-10
"2020-05-05","GR","GRF",206470,0.00333333333333333,NA,NA,NA,6.34265817537976e-11,-8.51574710944117e-10,9.78427874451712e-10
"2020-05-06","GR","GRF",206470,0.00333333333333333,NA,NA,NA,6.96374067229416e-11,-9.27395736092141e-10,1.06667054953802e-09
"2020-05-07","GR","GRF",206470,0.00333333333333333,NA,NA,NA,7.64564048918062e-11,-1.00992172534931e-09,1.16283453513292e-09
"2020-05-08","GR","GRF",206470,0.00333333333333333,NA,NA,NA,8.39431294839301e-11,-1.0997408513543e-09,1.26762711032216e-09
"2020-05-09","GR","GRF",206470,0.00333333333333333,NA,NA,NA,9.21629652631673e-11,-1.19749233650054e-09,1.38181826702688e-09
"2020-05-10","GR","GRF",206470,0.00333333333333333,NA,NA,NA,1.01187699566814e-10,-1.30387082683754e-09,1.50624622597116e-09
"2020-05-11","GR","GRF",206470,0.00333333333333333,NA,NA,NA,1.11096149255162e-10,-1.41963114220703e-09,1.64182344071736e-09
"2020-05-12","GR","GRF",206470,0.00333333333333333,NA,NA,NA,1.21974849052924e-10,-1.54559344816905e-09,1.7895431462749e-09
"2020-05-13","GR","GRF",206470,0.00333333333333333,NA,NA,NA,1.33918807295078e-10,-1.68264911072391e-09,1.95048672531406e-09
"2020-05-14","GR","GRF",206470,0.00333333333333333,NA,NA,NA,1.47032335675867e-10,-1.8317668930603e-09,2.12583156441203e-09
"2020-05-15","GR","GRF",206470,0.00333333333333333,NA,NA,NA,1.61429960246931e-10,-1.9939993734037e-09,2.31685929389756e-09
"2020-05-16","GR","GRF",206470,0.00333333333333333,NA,NA,NA,1.77237421622559e-10,-2.1704900697744e-09,2.52496491301952e-09
"2020-05-17","GR","GRF",206470,0.00333333333333333,NA,NA,NA,1.94592773126599e-10,-2.36248116441333e-09,2.75166671066653e-09
"2020-05-18","GR","GRF",206470,0.00333333333333333,NA,NA,NA,2.13647586471591e-10,-2.57132186713794e-09,2.99861704008112e-09
"2020-05-19","GR","GRF",206470,0.00333333333333333,NA,NA,NA,2.34568275499836e-10,-2.79847747026575e-09,3.26761402126542e-09
"2020-05-20","GR","GRF",206470,0.00333333333333333,NA,NA,NA,2.57537549547216e-10,-3.04553915286078e-09,3.56061425195522e-09
"2020-05-21","GR","GRF",206470,0.00333333333333333,NA,NA,NA,2.8275600912262e-10,-3.31423459797738e-09,3.87974661622262e-09
