"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high"
"2020-03-23","IT","IT62",5879082,NA,NA,NA,NA,0.0146184726060228,0.0104304582049917,0.0188064870070539,884791.415935101,-14526629.5800515,16296212.4119217
"2020-03-24","IT","IT62",5879082,NA,NA,NA,NA,0.0146186751881489,0.0104312175130777,0.0188061328632201,797908.569188227,-13021023.3930804,14616840.5314568
"2020-03-25","IT","IT62",5879082,0.025,NA,NA,NA,0.0146188777730824,0.0104319663394005,0.0188057892067643,719557.257583905,-11671033.8336015,13110148.3487693
"2020-03-26","IT","IT62",5879082,0.025,NA,NA,NA,0.0146190804388351,0.0104327048331386,0.0188054560445317,648899.719761598,-10460616.7818885,11758416.2214117
"2020-03-27","IT","IT62",5879082,0.0363636363636364,NA,NA,NA,0.0146192833427647,0.0104334337519732,0.0188051329335561,585180.459051362,-9375378.52854466,10545739.4466474
"2020-03-28","IT","IT62",5879082,0.0363636363636364,NA,NA,NA,0.0146194866038944,0.010434153975997,0.0188048192317917,527718.165422208,-8402406.35182685,9457842.68267127
"2020-03-29","IT","IT62",5879082,0.0333333333333333,NA,NA,NA,0.0146196903412542,0.0104348663598822,0.0188045143226262,475898.430661926,-7530116.45422344,8481913.31554729
"2020-03-30","IT","IT62",5879082,0.0333333333333333,NA,NA,NA,0.0146198946738811,0.0104355717448694,0.0188042176028927,429167.178896126,-6748117.48271458,7606451.84050683
"2020-03-31","IT","IT62",5879082,0.0333333333333333,NA,NA,NA,0.0146200997208182,0.0104362709679528,0.0188039284736836,387024.742202848,-6047088.03846647,6821137.52287217
"2020-04-01","IT","IT62",5879082,0.0333333333333333,NA,NA,NA,0.0146203056011159,0.0104369648682603,0.0188036463339715,349020.517977255,-5418666.74454902,6116707.78050353
"2020-04-02","IT","IT62",5879082,0.0333333333333333,NA,NA,NA,0.0146205124338312,0.0104376542906225,0.0188033705770398,314748.15092125,-4855353.58649141,5484849.88833391
"2020-04-03","IT","IT62",5879082,0.0333333333333333,NA,NA,NA,0.014620720338028,0.0104383400863302,0.0188031005897258,283841.188141269,-4350421.37179,4918103.74807254
"2020-04-04","IT","IT62",5879082,0.0333333333333333,NA,NA,NA,0.0146209294327772,0.0104390231110761,0.0188028357544784,255969.160897795,-3897836.27241489,4409774.59421048
"2020-04-05","IT","IT62",5879082,0.0333333333333333,NA,NA,NA,0.0146211398371569,0.0104397042200787,0.0188025754542352,230834.051110706,-3492186.52022989,3953854.62245131
"2020-04-06","IT","IT62",5879082,0.0333333333333333,NA,NA,NA,0.0146213516702523,0.0104403842603849,0.0188023190801197,208167.10483905,-3128618.42032399,3544952.63000209
"2020-04-07","IT","IT62",5879082,0.0326797385620915,NA,NA,NA,0.0146215650511558,0.0104410640603494,0.0188020660419622,187725.958664096,-2802778.93263101,3178230.8499592
"2020-04-08","IT","IT62",5879082,0.0326797385620915,NA,NA,NA,0.0146217801055397,0.0104417444490161,0.0188018157620633,169292.048249429,-2510764.14885971,2849348.24535857
"2020-04-09","IT","IT62",5879082,0.0326797385620915,NA,NA,NA,0.0146219970822865,0.0104424268219236,0.0188015673426494,152668.27136979,-2249073.0606026,2554409.60334218
"2020-04-10","IT","IT62",5879082,0.0326797385620915,NA,NA,NA,0.0146222163397144,0.0104431130686144,0.0188013196108144,137676.880420874,-2014566.07628554,2289919.83712728
"2020-04-11","IT","IT62",5879082,0.0141643059490085,NA,NA,NA,0.0146224382399675,0.0104438050587511,0.018801071421184,124157.581875741,-1804427.80011045,2052742.96386193
"2020-04-12","IT","IT62",5879082,0.011037527593819,NA,NA,NA,0.0146226631452136,0.0104445046352785,0.0188008216551486,111965.822366895,-1616133.63597195,1840065.28070574
"2020-04-13","IT","IT62",5879082,0.011037527593819,NA,NA,NA,0.0146228914176439,0.0104452136228858,0.0188005692124021,100971.243067869,-1447419.82405285,1649362.31018859
"2020-04-14","IT","IT62",5879082,0.011037527593819,NA,NA,NA,0.0146231234194749,0.0104459338327965,0.0188003130061533,91056.2858482274,-1296256.55797057,1478369.12966703
"2020-04-15","IT","IT62",5879082,0.00904159132007233,NA,NA,NA,0.0146233595129485,0.0104466670638827,0.0188000519620142,82114.9362982478,-1160823.8663972,1325053.7389937
"2020-04-16","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.0146236000603332,0.0104474151000983,0.0187997850205681,74051.5901835179,-1039489.97545263,1187593.15581967
"2020-04-17","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.0146238454239252,0.0104481797042279,0.0187995111436225,66780.0312088195,-930791.897223311,1064351.95964095
"2020-04-18","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.0146240959660496,0.0104489626079481,0.0187992293241512,60222.5091615054,-833418.015856944,953863.034179955
"2020-04-19","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.0146243520490617,0.0104497654981929,0.0187989385999305,54308.908577281,-746192.466096397,854810.283250959
"2020-04-20","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.0146246140353478,0.010450589999821,0.0187986380708746,48975.9990395886,-668061.120146691,766013.118225868
"2020-04-21","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.014624882287396,0.0104514376550348,0.0187983269197572,44166.7590964821,-598079.017640055,686412.535833019
"2020-04-22","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.0146251572859756,0.0104523106910692,0.0187980038808819,39829.7665660669,-535399.090407273,615058.623539406
"2020-04-23","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.0146254398727535,0.0104532136508232,0.0187976660946839,35918.6487113952,-479262.048971404,551099.346394194
"2020-04-24","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.0146257309580644,0.0104541514738942,0.0187973104422347,32391.5864059259,-428987.311332316,493770.484144168
"2020-04-25","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.0146260314523291,0.0104551290532895,0.0187969338513687,29210.86698787,-383964.86686303,442386.600838769
"2020-04-26","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.0146263422660601,0.0104561512401915,0.0187965332919286,26342.4810223841,-343647.979138438,396332.941183206
"2020-04-27","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.014626664309868,0.0104572228401055,0.0187961057796304,23755.7586600501,-307546.641388748,355058.158708848
"2020-04-28","IT","IT62",5879082,0.00900900900900901,NA,NA,NA,0.014626998494468,0.010458348600374,0.018795648388562,21423.0417034375,-275221.707130814,318067.790537688
"2020-04-29","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146273457306873,0.0104595331890406,0.018795158272334,19319.3878753721,-246279.626483333,284918.402234078
"2020-04-30","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146277069294729,0.010460781165042,0.0187946326939037,17422.3041268304,-220367.725809535,255212.334063196
"2020-05-01","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146280830018998,0.0104620969397025,0.0187940690640972,15711.5061328996,-197169.974737131,228592.98700293
"2020-05-02","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146284748591805,0.0104634847295004,0.0187934649888606,14168.7014052287,-176403.190354244,204740.593164701
"2020-05-03","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146288834126739,0.0104649485000712,0.0187928183252765,12777.3937019417,-157813.63353984,183368.420943723
"2020-05-04","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146293095738958,0.0104664919014039,0.0187921272463876,11522.7066436847,-141173.957017495,164219.370304864
"2020-05-05","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146297543477096,0.0104681189755183,0.0187913897199009,10391.2246498475,-126280.468876498,147062.918176193
"2020-05-06","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146302199508212,0.0104698434847896,0.0187905964168529,9370.84949418363,-112950.679033315,131692.378021682
"2020-05-07","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146307094476709,0.0104716859067753,0.0187897329885666,8450.67094607777,-101021.099452594,117922.441344749
"2020-05-08","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146312259206048,0.0104736664866828,0.0187887853545269,7620.85011430577,-90345.2719495216,105586.972178133
"2020-05-09","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146317724525423,0.0104758050386396,0.018787739866445,6872.51424594446,-80792.0000895045,94537.0285813934
"2020-05-10","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146323521270362,0.0104781208478644,0.0187865834062079,6197.66185560467,-72243.7641191627,84639.0878303721
"2020-05-11","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146329680283394,0.0104806325279324,0.0187853035287464,5589.07717056837,-64595.3000313199,75773.4543724566
"2020-05-12","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146336232414779,0.0104833578327857,0.0187838886501702,5040.25297706772,-57752.3258135655,67832.831767701
"2020-05-13","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146343208523303,0.0104863134230533,0.0187823282816073,4545.32104273237,-51630.399675849,60721.0417613138
"2020-05-14","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146350639477139,0.0104895145861474,0.0187806133092804,4098.98937126854,-46153.8966196795,54351.8753622166
"2020-05-15","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146358556154773,0.0104929749094929,0.0187787363214618,3696.4856184664,-41255.0911170312,48648.062353964
"2020-05-16","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146366989445996,0.01049670590614,0.0187766919830592,3333.50606452057,-36873.3349282394,43540.3470572805
"2020-05-17","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146375970252959,0.0105007165918919,0.0187744774586998,3006.1695970579,-32954.320219596,38966.6594137118
"2020-05-18","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146385529587403,0.0105050131119398,0.0187720928055407,2710.97621284059,-29449.4191563202,34871.3715820014
"2020-05-19","IT","IT62",5879082,0.00854700854700855,NA,NA,NA,0.0146395724486797,0.0105096248633114,0.0187695200340479,2444.76959443003,-26315.0920570912,31204.6312459513
