"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
"2020-04-05","CL","CLTA",330558,0,0,0,0,0.0143319225986105,-0.109381495998755,0.138045341195976,0.0143319225986105,-0.109381495998755,0.138045341195976
"2020-04-06","CL","CLTA",330558,0,0,0,0,0.0143314955086655,-0.108241416879434,0.136904407896765,0.0143314955086655,-0.108241416879434,0.136904407896765
"2020-04-07","CL","CLTA",330558,0,0,0,0,0.0143310684314491,-0.107101406010993,0.135763542873891,0.0143310684314491,-0.107101406010993,0.135763542873891
"2020-04-08","CL","CLTA",330558,0,0,0,0,0.0143306413669568,-0.105961463401418,0.134622746135331,0.0143306413669568,-0.105961463401418,0.134622746135331
"2020-04-09","CL","CLTA",330558,0,0,0,0,0.0143302143151916,-0.10482158905975,0.133482017690133,0.0143302143151916,-0.10482158905975,0.133482017690133
"2020-04-10","CL","CLTA",330558,0,0,0,0,0.0143297872761531,-0.103681782994885,0.132341357547191,0.0143297872761531,-0.103681782994885,0.132341357547191
"2020-04-11","CL","CLTA",330558,0,0,0,0,0.0143293602498405,-0.102542045216559,0.13120076571624,0.0143293602498405,-0.102542045216559,0.13120076571624
"2020-04-12","CL","CLTA",330558,0,0,0,0,0.0143289332362525,-0.101402375735007,0.130060242207512,0.0143289332362525,-0.101402375735007,0.130060242207512
"2020-04-13","CL","CLTA",330558,0,0,0,0,0.0143285062353929,-0.100262774560612,0.128919787031398,0.0143285062353929,-0.100262774560612,0.128919787031398
"2020-04-14","CL","CLTA",330558,0,0,0,0,0.0143280792472539,-0.0991232417045227,0.127779400199031,0.0143280792472539,-0.0991232417045227,0.127779400199031
"2020-04-15","CL","CLTA",330558,0,0,0,0,0.0143276522718417,-0.0979837771786547,0.126639081722338,0.0143276522718417,-0.0979837771786547,0.126639081722338
"2020-04-16","CL","CLTA",330558,0,0,0,0,0.01432722530915,-0.0968443809953574,0.125498831613657,0.01432722530915,-0.0968443809953574,0.125498831613657
"2020-04-17","CL","CLTA",330558,0,0,0,0,0.0143267983591848,-0.0957050531677436,0.124358649886113,0.0143267983591848,-0.0957050531677436,0.124358649886113
"2020-04-18","CL","CLTA",330558,0,0,0,0,0.0143263714219417,-0.0945657937090883,0.123218536552972,0.0143263714219417,-0.0945657937090883,0.123218536552972
"2020-04-19","CL","CLTA",330558,0,0,0,0,0.0143259444974194,-0.093426602634253,0.122078491629092,0.0143259444974194,-0.093426602634253,0.122078491629092
"2020-04-20","CL","CLTA",330558,0,0,0,0,0.0143255175856231,-0.0922874799578962,0.120938515129142,0.0143255175856231,-0.0922874799578962,0.120938515129142
"2020-04-21","CL","CLTA",330558,0,0,0,0,0.0143250906865446,-0.0911484256961745,0.119798607069264,0.0143250906865446,-0.0911484256961745,0.119798607069264
"2020-04-22","CL","CLTA",330558,0,0,0,0,0.014324663800191,-0.0900094398657433,0.118658767466125,0.014324663800191,-0.0900094398657433,0.118658767466125
"2020-04-23","CL","CLTA",330558,0,0,0,0,0.0143242369265604,-0.0888705224841516,0.117518996337272,0.0143242369265604,-0.0888705224841516,0.117518996337272
"2020-04-24","CL","CLTA",330558,0,0,0,0,0.0143238100656446,-0.0877316735700187,0.116379293701308,0.0143238100656446,-0.0877316735700187,0.116379293701308
"2020-04-25","CL","CLTA",330558,0,0,0,0,0.0143233832174505,-0.086592893142722,0.115239659577623,0.0143233832174505,-0.086592893142722,0.115239659577623
"2020-04-26","CL","CLTA",330558,0,0,0,0,0.0143229563819807,-0.0854541812227928,0.114100093986754,0.0143229563819807,-0.0854541812227928,0.114100093986754
"2020-04-27","CL","CLTA",330558,0,0,0,0,0.014322529559228,-0.0843155378316287,0.112960596950085,0.014322529559228,-0.0843155378316287,0.112960596950085
"2020-04-28","CL","CLTA",330558,0,0,0,0,0.0143221027491934,-0.0831769629922787,0.111821168490665,0.0143221027491934,-0.0831769629922787,0.111821168490665
"2020-04-29","CL","CLTA",330558,0,0,0,0,0.0143216759518801,-0.0820384567285162,0.110681808632276,0.0143216759518801,-0.0820384567285162,0.110681808632276
"2020-04-30","CL","CLTA",330558,0,0,0,0,0.0143212491672848,-0.0809000190655592,0.109542517400129,0.0143212491672848,-0.0809000190655592,0.109542517400129
"2020-05-01","CL","CLTA",330558,0,0,0,0,0.0143208223954048,-0.0797616500300366,0.108403294820846,0.0143208223954048,-0.0797616500300366,0.108403294820846
"2020-05-02","CL","CLTA",330558,0,0,0,0,0.0143203956362442,-0.0786233496500574,0.107264140922546,0.0143203956362442,-0.0786233496500574,0.107264140922546
"2020-05-03","CL","CLTA",330558,0,0,0,0,0.0143199688898026,-0.0774851179551139,0.106125055734719,0.0143199688898026,-0.0774851179551139,0.106125055734719
"2020-05-04","CL","CLTA",330558,0,0,0,0,0.0143195421560758,-0.0763469549763499,0.104986039288502,0.0143195421560758,-0.0763469549763499,0.104986039288502
"2020-05-05","CL","CLTA",330558,0,0,0,0,0.0143191154350669,-0.0752088607469286,0.103847091617062,0.0143191154350669,-0.0752088607469286,0.103847091617062
"2020-05-06","CL","CLTA",330558,0,0,0,0,0.0143186887267747,-0.0740708353015122,0.102708212755062,0.0143186887267747,-0.0740708353015122,0.102708212755062
"2020-05-07","CL","CLTA",330558,0,0,0,0,0.0143182620311954,-0.0729328786770333,0.101569402739424,0.0143182620311954,-0.0729328786770333,0.101569402739424
"2020-05-08","CL","CLTA",330558,0,0,0,0,0.0143178353483345,-0.0717949909120741,0.100430661608743,0.0143178353483345,-0.0717949909120741,0.100430661608743
"2020-05-09","CL","CLTA",330558,0,0,0,0,0.0143174086781902,-0.0706571720480893,0.0992919894044696,0.0143174086781902,-0.0706571720480893,0.0992919894044696
"2020-05-10","CL","CLTA",330558,0,0,0,0,0.0143169820207576,-0.0695194221283983,0.0981533861699135,0.0143169820207576,-0.0695194221283983,0.0981533861699135
"2020-05-11","CL","CLTA",330558,0,0,0,0,0.0143165553760398,-0.0683817411988277,0.0970148519509072,0.0143165553760398,-0.0683817411988277,0.0970148519509072
"2020-05-12","CL","CLTA",330558,0,0,0,0,0.0143161287440368,-0.0672441293088012,0.0958763867968749,0.0143161287440368,-0.0672441293088012,0.0958763867968749
"2020-05-13","CL","CLTA",330558,0,0,0,0,0.0143157021247489,-0.0661065865094668,0.0947379907589646,0.0143157021247489,-0.0661065865094668,0.0947379907589646
"2020-05-14","CL","CLTA",330558,0,0,0,0,0.0143152755181726,-0.064969112856009,0.0935996638923542,0.0143152755181726,-0.064969112856009,0.0935996638923542
"2020-05-15","CL","CLTA",330558,0,0,0,0,0.0143148489243096,-0.063831708406515,0.0924614062551342,0.0143148489243096,-0.063831708406515,0.0924614062551342
"2020-05-16","CL","CLTA",330558,0,0,0,0,0.0143144223431564,-0.0626943732228481,0.0913232179091609,0.0143144223431564,-0.0626943732228481,0.0913232179091609
"2020-05-17","CL","CLTA",330558,0,0,0,0,0.0143139957747165,-0.061557107370793,0.090185098920226,0.0143139957747165,-0.061557107370793,0.090185098920226
"2020-05-18","CL","CLTA",330558,0,0,0,0,0.0143135692189926,-0.0604199109201517,0.0890470493581369,0.0143135692189926,-0.0604199109201517,0.0890470493581369
"2020-05-19","CL","CLTA",330558,0,0,0,0,0.0143131426759753,-0.0592827839453173,0.0879090692972678,0.0143131426759753,-0.0592827839453173,0.0879090692972678
"2020-05-20","CL","CLTA",330558,0,0,0,0,0.0143127161456691,-0.0581457265256485,0.0867711588169866,0.0143127161456691,-0.0581457265256485,0.0867711588169866
"2020-05-21","CL","CLTA",330558,0,0,0,0,0.0143122896280739,-0.0570087387456246,0.0856333180017723,0.0143122896280739,-0.0570087387456246,0.0856333180017723
"2020-05-22","CL","CLTA",330558,0,0,0,0,0.0143118631231898,-0.0558718206952253,0.084495546941605,0.0143118631231898,-0.0558718206952253,0.084495546941605
"2020-05-23","CL","CLTA",330558,0,0,0,0,0.0143114366310144,-0.0547349724709559,0.0833578457329847,0.0143114366310144,-0.0547349724709559,0.0833578457329847
"2020-05-24","CL","CLTA",330558,0,0,0,0,0.0143110101515488,-0.0535981941756076,0.0822202144787053,0.0143110101515488,-0.0535981941756076,0.0822202144787053
"2020-05-25","CL","CLTA",330558,0,0,0,0,0.014310583684794,-0.0524614859194117,0.0810826532889997,0.014310583684794,-0.0524614859194117,0.0810826532889997
"2020-05-26","CL","CLTA",330558,0,0,0,0,0.0143101572307461,-0.0513248478201478,0.0799451622816401,0.0143101572307461,-0.0513248478201478,0.0799451622816401
"2020-05-27","CL","CLTA",330558,0,0,0,0,0.0143097307894075,-0.0501882800044332,0.0788077415832481,0.0143097307894075,-0.0501882800044332,0.0788077415832481
"2020-05-28","CL","CLTA",330558,0,0,0,0,0.0143093043607773,-0.0490517826079917,0.0776703913295463,0.0143093043607773,-0.0490517826079917,0.0776703913295463
"2020-05-29","CL","CLTA",330558,0,0,0,0,0.0143088779448525,-0.0479153557766872,0.0765331116663922,0.0143088779448525,-0.0479153557766872,0.0765331116663922
"2020-05-30","CL","CLTA",330558,0,0,0,0,0.0143084515416344,-0.046778999667314,0.0753959027505827,0.0143084515416344,-0.046778999667314,0.0753959027505827
"2020-05-31","CL","CLTA",330558,0,0,0,0,0.0143080251511256,-0.045642714449203,0.0742587647514541,0.0143080251511256,-0.045642714449203,0.0742587647514541
"2020-06-01","CL","CLTA",330558,0,0,0,0,0.0143075987733225,-0.0445065003044291,0.0731216978510742,0.0143075987733225,-0.0445065003044291,0.0731216978510742
"2020-06-02","CL","CLTA",330558,0,0,0,0,0.0143071724082246,-0.0433703574299626,0.0719847022464118,0.0143071724082246,-0.0433703574299626,0.0719847022464118
"2020-06-03","CL","CLTA",330558,0,0,0,0,0.0143067460558326,-0.0422342860389289,0.070847778150594,0.0143067460558326,-0.0422342860389289,0.070847778150594
"2020-06-04","CL","CLTA",330558,0,0,0,0,0.0143063197161459,-0.0410982863617587,0.0697109257940504,0.0143063197161459,-0.0410982863617587,0.0697109257940504
"2020-06-05","CL","CLTA",330558,0,0,0,0,0.0143058933891646,-0.0399623586488991,0.0685741454272282,0.0143058933891646,-0.0399623586488991,0.0685741454272282
"2020-06-06","CL","CLTA",330558,0,0,0,0,0.0143054670748874,-0.0388265031719765,0.0674374373217513,0.0143054670748874,-0.0388265031719765,0.0674374373217513
"2020-06-07","CL","CLTA",330558,0,0,0,0,0.0143050407733145,-0.037690720226945,0.066300801773574,0.0143050407733145,-0.037690720226945,0.066300801773574
"2020-06-08","CL","CLTA",330558,0,0,0,0,0.0143046144844451,-0.0365550101362541,0.0651642391051443,0.0143046144844451,-0.0365550101362541,0.0651642391051443
"2020-06-09","CL","CLTA",330558,0,0,0,0,0.0143041882082799,-0.0354193732520764,0.0640277496686363,0.0143041882082799,-0.0354193732520764,0.0640277496686363
"2020-06-10","CL","CLTA",330558,0,0,0,0,0.0143037619448163,-0.0342838099597749,0.0628913338494076,0.0143037619448163,-0.0342838099597749,0.0628913338494076
"2020-06-11","CL","CLTA",330558,0,0,0,0,0.0143033356940558,-0.033148320681919,0.0617549920700305,0.0143033356940558,-0.033148320681919,0.0617549920700305
"2020-06-12","CL","CLTA",330558,0,0,0,0,0.014302909455997,-0.0320129058827632,0.0606187247947573,0.014302909455997,-0.0320129058827632,0.0606187247947573
"2020-06-13","CL","CLTA",330558,0,0,0,0,0.0143024832306411,-0.0308775660733322,0.0594825325346143,0.0143024832306411,-0.0308775660733322,0.0594825325346143
"2020-06-14","CL","CLTA",330558,0,0,0,0,0.0143020570179866,-0.0297423018178626,0.0583464158538358,0.0143020570179866,-0.0297423018178626,0.0583464158538358
"2020-06-15","CL","CLTA",330558,0,0,0,0,0.014301630818033,-0.0286071137402789,0.0572103753763449,0.014301630818033,-0.0286071137402789,0.0572103753763449
"2020-06-16","CL","CLTA",330558,0,0,0,0,0.0143012046307807,-0.0274720025326958,0.0560744117942573,0.0143012046307807,-0.0274720025326958,0.0560744117942573
"2020-06-17","CL","CLTA",330558,0,0,0,0,0.0143007784562282,-0.0263369689650647,0.0549385258775211,0.0143007784562282,-0.0263369689650647,0.0549385258775211
"2020-06-18","CL","CLTA",330558,0,0,0,0,0.0143003522943755,-0.0252020138957951,0.053802718484546,0.0143003522943755,-0.0252020138957951,0.053802718484546
"2020-06-19","CL","CLTA",330558,0,0,0,0,0.0142999261452227,-0.0240671382852638,0.0526669905757092,0.0142999261452227,-0.0240671382852638,0.0526669905757092
"2020-06-20","CL","CLTA",330558,0,0,0,0,0.0142995000087685,-0.0229323432112427,0.0515313432287797,0.0142995000087685,-0.0229323432112427,0.0515313432287797
"2020-06-21","CL","CLTA",330558,0,0,0,0,0.0142990738850138,-0.0217976298872614,0.050395777657289,0.0142990738850138,-0.0217976298872614,0.050395777657289
"2020-06-22","CL","CLTA",330558,0,0,0,0,0.0142986477739563,-0.0206629996848012,0.0492602952327137,0.0142986477739563,-0.0206629996848012,0.0492602952327137
"2020-06-23","CL","CLTA",330558,0,0,0,0,0.0142982216755987,-0.0195284541593108,0.0481248975105082,0.0142982216755987,-0.0195284541593108,0.0481248975105082
"2020-06-24","CL","CLTA",330558,0,0,0,0,0.0142977955899382,-0.0183939950828184,0.0469895862626948,0.0142977955899382,-0.0183939950828184,0.0469895862626948
"2020-06-25","CL","CLTA",330558,0,0,0,0,0.014297369516973,-0.0172596244821404,0.0458543635160863,0.014297369516973,-0.0172596244821404,0.0458543635160863
"2020-06-26","CL","CLTA",330558,0,0,0,0,0.0142969434567076,-0.0161253446868453,0.0447192316002605,0.0142969434567076,-0.0161253446868453,0.0447192316002605
"2020-06-27","CL","CLTA",330558,0,0,0,0,0.014296517409137,-0.0149911583875371,0.0435841932058111,0.014296517409137,-0.0149911583875371,0.0435841932058111
"2020-06-28","CL","CLTA",330558,0,0,0,0,0.0142960913742637,-0.0138570687085721,0.0424492514570994,0.0142960913742637,-0.0138570687085721,0.0424492514570994
"2020-06-29","CL","CLTA",330558,0,0,0,0,0.014295665352085,-0.0127230792992405,0.0413144100034105,0.014295665352085,-0.0127230792992405,0.0413144100034105
"2020-06-30","CL","CLTA",330558,0,0,0,0,0.0142952393426027,-0.0115891944482841,0.0401796731334895,0.0142952393426027,-0.0115891944482841,0.0401796731334895
"2020-07-01","CL","CLTA",330558,0,0,0,0,0.0142948133458149,-0.0104554192306426,0.0390450459222724,0.0142948133458149,-0.0104554192306426,0.0390450459222724
"2020-07-02","CL","CLTA",330558,0,0,0,0,0.0142943873617223,-0.0093217596957532,0.0379105344191978,0.0142943873617223,-0.0093217596957532,0.0379105344191978
"2020-07-03","CL","CLTA",330558,0,0,0,0,0.014293961390324,-0.00818822311327091,0.036776145893919,0.014293961390324,-0.00818822311327091,0.036776145893919
"2020-07-04","CL","CLTA",330558,0,0,0,0,0.0142935354316193,-0.0070548182965834,0.0356418891598219,0.0142935354316193,-0.0070548182965834,0.0356418891598219
"2020-07-05","CL","CLTA",330558,0,0,0,0,0.0142931094856082,-0.00592155603533057,0.034507775006547,0.0142931094856082,-0.00592155603533057,0.034507775006547
"2020-07-06","CL","CLTA",330558,0,0,0,0,0.0142926835522903,-0.00478844968185245,0.0333738167864331,0.0142926835522903,-0.00478844968185245,0.0333738167864331
"2020-07-07","CL","CLTA",330558,0,0,0,0,0.0142922576316648,-0.00365551595930688,0.0322400312226364,0.0142922576316648,-0.00365551595930688,0.0322400312226364
"2020-07-08","CL","CLTA",330558,0,0,0,0,0.0142918317237321,-0.0025227760962528,0.0311064395437171,0.0142918317237321,-0.0025227760962528,0.0311064395437171
"2020-07-09","CL","CLTA",330558,0,0,0,0,0.0142914058284911,-0.00139025745227613,0.0299730691092582,0.0142914058284911,-0.00139025745227613,0.0299730691092582
"2020-07-10","CL","CLTA",330558,0,0,0,0,0.0142909799459421,-0.000257995901679407,0.0288399557935636,0.0142909799459421,-0.000257995901679407,0.0288399557935636
"2020-07-11","CL","CLTA",330558,0,0,0,0,0.014290554076084,0.000873960578211565,0.0277071475739564,0.014290554076084,0.000873960578211565,0.0277071475739564
"2020-07-12","CL","CLTA",330558,0,0,0,0,0.0142901282189172,0.00200554633804223,0.0265747100997921,0.0142901282189172,0.00200554633804223,0.0265747100997921
"2020-07-13","CL","CLTA",330558,0,0,0,0,0.0142897023744405,0.00313666910607294,0.025442735642808,0.0142897023744405,0.00313666910607294,0.025442735642808
"2020-07-14","CL","CLTA",330558,0,0,0,0,0.0142892765426541,0.00426719499217835,0.02431135809313,0.0142892765426541,0.00426719499217835,0.02431135809313
"2020-07-15","CL","CLTA",330558,0,0,0,0,0.0142888507235575,0.00539692208990349,0.0231807793572116,0.0142888507235575,0.00539692208990349,0.0231807793572116
"2020-07-16","CL","CLTA",330558,0,0,0,0,0.0142884249171504,0.00652553112137237,0.0220513187129284,0.0142884249171504,0.00652553112137237,0.0220513187129284
"2020-07-17","CL","CLTA",330558,0,0,0,0,0.0142879991234317,0.00765248597301716,0.0209235122738463,0.0142879991234317,0.00765248597301716,0.0209235122738463
"2020-07-18","CL","CLTA",330558,0,0,0,0,0.014287573342402,0.00877681302063029,0.0197983336641738,0.014287573342402,0.00877681302063029,0.0197983336641738
"2020-07-19","CL","CLTA",330558,0,0,0,0,0.0142871475740607,0.00989654462592402,0.0186777505221974,0.0142871475740607,0.00989654462592402,0.0186777505221974
"2020-07-20","CL","CLTA",330558,0,0,0,0,0.014286721818407,0.0110070388923373,0.0175664047444768,0.014286721818407,0.0110070388923373,0.0175664047444768
"2020-07-21","CL","CLTA",330558,0,0,0,0,0.014286296075441,0.0120943112500917,0.0164782809007904,0.014286296075441,0.0120943112500917,0.0164782809007904
"2020-07-22","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142858732016751,0.013089623976093,0.0154821224272572,0.0142858732016751,0.013089623976093,0.0154821224272572
"2020-07-23","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142856000402373,0.0135777654110389,0.0149934346694358,0.0142856000402373,0.0135777654110389,0.0149934346694358
"2020-07-24","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142855184931546,0.0135830388012263,0.014987998185083,0.0142855184931546,0.0135830388012263,0.014987998185083
"2020-07-25","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142855719244784,0.0135670314992255,0.0150041123497312,0.0142855719244784,0.0135670314992255,0.0150041123497312
"2020-07-26","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142857037025342,0.0136399522628229,0.0149314551422455,0.0142857037025342,0.0136399522628229,0.0149314551422455
"2020-07-27","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142858571956928,0.0137229513062411,0.0148487630851446,0.0142858571956928,0.0137229513062411,0.0148487630851446
"2020-07-28","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142859757703863,0.0137234516042488,0.0148484999365237,0.0142859757703863,0.0137234516042488,0.0148484999365237
"2020-07-29","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142860033233991,0.0136757277587915,0.0148962788880066,0.0142860033233991,0.0136757277587915,0.0148962788880066
"2020-07-30","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142859194538217,0.0136706919305398,0.0149011469771037,0.0142859194538217,0.0136706919305398,0.0149011469771037
"2020-07-31","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142857613905972,0.0137139032099325,0.0148576195712618,0.0142857613905972,0.0137139032099325,0.0148576195712618
"2020-08-01","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142855715974756,0.0137690950643909,0.0148020481305603,0.0142855715974756,0.0137690950643909,0.0148020481305603
"2020-08-02","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142853925364764,0.0137911482196183,0.0147796368533345,0.0142853925364764,0.0137911482196183,0.0147796368533345
"2020-08-03","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.014285266667577,0.0137636924980573,0.0148068408370967,0.014285266667577,0.0137636924980573,0.0148068408370967
"2020-08-04","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142852364496627,0.0137188962702752,0.0148515766290502,0.0142852364496627,0.0137188962702752,0.0148515766290502
"2020-08-05","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142853423417677,0.0137046941038814,0.0148659905796539,0.0142853423417677,0.0137046941038814,0.0148659905796539
"2020-08-06","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142855756976736,0.013735072468751,0.0148360789265963,0.0142855756976736,0.013735072468751,0.0148360789265963
"2020-08-07","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142858769848784,0.0137832962095272,0.0147884577602297,0.0142858769848784,0.0137832962095272,0.0147884577602297
"2020-08-08","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142861843106918,0.0138125792811449,0.0147597893402387,0.0142861843106918,0.0138125792811449,0.0147597893402387
"2020-08-09","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142864357774248,0.0137997122457547,0.0147731593090948,0.0142864357774248,0.0137997122457547,0.0147731593090948
"2020-08-10","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142865694834707,0.013757423030953,0.0148157159359884,0.0142865694834707,0.013757423030953,0.0148157159359884
"2020-08-11","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142865235270647,0.0137217945696009,0.0148512524845286,0.0142865235270647,0.0137217945696009,0.0148512524845286
"2020-08-12","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142862439410308,0.0137246693328626,0.0148478185491989,0.0142862439410308,0.0137246693328626,0.0148478185491989
"2020-08-13","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142857731107335,0.0137627191003643,0.0148088271211026,0.0142857731107335,0.0137627191003643,0.0148088271211026
"2020-08-14","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142852176180597,0.0138050875745516,0.0147653476615678,0.0142852176180597,0.0138050875745516,0.0147653476615678
"2020-08-15","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142846851973142,0.0138187944992112,0.0147505758954172,0.0142846851973142,0.0138187944992112,0.0147505758954172
"2020-08-16","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142842835673175,0.0137924972120684,0.0147760699225666,0.0142842835673175,0.0137924972120684,0.0147760699225666
"2020-08-17","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142841204372069,0.0137479372602299,0.014820303614184,0.0142841204372069,0.0137479372602299,0.014820303614184
"2020-08-18","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142843035203604,0.0137200250263593,0.0148485820143615,0.0142843035203604,0.0137200250263593,0.0148485820143615
"2020-08-19","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142849122529878,0.013733495817682,0.0148363286882937,0.0142849122529878,0.013733495817682,0.0148363286882937
"2020-08-20","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142858315412733,0.0137763268317641,0.0147953362507825,0.0142858315412733,0.0137763268317641,0.0147953362507825
"2020-08-21","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142868644808173,0.013815748197637,0.0147579807639977,0.0142868644808173,0.013815748197637,0.0147579807639977
"2020-08-22","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142878138356245,0.0138215490777027,0.0147540785935464,0.0142878138356245,0.0138215490777027,0.0147540785935464
"2020-08-23","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142884823191544,0.0137896071393048,0.0147873574990041,0.0142884823191544,0.0137896071393048,0.0147873574990041
"2020-08-24","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142886726194834,0.0137458709559149,0.014831474283052,0.0142886726194834,0.0137458709559149,0.014831474283052
"2020-08-25","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142881874517081,0.0137239705386059,0.0148524043648104,0.0142881874517081,0.0137239705386059,0.0148524043648104
"2020-08-26","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142869210375992,0.0137429289697582,0.0148309131054401,0.0142869210375992,0.0137429289697582,0.0148309131054401
"2020-08-27","CL","CLTA",330558,0.157142857142857,0.0142857142857143,NA,0.0142857142857143,0.0142851434120122,0.0137849288561466,0.0147853579678778,0.0142851434120122,0.0137849288561466,0.0147853579678778
