"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
"2020-03-22","FR","FRARA",7773595,0,0,0,0,0.0714901424147011,0.0637551619367676,0.0792251228926346,0.00803151236247753,-0.128358451269476,0.144421475994432
"2020-03-23","FR","FRARA",7773595,0,0,0,0,0.0714901424147011,0.0637551619367676,0.0792251228926346,0.00803244165320641,-0.127085578303332,0.143150461609745
"2020-03-24","FR","FRARA",7773595,0,0,0,0,0.0714901424147011,0.0637551619367676,0.0792251228926346,0.00803337105144593,-0.12581240965661,0.141879151759502
"2020-03-25","FR","FRARA",7773595,0,0,0,0,0.0714901424147011,0.0637551619367676,0.0792251228926346,0.00803430055721355,-0.124538945277888,0.140607546392315
"2020-03-26","FR","FRARA",7773595,0,0,0,0,0.0714901424147011,0.0637551619367676,0.0792251228926346,0.00803523017056671,-0.123265185143689,0.139335645484822
"2020-03-27","FR","FRARA",7773595,0,0,0,0,0.0714901424147011,0.0637551619367676,0.0792251228926346,0.00803615989145585,-0.121991129218527,0.138063449001439
"2020-03-28","FR","FRARA",7773595,0,0,0,0,0.0714901424147011,0.0637551619367676,0.0792251228926346,0.00803708971991521,-0.120716777473298,0.136790956913128
"2020-03-29","FR","FRARA",7773595,0,0,0,0,0.0714901424147011,0.0637551619367676,0.0792251228926346,0.00803801965596343,-0.119442129864331,0.135518169176258
"2020-03-30","FR","FRARA",7773595,0,0,0,0,0.0714901424147011,0.0637551619367676,0.0792251228926346,0.00803894969961613,-0.1181671863715,0.134245085770733
"2020-03-31","FR","FRARA",7773595,0,0,0,0,0.0714901424147011,0.0637551619367676,0.0792251228926346,0.0080398798508699,-0.116891946966913,0.132971706668653
"2020-04-01","FR","FRARA",7773595,0,0,0,0,0.0714901424147011,0.0637551619367676,0.0792251228926346,0.0080408101097574,-0.115616411622772,0.131698031842286
"2020-04-02","FR","FRARA",7773595,0,0,0,0,0.0714901424147011,0.0637551619367676,0.0792251228926346,0.00804174047627579,-0.114340580298737,0.130424061251289
"2020-04-03","FR","FRARA",7773595,0,0,0,0,0.0714901424147011,0.0637551619367676,0.0792251228926346,0.00804267095045156,-0.113064452986858,0.129149794887761
"2020-04-04","FR","FRARA",7773595,0,0,0,0,0.0714901424147011,0.0637551619367676,0.0792251228926346,0.00804360153229409,-0.111788029635745,0.127875232700333
"2020-04-05","FR","FRARA",7773595,0,0,0,0,0.0714901424147011,0.0637551619367676,0.0792251228926346,0.00804453222178166,-0.110511310248727,0.12660037469229
"2020-04-06","FR","FRARA",7773595,0,0,0,0,0.0714901424147011,0.0637551619367676,0.0792251228926346,0.00804546301897737,-0.109234294783927,0.125325220821881
"2020-04-07","FR","FRARA",7773595,0,0,0,0,0.0714901424147011,0.0637551619367676,0.0792251228926346,0.00804639392385835,-0.107956983223898,0.124049771071615
"2020-04-08","FR","FRARA",7773595,0,0,0,0,0.0714901424147011,0.0637551619367676,0.0792251228926346,0.00804732493646234,-0.10667937554399,0.122774025416915
"2020-04-09","FR","FRARA",7773595,0,0,0,0,0.0714901424147011,0.0637551619367676,0.0792251228926346,0.0080482560567852,-0.105401471740153,0.121497983853724
