"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_fatalities_smooth","p_cases_fatalities_smooth_low","p_cases_fatalities_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
"2020-04-16",0,0,0,0,2.22044604925031e-16,-1.47608674419777e-14,1.52049566518277e-14,1.25910872677863e-05,-1.93633350892256e-05,4.45455096247983e-05,9.9936370283618e-08,-9.32310230331697e-07,1.13218297089893e-06,6.76972900265162e-07,-8.08644014592726e-06,9.44038594645758e-06
"2020-04-17",0,0,0,0,2.22044604925031e-16,-1.43972425677606e-14,1.48413317776107e-14,1.29970775953772e-05,-1.98037800790825e-05,4.57979352698369e-05,1.21676900020109e-07,-1.11244973589117e-06,1.35580353593139e-06,7.96315830378759e-07,-9.32671418892878e-06,1.09193458496863e-05
"2020-04-18",0,0,0,0,2.22044604925031e-16,-1.40337819070733e-14,1.44778711169234e-14,1.34161587818106e-05,-2.0252615108772e-05,4.70849326723933e-05,1.48146945466265e-07,-1.32684399829433e-06,1.62313788922686e-06,9.36697615906678e-07,-1.07529745839459e-05,1.26263698157593e-05
"2020-04-19",0,0,0,0,2.22044604925031e-16,-1.3670498348525e-14,1.41145875583751e-14,1.38487529321803e-05,-2.07099292030654e-05,4.84074350674259e-05,1.80375383062498e-07,-1.58187172547951e-06,1.9426224916045e-06,1.10182717732478e-06,-1.23922514818657e-05,1.45959058365153e-05
"2020-04-20",0,0,0,0,2.22044604925031e-16,-1.33074061583998e-14,1.37514953682498e-14,1.42952957620473e-05,-2.11758087090864e-05,4.9766400233181e-05,2.19614914857302e-07,-1.88506581844571e-06,2.32429564816032e-06,1.29606727728923e-06,-1.42753253361422e-05,1.68674598907206e-05
"2020-04-21",0,0,0,0,2.22044604925031e-16,-1.29445211687125e-14,1.33886103785625e-14,1.47562370363002e-05,-2.16503370474273e-05,5.11628111200276e-05,2.67390760362618e-07,-2.24531367597558e-06,2.78009519670081e-06,1.52454978587333e-06,-1.64372091686954e-05,1.9486308740442e-05
"2020-04-22",0,0,0,0,2.22044604925031e-16,-1.25818609967392e-14,1.30259502065893e-14,1.52320410221642e-05,-2.21335944509133e-05,5.25976764952417e-05,3.25559941016554e-07,-2.67309002812933e-06,3.32420991016244e-06,1.7933112658069e-06,-1.89176843288756e-05,2.25043068604894e-05
"2020-04-23",0,0,0,0,2.22044604925031e-16,-1.22194453023028e-14,1.26635345121529e-14,1.57231869568197e-05,-2.26256576905315e-05,5.40720316041709e-05,3.96383461608645e-07,-3.18072697227533e-06,3.97349389549262e-06,2.10945245991272e-06,-2.17618936203949e-05,2.59807985402204e-05
"2020-04-24",0,0,0,0,2.22044604925031e-16,-1.18572960905555e-14,1.23013853004055e-14,1.62301695300962e-05,-2.31265997880256e-05,5.55869388482181e-05,4.82614194320866e-07,-3.78272637961107e-06,4.7479547682528e-06,2.48132589443677e-06,-2.50209953755218e-05,2.99836471643953e-05
"2020-04-25",0,0,0,0,2.22044604925031e-16,-1.14954380698583e-14,1.19395272797083e-14,1.67534993827323e-05,-2.36364897146404e-05,5.7143488480105e-05,5.87603881389833e-07,-4.49612032818753e-06,5.6713280909672e-06,2.91875655479678e-06,-2.87528815357605e-05,3.45903946453541e-05
"2020-04-26",0,0,0,0,2.22044604925031e-16,-1.1133899076721e-14,1.15779882865711e-14,1.72937036207007e-05,-2.41553920754857e-05,5.87427993168871e-05,7.15433415526187e-07,-5.34088567433983e-06,6.7717525053922e-06,3.43330146405573e-06,-3.30229619838323e-05,3.98895649119438e-05
"2020-04-27",0,0,0,0,2.22044604925031e-16,-1.07727105828044e-14,1.12167997926545e-14,1.78513263461178e-05,-2.46833667789743e-05,6.03860194712099e-05,8.71071462021021e-07,-6.34041926107415e-06,8.0825621851162e-06,4.03855502224575e-06,-3.79050161754626e-05,4.59821262199541e-05
"2020-04-28",0,0,0,0,2.22044604925031e-16,-1.04119083029078e-14,1.08559975127578e-14,1.84269292052715e-05,-2.522046869077e-05,6.2074327101313e-05,1.06056758809537e-06,-7.52208052769195e-06,9.64321570388268e-06,4.7505081736806e-06,-4.3482111432075e-05,5.29831277794362e-05
"2020-04-29",0,0,0,0,2.22044604925031e-16,-1.00515329279709e-14,1.04956221378209e-14,1.90210919543203e-05,-2.57667472716674e-05,6.3808931180308e-05,1.2912874063268e-06,-8.91780835888001e-06,1.15003831715336e-05,5.58797089154354e-06,-4.98475849411307e-05,6.10235267242178e-05
"2020-04-30",0,0,0,0,2.22044604925031e-16,-9.69163101380273e-15,1.01357202236528e-14,1.96344130432327e-05,-2.6322246198808e-05,6.55910722852734e-05,1.57219887205177e-06,-1.05648187976914e-05,1.3709216541795e-05,6.57306914189458e-06,-5.71060834011484e-05,7.02522216849376e-05
"2020-05-01",0,0,0,0,2.22044604925031e-16,-9.33225606507729e-15,9.77634527492735e-15,2.02675102185553e-05,-2.68870029696203e-05,6.74220234067309e-05,1.91422086296975e-06,-1.25063896166692e-05,1.63348313426087e-05,7.73182945700571e-06,-6.53746501351543e-05,8.08383090491657e-05
"2020-05-02",0,0,0,0,2.22044604925031e-16,-8.97346986587932e-15,9.41755907572938e-15,2.09210211456167e-05,-2.7461048487855e-05,6.93030907790884e-05,2.33064759005119e-06,-1.47927365238868e-05,1.94540317039892e-05,9.0948665625918e-06,-7.47838441226105e-05,9.29735772477941e-05
"2020-05-03",0,0,0,0,2.22044604925031e-16,-8.61534412383718e-15,9.05943333368724e-15,2.1595604050794e-05,-2.80444066310697e-05,7.12356147326577e-05,2.83766533637308e-06,-1.74819837503316e-05,2.31573144230777e-05,1.06981922262139e-05,-8.54788684496962e-05,0.000106875252902124
"2020-05-04",0,0,0,0,2.22044604925031e-16,-8.25796251619523e-15,8.70205172604529e-15,2.22919383844886e-05,-2.86370937988987e-05,7.32209705678758e-05,3.45498160924297e-06,-2.06412286260076e-05,2.75511918444935e-05,1.25841666968239e-05,-9.76206767630211e-05,0.000122789010156669
"2020-05-05",0,0,0,0,2.22044604925031e-16,-7.9014232552787e-15,8.34551246512876e-15,2.30107255054791e-05,-2.92391184414303e-05,7.52605694523885e-05,4.20659116041646e-06,-2.43476951183572e-05,3.27608774391901e-05,1.48026178727108e-05,-0.000111387014956708,0.00014099225070213
"2020-05-06",0,0,0,0,5.55285703519583e-16,-1.88705254459006e-14,1.99810968529397e-14,2.37526893873413e-05,-2.98504805669932e-05,7.73558593416758e-05,5.12170864920208e-06,-2.86899646767502e-05,3.89333819751543e-05,1.7412157766537e-05,-0.000126973340945256,0.00016179765647833
"2020-05-07",0,0,0,0,1.63715838891627e-15,-5.30226415408629e-14,5.62969583186954e-14,2.4518577347645e-05,-3.04711712286365e-05,7.95083259239265e-05,6.23590420056757e-06,-3.3769263452282e-05,4.62410718534171e-05,2.04817310487833e-05,-0.000144593547263768,0.000185557009361334
"2020-05-08",0,0,0,0,4.82686223219929e-15,-1.48649107157809e-13,1.58302831622207e-13,2.53091608006641e-05,-3.11011719885766e-05,8.17194935899049e-05,7.59248599678044e-06,-3.97007722069005e-05,5.48857442004614e-05,2.4092436582495e-05,-0.000164480388526218,0.000212665261691208
