"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
"2020-03-22","US","USAZ",7278717,0,0,0,0,0.0625137812448385,0.054884186562777,0.0701433759269,2114.91548225737,-8434.41924825024,12664.250212765,2.32318451457128,-50.5751143415006,55.2214833706431
"2020-03-23","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448386,0.054884186562778,0.0701433759268992,1922.48690440945,-7575.57007132882,11420.5438801477,2.2541650855344,-48.5834910617543,53.0918212328231
"2020-03-24","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448387,0.0548841865627789,0.0701433759268984,1747.56671301278,-6803.18359247269,10298.3170184982,2.18719615294103,-46.6655674512386,51.0399597571206
"2020-03-25","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448388,0.0548841865627799,0.0701433759268977,1588.56188273253,-6108.63602487823,9285.75979034329,2.12221679864505,-44.8187222793084,49.0631558765985
"2020-03-26","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448389,0.0548841865627808,0.0701433759268969,1444.02433193682,-5484.15688371914,8372.20554759278,2.05916791431572,-43.0404250145017,47.1587608431331
"2020-03-27","US","USAZ",7278717,0,NA,NA,NA,0.062513781244839,0.0548841865627818,0.0701433759268962,1312.63773472804,-4922.74548348622,7548.02095294229,1.99799214767059,-41.3282327489559,45.3242170442971
"2020-03-28","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448391,0.0548841865627828,0.0701433759268954,1193.20553297603,-4418.09524283864,6804.5063087907,1.93863385030449,-39.6797872254853,43.5570549260942
"2020-03-29","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448392,0.0548841865627837,0.0701433759268947,1084.64003911508,-3964.52428051543,6133.80435874559,1.88103902706938,-38.0928119639875,41.8548900181263
"2020-03-30","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448393,0.0548841865627846,0.070143375926894,985.95253034013,-3556.91555384155,5528.82061452181,1.82515528695745,-36.5651094838645,40.2154200577795
"2020-03-31","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448394,0.0548841865627855,0.0701433759268932,896.244244203373,-3190.66034959543,4983.14883800218,1.77093179544433,-35.0945586193203,38.6364222102089
"2020-04-01","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448395,0.0548841865627865,0.0701433759268925,814.698193403009,-2861.60769429405,4491.00408110007,1.71831922824689,-33.6791119244284,37.1157503809222
"2020-04-02","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448396,0.0548841865627874,0.0701433759268918,740.571725437821,-2566.01940045638,4047.16285133203,1.66726972645634,-32.3167931650562,35.6513326179689
"2020-04-03","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448397,0.0548841865627883,0.0701433759268911,673.189759057213,-2300.53071948245,3646.91023759688,1.61773685300243,-31.0056948947131,34.241168600718
"2020-04-04","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448398,0.0548841865627892,0.0701433759268904,611.938636232929,-2062.11069432801,3285.98796679386,1.56967555041293,-29.7439761116155,32.8833272124414
"2020-04-05","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448399,0.0548841865627901,0.0701433759268897,556.260533482979,-1848.03167179507,2960.55273876102,1.52304209982685,-28.5298599942341,31.5759441938878
"2020-04-06","US","USAZ",7278717,0,NA,NA,NA,0.06251378124484,0.054884186562791,0.0701433759268889,505.648381711422,-1655.83786825317,2667.13463167601,1.47779408122585,-27.3616317127497,30.3172198752014
"2020-04-07","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448401,0.0548841865627919,0.0701433759268883,459.641248187487,-1483.31922512391,2402.60172149888,1.43389033484651,-26.2376363138927,29.1054169835857
"2020-04-08","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448402,0.0548841865627928,0.0701433759268876,417.820138803241,-1328.48637558125,2164.12665318773,1.39129092374,-25.1562766767622,27.9388585242422
"2020-04-09","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448403,0.0548841865627937,0.0701433759268869,379.804182241732,-1189.54935475359,1949.15771923705,1.34995709744325,-24.1160115372437,26.8159257321302
"2020-04-10","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448404,0.0548841865627946,0.0701433759268862,345.247161277388,-1064.89707089514,1755.39139344992,1.30985125672965,-23.1153535787738,25.7350560922331
"2020-04-11","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448405,0.0548841865627955,0.0701433759268855,313.83435976347,-953.080479303062,1580.74919883,1.27093691940703,-22.1528675872454,24.6947414260595
"2020-04-12","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448406,0.0548841865627963,0.0701433759268849,285.279696450722,-852.795682112379,1423.35507501382,1.23317868713186,-21.2271686679348,23.6935260421985
"2020-04-13","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448407,0.0548841865627972,0.0701433759268842,259.323119584166,-762.86984483415,1281.51608400248,1.19654221320898,-20.3369205223792,22.7300049487972
"2020-04-14","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448408,0.0548841865627981,0.0701433759268835,235.728238594776,-682.248253118772,1153.70473030832,1.16099417134827,-19.480833783234,21.8028221259306
"2020-04-15","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448409,0.0548841865627989,0.0701433759268829,214.280171237041,-609.982125711668,1038.54246818575,1.12650222534961,-18.6576644051765,20.9106688558757
"2020-04-16","US","USAZ",7278717,0,NA,NA,NA,0.062513781244841,0.0548841865627998,0.0701433759268822,194.783586639066,-545.218503003281,934.785676281413,1.09303499968816,-17.8662121099921,20.0522821093684
"2020-04-17","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448411,0.0548841865628006,0.0701433759268816,177.060926381195,-487.190358083547,841.312210845938,1.06056205097379,-17.105318884055,19.2264429860026
"2020-04-18","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448412,0.0548841865628015,0.0701433759268809,160.95078744424,-435.208139610107,757.109714498587,1.0290538402582,-16.3738675264483,18.4319752069647
"2020-04-19","US","USAZ",7278717,0,NA,NA,NA,0.0625137812448413,0.0548841865628023,0.0701433759268803,146.306452294967,-388.652067434718,681.264972024651,0.998481706164997,-15.670780246057,17.667743658387
