"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_fatalities_smooth","p_cases_fatalities_smooth_low","p_cases_fatalities_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
"2020-03-19",0.0205116386264116,0,0,0,0.0688970367394319,0.0672192262625507,0.070574847216313,2.22044604925031e-16,-3.22361928869861e-15,3.66770849854867e-15,0.27076899268321,-0.446728169336979,0.988266154703398,0.038235441747137,-0.486752144439791,0.563223027934065
"2020-03-20",0.0257131378063479,0,0,0,0.0688970367434649,0.0672192262696529,0.0705748472172769,2.22044604925031e-16,-3.20982739430433e-15,3.65391660415439e-15,0.258248193430153,-0.412400202962478,0.928896589822783,0.0364132146063582,-0.453718846297754,0.526545275510471
"2020-03-21",0.0122914837576822,0,0,0,0.0688970367474979,0.0672192262767329,0.0705748472182629,2.22044604925031e-16,-3.19603747499376e-15,3.64012668484382e-15,0.246306376328567,-0.380291867941527,0.872904620598662,0.0346778312837978,-0.422728753720151,0.492084416287747
"2020-03-22",0.0241984271022384,0,0,0,0.0688970367515309,0.0672192262837906,0.0705748472192712,2.22044604925031e-16,-3.18224955476857e-15,3.62633876461864e-15,0.234916768300716,-0.350271290119115,0.820104826720548,0.0330251529711845,-0.393662146372887,0.459712452315256
"2020-03-23",0.0241984271022384,0,0,0,0.0688970367555639,0.0672192262908261,0.0705748472203017,2.22044604925031e-16,-3.16846365801736e-15,3.61255286786742e-15,0.224053834299586,-0.322214045439471,0.770321714038643,0.0314512381078374,-0.366406074708904,0.429308550924579
"2020-03-24",0.0378037803780378,0,0,0,0.0688970367595969,0.0672192262978394,0.0705748472213545,2.22044604925031e-16,-3.15467980952336e-15,3.59876901937342e-15,0.213693220060329,-0.296002752934465,0.723389193055123,0.0299523329802278,-0.340853986539579,0.400758652500035
"2020-03-25",0.0378031383737518,0,0,0,0.0688970367636299,0.0672192263048304,0.0705748472224295,2.22044604925031e-16,-3.14089803447244e-15,3.5849872443225e-15,0.203811697498974,-0.271526689424927,0.679150084422875,0.0285248627695481,-0.31690537382357,0.373955099362666
"2020-03-26",0.0374465049928673,0,0,0,0.0688970367676629,0.0672192263117991,0.0705748472235267,2.22044604925031e-16,-3.1271183584612e-15,3.57120756831126e-15,0.194387112635983,-0.248681424797341,0.637455650069306,0.027165423025935,-0.294465438594519,0.348796284646389
"2020-03-27",0.0406804733727811,0,0,0,0.0688970367716959,0.0672192263187456,0.0705748472246462,2.22044604925031e-16,-3.1133408075053e-15,3.55743001735536e-15,0.18539833592792,-0.227368476777216,0.598165148633056,0.0258707715490156,-0.273444777005989,0.325186320104021
"2020-03-28",0.0439008042895442,0,0,0,0.068897036775729,0.06721922632567,0.070574847225788,2.22044604925031e-16,-3.09956540804799e-15,3.54365461789805e-15,0.176825214895852,-0.207494984176219,0.561145413967924,0.0246378206554109,-0.253759080525954,0.303034721836775
"2020-03-29",0.0441619270659083,0,0,0,0.068897036779762,0.067219226332572,0.070574847226952,2.22044604925031e-16,-3.08579218696884e-15,3.52988139681891e-15,0.168648528944297,-0.188973397643149,0.526270455531743,0.0234636298147546,-0.235328853364326,0.282256112993835
"2020-03-30",0.0522061300101044,0,0,0,0.068897036783795,0.0672192263394518,0.0705748472281382,2.22044604925031e-16,-3.07202117159272e-15,3.51611038144279e-15,0.160849946269414,-0.171721186999094,0.493421079537922,0.0223453986366663,-0.218079145265537,0.262769942538869
"2020-03-31",0.0687522735540196,0,0,0,0.068897036787828,0.0672192263463094,0.0705748472293466,2.22044604925031e-16,-3.05825238969891e-15,3.50234159954897e-15,0.153411982759831,-0.155660564284856,0.462484529804518,0.0212804601919495,-0.201939298844096,0.244500219227995
"2020-04-01",0.0695187165775401,0,0,0,0.068897036791861,0.0672192263531447,0.0705748472305773,2.22044604925031e-16,-3.04448586953052e-15,3.48857507938058e-15,0.146317962797964,-0.140718221693975,0.433354147289902,0.0202662746520914,-0.186842710684741,0.227375259988924
"2020-04-02",0.0648739495798319,0,0,0,0.068897036795894,0.0672192263599578,0.0705748472318303,2.22044604925031e-16,-3.03072163980411e-15,3.47481084965417e-15,0.139551981873948,-0.126825083607726,0.405929047355621,0.0193004232318895,-0.172726605470042,0.211327451933821
"2020-04-03",0.060952380952381,0,0,0,0.068897036799927,0.0672192263667486,0.0705748472331054,2.22044604925031e-16,-3.01695972971956e-15,3.46104893956962e-15,0.133098870928359,-0.113916071989249,0.380113813845968,0.018380602420762,-0.159531822437576,0.1962930272791
