"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
"2020-03-22","PT","PT15",851258,0,0,0,0,0.00352037681041211,0.000606820371384928,0.00643393324943929,17695.9098246368,-1779138.97354039,1814530.79318966
"2020-03-23","PT","PT15",851258,0,0,0,0,0.00352040960386524,0.000606913385450639,0.00643390582227984,16578.4274545523,-1659244.57742615,1692401.43233525
"2020-03-24","PT","PT15",851258,0,0,0,0,0.00352044239762385,0.000607004714591063,0.00643388008065664,15531.513190874,-1547397.7641246,1578460.79050634
"2020-03-25","PT","PT15",851258,0,0,0,0,0.00352047519168795,0.000607094358610291,0.00643385602476561,14550.7107148479,-1443060.25420016,1472161.67562986
"2020-03-26","PT","PT15",851258,0,0,0,0,0.00352050798605754,0.000607182317315318,0.00643383365479976,13631.8451206409,-1345729.65972784,1372993.34996912
"2020-03-27","PT","PT15",851258,0,0,0,0,0.00352054078073262,0.000607268590516047,0.00643381297094918,12771.0051443422,-1254937.0978149,1280479.10810358
"2020-03-28","PT","PT15",851258,0.02,NA,NA,NA,0.00352057357571318,0.000607353178025289,0.00643379397340108,11964.5265151854,-1170244.9624018,1194174.01543217
"2020-03-29","PT","PT15",851258,0.0166666666666667,NA,NA,NA,0.00352060638227375,0.000607436083713577,0.00643377668083392,11208.9763581367,-1091244.84386981,1113662.79658609
"2020-03-30","PT","PT15",851258,0.0166666666666667,NA,NA,NA,0.00352063922138509,0.000607517365427386,0.00643376107734279,10501.1385814391,-1017555.58667176,1038557.86383464
"2020-03-31","PT","PT15",851258,0.0166666666666667,NA,NA,NA,0.00352067210759202,0.000607597100389135,0.00643374711479491,9838.00018692499,-948821.475851018,968497.476224868
"2020-04-01","PT","PT15",851258,0.0166666666666667,NA,NA,NA,0.00352070505543991,0.000607675362906581,0.00643373474797325,9216.73844482089,-884710.543915845,903144.020805487
"2020-04-02","PT","PT15",851258,0.0166666666666667,NA,NA,NA,0.00352073807947467,0.000607752226233676,0.00643372393271567,8634.70887845053,-824912.99010003,842182.407856931
"2020-04-03","PT","PT15",851258,0.0166666666666667,NA,NA,NA,0.00352077119424275,0.000607827763923356,0.00643371462456215,8089.43400769774,-769139.704568077,785318.572583472
"2020-04-04","PT","PT15",851258,0.0166666666666667,NA,NA,NA,0.00352080441429117,0.000607902050672111,0.00643370677791023,7578.59280330949,-717120.890613878,732278.076220497
"2020-04-05","PT","PT15",851258,0.0116279069767442,NA,NA,NA,0.0035208377541675,0.000607975162656217,0.00643370034567879,7100.01080714934,-668604.778361586,682804.799975885
"2020-04-06","PT","PT15",851258,0.0116279069767442,NA,NA,NA,0.00352087122841988,0.000608047177359505,0.00643369527948026,6651.65087635033,-623356.423906836,636659.725659537
"2020-04-07","PT","PT15",851258,0.0116279069767442,NA,NA,NA,0.003520904851597,0.00060811817289255,0.00643369153030146,6231.60451196818,-581156.588236827,593619.797260764
"2020-04-08","PT","PT15",851258,0.0093167701863354,NA,NA,NA,0.00352093863824814,0.000608188226803188,0.0064336890496931,5838.08373521956,-541800.690641722,553476.858112161
"2020-04-09","PT","PT15",851258,0.00501392757660167,NA,NA,NA,0.00352097260292316,0.000608257414378219,0.00643368779146811,5469.41347673415,-505097.831680651,516036.65863412
"2020-04-10","PT","PT15",851258,0.00203665987780041,NA,NA,NA,0.00352100676120544,0.000608325807542425,0.00643368771486845,5124.02444641478,-470869.881090454,481117.929983284
"2020-04-11","PT","PT15",851258,0.00266134397870925,NA,NA,NA,0.00352104113838514,0.000608393482100541,0.00643368879466974,4800.44645356255,-438950.626331836,448551.519238961
"2020-04-12","PT","PT15",851258,0.00248756218905473,NA,NA,NA,0.0035210757650716,0.000608460513866767,0.00643369101627644,4497.30214883065,-409184.977751602,418179.582049264
"2020-04-13","PT","PT15",851258,0.00248756218905473,NA,NA,NA,0.00352111067192991,0.000608526975440586,0.00643369436841922,4213.30116136711,-381428.226605723,389854.828928458
"2020-04-14","PT","PT15",851258,0.00248756218905473,NA,NA,NA,0.00352114588962639,0.000608592938092874,0.0064336988411599,3947.23460619475,-355545.352437047,363439.821649436
"2020-04-15","PT","PT15",851258,0.00248756218905473,NA,NA,NA,0.00352118144882871,0.000608658473119946,0.00643370442453747,3697.96993844262,-331410.376532613,338806.316409499
"2020-04-16","PT","PT15",851258,0.0023767082590612,NA,NA,NA,0.00352121738020585,0.000608723652607556,0.00643371110780414,3464.44613253148,-308905.75840339,315834.650668453
"2020-04-17","PT","PT15",851258,0.0023767082590612,NA,NA,NA,0.00352125371442815,0.000608788549604733,0.00643371887925157,3245.66916578745,-287921.83243057,294413.170762145
"2020-04-18","PT","PT15",851258,0.0023767082590612,NA,NA,NA,0.00352129048216736,0.000608853237707319,0.0064337277266274,3040.70778726336,-268356.282012561,274437.697587087
"2020-04-19","PT","PT15",851258,0.0023767082590612,NA,NA,NA,0.00352132771409666,0.000608917790051103,0.00643373763814221,2848.68955375533,-250113.648722761,255811.027830272
"2020-04-20","PT","PT15",851258,0.0023767082590612,NA,NA,NA,0.00352136544089069,0.000608982277714384,0.00643374860406699,2668.79711614056,-233104.874153268,238442.468385549
"2020-04-21","PT","PT15",851258,0.0023767082590612,NA,NA,NA,0.00352140369322562,0.000609046767529888,0.00643376061892134,2500.26474023153,-217246.872273944,222247.401754407
"2020-04-22","PT","PT15",851258,0.0023767082590612,NA,NA,NA,0.00352144250213423,0.000609111319595765,0.00643377368467269,2342.37504733411,-202462.130279624,207146.880374292
"2020-04-23","PT","PT15",851258,0.0023767082590612,NA,NA,NA,0.00352148190886529,0.000609175993039508,0.00643378782469108,2194.45596063768,-188678.336032965,193067.247954241
"2020-04-24","PT","PT15",851258,0.0023767082590612,NA,NA,NA,0.00352152196617099,0.000609240850050995,0.00643380308229098,2055.87784443801,-175828.030335636,179939.786024512
"2020-04-25","PT","PT15",851258,0.0023767082590612,NA,NA,NA,0.0035215627274198,0.0006093059512017,0.0064338195036379,1926.05082401504,-163848.28237769,167700.38402572
"2020-04-26","PT","PT15",851258,0.0023767082590612,NA,NA,NA,0.00352160424598306,0.000609371357380328,0.00643383713458579,1804.4222747597,-152680.386824631,156289.231374151
"2020-04-27","PT","PT15",851258,0.0023767082590612,NA,NA,NA,0.0035216465752351,0.000609437131317197,0.006433856019153,1690.47446985943,-142269.581103426,145650.530043145
"2020-04-28","PT","PT15",851258,0.0023767082590612,NA,NA,NA,0.00352168976855335,0.00060950333823166,0.00643387619887504,1583.72237653013,-132564.781544368,135732.226297429
"2020-04-29","PT","PT15",851258,0.0023767082590612,NA,NA,NA,0.00352173387931846,0.000609570045602362,0.00643389771303456,1483.71159141546,-123518.33712488,126485.760307711
"2020-04-30","PT","PT15",851258,0.00238663484486874,NA,NA,NA,0.00352177896091446,0.000609637322060149,0.00643392059976876,1390.01640636273,-115085.799644154,117865.832456879
"2020-05-01","PT","PT15",851258,0.00238663484486874,NA,NA,NA,0.00352182506672886,0.000609705235403421,0.00643394489805429,1302.2379963442,-107225.709235654,109830.185228343
"2020-05-02","PT","PT15",851258,0.00238663484486874,NA,NA,NA,0.00352187225015285,0.000609773849735712,0.00643397065057,1220.00272180959,-99899.3941967583,102339.399640377
"2020-05-03","PT","PT15",851258,0.00238663484486874,NA,NA,NA,0.00352192056458144,0.000609843221725246,0.00643399790743763,1142.96053824358,-93070.7841826379,95356.705259125
"2020-05-04","PT","PT15",851258,0.00238663484486874,NA,NA,NA,0.00352197006347782,0.000609913396062619,0.00643402673089303,1070.78350615839,-86706.2358747607,88847.8028870775
"2020-05-05","PT","PT15",851258,0.00238663484486874,NA,NA,NA,0.00352202081769273,0.000609984421682848,0.00643405721370262,1003.16439517925,-80774.3702934308,82780.6990837893
"2020-05-06","PT","PT15",851258,0.00238663484486874,NA,NA,NA,0.0035220729389036,0.000610056384047176,0.00643408949376002,939.815376280646,-75245.9209789473,77125.5517315086
"2020-05-07","PT","PT15",851258,0.00238663484486874,NA,NA,NA,0.00352212654464948,0.000610129372018317,0.00643412371728064,880.46679660688,-70093.5923174665,71854.5259106803
"2020-05-08","PT","PT15",851258,0.00238663484486874,NA,NA,NA,0.00352218175247835,0.00061020347494155,0.00643416003001516,824.866031661542,-65291.9273357165,66941.6593990395
"2020-05-09","PT","PT15",851258,0.00238663484486874,NA,NA,NA,0.00352223867994766,0.00061027878470064,0.00643419857519468,772.776409980715,-60817.1843336784,62362.7371536398
"2020-05-10","PT","PT15",851258,0.00238663484486874,NA,NA,NA,0.00352229744462484,0.000610355396043425,0.00643423949320626,723.976205711617,-56647.2217661502,58095.1741775734
"2020-05-11","PT","PT15",851258,0.00238663484486874,NA,NA,NA,0.00352235816408794,0.00061043340517665,0.00643428292299923,678.257694809342,-52761.3908234002,54117.9062130189
"2020-05-12","PT","PT15",851258,0.00238663484486874,NA,NA,NA,0.00352242095592621,0.000610512906629558,0.00643432900522286,635.426270834287,-49140.4351976026,50411.2877392711
"2020-05-13","PT","PT15",851258,0.00238663484486874,NA,NA,NA,0.00352248593774082,0.000610593988385682,0.00643437788709596,595.29961658578,-45766.3975558137,46956.9967889853
"2020-05-14","PT","PT15",851258,0.00238663484486874,NA,NA,NA,0.00352255322714555,0.000610676725282266,0.00643442972900884,557.706928046749,-42622.5322722418,43737.9461283353
