"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_stillsick_smooth","p_cases_stillsick_smooth_low","p_cases_stillsick_smooth_high"
"2020-03-22",0,0,0,0,0.00225745907100901,0.000594245866312729,0.0039206722757053,1.23607305851585e-05,-0.000148561577606163,0.00017328303877648,0.0714692232009521,-0.795693446502972,0.938631892904876
"2020-03-23",0,0,0,0,0.00230610673044261,0.000698155647733907,0.00391405781315131,1.28917275561503e-05,-0.00015364751401957,0.000179430969131871,0.0695523412436186,-0.767870070396802,0.90697475288404
"2020-03-24",0.00181818181818182,0,0,0,0.00235580273436171,0.000803350796176045,0.00390825467254738,1.34455352972061e-05,-0.000158896260147739,0.000185787330742151,0.0676868721360931,-0.740966815995459,0.876340560267645
"2020-03-25",0.00181818181818182,0,0,0,0.00240654018207874,0.000908750123466148,0.00390433024069134,1.40231337220719e-05,-0.000164312418467732,0.000192358685911876,0.0658714369300712,-0.714954341239673,0.846697215099816
"2020-03-26",0.00181818181818182,0,0,0,0.0024583144720429,0.00101349565938009,0.00390313328470571,1.46255448400015e-05,-0.000169900686440555,0.000199151776120558,0.0641046936621353,-0.689804216136114,0.818013603460384
"2020-03-27",0.00181818181818182,0,0,0,0.00251115219966338,0.00111730049332,0.00390500390600675,1.52538345641113e-05,-0.000175665856178856,0.000206173525307078,0.0623853363617791,-0.665488894940016,0.790259567663574
"2020-03-28",0.00350877192982456,0,0,0,0.00256508088870915,0.00121982165600467,0.00391034012141362,1.59091145974191e-05,-0.000181612813910825,0.000213431043105663,0.0607120940860393,-0.641981689173885,0.763405877345963
"2020-03-29",0.00350877192982456,0,0,0,0.00262012902652639,0.00132068763528677,0.003919570417766,1.65925443999045e-05,-0.000187746539223413,0.000220931628023222,0.0590837299800207,-0.619256741457453,0.737424201417494
"2020-03-30",0.00350877192982456,0,0,0,0.00267632610067954,0.00141953344665307,0.003933118754706,1.73053332400701e-05,-0.000194072104066877,0.000228682770547017,0.0574990403626141,-0.597289000124716,0.712287080849944
"2020-03-31",0.00350877192982456,0,0,0,0.00273370263708249,0.00151604216509534,0.00395136310906965,1.80487423346354e-05,-0.000200594671501586,0.000236692156170857,0.0559568538367411,-0.576054194604741,0.687967902278223
"2020-04-01",0.0032258064516129,0,0,0,0.00279229023968989,0.00160998999170748,0.00397459048767229,1.88240870801482e-05,-0.000207319494166738,0.000244967668327035,0.0544560304234629,-0.555528811543505,0.664440872390431
"2020-04-02",0.00297397769516729,0,0,0,0.00285212163182195,0.00170128966020848,0.00400295360343542,1.96327393804617e-05,-0.000214251912449451,0.000253517391210375,0.0529954607193083,-0.53569007164466,0.641680993083276
"2020-04-03",0.00297397769516729,0,0,0,0.00291323069920012,0.00179002475495986,0.00403643664344037,2.04761300741972e-05,-0.0002213973523313,0.000262349612479694,0.0515740650762105,-0.516515907207967,0.619664037360388
"2020-04-04",0.00297397769516729,0,0,0,0.00297565253477463,0.0018764659601445,0.00407483910940475,2.13557514664866e-05,-0.000228761322887963,0.000271472825820936,0.0501907928034311,-0.497984940344492,0.598366525951354
"2020-04-05",0.00297397769516729,0,0,0,0.00303942348542943,0.00196105988678811,0.00411778708407074,2.22731599694736e-05,-0.000236349413416178,0.000280895733355125,0.0488446213908968,-0.480076461848541,0.577765704630334
"2020-04-06",0.00297397769516729,0,0,0,0.00310457889788705,0.0020443528030274,0.0041648049927467,2.32299788562476e-05,-0.000244167290160579,0.000290627247873075,0.04753455575336,-0.462770410706677,0.557839522213397
"2020-04-07",0.00267558528428094,0,0,0,0.00317113317282578,0.00212663874511987,0.00421562760053168,2.42279011330812e-05,-0.000252220692611376,0.000300676494877538,0.0462596274948381,-0.446047354224931,0.538566609214608
"2020-04-08",0.00250783699059561,0,0,0,0.00323908764366545,0.00220796880472813,0.00427020648260277,2.52686925350555e-05,-0.000260515429342021,0.000311052814412132,0.0450188941927776,-0.429888468755727,0.519926257141282
"2020-04-09",0.00312744331508991,0,0,0,0.00330844169865339,0.00228832113864789,0.00432856225865889,2.63541946503711e-05,-0.000269057373354216,0.000321765762654958,0.0438114387014169,-0.414275521006641,0.501898398409474
"2020-04-10",0.00283860502838605,0,0,0,0.00337919278501039,0.00236766437829646,0.00439072119172432,2.7486328178876e-05,-0.000277852456895587,0.000332825113253339,0.0426363684738388,-0.399190849913731,0.484463586861409
"2020-04-11",0.00277117973079968,0,0,0,0.00345133629204512,0.00244602308017691,0.00445664950391332,2.86670963305733e-05,-0.000286906665713352,0.000344240858374499,0.0414928149021994,-0.384617349062476,0.467602978866874
"2020-04-12",0.00343380389164441,0,0,0,0.00352486543236302,0.00252354024755405,0.00452619061717199,2.98985883701248e-05,-0.000296226032705083,0.000356023209445332,0.0403799326756588,-0.370538449640099,0.451298314991416
"2020-04-13",0.00381533765738268,0,0,0,0.00359977112143696,0.00260052966758023,0.00459901257529369,3.11829833136183e-05,-0.000305816630925364,0.000368182597552601,0.0392968991555281,-0.356938103903341,0.435531902214397
"2020-04-14",0.00388953714507974,0,0,0,0.00367604185583567,0.00267751096969971,0.00467457274197163,3.25225537841452e-05,-0.000315684565904787,0.000380729673473078,0.0382429137671802,-0.343800769146359,0.420286596680719
"2020-04-15",0.00388953714507974,0,0,0,0.00375366359043577,0.00275522160210821,0.00475210557876332,3.39196700330043e-05,-0.000325835967235053,0.000393675307301062,0.0372171974082649,-0.33111139215374,0.40554578697027
"2020-04-16",0.00388953714507974,0,0,0,0.00383261961497326,0.00283460173486478,0.00483063749508174,3.5376804133653e-05,-0.000336276979371386,0.000407030587638692,0.0362189918728019,-0.318855394124235,0.391293377869839
"2020-04-17",0.00388953714507974,0,0,0,0.00391289043032204,0.00291674922176456,0.00490903163887951,3.68965343558206e-05,-0.000347013751600505,0.000420806820312146,0.0352475592907158,-0.307018656051053,0.377513774632485
"2020-04-18",0.00388953714507974,0,0,0,0.00399445052140562,0.00300281946734152,0.00498608157546971,3.84815497275298e-05,-0.000358052427119493,0.000435015526574552,0.0343021815824056,-0.295587504545139,0.36419186770995
"2020-04-19",0.00381533765738268,0,0,0,0.00407717994837224,0.00309328636400269,0.00506107353274179,4.01346547930929e-05,-0.000369399131167689,0.000449668440753875,0.033382159927943,-0.284548698088153,0.351313017944039
"2020-04-20",0.00381533765738268,0,0,0,0.00416084312728956,0.00318763524636142,0.00513405100821769,4.18587745755043e-05,-0.00038105995815042,0.000464777507301429,0.0324868142505067,-0.273889413702318,0.338863042203331
"2020-04-21",0.00381533765738268,0,0,0,0.00424517897895265,0.00328498897674676,0.00520536898115854,4.36569597520104e-05,-0.000393040957689896,0.000480354877193917,0.0316154827136722,-0.263597234024651,0.326828199451996
"2020-04-22",0.00381533765738268,0,0,0,0.00432990571238351,0.00338422423085563,0.0052755871939114,4.55323920520121e-05,-0.000405348119534874,0.000496412903638898,0.0307675212321848,-0.253660134773484,0.315195177237853
"2020-04-23",0.00381533765738268,0,0,0,0.00441472053163512,0.00348406383014098,0.00534537723312926,4.74883898868534e-05,-0.00041798735725681,0.000512964137030517,0.0299423029958534,-0.244066472595524,0.303951078587231
"2020-04-24",0.00381533765738268,0,0,0,0.00449929954179591,0.00358318508061139,0.00541541400298044,4.95284142214561e-05,-0.000430964490656134,0.000530021319099046,0.0291392180062156,-0.23480497328207,0.293083409294501
"2020-04-25",0.00381533765738268,0,0,0,0.00458329787697976,0.0036803442872129,0.00548625146674662,5.16560746981915e-05,-0.000444285226797954,0.000547597376194337,0.0283576726256273,-0.225864720343294,0.282580065594549
"2020-04-26",0.00381533765738268,0,0,0,0.0046663500729398,0.00377450934649925,0.00555819079938036,5.3875136023822e-05,-0.000457955139591917,0.000565705411639561,0.0275970891384501,-0.217235143929911,0.272429322206811
"2020-04-27",0.00296186597556461,0,0,0,0.00474807070633914,0.00386498290866341,0.00563115850401486,5.61895246308162e-05,-0.000471979647826225,0.000584358697087857,0.0268569053240032,-0.208906010091752,0.262619820739759
"2020-04-28",0.00296186597556461,0,0,0,0.00482805532158998,0.00395149194278852,0.00570461870039144,5.86033356248242e-05,-0.000486363991560711,0.00060357066281036,0.0261365740409745,-0.200867410363219,0.253140558445168
"2020-04-29",0.00296186597556461,0,0,0,0.00490588166448847,0.00403421981969449,0.00577754350928245,6.11208400306039e-05,-0.000501113206778599,0.000623354886839806,0.0254355628229739,-0.193109751665736,0.243980877311683
"2020-04-30",0.00643316654753395,0,0,0,0.00498111169050594,0.00411376496202391,0.00584845841898796,6.37464923492208e-05,-0.000516232098190929,0.000643725082889371,0.0247533534849362,-0.185623746517736,0.235130453487609
"2020-05-01",0.00647948164146868,0,0,0,0.00505341683734966,0.00419092108113273,0.00591591259356658,6.64849384398932e-05,-0.000531725210081849,0.000664695086961636,0.0240894417400811,-0.178400403542947,0.226579287023109
"2020-05-02",0.00647948164146868,0,0,0,0.00512275791563316,0.00426619351195235,0.00597932231931397,6.93410237404291e-05,-0.000547596795076658,0.000686278842557516,0.0234433368271459,-0.171431018267987,0.218317691922279
"2020-05-03",0.00647948164146868,0,0,0,0.00518915003980957,0.00433974376846442,0.00603855631115472,7.23198018407983e-05,-0.000563850780708039,0.000708490384389636,0.0228145611476159,-0.164707164200614,0.210336286495846
"2020-05-04",0.00647948164146868,0,0,0,0.00525262173406878,0.00441147004695981,0.00609377342117775,7.54265434250128e-05,-0.000580490733649073,0.000731343820499099,0.0222026499126864,-0.158220684180179,0.202625984005552
"2020-05-05",0.00647948164146868,0,0,0,0.00531321445888593,0.00448108153397895,0.00614534738379291,7.86667455971355e-05,-0.000597519821474338,0.000754853312668609,0.0216071507996912,-0.151963681992101,0.195177983591483
"2020-05-06",0.00659824046920821,0,0,0,0.00537098209595385,0.00454817374700103,0.00619379044490667,8.20461416079193e-05,-0.000614940771802877,0.000779033055018715,0.021027623617748,-0.145928514238424,0.18798376147392
"2020-05-07",0.00652646845540247,0,0,0,0.00542599039925601,0.0046123037267958,0.00623967707171622,8.55707109992846e-05,-0.000632755828668756,0.000803897250667325,0.0204636399823707,-0.140107782456763,0.181035062421504
"2020-05-08",0.00652646845540247,0,0,0,0.00547831641993634,0.00467306290585368,0.006283569934019,8.92466901845911e-05,-0.000650966705956635,0.000829460086325817,0.0199147829988089,-0.134494325480148,0.174323891477765
"2020-05-09",0.00652646845540247,0,0,0,0.00552804791245282,0.00473014346445015,0.0063259523604555,9.30805834834192e-05,-0.00066957453773081,0.000855735704697649,0.0193806469538809,-0.129081212030524,0.167842505938285
