"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high"
"2020-03-23","DE","DEHH",1787000,0,0,0,0,0.0621769193649375,0.0556853138574121,0.068668524872463
"2020-03-24","DE","DEHH",1787000,0,0,0,0,0.0621769193709881,0.0556853138718598,0.0686685248701164
"2020-03-25","DE","DEHH",1787000,0,0,0,0,0.0621769193770386,0.0556853138862605,0.0686685248678166
"2020-03-26","DE","DEHH",1787000,0,0,0,0,0.0621769193830891,0.0556853139006144,0.0686685248655638
"2020-03-27","DE","DEHH",1787000,0,0,0,0,0.0621769193891396,0.0556853139149213,0.0686685248633579
"2020-03-28","DE","DEHH",1787000,0,0,0,0,0.0621769193951901,0.0556853139291814,0.0686685248611989
"2020-03-29","DE","DEHH",1787000,0,0,0,0,0.0621769194012407,0.0556853139433945,0.0686685248590868
"2020-03-30","DE","DEHH",1787000,0,0,0,0,0.0621769194072912,0.0556853139575608,0.0686685248570216
"2020-03-31","DE","DEHH",1787000,0,0,0,0,0.0621769194133417,0.0556853139716801,0.0686685248550034
"2020-04-01","DE","DEHH",1787000,0,0,0,0,0.0621769194193922,0.0556853139857525,0.068668524853032
"2020-04-02","DE","DEHH",1787000,0,0,0,0,0.0621769194254428,0.055685313999778,0.0686685248511076
"2020-04-03","DE","DEHH",1787000,0,0,0,0,0.0621769194314933,0.0556853140137565,0.0686685248492301
"2020-04-04","DE","DEHH",1787000,0,0,0,0,0.0621769194375438,0.0556853140276882,0.0686685248473995
"2020-04-05","DE","DEHH",1787000,0,0,0,0,0.0621769194435944,0.055685314041573,0.0686685248456158
"2020-04-06","DE","DEHH",1787000,0,0,0,0,0.0621769194496449,0.0556853140554108,0.068668524843879
"2020-04-07","DE","DEHH",1787000,0,0,0,0,0.0621769194556954,0.0556853140692018,0.0686685248421891
"2020-04-08","DE","DEHH",1787000,0,0,0,0,0.062176919461746,0.0556853140829458,0.0686685248405461
"2020-04-09","DE","DEHH",1787000,0,NA,NA,NA,0.0621769194677965,0.0556853140966429,0.0686685248389501
"2020-04-10","DE","DEHH",1787000,0,NA,NA,NA,0.062176919473847,0.0556853141102931,0.0686685248374009
"2020-04-11","DE","DEHH",1787000,0,NA,NA,NA,0.0621769194798975,0.0556853141238963,0.0686685248358986
"2020-04-12","DE","DEHH",1787000,0,NA,NA,NA,0.062176919485948,0.0556853141374527,0.0686685248344433
"2020-04-13","DE","DEHH",1787000,0,NA,NA,NA,0.0621769194919985,0.0556853141509622,0.0686685248330349
"2020-04-14","DE","DEHH",1787000,0,NA,NA,NA,0.0621769194980491,0.0556853141644247,0.0686685248316734
"2020-04-15","DE","DEHH",1787000,0,NA,NA,NA,0.0621769195040996,0.0556853141778404,0.0686685248303588
"2020-04-16","DE","DEHH",1787000,0,NA,NA,NA,0.0621769195101501,0.0556853141912091,0.0686685248290912
"2020-04-17","DE","DEHH",1787000,0,NA,NA,NA,0.0621769195162007,0.0556853142045309,0.0686685248278704
"2020-04-18","DE","DEHH",1787000,0,NA,NA,NA,0.0621769195222512,0.0556853142178058,0.0686685248266966
"2020-04-19","DE","DEHH",1787000,0,NA,NA,NA,0.0621769195283017,0.0556853142310338,0.0686685248255696
"2020-04-20","DE","DEHH",1787000,0,NA,NA,NA,0.0621769195343522,0.0556853142442149,0.0686685248244896
"2020-04-21","DE","DEHH",1787000,0,NA,NA,NA,0.0621769195404028,0.0556853142573491,0.0686685248234565
"2020-04-22","DE","DEHH",1787000,0,NA,NA,NA,0.0621769195464533,0.0556853142704363,0.0686685248224703
"2020-04-23","DE","DEHH",1787000,0,NA,NA,NA,0.0621769195525038,0.0556853142834767,0.068668524821531
"2020-04-24","DE","DEHH",1787000,0,NA,NA,NA,0.0621769195585544,0.0556853142964701,0.0686685248206386
"2020-04-25","DE","DEHH",1787000,0,NA,NA,NA,0.0621769195646049,0.0556853143094166,0.0686685248197931
"2020-04-26","DE","DEHH",1787000,0,NA,NA,NA,0.0621769195706554,0.0556853143223162,0.0686685248189945
"2020-04-27","DE","DEHH",1787000,0,NA,NA,NA,0.0621769195767059,0.0556853143351689,0.0686685248182429
"2020-04-28","DE","DEHH",1787000,0,NA,NA,NA,0.0621769195827564,0.0556853143479747,0.0686685248175381
"2020-04-29","DE","DEHH",1787000,0,NA,NA,NA,0.0621769195888069,0.0556853143607336,0.0686685248168803
"2020-04-30","DE","DEHH",1787000,0,NA,NA,NA,0.0621769195948575,0.0556853143734456,0.0686685248162694
"2020-05-01","DE","DEHH",1787000,0,NA,NA,NA,0.062176919600908,0.0556853143861106,0.0686685248157054
"2020-05-02","DE","DEHH",1787000,0,NA,NA,NA,0.0621769196069585,0.0556853143987288,0.0686685248151883
"2020-05-03","DE","DEHH",1787000,0,NA,NA,NA,0.0621769196130091,0.0556853144113,0.0686685248147181
"2020-05-04","DE","DEHH",1787000,0,NA,NA,NA,0.0621769196190596,0.0556853144238243,0.0686685248142949
"2020-05-05","DE","DEHH",1787000,0,NA,NA,NA,0.0621769196251101,0.0556853144363017,0.0686685248139185
"2020-05-06","DE","DEHH",1787000,0,NA,NA,NA,0.0621769196311606,0.0556853144487322,0.0686685248135891
"2020-05-07","DE","DEHH",1787000,0,NA,NA,NA,0.0621769196372112,0.0556853144611158,0.0686685248133066
"2020-05-08","DE","DEHH",1787000,0,NA,NA,NA,0.0621769196432617,0.0556853144734525,0.0686685248130709
