"","cutoff","predType","startDate","endDate","mape","mae","mse","rmse","smape","minlag","maxlag","penalty","alpha_in","rmcc","rmth","smth","limitRange","basisdim","firstcutoff","lastcutoff","cutoffinterval","signalsToTry"
"1",2020-11-21,"nearFuture",2020-11-22,2020-12-11,Inf,8874.57043387395,173397751.600312,13168.0580041368,0.931250706866394,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"2",2020-11-22,"nearFuture",2020-11-23,2020-12-12,Inf,53989.5363998786,46244852489.7903,215046.163624907,0.831936648693548,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"3",2020-11-23,"nearFuture",2020-11-24,2020-12-13,Inf,58955.773374375,56048432499.017,236745.501539136,0.837355302862486,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"4",2020-11-24,"nearFuture",2020-11-25,2020-12-14,Inf,32887.3189872694,16928286799.6444,130108.749896555,0.740858314277001,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"5",2020-11-25,"nearFuture",2020-11-26,2020-12-15,Inf,17526.7628130997,4795972051.7157,69252.9569889669,0.565397523517735,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"6",2020-11-26,"nearFuture",2020-11-27,2020-12-16,Inf,2625.89095300525,13908453.9612614,3729.40396863379,0.579133132127808,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"7",2020-11-27,"nearFuture",2020-11-28,2020-12-17,Inf,5343.170555707,75502573.8413035,8689.22170515309,0.705518795996127,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"8",2020-11-28,"nearFuture",2020-11-29,2020-12-18,Inf,5117.1460056488,69274065.5618556,8323.10432241814,0.66604711219754,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"9",2020-11-29,"nearFuture",2020-11-30,2020-12-19,Inf,4281.60019584036,46466756.7822855,6816.65290170224,0.601416831654629,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"10",2020-11-30,"nearFuture",2020-12-01,2020-12-20,Inf,3520.15575576713,27270371.5707691,5222.10413250915,0.616923605736903,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"11",2020-12-01,"nearFuture",2020-12-02,2020-12-21,Inf,3549.27241178668,25677568.9870972,5067.30391698556,0.668528830539426,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"12",2020-12-02,"nearFuture",2020-12-03,2020-12-21,Inf,3017.46439142356,13180357.0820229,3630.47615086822,0.644811410180188,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"13",2020-12-03,"nearFuture",2020-12-04,2020-12-21,Inf,3175.02957713606,13872848.1726149,3724.62725284221,0.679100520466998,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"14",2020-12-04,"nearFuture",2020-12-05,2020-12-21,Inf,3388.56188998793,15165193.101421,3894.2512889413,0.766385408415782,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"15",2020-12-05,"nearFuture",2020-12-06,2020-12-21,Inf,3516.48829353707,16513906.8218924,4063.73065321662,0.827601405648813,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"16",2020-12-06,"nearFuture",2020-12-07,2020-12-21,Inf,3717.1274517861,17514916.8093282,4185.08265262805,0.877935424853768,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"17",2020-12-07,"nearFuture",2020-12-08,2020-12-21,0.677554342013719,4016.45917736864,19726206.8614361,4441.41946470226,0.911537238450797,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"18",2020-12-08,"nearFuture",2020-12-09,2020-12-21,0.663270068891125,4177.01825170067,20912361.4888871,4573.00355224956,1.0473371115722,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"19",2020-12-09,"nearFuture",2020-12-10,2020-12-21,0.671617793089531,4272.39169383138,22506043.6700136,4744.05350623426,1.0646031081101,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"20",2020-12-10,"nearFuture",2020-12-11,2020-12-21,0.614089428266402,3969.62928308944,20347240.7496797,4510.79158792331,0.950842261446569,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"21",2020-12-11,"nearFuture",2020-12-12,2020-12-21,0.577118428564335,3824.08352171731,19817932.2023971,4451.73361763674,0.887759639648946,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"22",2020-12-12,"nearFuture",2020-12-13,2020-12-21,0.5585531434515,3736.54661139404,19647841.4900473,4432.58857667247,0.855214027703128,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
"23",2020-12-13,"nearFuture",2020-12-14,2020-12-21,0.589980145942065,4055.48215412775,21807193.8780886,4669.81732812844,0.914125614947497,20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data"
