"","date","fore","syncFore"
"1","2020-12-22",4584.53200693442,5348.79836804649
"2","2020-12-23",5871.14036328169,4409
"3","2020-12-24",8231.29107685807,8491.5344298357
"4","2020-12-25",4561.01062265354,4784.62425333432
"5","2020-12-26",4412.23239552498,4520
"6","2020-12-27",4948.96742689537,5207.07893661576
"7","2020-12-28",5088.35243455818,7295.38990908149
"8","2020-12-29",3722.96697431892,5721.90812067185
"9","2020-12-30",6104.95953064371,8726.76615485172
"10","2020-12-31",4588.94101469522,6710.09953553962
"11","2021-01-01",5149.24502192075,7516.57973196061
"12","2021-01-02",3714.8833428569,6578.61904176442
"13","2021-01-03",5510.14334581325,7904.74884961071
"14","2021-01-04",5067.8091723323,7650.63157631147
"15","2021-01-05",6445.84229498673,9354.68933443734
"16","2021-01-06",3177.00937541907,6096.3943610347
"17","2021-01-07",3538.2879707371,5904.21547191654
"18","2021-01-08",2637.04850830252,6083.55933532213
"19","2021-01-09",4902.11054283725,8121.46403103615
"20","2021-01-10",4101.60017938474,7826.68114826524
"21","2021-01-11",3415.62616472433,7066.53859375082
"22","2021-01-12",3827.33068618672,5241.8543515335
"23","2021-01-13",4215.19559800234,2845
"24","2021-01-14",4631.83212489327,3271
"25","2021-01-15",4333.4377062925,2466
"26","2021-01-16",5188.14131488807,NA
