"","cutoff","predType","startDate","endDate","mape","mae","mse","rmse","smape","minlag","maxlag","penalty","alpha_in","rmcc","rmth","smth","limitRange","basisdim","firstcutoff","lastcutoff","cutoffinterval","signalsToTry"
"1",2020-12-09,"nearFuture",2020-12-10,2020-12-13,Inf,3110.79795352849,16894359.8524154,4110.27491202419,1.04042184855749,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"2",2020-12-10,"nearFuture",2020-12-11,2020-12-14,Inf,221399.675067031,189929437770.134,435808.946409013,1.55712659611879,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"3",2020-12-11,"nearFuture",2020-12-12,2020-12-15,Inf,43559.5737118068,6389141184.46734,79932.1035909061,1.45502856129226,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"4",2020-12-12,"nearFuture",2020-12-13,2020-12-16,Inf,3475.04748790357,18181942.1100517,4264.02885896094,0.747189734714748,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"5",2020-12-14,"nearFuture",2020-12-15,2020-12-18,0.0904548676432623,411.152053503821,276533.310088179,525.864345709214,0.0977251992104146,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"6",2020-12-15,"nearFuture",2020-12-16,2020-12-19,Inf,2203.43602064824,12356516.4913975,3515.18370663576,0.59760540339621,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"7",2020-12-16,"nearFuture",2020-12-17,2020-12-20,Inf,4122.09721189506,27552135.8149848,5249.01284195274,1.14302745094864,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"8",2020-12-17,"nearFuture",2020-12-18,2020-12-21,Inf,4356.71568336764,24928696.9014274,4992.86459874764,1.18331883550842,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"9",2020-12-18,"nearFuture",2020-12-19,2020-12-21,Inf,5281.8476872008,37533627.7026745,6126.46943211786,1.4450506740554,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"10",2020-12-19,"nearFuture",2020-12-20,2020-12-21,Inf,5520.21389604702,30557473.2470399,5527.88144292548,1.40945367664537,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
"11",2020-12-20,"nearFuture",2020-12-21,2020-12-21,0.549591956226542,5497.01874617788,30217215.095831,5497.01874617788,0.757844605986457,3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data"
