"","date","fore","syncFore"
"1","2020-12-22",306.04755134834,341.845950722015
"2","2020-12-23",280.801387631274,305.603068283072
"3","2020-12-24",100.135882476826,249.995273813558
"4","2020-12-25",219.26526344954,439.17746308007
"5","2020-12-26",359.191034495486,519.25489285081
"6","2020-12-27",266.138403056648,456.130074239298
"7","2020-12-28",168.08442765987,340.51831462183
"8","2020-12-29",279.481119383394,452.281473222122
"9","2020-12-30",221.591058489107,394.212225032563
"10","2020-12-31",173.179378618595,350.671507606467
"11","2021-01-01",217.089430293792,419.336433415655
"12","2021-01-02",144.14825569671,389.562072522517
"13","2021-01-03",217.022042995801,500.004717503846
"14","2021-01-04",145.808033371874,440.93243991635
"15","2021-01-05",175.267245165243,485.312020355793
"16","2021-01-06",94.4821038674852,392.333896438083
"17","2021-01-07",200.499182563047,510.339043922062
"18","2021-01-08",180.461873551788,497.246817959995
"19","2021-01-09",211.332625352347,525.296253980005
"20","2021-01-10",239.943846435537,550.849166395812
"21","2021-01-11",331.701648360011,644.211415566722
"22","2021-01-12",243.473235139458,564.243398467155
"23","2021-01-13",254.124710625967,575.809273054693
"24","2021-01-14",76.7059191709022,401.5305631241
