"","date","fore","syncFore"
"1","2020-12-22",59880.5825979404,38666.0568797948
"2","2020-12-23",73355.5401155278,50621.8520745762
"3","2020-12-24",72884.650907342,50958.0649763088
"4","2020-12-25",83973.9547086556,65390.3710707979
"5","2020-12-26",75154.200967919,63832.7297888883
"6","2020-12-27",61687.272517929,53963.7837476059
"7","2020-12-28",42897.2374210592,34257.7176606041
"8","2020-12-29",57805.3990263387,47785.7012387257
"9","2020-12-30",64050.5819335732,52565.2237479604
"10","2020-12-31",54612.4860089504,45307.517839069
"11","2021-01-01",64737.3996855236,57160.8673846481
"12","2021-01-02",59442.3796109935,54377.2495452755
"13","2021-01-03",27719.949708326,25003.1209225657
"14","2021-01-04",23314.8074476178,31388.7295835376
"15","2021-01-05",45146.7115580032,46456.2268379905
"16","2021-01-06",37446.753802023,41333.5070172579
"17","2021-01-07",33095.4771729123,42933.6525248813
"18","2021-01-08",34774.2432751299,44169.9384866664
"19","2021-01-09",28383.1849569608,38429.0572033507
"20","2021-01-10",18609.1420058977,29439.2868533904
"21","2021-01-11",12455.888469366,25738.4030253029
"22","2021-01-12",35625.0363118933,48441.023130798
"23","2021-01-13",24259.4826065242,37065.9487867631
"24","2021-01-14",24647.5553378167,37823.317440767
"25","2021-01-15",17797.2739190408,33025.306267605
