"","minlag","maxlag","penalty","alpha_in","rmcc","rmth","smth","limitRange","basisdim","firstcutoff","lastcutoff","cutoffinterval","signalsToTry","cutoff","date","lag","predType","y","strawman","fore","fore_low","fore_high","scaled_abs_err","syncFore","scaled_abs_err_sync"
"1",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-08,2020-12-09,1,"nearFuture",25089,29263,7569.53238839808,8521.59292113847,6723.8392057987,4.19728500416977,NA,NA
"2",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-08,2020-12-10,2,"nearFuture",32734,29263,13061.2277198253,16939.9013514825,10070.6412634571,5.66775346427743,NA,NA
"3",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-08,2020-12-11,3,"nearFuture",27217,29263,7117.82405855509,8701.08819560412,5822.65323481508,9.82364415035252,NA,NA
"4",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-08,2020-12-12,4,"nearFuture",21792,29263,11534.3392066022,14283.7523753247,9314.14781194253,1.37299702744276,NA,NA
"5",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-08,2020-12-13,5,"nearFuture",14709,29263,8812.15991644046,10991.2657787995,7065.07912334382,0.40516971850724,NA,NA
"6",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-08,2020-12-14,6,"nearFuture",6451,29263,78926633.6153353,880746829.118805,7072876.4361059,3459.59068086427,NA,NA
"7",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-09,2020-12-10,1,"nearFuture",32734,25089,12451.1556281861,16719.4182802225,9272.52813937301,2.65308624841868,29970.623239788,0.36146196989542
"8",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-09,2020-12-11,2,"nearFuture",27217,25089,8267.51803448841,10231.088737588,6680.79968845089,8.90483174652574,NA,NA
"9",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-09,2020-12-12,3,"nearFuture",21792,25089,10884.7222933699,13926.8904496989,8507.08058857069,3.30824316145642,NA,NA
"10",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-09,2020-12-13,4,"nearFuture",14709,25089,9298.46526387222,11648.7733012107,7422.36577429588,0.521246120964021,NA,NA
"11",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-09,2020-12-14,5,"nearFuture",6451,25089,47846691.4554594,532966276.19311,4295404.76666941,2566.81191398716,NA,NA
"12",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-09,2020-12-15,6,"nearFuture",33825,25089,3695.46638740721,4766.17478982724,2865.28976016666,3.44889349921519,NA,NA
"13",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-10,2020-12-11,1,"nearFuture",27217,32734,10147.8121369233,13613.0288862343,7564.67146488035,3.09392565886944,30430.6565087372,0.582500726509828
"14",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-10,2020-12-12,2,"nearFuture",21792,32734,17202.8980116486,22066.3685187017,13411.3458564045,0.419402484731489,36875.6702918234,1.37851126763342
"15",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-10,2020-12-13,3,"nearFuture",14709,32734,10235.0820711873,14000.4444033696,7482.39855720057,0.2482062651076,NA,NA
"16",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-10,2020-12-14,4,"nearFuture",6451,32734,35780085.1472489,434431725.253443,2946871.55363139,1361.09402069352,NA,NA
"17",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-10,2020-12-15,5,"nearFuture",33825,32734,4798.12282157257,6297.98009742624,3655.45496409297,26.6057535763718,NA,NA
"18",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-10,2020-12-16,6,"nearFuture",32744,32734,2650.56977846972,3934.01784896056,1785.83840243462,3009.34272121876,NA,NA
"19",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-11,2020-12-12,1,"nearFuture",21792,27217,32583.0797558934,44271.1322519362,23980.7981493963,1.98913912514364,49652.26761897,5.13553320070682
"20",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-11,2020-12-13,2,"nearFuture",14709,27217,12529.5659002951,15487.7841660602,10136.3771580614,0.174243212306579,31479.0478658067,1.34074575187607
"21",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-11,2020-12-14,3,"nearFuture",6451,27217,254890093.756683,2872127384.7416,22620500.8316983,12274.0846934609,55527,2.36328614069328
"22",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-11,2020-12-15,4,"nearFuture",33825,27217,6440.1001902206,7979.51829878111,5197.6684440231,4.14420396574382,NA,NA
"23",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-11,2020-12-16,5,"nearFuture",32744,27217,1822.80456401544,2486.28289797374,1336.37909077176,5.59457127381762,NA,NA
"24",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-11,2020-12-17,6,"nearFuture",30179,27217,13579.0674242263,15975.1518842278,11542.3673870501,5.60429863949002,NA,NA
"25",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-12,2020-12-13,1,"nearFuture",14709,21792,13427.8159462194,16973.784387476,10622.6305795768,0.180881554934304,2636.73619032606,1.7043998034688
"26",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-12,2020-12-14,2,"nearFuture",6451,21792,88587306.6821033,1051075408.64714,7466363.34617509,5774.12526408508,48178,2.71996610372727
"27",3,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-12-08,2020-12-21,1,"umdapi_data-cmu_data",2020-12-12,2020-12-15,3,"nearFuture",33825,21792,6240.8581736512,7917.71270562325,4919.13664863937,2.29237445558518,17148.1358802813,1.38592737624307
