"","date","fore","syncFore"
"1","2020-12-22",852.234162142475,2364.61459705617
"2","2020-12-23",989.057522540365,2414.45445022761
"3","2020-12-24",875.232968451235,2238.03952113598
"4","2020-12-25",970.913720551815,2318.88080380967
"5","2020-12-26",830.687912375333,2090.72847241613
"6","2020-12-27",822.614726911723,2080.64696255718
"7","2020-12-28",844.950850463723,2189.21054913303
"8","2020-12-29",815.295038011461,2075.68968068708
"9","2020-12-30",863.788680029214,2122.67038488139
"10","2020-12-31",887.096872235903,2211.45103154318
"11","2021-01-01",793.522981759571,2126.37490819395
"12","2021-01-02",854.400866380542,2173.41951952038
"13","2021-01-03",737.348997766936,2050.39403107806
"14","2021-01-04",996.157380320194,2310.59155436187
"15","2021-01-05",856.253824259298,2231.69471175803
"16","2021-01-06",1241.5183313894,2657.31450243491
"17","2021-01-07",1026.5372845031,2253.71687775021
"18","2021-01-08",1033.58126409597,2271.28287988293
"19","2021-01-09",1040.12593413632,2278.30982950387
"20","2021-01-10",820.0242857337,2060.32453362501
"21","2021-01-11",980.873114239001,2162.9869035628
"22","2021-01-12",961.484429822626,2214.88484833969
"23","2021-01-13",945.606096250975,2222.73904033284
"24","2021-01-14",870.590662513263,2149.82488884293
