"","date","fore","syncFore"
"1","2020-12-22",17858.3740972773,26867.2522000823
"2","2020-12-23",21796.800282721,35869.923509749
"3","2020-12-24",24172.7109096506,36781.8503631486
"4","2020-12-25",17550.4726591954,35659.4524579652
"5","2020-12-26",18337.5504233933,34518.5841121478
"6","2020-12-27",18882.4585167405,29787.0923613615
"7","2020-12-28",19929.222374408,34506.2713484763
"8","2020-12-29",16455.3574100675,30991.7832534938
"9","2020-12-30",22664.4144702684,37191.0216427117
"10","2020-12-31",24743.6541695228,39483.3245368714
"11","2021-01-01",23312.4262865527,38074.5028363671
"12","2021-01-02",20229.4969757442,31180.7435189262
"13","2021-01-03",21221.591488042,31910.0963841026
"14","2021-01-04",22581.6149073004,38953.3025866552
"15","2021-01-05",17481.2304764338,33319.3933558076
"16","2021-01-06",14157.378274611,30088.5502771737
"17","2021-01-07",12254.9488472514,28016.1593695775
"18","2021-01-08",18064.4758899641,33891.0866247275
"19","2021-01-09",15888.4075615482,31253.213128567
"20","2021-01-10",14840.2071009163,26185.5259743239
"21","2021-01-11",15681.6110005934,25269.7952122918
"22","2021-01-12",13301.7225168934,22212.5088335004
"23","2021-01-13",15965.989079566,24336.895429088
"24","2021-01-14",15826.7738531013,23693.3178294776
"25","2021-01-15",14792.149952948,24143.182596875
"26","2021-01-16",16344.9533589094,NA
"27","2021-01-17",13122.7050912077,NA
"28","2021-01-18",15699.7019706861,NA
"29","2021-01-19",16652.1846021297,NA
