"","cutoff","predType","startDate","endDate","mape","mae","mse","rmse","smape","minlag","maxlag","penalty","alpha_in","rmcc","rmth","smth","limitRange","basisdim","firstcutoff","lastcutoff","cutoffinterval","signalsToTry"
"1",2020-11-30,"nearFuture",2020-12-01,2020-12-21,Inf,0.700055505348976,0.812809513638818,0.901559489794666,1.91942511332813,22,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-30,2020-12-21,1,"ox_data-owid_data-gmob_data"
"2",2020-12-01,"nearFuture",2020-12-02,2020-12-21,Inf,0.745452344943303,0.901744772871185,0.949602428846507,1.91593394278329,22,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-30,2020-12-21,1,"ox_data-owid_data-gmob_data"
"3",2020-12-02,"nearFuture",2020-12-03,2020-12-21,Inf,56.4986478074238,4991.45244520899,70.6502119261435,1.9888963539496,22,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-30,2020-12-21,1,"ox_data-owid_data-gmob_data"
"4",2020-12-03,"nearFuture",2020-12-04,2020-12-21,Inf,48.3005657265922,3430.13022558139,58.5673136278367,1.98584578364558,22,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-30,2020-12-21,1,"ox_data-owid_data-gmob_data"
"5",2020-12-04,"nearFuture",2020-12-05,2020-12-21,Inf,0.615051692153172,0.679362529378606,0.824234511154809,1.9309259049934,22,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-30,2020-12-21,1,"ox_data-owid_data-gmob_data"
"6",2020-12-05,"nearFuture",2020-12-06,2020-12-21,Inf,0.656614505894034,0.739064358203277,0.859688523945317,1.92687060056618,22,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-30,2020-12-21,1,"ox_data-owid_data-gmob_data"
"7",2020-12-06,"nearFuture",2020-12-07,2020-12-21,Inf,1.10793118042015,3.30417585532529,1.81773921543364,1.85145518096347,22,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-30,2020-12-21,1,"ox_data-owid_data-gmob_data"
"8",2020-12-07,"nearFuture",2020-12-08,2020-12-21,Inf,1.18653892417539,3.6068573004829,1.89917279374018,1.84146615094548,22,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-30,2020-12-21,1,"ox_data-owid_data-gmob_data"
"9",2020-12-08,"nearFuture",2020-12-09,2020-12-21,Inf,0.875834861779296,1.19618176606541,1.09370094910145,1.82764179282267,22,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-30,2020-12-21,1,"ox_data-owid_data-gmob_data"
"10",2020-12-09,"nearFuture",2020-12-10,2020-12-21,Inf,0.865679224723086,1.17032598615716,1.08181605929897,1.89957344558682,22,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-30,2020-12-21,1,"ox_data-owid_data-gmob_data"
