"","date","fore","syncFore"
"1","2020-12-22",1690.41152344388,2072
"2","2020-12-23",5748.47953389614,5827.9279379864
"3","2020-12-24",6169.22417694134,4379.57232870383
"4","2020-12-25",4824.68854813326,3888.82106872978
"5","2020-12-26",4385.04903494432,2123.28418821308
"6","2020-12-27",6131.15415350592,810.526893365809
"7","2020-12-28",3817.21523048978,1451
"8","2020-12-29",6699.44297963926,6699.44297963926
"9","2020-12-30",5307.6112842487,5307.6112842487
"10","2020-12-31",8466.12895264331,8466.12895264331
"11","2021-01-01",4289.28305641788,4289.28305641788
"12","2021-01-02",3615.91530776009,3615.91530776009
"13","2021-01-03",6332.60575329786,6332.60575329786
"14","2021-01-04",3430.68284615039,3430.68284615039
"15","2021-01-05",5261.13624245748,5261.13624245748
"16","2021-01-06",7548.07940872574,7548.07940872574
"17","2021-01-07",4039.24328557755,4039.24328557755
"18","2021-01-08",4625.54341914628,4625.54341914628
"19","2021-01-09",5699.10694698989,5699.10694698989
"20","2021-01-10",4808.51609579745,4808.51609579745
"21","2021-01-11",3779.63558470772,3779.63558470772
"22","2021-01-12",4556.7092638047,4556.7092638047
"23","2021-01-13",3833.37708966493,3833.37708966493
"24","2021-01-14",6419.47882269037,6419.47882269037
