"","minlag","maxlag","penalty","alpha_in","rmcc","rmth","smth","limitRange","basisdim","firstcutoff","lastcutoff","cutoffinterval","signalsToTry","cutoff","date","lag","predType","y","strawman","fore","fore_low","fore_high","scaled_abs_err","syncFore","scaled_abs_err_sync"
"1",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-11-22,1,"nearFuture",13,15,22.7740508348299,30.3621458898534,17.0823693855165,4.88702297390347,NA,NA
"2",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-11-23,2,"nearFuture",9,15,20.2720332260863,27.2695669939586,15.0701084183182,1.87867189123574,NA,NA
"3",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-11-24,3,"nearFuture",10,15,18.0278181669048,25.3892095655447,12.8008013412138,1.6055633122683,NA,NA
"4",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-11-25,4,"nearFuture",12,15,19.5241425931428,27.6523749918238,13.785150248761,2.50804669503203,NA,NA
"5",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-11-26,5,"nearFuture",8,15,5.39434980307956,13.3038962050493,2.18725472218735,0.372235689240678,NA,NA
"6",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-11-27,6,"nearFuture",13,15,33.4347104583875,48.3631187643185,23.1143047015603,10.2173501205187,NA,NA
"7",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-11-28,7,"nearFuture",6,15,39.9719958997957,59.9890466528387,26.634203164782,3.77466579168111,NA,NA
"8",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-11-29,8,"nearFuture",10,15,40.9288630935022,58.9398015711402,28.4217420057771,6.18577138154616,NA,NA
"9",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-11-30,9,"nearFuture",10,15,17.7726262695304,26.7467449986716,11.8095209167355,1.5545249430011,NA,NA
"10",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-12-01,10,"nearFuture",11,15,17.6797962687633,28.7169577498071,10.884690461582,1.66994864970367,NA,NA
"11",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-12-02,11,"nearFuture",16,15,30.2138516365341,43.2461255789833,21.1088697193751,14.2138374226966,NA,NA
"12",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-12-03,12,"nearFuture",10,15,26.7372632278078,68.7060821085141,10.4049193750271,3.34745197607117,NA,NA
"13",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-12-04,13,"nearFuture",7,15,10.6848310213173,17.0107983922782,6.71136129659433,0.460603820089187,NA,NA
"14",20,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-21,2020-12-21,1,"umdapi_data-cmu_data",2020-11-21,2020-12-05,14,"nearFuture",9,15,15.9746508781442,27.0218795865786,9.44380903855932,1.16244161928376,NA,NA
