"","date","estimate"
"1","2020-12-22",341.845950722015
"2","2020-12-23",305.603068283072
"3","2020-12-24",249.995273813558
"4","2020-12-25",439.17746308007
"5","2020-12-26",519.25489285081
"6","2020-12-27",456.130074239298
"7","2020-12-28",340.51831462183
"8","2020-12-29",452.281473222122
"9","2020-12-30",394.212225032563
"10","2020-12-31",350.671507606467
"11","2021-01-01",419.336433415655
"12","2021-01-02",389.562072522517
"13","2021-01-03",500.004717503846
"14","2021-01-04",440.93243991635
"15","2021-01-05",485.312020355793
"16","2021-01-06",392.333896438083
"17","2021-01-07",510.339043922062
"18","2021-01-08",497.246817959995
"19","2021-01-09",525.296253980005
"20","2021-01-10",550.849166395812
"21","2021-01-11",644.211415566722
"22","2021-01-12",564.243398467155
"23","2021-01-13",575.809273054693
"24","2021-01-14",401.5305631241
