"","cutoff","predType","startDate","endDate","mape","mae","mse","rmse","smape","minlag","maxlag","penalty","alpha_in","rmcc","rmth","smth","limitRange","basisdim","firstcutoff","lastcutoff","cutoffinterval","umd","ccfr","nsum","umd_smooth"
"1",2020-10-22,"nearFuture",2020-10-23,2020-10-29,0.567724962112817,21463.3273561854,782732748.576421,27977.361358363,0.670522375145602,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"2",2020-10-23,"nearFuture",2020-10-24,2020-10-30,0.577624790133338,22753.8887028624,850545816.512671,29164.1186479666,0.749928593149502,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"3",2020-10-24,"nearFuture",2020-10-25,2020-10-31,0.516014892927761,21226.0037572543,835789375.072413,28910.0220524373,0.704964874077746,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"4",2020-10-25,"nearFuture",2020-10-26,2020-11-01,0.689021964627091,32381.5201767009,1312507579.56659,36228.5464732797,1.11026794272117,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"5",2020-10-26,"nearFuture",2020-10-27,2020-11-02,0.533764094878733,28815.704557251,1293617753.35319,35966.8980223926,0.462967351818934,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"6",2020-10-27,"nearFuture",2020-10-28,2020-11-03,0.527131811092677,32300.3252345648,1552579762.49766,39402.7887654879,0.569617540103919,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"7",2020-10-28,"nearFuture",2020-10-29,2020-11-04,Inf,39743.113275688,2349620856.42406,48472.887849024,1.34359355049252,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"8",2020-10-29,"nearFuture",2020-10-30,2020-11-05,Inf,39774.9965704665,2384979775.22187,48836.2547214861,1.13913592787732,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"9",2020-10-30,"nearFuture",2020-10-31,2020-11-06,Inf,43340.9483272113,2500160182.78727,50001.601802215,1.100711751885,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"10",2020-10-31,"nearFuture",2020-11-01,2020-11-07,Inf,37838.1086695384,2211451168.84126,47026.0690345394,0.957844409195508,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"11",2020-11-01,"nearFuture",2020-11-02,2020-11-08,Inf,38659.1125199233,1916874601.64318,43782.1265089212,0.971547531146088,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"12",2020-11-02,"nearFuture",2020-11-03,2020-11-12,Inf,30873.0971505639,1477118658.86492,38433.3014307244,0.668031689778274,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"13",2020-11-03,"nearFuture",2020-11-04,2020-11-11,Inf,32578.6878364548,1729322925.71614,41585.1286605697,0.68681623006593,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"14",2020-11-04,"nearFuture",2020-11-05,2020-11-11,0.630792730327087,24272.8747662144,756990860.27157,27513.4668893538,1.00947475858585,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"15",2020-11-05,"nearFuture",2020-11-06,2020-11-12,0.35128928260591,13051.3239302573,281609433.566723,16781.2226481482,0.321564605606085,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"16",2020-11-06,"nearFuture",2020-11-07,2020-11-13,9.60239120974514,791627.447536298,4160874414238.88,2039822.15260029,1.55948819175556,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"17",2020-11-07,"nearFuture",2020-11-08,2020-11-14,0.990261137479946,29082.1897842637,1366226640.87563,36962.5031738332,0.742091449261138,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"18",2020-11-08,"nearFuture",2020-11-09,2020-11-15,0.56994556702411,14241.4522375116,328059114.016113,18112.4022155017,0.394905700954994,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"19",2020-11-09,"nearFuture",2020-11-10,2020-11-16,0.702222353550713,12402.7979391868,252034447.376545,15875.5928196885,0.428039592471748,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"20",2020-11-10,"nearFuture",2020-11-11,2020-11-17,0.493123925203079,10913.7578584642,180518874.448568,13435.7312584231,0.408184645589056,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"21",2020-11-11,"nearFuture",2020-11-12,2020-11-18,0.363566047287371,11328.2353186167,245738815.330831,15676.0586669874,0.424881742144917,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"22",2020-11-12,"nearFuture",2020-11-13,2020-11-19,0.519802196153529,13912.5735496235,341970273.276395,18492.4382728832,0.491758565172078,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"23",2020-11-13,"nearFuture",2020-11-14,2020-11-20,0.626829960170669,17591.2644776425,460822990.78711,21466.7880873481,0.777406690781696,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"24",2020-11-14,"nearFuture",2020-11-15,2020-11-21,1.27671155972756,28304.3737342537,2078055797.74873,45585.6972936549,0.610400582480129,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"25",2020-11-15,"nearFuture",2020-11-16,2020-11-22,1.20851414701098,22727.3016778471,1277263196.05547,35738.8191754493,0.592725060222812,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"26",2020-11-16,"nearFuture",2020-11-17,2020-11-23,1.8541492615512,38472.9787788052,2670676481.08524,51678.5882265106,0.806115038259604,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"27",2020-11-17,"nearFuture",2020-11-18,2020-11-24,0.461639184565032,8850.20749033633,229407237.543198,15146.1954808195,0.346316128756626,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"28",2020-11-18,"nearFuture",2020-11-19,2020-11-25,0.629172213094504,10752.3734673375,261022284.386751,16156.1840911383,0.549378214328062,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"29",2020-11-19,"nearFuture",2020-11-20,2020-11-26,0.413427777836001,5546.20859636983,40882235.2390694,6393.92174170668,0.486803497675014,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"30",2020-11-20,"nearFuture",2020-11-21,2020-11-27,0.593320453369154,7342.98916002315,89085211.7331772,9438.49626440447,0.589269672684903,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"31",2020-11-21,"nearFuture",2020-11-22,2020-11-28,0.493691472927638,6337.52546975071,73306663.5054597,8561.93106170914,0.522558629073052,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
"32",2020-11-22,"nearFuture",2020-11-23,2020-11-29,0.425502291247749,4729.55214719039,34875352.7887148,5905.53577490771,0.478285900383908,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE
