"","date","estimate"
"1","2020-12-22",625.734795416804
"2","2020-12-23",714.324237906312
"3","2020-12-24",430.868379255664
"4","2020-12-26",816.220386328227
"5","2020-12-27",1529.55951538732
"6","2020-12-28",1341.75985445133
"7","2020-12-29",999.413592591666
"8","2020-12-30",795.870743375089
"9","2020-12-31",1337.04276328589
"10","2021-01-01",1564.80887015406
"11","2021-01-02",1250.79102748157
"12","2021-01-03",1608.44961713455
"13","2021-01-04",1212.4013671314
"14","2021-01-05",1026.78717360913
"15","2021-01-06",1138.96507134266
"16","2021-01-07",1107.12527334173
"17","2021-01-08",969.11647618564
"18","2021-01-09",951.670962814177
"19","2021-01-10",615.870080136858
"20","2021-01-11",794.678455544844
"21","2021-01-12",610.113600445132
"22","2021-01-13",776.384891029869
"23","2021-01-14",1240.6157293024
