"","minlag","maxlag","penalty","alpha_in","rmcc","rmth","smth","limitRange","basisdim","firstcutoff","lastcutoff","cutoffinterval","umd","ccfr","nsum","umd_smooth","cutoff","date","lag","predType","y","strawman","fore","fore_low","fore_high","scaled_abs_err","syncFore","scaled_abs_err_sync"
"1",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-22,2020-10-23,1,"nearFuture",30026,24858,0.000218167583233785,0.000300372789891652,0.000158460073534754,5.80998447678453,NA,NA
"2",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-22,2020-10-24,2,"nearFuture",26979,24858,53.7347991856927,61.0371696132859,47.3060704128426,12.6946087638471,NA,NA
"3",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-22,2020-10-25,3,"nearFuture",13493,24858,105.405386689314,114.404930205439,97.1137827991582,1.1779669698313,NA,NA
"4",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-22,2020-10-26,4,"nearFuture",15726,24858,0.000697288137246123,0.000920837064356707,0.000528009530854227,1.72207613896077,NA,NA
"5",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-22,2020-10-27,5,"nearFuture",29787,24858,402.304688227818,443.150464858721,365.223721973709,5.96159369158259,NA,NA
"6",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-22,2020-10-28,6,"nearFuture",28629,24858,1127.93427175733,1279.71508119121,994.15544921178,7.29277796896046,NA,NA
"7",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-22,2020-10-29,7,"nearFuture",26106,24858,28108.8667587193,29573.5529258976,26716.7219454222,1.60486118358526,NA,NA
"8",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-23,2020-10-24,1,"nearFuture",26979,30026,30111.7416568195,30912.8672988975,29331.3776700155,1.02813969668242,60137.7414386519,10.8824225230619
"9",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-23,2020-10-25,2,"nearFuture",13493,30026,13085.5719505169,13525.3610787037,12660.0829564371,0.024643322413262,NA,NA
"10",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-23,2020-10-26,3,"nearFuture",15726,30026,11661.7674002349,12110.4248575117,11229.7314501586,0.284212069893767,NA,NA
"11",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-23,2020-10-27,4,"nearFuture",29787,30026,11620.5684149395,11973.2640752284,11278.2620877518,76.0101736780349,NA,NA
"12",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-23,2020-10-28,5,"nearFuture",28629,30026,18375.7524994651,18827.7852377888,17934.5725297457,7.33947565726229,NA,NA
"13",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-23,2020-10-29,6,"nearFuture",26106,30026,33070.0896165856,33954.8029712749,32208.4280145638,1.77655347316558,NA,NA
"14",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-23,2020-10-30,7,"nearFuture",22282,30026,71049.4259650437,73315.5796564469,68853.3181298845,6.29744653392901,NA,NA
"15",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-24,2020-10-25,1,"nearFuture",13493,26979,3687.55674515465,3835.98989565756,3544.86719689458,0.727083142082031,554.815088335181,0.959378978993433
"16",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-24,2020-10-26,2,"nearFuture",15726,26979,25618.6219565715,26802.3253088917,24487.195920124,0.879109744574108,52543.8871573858,3.27182859274096
"17",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-24,2020-10-27,3,"nearFuture",29787,26979,23823.3375512202,24584.6815846213,23085.5709937039,2.12381141262678,NA,NA
"18",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-24,2020-10-28,4,"nearFuture",28629,26979,45355.5784383198,46800.744495375,43955.0378451324,10.1373202595045,NA,NA
"19",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-24,2020-10-29,5,"nearFuture",26106,26979,28317.7704041783,28985.2890827575,27665.6243922294,2.53352852422086,NA,NA
"20",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-24,2020-10-30,6,"nearFuture",22282,26979,124617.668823433,128454.806869087,120895.151855341,21.7874534387152,NA,NA
"21",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-24,2020-10-31,7,"nearFuture",18947,26979,14818.7027648334,15328.6277035736,14325.7410825685,0.513981229413921,NA,NA
"22",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-25,2020-10-26,1,"nearFuture",15726,13493,1512.62473344703,1609.61887812698,1421.4753662048,6.36514789977063,11318.0679882924,1.97399552607865
"23",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-25,2020-10-27,2,"nearFuture",29787,13493,14623.8568639822,15170.8967354251,14096.5424330434,0.93059673101063,15031.2849134653,0.9055919409371
"24",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-25,2020-10-28,3,"nearFuture",28629,13493,87803.0479818191,91848.1867000597,83936.0635400831,3.90949048479847,66420,2.49676268482447
"25",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-25,2020-10-29,4,"nearFuture",26106,13493,18529.5907357608,19121.8897462205,17955.638139931,0.600682570652384,NA,NA
"26",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-25,2020-10-30,5,"nearFuture",22282,13493,164776.87322044,170284.174652426,159447.687982307,16.2128653093898,NA,NA
"27",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-10-22,2020-11-22,1,FALSE,FALSE,FALSE,FALSE,2020-10-25,2020-10-31,6,"nearFuture",18947,13493,57433.2001349597,59688.0777789111,55263.5065575487,7.05650900768302,NA,NA
