"","minlag","maxlag","penalty","alpha_in","rmcc","rmth","smth","limitRange","basisdim","firstcutoff","lastcutoff","cutoffinterval","signalsToTry","cutoff","date","lag","predType","y","strawman","fore","fore_low","fore_high","scaled_abs_err","syncFore","scaled_abs_err_sync"
"1",14,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-27,2020-12-21,1,"umdapi_data-cmu_data",2020-11-27,2020-11-28,1,"nearFuture",51922,34130,27344.5748264244,27441.3197465631,27248.1709824314,1.38137506588322,NA,NA
"2",14,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-27,2020-12-21,1,"umdapi_data-cmu_data",2020-11-27,2020-11-29,2,"nearFuture",24468,34130,23844.0074705213,23928.5959873388,23759.7179773984,0.0645821288981687,NA,NA
"3",14,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-27,2020-12-21,1,"umdapi_data-cmu_data",2020-11-27,2020-11-30,3,"nearFuture",21138,34130,18860.1231354729,18955.7142751243,18765.0140491933,0.1753291921453,NA,NA
"4",14,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-27,2020-12-21,1,"umdapi_data-cmu_data",2020-11-27,2020-12-01,4,"nearFuture",50909,34130,27326.1377957368,27435.0680727962,27217.640023719,1.40549867112806,NA,NA
"5",14,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-27,2020-12-21,1,"umdapi_data-cmu_data",2020-11-27,2020-12-02,5,"nearFuture",49863,34130,29224.6927982035,29392.2197112302,29058.1207387695,1.31178460563686,NA,NA
"6",14,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-27,2020-12-21,1,"umdapi_data-cmu_data",2020-11-27,2020-12-03,6,"nearFuture",50434,34130,28482.0782893804,28617.4060912629,28347.390434176,1.34641325498486,NA,NA
"7",14,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-27,2020-12-21,1,"umdapi_data-cmu_data",2020-11-27,2020-12-04,7,"nearFuture",46884,34130,29115.5726201672,29270.236901713,28961.7255865331,1.39316507593223,NA,NA
"8",14,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-27,2020-12-21,1,"umdapi_data-cmu_data",2020-11-27,2020-12-05,8,"nearFuture",43209,34130,25505.2758492655,25628.6926964206,25382.453324979,1.94996410934954,NA,NA
"9",14,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-27,2020-12-21,1,"umdapi_data-cmu_data",2020-11-27,2020-12-06,9,"nearFuture",26363,34130,20420.2805013328,20534.0047119238,20307.186133593,0.765124178949672,NA,NA
"10",14,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-27,2020-12-21,1,"umdapi_data-cmu_data",2020-11-27,2020-12-07,10,"nearFuture",20371,34130,14540.3521725145,14615.0942168606,14465.9923612973,0.423769738139526,NA,NA
"11",14,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-27,2020-12-21,1,"umdapi_data-cmu_data",2020-11-27,2020-12-08,11,"nearFuture",51088,34130,13618.2101447143,13704.7814222007,13532.1857264485,2.20956420881449,NA,NA
"12",14,60,FALSE,0.5,TRUE,0.9,FALSE,TRUE,NA,2020-11-27,2020-12-21,1,"umdapi_data-cmu_data",2020-11-27,2020-12-09,12,"nearFuture",53453,34130,19319.85221499,19451.1082079115,19189.4819369333,1.76645178198228,NA,NA
