"","date","estimate"
"1","2020-12-22",1117.45469919787
"2","2020-12-23",971.290212153464
"3","2020-12-24",687.950755918002
"4","2020-12-26",672.593953274043
"5","2020-12-27",965.757531260638
"6","2020-12-28",1248.38436868027
"7","2020-12-29",1510.49474305699
"8","2020-12-30",1345.39025778663
"9","2020-12-31",1299.45870805865
"10","2021-01-01",1656.3587941559
"11","2021-01-02",1899.73074966151
"12","2021-01-03",1070.51868228978
"13","2021-01-04",1053.99845570908
"14","2021-01-05",1382.95264624314
"15","2021-01-06",1165.11614978525
"16","2021-01-07",1029.72834517829
"17","2021-01-08",985.729092058981
"18","2021-01-09",709.009082656668
"19","2021-01-10",224.066645405077
"20","2021-01-11",206.447930862669
"21","2021-01-12",252.111116413342
"22","2021-01-13",233.209836557136
"23","2021-01-14",263.457595409912
