"","minlag","maxlag","penalty","alpha_in","rmcc","rmth","smth","limitRange","basisdim","firstcutoff","lastcutoff","cutoffinterval","umd","ccfr","nsum","umd_smooth","cutoff","date","lag","predType","y","strawman","fore","fore_low","fore_high","scaled_abs_err","syncFore","scaled_abs_err_sync"
"1",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-18,2020-11-19,1,"nearFuture",6994,5891,7903.10888993917,11893.1894389546,5251.6720133675,0.824214768009935,NA,NA
"2",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-18,2020-11-20,2,"nearFuture",6489,5891,3006.94646682986,3975.76148875178,2274.21264579413,5.82283198553061,NA,NA
"3",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-18,2020-11-21,3,"nearFuture",6472,5891,3860.94795793085,5546.48359737374,2687.63422304338,4.49406546914816,NA,NA
"4",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-18,2020-11-22,4,"nearFuture",4788,5891,8011.62355326331,11074.9353330887,5795.61957056613,2.92259614718106,NA,NA
"5",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-18,2020-11-23,5,"nearFuture",4044,5891,4025.71191798151,5671.68382056553,2857.41535658496,0.00990150623096097,NA,NA
"6",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-18,2020-11-24,6,"nearFuture",3919,5891,3091.09868596138,4308.67034261388,2217.59622495409,0.419828252342184,NA,NA
"7",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-18,2020-11-25,7,"nearFuture",5290,5891,11363.6576435623,17791.8667686962,7257.96324348015,10.105919523222,NA,NA
"8",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-19,2020-11-20,1,"nearFuture",6489,6994,4723.96144840616,7017.99530490036,3179.79861719848,3.49512583781924,3814.85255846698,5.29534145789638
"9",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-19,2020-11-21,2,"nearFuture",6472,6994,5142.374882353,7303.08660343849,3620.9374017562,2.54717454999966,NA,NA
"10",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-19,2020-11-22,3,"nearFuture",4788,6994,6505.69212651211,9014.52289299849,4695.09374454354,0.77864556923548,NA,NA
"11",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-19,2020-11-23,4,"nearFuture",4044,6994,4304.70544416747,6026.00454855608,3075.08711812792,0.0883747268064736,NA,NA
"12",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-19,2020-11-24,5,"nearFuture",3919,6994,2517.88104177193,4211.36085113607,1505.38630257825,0.455648441552006,NA,NA
"13",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-19,2020-11-25,6,"nearFuture",5290,6994,13031.5966644745,20624.8586458534,8233.8751766275,4.54319052812872,NA,NA
"14",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-19,2020-11-26,7,"nearFuture",6383,6994,12592.4256105155,21414.4039372714,7404.79086977436,10.1627260234907,NA,NA
"15",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-20,2020-11-21,1,"nearFuture",6472,6489,7547.90502244636,11055.421476115,5153.20653771143,63.2885270092846,9312.94357404021,167.114318054464
"16",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-20,2020-11-22,2,"nearFuture",4788,6489,1999.84834683751,3037.28797185608,1316.76464247304,1.6391250155928,5481.90188000765,0.4079376129334
"17",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-20,2020-11-23,3,"nearFuture",4044,6489,2572.15764326498,3499.80998445557,1890.38689848632,0.601980513755846,NA,NA
"18",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-20,2020-11-24,4,"nearFuture",3919,6489,1417.68418553437,2013.12464368824,998.36264794417,0.973274635600138,NA,NA
"19",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-20,2020-11-25,5,"nearFuture",5290,6489,30470.1165904168,50638.6305898077,18334.3821548852,21.0009312505554,NA,NA
"20",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-20,2020-11-26,6,"nearFuture",6383,6489,6464.58844880212,10907.6369159259,3831.34350130121,0.769702339928453,NA,NA
"21",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-20,2020-11-27,7,"nearFuture",5444,6489,6969.86856999283,10469.3445040794,4640.12506838849,1.46016130960064,NA,NA
"22",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-20,2020-11-28,8,"nearFuture",4868,6489,4859.72523601715,6866.22566880396,3439.57954613743,0.00510472793198597,NA,NA
"23",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-21,2020-11-22,1,"nearFuture",4788,6472,2024.59197425526,3041.34408170436,1347.7503867046,1.64097863664119,1571,1.91033254043329
"24",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-21,2020-11-23,2,"nearFuture",4044,6472,2324.06512159061,3166.79021054089,1705.60041249826,0.708375155560549,3653.69023923761,0.160753608155536
"25",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-21,2020-11-24,3,"nearFuture",3919,6472,1417.30747694541,1996.27357962671,1006.25510686817,0.979903063875708,4028.35951901456,0.0428356909407465
"26",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-21,2020-11-25,4,"nearFuture",5290,6472,24760.8083232746,42570.0033815898,14402.1043016194,16.4727650649762,NA,NA
"27",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-21,2020-11-26,5,"nearFuture",6383,6472,7502.35863428926,11943.8550169042,4712.49734678072,12.5770631653056,NA,NA
"28",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-21,2020-11-27,6,"nearFuture",5444,6472,5961.18686573192,9028.89391357193,3935.78097033111,0.503100063452159,NA,NA
"29",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-21,2020-11-28,7,"nearFuture",4868,6472,5123.35025733744,7130.57093767997,3681.15233531356,0.159195920934066,NA,NA
"30",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-22,2020-11-23,1,"nearFuture",4044,4788,2356.98999207888,3306.4766497553,1680.15758501459,2.26748656673875,5120.39801782362,1.44677152738824
"31",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-22,2020-11-24,2,"nearFuture",3919,4788,1004.86923918609,1636.85630835616,616.89116063982,3.35343010064497,3793.02089234858,0.144970204265189
"32",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-22,2020-11-25,3,"nearFuture",5290,4788,6175.37438200479,9444.30318575574,4037.9102627114,1.76369398454402,4457.68225549268,1.65800347181139
"33",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-22,2020-11-26,4,"nearFuture",6383,4788,8080.86443477531,13280.4391568758,4917.03393553878,1.06449180796916,4857.240881512,0.95658878842095
"34",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-22,2020-11-27,5,"nearFuture",5444,4788,5003.03773412969,7761.76841357323,3224.83037826201,0.672198574997128,NA,NA
"35",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-22,2020-11-28,6,"nearFuture",4868,4788,3940.0803814141,5780.47451969683,2685.63304951969,11.5989950873363,NA,NA
"36",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-22,2020-11-29,7,"nearFuture",4093,4788,8061.22770166411,12076.0445579211,5381.18187179526,5.70968013806393,NA,NA
"37",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-22,2020-11-30,8,"nearFuture",3262,4788,2233.43112088436,3380.0878536141,1475.76476936871,0.674029409201578,NA,NA
"38",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-22,2020-12-01,9,"nearFuture",2401,4788,9411.80546269696,21705.5609776282,4081.0777550948,2.93707811468784,NA,NA
"39",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-23,2020-11-24,1,"nearFuture",3919,4044,1543.15187247986,2185.86111239207,1089.41857652251,19.0067848681069,3230.16188040097,5.51070491270658
"40",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-23,2020-11-25,2,"nearFuture",5290,4044,14883.5605060703,25100.931140665,8825.18549198274,7.69948675631684,9035,3.00561797511588
"41",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-23,2020-11-26,3,"nearFuture",6383,4044,5428.29550599794,8751.40484448413,3367.04707690555,0.408167804016202,6900.13786273296,0.221093570975574
"42",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-23,2020-11-27,4,"nearFuture",5444,4044,7560.54468338555,11199.5709430267,5103.93087380378,1.51181762990981,7299.83923921808,1.32559945563749
"43",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-23,2020-11-28,5,"nearFuture",4868,4044,4485.00714165271,6349.31836387979,3168.10213441309,0.464797157624389,4503.29522367119,0.442602883357044
"44",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-23,2020-11-29,6,"nearFuture",4093,4044,10169.375358085,15088.7658672619,6853.85379317266,124.007657838314,NA,NA
"45",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-23,2020-11-30,7,"nearFuture",3262,4044,1879.63034030261,2914.52296082528,1212.20874348016,1.76773613545992,NA,NA
"46",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-24,2020-11-25,1,"nearFuture",5290,3919,14641.1879109091,24585.8740739349,8719.00599498359,6.82070598401778,8820,2.57476294487618
"47",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-24,2020-11-26,2,"nearFuture",6383,3919,4158.96297284644,6434.02264937468,2688.36060301852,0.902612429484961,7073.09373366035,0.280070508677061
"48",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-24,2020-11-27,3,"nearFuture",5444,3919,6270.68158539991,8380.26225585621,4692.15000019783,0.542086285152673,8354,1.9081967200602
"49",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-24,2020-11-28,4,"nearFuture",4868,3919,4419.69251123839,6181.67763617105,3159.93214845087,0.472399882285788,6921.00832570402,2.16333859171831
"50",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-24,2020-11-29,5,"nearFuture",4093,3919,10756.509258964,15906.2858911452,7274.01055343717,38.2960300038392,8053,22.7586205588585
"51",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-24,2020-11-30,6,"nearFuture",3262,3919,1879.63227863594,2905.40211399011,1216.01670415187,2.10406045549467,2707.53359267455,0.843936691752679
"52",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-24,2020-12-01,7,"nearFuture",2401,3919,1895.35671156491,2563.78091053532,1401.20282872535,0.333098345258227,NA,NA
"53",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-25,2020-11-26,1,"nearFuture",6383,5290,7651.73480862865,12294.3206521432,4762.28392264788,1.16078207453602,389,5.48398901602563
"54",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-25,2020-11-27,2,"nearFuture",5444,5290,5426.97863056763,8165.46593493745,3606.90954947487,0.110528372219764,299,33.4090906921488
"55",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-25,2020-11-28,3,"nearFuture",4868,5290,4763.88297889917,6656.28225554013,3409.4979998416,0.246722798232484,3878.50859689438,2.34476635251388
"56",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-25,2020-11-29,4,"nearFuture",4093,5290,11782.063406,16716.5836115975,8304.15001823074,6.42361186263688,1246,2.37844611330121
"57",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-25,2020-11-30,5,"nearFuture",3262,5290,2844.38690008658,4243.56558649973,1906.54219251917,0.205923619185158,1156,1.03846153794948
"58",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-25,2020-12-01,6,"nearFuture",2401,5290,17757.4755853288,41770.7949643896,7549.00497901392,5.3154986431337,9844,2.57632398664717
"59",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-25,2020-12-02,7,"nearFuture",3384,5290,6549.56988886253,9988.65572341268,4294.55843878447,1.66084464176374,963,1.27019936974281
"60",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-25,2020-12-03,8,"nearFuture",3772,5290,12640.8917906683,20106.6940295208,7947.21126351142,5.84248470673639,NA,NA
"61",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-25,2020-12-04,9,"nearFuture",4935,5290,15850.8893635172,23249.6320187483,10806.6524842999,30.7489840359669,NA,NA
"62",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-26,2020-11-27,1,"nearFuture",5444,6383,4850.08885732925,7204.4266850554,3265.12614428922,0.632493229007734,3581.35404870059,1.98364850832349
"63",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-26,2020-11-28,2,"nearFuture",4868,6383,4834.22825086306,6644.44552117976,3517.18780851605,0.0222915835740268,7058.26527801661,1.44571965450224
"64",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-26,2020-11-29,3,"nearFuture",4093,6383,5118.74179024341,7431.49110061646,3525.74162579712,0.447922178949996,6073.44628424548,0.864823704533036
"65",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-26,2020-11-30,4,"nearFuture",3262,6383,3365.82125140016,5058.88268064046,2239.37841842632,0.0332653801239643,2339,0.295738545243275
"66",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-26,2020-12-01,5,"nearFuture",2401,6383,13440.954499061,31483.9145085511,5738.14472138655,2.77246471529094,10517,2.03817177246656
"67",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-26,2020-12-02,6,"nearFuture",3384,6383,3221.1809065992,4820.90093574836,2152.29613122689,0.0542911281582214,3139.59245779708,0.0814963461558583
"68",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-26,2020-12-03,7,"nearFuture",3772,6383,7824.27972935566,11808.7601811966,5184.23207380291,1.55200295971032,2056,0.657219455895358
"69",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-27,2020-11-28,1,"nearFuture",4868,5444,4531.91337292254,6682.29015750798,3073.53292592333,0.583483726552043,5125.82451559329,0.447612005461254
"70",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-27,2020-11-29,2,"nearFuture",4093,5444,2770.9410131162,4393.97688234171,1747.41795502517,0.978578079870632,2787.96238254857,0.965978990736825
"71",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-27,2020-11-30,3,"nearFuture",3262,5444,1443.10713374441,2198.69247421744,947.180300967391,0.833589764171402,1009,1.03253895461387
"72",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-27,2020-12-01,4,"nearFuture",2401,5444,1692.54827565316,2216.53715648666,1292.43024734908,0.23281358005719,1400,0.328951692300706
"73",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-27,2020-12-02,5,"nearFuture",3384,5444,3533.97545488141,5502.29817973708,2269.77566604742,0.072803618839127,3974.93772075172,0.286862971099445
"74",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-27,2020-12-03,6,"nearFuture",3772,5444,5696.8455599506,8788.31035517751,3692.86563882089,1.15122342033455,5179.65869421868,0.841901132402378
"75",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-27,2020-12-04,7,"nearFuture",4935,5444,6171.79342278003,9134.79230757242,4169.88506918703,2.42984954882157,4645.9248527872,0.567927596551822
"76",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-28,2020-11-29,1,"nearFuture",4093,4868,2891.92315550952,4545.06409871637,1840.06635676141,1.5497765715364,3228.00978258698,1.11611640812504
"77",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-28,2020-11-30,2,"nearFuture",3262,4868,1270.83358572378,1950.64192415251,827.941808594744,1.2398296469716,1304.60533486072,1.21880116059805
"78",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-28,2020-12-01,3,"nearFuture",2401,4868,1399.1489208877,1827.30678419727,1071.31310393574,0.406100964210053,1503.26594198853,0.363897064307893
"79",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-28,2020-12-02,4,"nearFuture",3384,4868,2140.81020920961,3347.892131249,1368.94146292171,0.837728968970793,2589.11769797123,0.53563497405198
"80",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-28,2020-12-03,5,"nearFuture",3772,4868,4480.91792546272,6834.08021674696,2938.01430740165,0.646822924102096,4863.91078381001,0.9962689624213
"81",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-28,2020-12-04,6,"nearFuture",4935,4868,7196.5748622181,10071.0387437812,5142.53703765064,33.7548481860187,8124.494480804,47.6043945253673
"82",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-28,2020-12-05,7,"nearFuture",6087,4868,3051.6163353224,4583.25350980111,2031.82351534612,2.4900604283737,2796.26607798497,2.6995356187986
"83",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-29,2020-11-30,1,"nearFuture",3262,4093,1441.21585521192,2206.91587438469,941.1791203384,2.19107598387124,2642.29269970241,0.745736822565411
"84",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-29,2020-12-01,2,"nearFuture",2401,4093,1402.72301139866,1827.13693222004,1076.89347853999,0.58999821986486,2724.78199828246,0.191360518966371
"85",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-29,2020-12-02,3,"nearFuture",3384,4093,2166.87639565313,3375.5468271411,1390.9904245101,1.71667644940789,1141.13460540972,3.16342086237921
"86",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-29,2020-12-03,4,"nearFuture",3772,4093,3742.90003803959,5506.24898224753,2544.25485297224,0.0906540868216693,49,11.5981308049902
"87",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-29,2020-12-04,5,"nearFuture",4935,4093,7999.33333709987,11028.9816268924,5801.92587156094,3.63935075232841,1335.82407813582,4.27455572160288
"88",7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE,2020-11-29,2020-12-05,6,"nearFuture",6087,4093,3118.58796525479,4645.62008316715,2093.49682559526,1.48867203272645,-461,3.28385155301713
